symbol,symbol_priority,provisional_index,provisional_time,event_label,offset_minute,bar_index,bar_time,parent_direction,side,fresh_parent_extreme,dynamic_parent_extreme,extreme_updates,bars_since_extreme,close,directional_return_bps,efficiency_60s,flow_60s,flow_3m,parent_flow_consensus,opposite_flow_consensus,parent_flow_run,opposite_flow_run,return_z_vs_parent,efficiency_z_vs_parent,impact_per_abs_flow,impact_per_abs_flow_z_vs_parent,opposite_depth_change,same_depth_change,resilience_1m,resilience_3m,retrace_fraction_from_dynamic_extreme,premium_change_directional,oi_change_5m,parent_run_vwap,pre_value_15m,pre_value_30m,pre_value_60m,source_run_start_open,source_target_touched,parent_vwap_touched,pre_value_15m_touched,pre_value_30m_touched,pre_value_60m_touched,absorption_under_load_observation,deep_absorption_under_load_observation,counterflow_resilience_observation,next_open,updated_stop,pre_value_15m_cost_rr,pre_value_15m_geometry_eligible,pre_value_15m_net_reward_bps,pre_value_30m_cost_rr,pre_value_30m_geometry_eligible,pre_value_30m_net_reward_bps,pre_value_60m_cost_rr,pre_value_60m_geometry_eligible,pre_value_60m_net_reward_bps
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,10,1385,2026-04-13T23:05:59.999000+00:00,1,-1,False,74750.0,0,10,74587.2,-3.324414638738941,0.0598374205213408,-0.1861181743250922,0.0527362183876045,False,False,0,0,-1.0426196512603327,0.0044974567022908465,-17.86184853132253,-1.173468327589469,-0.0301544671360484,-0.021300656047524,-0.0088538110885244,0.1897251948119007,0.2893193531188977,-0.00018072,0.005351820508481,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74587.1,74766.4715,0.8315607702840692,False,36.62908403269662,0.8205158374821989,False,36.142570255000024,1.2511231616037173,True,55.110218109472044
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,11,1386,2026-04-13T23:06:59.999000+00:00,1,-1,False,74750.0,0,11,74564.7,-3.003651336211676,0.1340474482338347,-0.1695202042203106,-0.0633791176786093,False,True,0,1,-1.0116437875346194,0.5981384103197982,-17.71854481894308,-1.1693144100257828,0.0633704638804029,0.0619450125063156,0.001425451374087304,0.12336505857042471,0.3293051359516685,-9.654e-05,0.005351820508481,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,True,74564.7,74766.214,0.7154006473970239,False,33.64199351241328,0.7050517710775362,False,33.15533358099201,1.1085220338249089,True,52.12867951125634
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,12,1387,2026-04-13T23:07:59.999000+00:00,1,-1,False,74750.0,0,12,74574.5,1.3142084729042187,0.0344484037567093,-0.0675108280555181,-0.1476353345012102,False,True,0,2,-0.5946714095222085,-0.1986012428691315,19.46663240160529,-0.09143472219033075,-0.0125834046709536,0.0429320839975413,-0.0555154886684949,-0.06294384838293199,0.31188910609561205,0.00025223,0.005351820508481,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74574.5,74766.2545,0.7645298900290354,False,34.94906641888453,0.7538853376004141,False,34.46247044052055,1.1688830854341652,True,53.43332304142858
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,13,1388,2026-04-13T23:08:59.999000+00:00,1,-1,False,74750.0,0,13,74612.7,5.121082885775318,0.1107738502018013,0.2564149761292935,0.0909823839569064,True,False,1,0,-0.22704449551767916,0.4119619412397203,19.971855634411604,-0.07678991204905858,-0.0022301374455311,-0.0369532584880978,0.0347231210425667,-0.019366916251840893,0.24400213257509085,1.476e-05,0.005351820508481,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74612.7,74766.41,0.9861987584333334,False,40.040705585712175,0.9742200818612022,False,39.55435873338688,1.4412311499920247,True,58.51549869061114
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,14,1389,2026-04-13T23:09:59.999000+00:00,1,-1,True,74756.8,1,0,74716.0,13.835252898816252,0.2179080664166147,0.4007707424199136,0.3141495341502127,True,False,2,0,0.6144761543818164,1.2689789811096377,34.521614066042865,0.34496117934285336,0.067417510603478,-0.252094141899305,0.319511652502783,0.29871928487685484,0.07164179104478123,-7.490000000000003e-05,0.005351820508481,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74715.9,74773.374,1.9416957637992993,True,53.770096507638215,1.9241575160612214,True,53.28442141320113,2.607918844784883,True,72.21937163512605
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,15,1390,2026-04-13T23:10:59.999000+00:00,1,-1,True,74870.0,2,0,74686.4,-3.94906910849202,0.0172572142209475,0.0730171759359723,0.1843602611636511,True,False,3,0,-1.1029420496714923,-0.3361216624728932,-54.08411182460435,-2.2234362118269826,0.0,0.0,0.0,0.3542347735453497,0.26893218104585703,-8.618999999999999e-05,0.0035251997540093,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74686.5,74887.003,1.0643968587885781,True,49.86268139027918,1.0540252837767254,True,49.37681511205662,1.4583804974199537,True,68.31921899075445
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,16,1391,2026-04-13T23:11:59.999000+00:00,1,-1,False,74870.0,2,1,74632.6,-7.219438416259317,0.1223353170390738,-0.2747725994638489,0.125764140121495,False,False,0,0,-1.4187590811461077,0.504447558211672,-26.27422978244556,-1.4173164292976574,0.0,0.0,0.0,0.319511652502783,0.3477369269078588,-7.36e-05,0.0035251997540093,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74632.5,74887.0625,0.7887400322303573,False,42.677776486853574,0.7797541033898246,False,42.19155866233339,1.1300873142995214,True,61.14766822969854
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,17,1392,2026-04-13T23:12:59.999000+00:00,1,-1,False,74870.0,2,2,74659.9,3.670649049468115,0.1177278421662622,0.1688654139542866,0.0279960982139967,True,False,1,0,-0.36711176787280286,0.4675901972649641,21.73712759464206,-0.025620308146070338,0.0,0.0,0.0,0.0,0.307748645085699,0.0001307899999999,0.0035251997540093,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74659.9,74886.592,0.919811865918806,False,46.324749345432195,0.9101611975651989,False,45.838709961660854,1.2864105193381365,True,64.78786268335314
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,18,1393,2026-04-13T23:13:59.999000+00:00,1,-1,False,74870.0,2,3,74709.9,6.681399914751187,0.1584064452066199,-0.2093312681172892,-0.1649354513091469,False,True,0,1,-0.07636588834017025,0.7929974965892894,31.917830407331465,0.2694857956813228,-0.2356747734910405,0.0056697053277225,-0.241344478818763,-0.241344478818763,0.23451003368977077,0.00014765,0.0035251997540093,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74710.0,74886.56,1.2143687200610809,True,52.98620202991657,1.2032368555944042,True,52.50048858073343,1.6372333729532664,True,71.43693413402487
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,19,1394,2026-04-13T23:14:59.999000+00:00,1,-1,False,74870.0,2,4,74622.6,-11.70541596133484,0.3069413433903306,-0.0225568581009128,-0.0359765976671739,False,True,0,2,-1.8519664587296378,1.9811980851252795,-518.929361015142,-15.697817391121541,-0.0586841388721921,-0.0768840877255206,0.018199948853328506,-0.2231445299654345,0.36238464918704444,-0.0003444099999999,0.0035251997540093,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74622.5,74886.4265,0.7467478162591172,False,41.34609740567565,0.7379651069511441,False,40.85981442415678,1.0803754250118964,True,59.81846425880957
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,20,1395,2026-04-13T23:15:59.999000+00:00,1,-1,False,74870.0,2,5,74688.6,8.853997367665801,0.2074689603178519,0.2175993385772164,0.0011572012130162,True,False,1,0,0.13344016522667873,1.1854716561509036,40.68944981872369,0.5237470658881563,0.0861806408692318,0.1497344917479031,-0.0635538508786713,-0.2866983808441058,0.26570968214441915,0.0003090099999999,-0.0009586896738695,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74688.7,74886.349,1.0794640274212224,True,50.15517948036343,1.0690072864388473,True,49.669327513620644,1.4766828544320425,True,68.61117343256674
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,21,1396,2026-04-13T23:16:59.999000+00:00,1,-1,False,74870.0,2,6,74630.3,-7.822179759807899,0.1634381286305022,-0.3288350206458926,-0.074847179118017,False,True,0,1,-1.4769653459292407,0.8332483014754868,-23.78755080410812,-1.345235536822142,-0.0275950374570581,0.2844245003921759,-0.31201953784923403,-0.3573734398745768,0.35110590303207573,-0.00044143,-0.0009586896738695,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74630.4,74886.205,0.7811548527806907,False,42.39815348242806,0.7721963942318801,False,41.911921976387504,1.1214586245377527,True,60.86856494341377
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,22,1397,2026-04-13T23:17:59.999000+00:00,1,-1,False,74870.0,2,7,74537.4,-12.469180620715598,0.2694404417209362,-0.5803455762373816,-0.2556378089336785,False,True,0,2,-1.9257226204261058,1.6812107152945626,-21.48578559267553,-1.2785147046783474,-0.0552811815562801,-0.0060938062399821,-0.04918737531629799,-0.4247607640442033,0.4871832430057232,-9.915e-05,-0.0009586896738695,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74537.4,74886.279,0.4490479144159683,False,29.999049519503515,0.441760561294358,False,29.512211344460155,0.7258716268764219,False,48.49250643506389
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,23,1398,2026-04-13T23:18:59.999000+00:00,1,-1,False,74870.0,2,8,74490.6,-6.280699135521579,0.2154873444698595,-0.3166237576675199,-0.4110818509406341,False,True,0,3,-1.3281057557656752,1.2496144864556,-19.836474627709322,-1.2307064401777552,0.2698436489493232,0.0154830397941432,0.25436060915518,-0.10684630401035203,0.555734583272295,-0.0001694599999999,-0.0009586896738695,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,True,False,False,False,False,False,False,74490.7,74885.9,0.32525645927168534,False,23.761156139693334,0.3185881586299443,False,23.274012754164204,0.5785643076284837,False,42.26620704534835
