run_id,variant,segment,start_ns,end_ns,calendar_days,starting_nav,ending_nav,total_return,daily_geometric_return,trades,wins,losses,win_rate,profit_factor,expectancy_r,max_drawdown,maximum_consecutive_losses,largest_profit_share,reversal_trades,continuation_trades,rejected_orders,time_exits,missing_feature_bars,open_position_at_stop,native_account_final,native_expected_final,accounting_error,implementation_status
baseline:week-a,baseline,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,97000.23798425,-0.02999762015750007,-0.004341513128524155,1,0,1,0.0,0.0,-0.9999607859394546,0.02999762015750007,1,,0,1,0,0,0,False,97899.56530022,97899.56530022,0.0,OK
baseline:week-b,baseline,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,96999.92664985001,-0.0300007335014999,-0.004341969656364242,1,0,1,0.0,0.0,-1.0000449959528408,0.0300007335014999,1,,0,1,0,0,0,False,97834.10762796,97834.10762796,0.0,OK
baseline:week-c,baseline,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,97000.53482657499,-0.02999465173425009,-0.004341077852430764,1,0,1,0.0,0.0,-0.9998513042697802,0.02999465173425009,1,,0,1,0,0,0,False,97998.98701038,97998.98701038,0.0,OK
plain-acceptance:week-a,plain-acceptance,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,94089.90100332501,-0.05910098996674995,-0.008665021435428133,2,0,2,0.0,0.0,-1.0000545331554624,0.05910098996674995,2,,0,2,0,0,0,False,95951.6884288,95951.6884288,0.0,OK
plain-acceptance:week-b,plain-acceptance,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
plain-acceptance:week-c,plain-acceptance,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,94090.2813024,-0.05909718697599997,-0.008664449029799792,2,0,2,0.0,0.0,-1.000017351312811,0.05909718697599997,2,,0,2,0,0,0,False,96007.84908058,96007.84908058,0.0,OK
reacceptance-retest:week-a,reacceptance-retest,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
reacceptance-retest:week-b,reacceptance-retest,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
reacceptance-retest:week-c,reacceptance-retest,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
half-range-target:week-a,half-range-target,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
half-range-target:week-b,half-range-target,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,96999.92664985001,-0.0300007335014999,-0.004341969656364242,1,0,1,0.0,0.0,-1.0000449959528408,0.0300007335014999,1,,0,1,0,0,0,False,97834.10762796,97834.10762796,0.0,OK
half-range-target:week-c,half-range-target,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
