trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-004,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-c45dd0b2f4137cb9-53621,MARKET,SELL,2687.9,GTC,False,False,2687.9,TAKER,42.432,0.0,['91.24237824 USDT'],NO_TRIGGER,FILLED,OTO,OL-20210606-174600-001-000-3,"['O-20210606-174600-001-000-8', 'O-20210606-174600-001-000-9']",,,,,['ENTRY'],be566b8a-4bdc-423d-b18a-9e91077b2065,2021-06-06 17:46:00+00:00,2021-06-06 17:46:00+00:00
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-007,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-1d7caeff03d4f4cd-55058,MARKET,BUY,2687.9,GTC,True,False,2687.9,TAKER,42.27758837754381,0.0,['90.91034384 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,17249cfd-33ed-4465-8a0a-f2955d946d75,2021-06-07 00:00:00+00:00,2021-06-07 00:00:00+00:00
