trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20240920-185100-001-000-1,O-20240920-185100-001-000-3,BUY,FLAT,0.000,5.736,1726858320000000000,2024-09-20 18:52:00+00:00,1726962420000000000,2024-09-21 23:47:00+00:00,104100000000000,62764.3,63482.4,['289.66042848 USDT'],0.01144,3829.36117152 USDT,False
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240922-003000-001-000-4,O-20240922-003000-001-000-6,SELL,FLAT,0.000,108.206,1726965000000000000,2024-09-22 00:30:00+00:00,1727015520000000000,2024-09-22 14:32:00+00:00,50520000000000,2609.08,2558.52,['336.59337443 USDT'],0.01938,5134.30198557 USDT,False
