trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type
BACKTESTER-001,ComplexStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-b74a426fa1c354cb-17113,LIMIT,SELL,8.077,60833.5,GTD,1.724138700000001e+18,8.077,MAKER,60833.40000000001,0.09999999999126885,['196.54054872 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20240820-071300-001-000-2,"['O-20240820-071300-001-000-5', 'O-20240820-071300-001-000-6']",,,,,['ENTRY'],77d92cad-fead-4b0f-bd1e-6af03771b7f6,2024-08-20 07:13:00+00:00,2024-08-20 07:16:00+00:00,,
BACKTESTER-001,ComplexStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-003,BTCUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-fd755a8f527ee1bd-18814,LIMIT,BUY,8.077,59324.2,GTC,,8.077,MAKER,59324.3,0.10000000001309672,['191.66494844 USDT'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20240820-071300-001-000-2,['O-20240820-071300-001-000-5'],O-20240820-071300-001-000-4,,,,['TAKE_PROFIT'],9b234453-53cc-4fcc-a41e-19a5e45c98b7,2024-08-20 07:13:00+00:00,2024-08-20 15:01:00+00:00,,
BACKTESTER-001,ComplexStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-004,ETHUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-1a869f53159202a5-20266,LIMIT,SELL,117.968,2598.53,GTD,1.724186700000001e+18,117.968,MAKER,2598.520519886749,0.00948011325135667,['122.61690748 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20240820-203300-001-000-3,"['O-20240820-203300-001-000-8', 'O-20240820-203300-001-000-9']",,,,,['ENTRY'],98a8034a-f32d-4b66-9bfa-fe01dd453450,2024-08-20 20:33:00+00:00,2024-08-20 20:34:00+00:00,,
BACKTESTER-001,ComplexStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-006,ETHUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-194fb4c00eaeb78f-21302,LIMIT,BUY,117.968,2560.90,GTC,,117.968,MAKER,2560.91,0.009999999999763531,['120.84217235 USDT'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20240820-203300-001-000-3,['O-20240820-203300-001-000-8'],O-20240820-203300-001-000-7,,,,['TAKE_PROFIT'],390598ed-b26b-4681-92be-ea8e1b7e5aec,2024-08-20 20:33:00+00:00,2024-08-21 01:22:00+00:00,,
BACKTESTER-001,ComplexStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-001,SOLUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-718a84900d1c73a3-23840,LIMIT,BUY,10219.8,141.627,GTD,1.724240640000001e+18,10219.8,MAKER,141.62707820113897,7.820113896173098e-05,['578.96016552 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20240821-113200-001-000-4,"['O-20240821-113200-001-000-11', 'O-20240821-113200-001-000-12']",,,,,['ENTRY'],b6e2da99-b7f5-4e85-bc5c-c101d7a316a7,2024-08-21 11:32:00+00:00,2024-08-21 11:33:00+00:00,,
BACKTESTER-001,ComplexStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-002,SOLUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-78672bd08874f075-23880,STOP_MARKET,SELL,10219.8,,GTC,,10219.8,TAKER,141.4903887747314,0.001611225268590033,['1156.80278016 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20240821-113200-001-000-4,['O-20240821-113200-001-000-12'],O-20240821-113200-001-000-10,,,,['STOP_LOSS'],73313bcc-4454-4776-b289-7d45a76baeef,2024-08-21 11:32:00+00:00,2024-08-21 11:44:00+00:00,141.492,DEFAULT
BACKTESTER-001,ComplexStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-001,XRPUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-e017aaa6835bb318-23181,LIMIT,BUY,842097,0.6027,GTD,1.724273160000001e+18,842097,MAKER,0.6027838680104549,8.386801045490166e-05,['203.04099476 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20240821-203400-001-000-5,"['O-20240821-203400-001-000-14', 'O-20240821-203400-001-000-15']",,,,,['ENTRY'],f75de8fb-5899-43ec-9e54-cf8fe836c550,2024-08-21 20:34:00+00:00,2024-08-21 20:36:00+00:00,,
BACKTESTER-001,ComplexStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-002,XRPUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-113c1d7d47a4641d-23290,STOP_MARKET,SELL,842097,,GTC,,842097,TAKER,0.5994506343093492,0.00014936569065082672,['403.83646464 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20240821-203400-001-000-5,['O-20240821-203400-001-000-15'],O-20240821-203400-001-000-13,,,,['STOP_LOSS'],3601103d-e28c-4340-a17a-f8d589fba636,2024-08-21 20:34:00+00:00,2024-08-21 21:09:00+00:00,0.5996,DEFAULT
BACKTESTER-001,ComplexStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-004,XRPUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-ce0597def2deaf1a-25186,LIMIT,SELL,674261,0.6000,GTD,1.724309640000001e+18,674261,MAKER,0.5999954118657316,4.588134268401767e-06,['161.82140256 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20240822-064200-001-000-6,"['O-20240822-064200-001-000-17', 'O-20240822-064200-001-000-18']",,,,,['ENTRY'],4f5da6ee-c5c0-44e6-a966-98877cff0535,2024-08-22 06:42:00+00:00,2024-08-22 06:43:00+00:00,,
BACKTESTER-001,ComplexStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-005,XRPUSDT-PERP.BINANCE-ComplexStrategy-000,BINANCE-001,T-5e9aa2f61ff8cb50-26028,STOP_MARKET,BUY,674261,,GTC,,674261,TAKER,0.6041,9.999999999998899e-05,['325.85685608 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20240822-064200-001-000-6,['O-20240822-064200-001-000-18'],O-20240822-064200-001-000-16,,,,['STOP_LOSS'],c59fcf85-9886-48a9-bb09-2b2c83ade0ba,2024-08-22 06:42:00+00:00,2024-08-22 10:55:00+00:00,0.6040,DEFAULT
