client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id
O-20240908-013759-001-000-1,BACKTESTER-001,SharedAccountV43BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-SharedAccountV43BTCStrategy-000,BINANCE-001,T-92700fb40c1dd330-73091,MARKET,SELL,24.363,GTC,False,False,24.363,TAKER,54182.33150679309,0.0,['990.03310687 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240908-013759-001-000-1,"['O-20240908-013759-001-000-2', 'O-20240908-013759-001-000-3']",,,,,['ENTRY'],39cb64ff-d263-40a9-b543-d74336a8402b,2024-09-08 01:37:59.999000+00:00,2024-09-08 01:38:59.999000+00:00,,,,
O-20240908-013759-001-000-2,BACKTESTER-001,SharedAccountV43BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BTCUSDT-PERP.BINANCE-SharedAccountV43BTCStrategy-000,BINANCE-001,T-d22ad4bd2258654a-73134,STOP_MARKET,BUY,24.363,GTC,True,False,24.363,TAKER,54196.2417805689,0.14178056889795698,['990.28727888 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240908-013759-001-000-1,['O-20240908-013759-001-000-3'],O-20240908-013759-001-000-1,,,,['STOP_LOSS'],d029a4f5-e25d-4dec-aff3-f7775f902c97,2024-09-08 01:37:59.999000+00:00,2024-09-08 01:51:59.999000+00:00,54196.1,DEFAULT,,
O-20240914-083759-001-002-1,BACKTESTER-001,SharedAccountV43SOLStrategy-002,SOLUSDT-PERP.BINANCE,BINANCE-3-001,SOLUSDT-PERP.BINANCE-SharedAccountV43SOLStrategy-002,BINANCE-001,T-4a0e3f5ee949c229-108410,MARKET,SELL,7022.60,GTC,False,False,7022.60,TAKER,136.99138371828099,0.0,['721.52676848 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240914-083759-001-002-1,"['O-20240914-083759-001-002-2', 'O-20240914-083759-001-002-3']",,,,,['ENTRY'],497f8379-4f2e-4a42-b732-507f7c96d2ac,2024-09-14 08:37:59.999000+00:00,2024-09-14 08:38:59.999000+00:00,,,,
O-20240914-083759-001-002-2,BACKTESTER-001,SharedAccountV43SOLStrategy-002,SOLUSDT-PERP.BINANCE,BINANCE-3-002,SOLUSDT-PERP.BINANCE-SharedAccountV43SOLStrategy-002,BINANCE-001,T-eddb1db8102983c3-108518,STOP_MARKET,BUY,7022.60,GTC,True,False,7022.60,TAKER,137.1647562156466,0.014756215646599458,['722.43991275 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240914-083759-001-002-1,['O-20240914-083759-001-002-3'],O-20240914-083759-001-002-1,,,,['STOP_LOSS'],4fb1c06f-10fd-429a-9a39-fe08793a21a1,2024-09-14 08:37:59.999000+00:00,2024-09-14 09:06:59.999000+00:00,137.1500,DEFAULT,,
O-20240914-162059-001-000-4,BACKTESTER-001,SharedAccountV43BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-SharedAccountV43BTCStrategy-000,BINANCE-001,T-f4a0520802d6a625-107776,MARKET,BUY,18.602,GTC,False,False,18.602,TAKER,59927.10239759166,0.0,['836.07296910 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240914-162059-001-000-2,"['O-20240914-162059-001-000-5', 'O-20240914-162059-001-000-6']",,,,,['ENTRY'],4dd9f44d-3755-4c30-a95b-160b2abd340f,2024-09-14 16:20:59.999000+00:00,2024-09-14 16:21:59.999000+00:00,,,,
O-20240914-162059-001-000-5,BACKTESTER-001,SharedAccountV43BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-005,BTCUSDT-PERP.BINANCE-SharedAccountV43BTCStrategy-000,BINANCE-001,T-ff0396256ab04a34-107780,STOP_MARKET,SELL,18.602,GTC,True,False,18.602,TAKER,59912.4,0.09999999999854481,['835.86784860 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240914-162059-001-000-2,['O-20240914-162059-001-000-6'],O-20240914-162059-001-000-4,,,,['STOP_LOSS'],b5cddda5-d6bf-4964-a2da-564203eb83b4,2024-09-14 16:20:59.999000+00:00,2024-09-14 16:22:59.999000+00:00,59912.5,DEFAULT,,
