symbol,symbol_priority,provisional_id,provisional_reason,provisional_index,provisional_time,confirmation_index,confirmation_time,confirmation_delay_minutes,entry_index,entry_time,run_start_index,run_start_open,run_direction,side,run_age_at_provisional,cumulative_impact_bps,parent_run_vwap,final_extreme,extreme_updates_after_provisional,same_direction_resume_minutes,bars_since_extreme,retrace_fraction,directional_return_now_bps,efficiency_now,return_z,efficiency_z,force_z,force_cusum_z,flow_60s,flow_3m,opposite_flow,opposite_depth_change,same_depth_change,resilience_3m,book_resilient,premium_change_1m_directional,oi_change_5m,entry_price,target,stop,atr,geometry_ordered,gross_reward_bps,gross_risk_bps,net_reward_bps,planned_loss_bps,cost_aware_reward_r,geometry_eligible,gross_1m_bps,net_1m_bps,opposite_net_1m_bps,gross_3m_bps,net_3m_bps,opposite_net_3m_bps,gross_5m_bps,net_5m_bps,opposite_net_5m_bps,gross_15m_bps,net_15m_bps,opposite_net_15m_bps,gross_30m_bps,net_30m_bps,opposite_net_30m_bps,gross_60m_bps,net_60m_bps,opposite_net_60m_bps,gross_120m_bps,net_120m_bps,opposite_net_120m_bps,exit_index,exit_time,exit_price,exit_reason,target_hit,stop_hit,holding_minutes,bracket_gross_bps,bracket_net_bps,bracket_net_r
SOLUSDT,2,3,MARGINAL_DECAY,9427,2026-04-19T13:07:59.999000+00:00,9455,2026-04-19T13:35:59.999000+00:00,28,9456,2026-04-19T13:36:00+00:00,9421,85.78,1,-1,7,33.74444391440563,86.01865413643264,86.89,8,6,16,0.38738738738739376,-2.312940914672053,0.0157477804525874,-0.5041787446965211,-0.15276692223489,-0.32847283346570555,2.8436258355345276,-0.1934434427217496,-0.3271269458365,True,0.0794362088694597,-0.0036862094232498,0.060437064202217616,True,6.572000000000001e-05,-0.0018604954691109,86.46,86.01865413643264,86.9087,0.12466666666666697,True,51.04624838854321,51.896830904465396,31.046248388543212,71.89683090446539,0.43181664613001713,False,13.888891121541826,-6.1111088784581735,-33.888891121541825,12.730746467980966,-7.269253532019034,-32.730746467980964,16.205582896064904,-3.7944171039350962,-36.205582896064904,21.999661509982715,1.9996615099827153,-41.999661509982715,54.508688166805115,34.508688166805115,-74.50868816680511,-0.0,-20.0,-20.0,85.95708634109442,65.95708634109442,-105.95708634109442,9485,2026-04-19T14:05:59.999000+00:00,86.01865413643264,TARGET,True,False,30,51.176979440687184,31.176979440687184,0.4336349606579229
XRPUSDT,3,1,MARGINAL_DECAY,1374,2026-04-13T22:54:59.999000+00:00,1379,2026-04-13T22:59:59.999000+00:00,5,1380,2026-04-13T23:00:00+00:00,1368,1.369,1,-1,7,46.6375445249052,1.3727126175701525,1.3766,0,1,5,0.3289473684210434,0.0,0.0,-1.1494179407705347,-1.242836437523516,-1.1961271891470253,5.135979997252331,-0.2797528646262073,-0.2888013153885848,True,-0.0088841284519285,-0.0517898064356787,0.040960152446600104,True,-4.467000000000002e-05,0.0025466769765083,1.3742,1.3727126175701525,1.3768935,0.001956666666666666,True,10.823624143847521,19.60049483335613,-9.176375856152479,39.60049483335613,,False,21.854747534602865,1.8547475346028648,-41.854747534602865,24.772325965218982,4.7723259652189824,-44.77232596521898,4.367130137099771,-15.632869862900229,-24.36713013709977,-5.092575862123705,-25.092575862123706,-14.907424137876294,-39.2185846571017,-59.2185846571017,19.2185846571017,-7.274314716638875,-27.274314716638877,-12.725685283361125,92.84710483161469,72.84710483161469,-112.84710483161469,1380,2026-04-13T23:00:59.999000+00:00,1.3727126175701525,TARGET,True,False,1,10.82948591591746,-9.17051408408254,-0.23157574476463536
