scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
OIIR-1708965000000000000-000018:ENTRY,OIIR_B,OIIR_B,LONG,LONG,1708965720000000000,2024-02-26,16,1708965720000000000,53366.3,53366.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-164200-001-000-1,53234.1,53585.4,INVENTORY_IMPULSE_RANGE_EXTENSION,53387.1,123.17000000000044,14.494,100000.0,3000.0,206.97391248000508,0.6959032096081822,0.0007,,False,True,"('FRESH_INVENTORY_CONTINUATION_THESIS_INVALIDATED',)",True,53366.4,1708965720000000000,1001,TIMEOUT,46,53562.0,53268.2,195.59999999999854,98.20000000000437,1.4784580498865778,0.7422524565381875,1.5880490379150591,0.7972720630023871,0.44677026632007616,0.5824411325830466,,,53324.2,1708968420000000000,2024-02-26,17,45.0,-1694.10828948,-0.0007907597289681216,-0.56470276316,TIMEOUT
OIIR-1708998600000000000-000030:ENTRY,OIIR_UC,OIIR_UC,LONG,LONG,1708998900000000000,2024-02-27,1,1708998900000000000,55772.8,55772.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-015500-001-000-5,55363.4,56412.1,INVENTORY_IMPULSE_RANGE_EXTENSION,55808.0,86.31000000000022,6.05,98305.89171052,2949.1767513155996,487.40013663999656,1.150123949214342,0.0007,,False,True,"('DELEVERAGING_CONTINUATION_THESIS_INVALIDATED',)",True,55772.899999999994,1708998900000000000,1554,,13,56605.8,55494.1,832.9000000000087,278.79999999999563,2.0339438339438916,0.6808302808302823,9.650098482215348,3.2302166608735363,1.2011752890262968,1.5470551879573105,1.70899962e+18,1.70899962e+18,56412.0,1708999620000000000,2024-02-27,2,12.0,3391.4519485,0.01145897021671826,1.1499656461712937,TARGET
OIIR-1709108700000000000-000050:ENTRY,OIIR_B,OIIR_B,LONG,LONG,1709109300000000000,2024-02-28,8,1709109300000000000,58693.0,58693.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-083500-001-000-8,58549.7,59031.100000000006,INVENTORY_IMPULSE_RANGE_EXTENSION,58848.3,133.68500000000023,13.525,101697.34365902,3050.9203097706,225.56469363999602,1.132682273440257,0.0007,,False,True,"('FRESH_INVENTORY_CONTINUATION_THESIS_INVALIDATED',)",True,58693.100000000006,1709109300000000000,3394,,13,59153.0,58580.3,459.8999999999942,112.80000000000291,3.2071129707110613,0.7866108786610603,3.4401765343904955,0.8437745446385362,1.422860709363615,1.672281791591118,1.70910984e+18,1.70911002e+18,59031.00000000001,1709110020000000000,2024-02-28,8,12.0,3455.54458325,0.005757065140536135,1.1326236782336094,TARGET
OIIR-1709136300000000000-000062:ENTRY,OIIR_UR,OIIR_UR,SHORT,SHORT,1709136600000000000,2024-02-28,16,1709136600000000000,61048.1,61048.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-161000-001-000-11,61395.5,60626.1,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,61387.7,97.74499999999935,7.279,105152.88824227,3154.5866472681,433.3301337200011,0.7768397205847378,0.0007,,False,True,"('COUNTER_INVENTORY_REVERSAL_THESIS_INVALIDATED',)",True,61048.0,1709136600000000000,3849,,19,61022.2,61644.9,25.80000000000291,596.9000000000015,0.07424460431655514,1.7176978417266229,0.263952120313091,6.106706225382428,-0.19792593066102712,-0.13811441979862168,,,61395.6,1709137680000000000,2024-02-28,16,18.0,-3154.06727508,-0.005693880225396386,-0.9998353596695307,STOP
OIIR-1709144100000000000-000066:ENTRY,OIIR_UC,OIIR_UC,SHORT,SHORT,1709144400000000000,2024-02-28,18,1709144400000000000,60274.9,60274.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-182000-001-000-14,60921.7,59659.80000000001,INVENTORY_IMPULSE_RANGE_EXTENSION,60100.0,290.91500000000013,4.181,101998.82096719,3059.9646290156998,731.8108012399961,0.7255231941102162,0.0007,,False,True,"('DELEVERAGING_CONTINUATION_THESIS_INVALIDATED',)",True,60274.8,1709144400000000000,3979,,5,59385.8,60555.9,889.0,281.09999999999854,1.3742464059360149,0.4345339310558063,3.0558754275303768,0.9662616228107812,0.968925914728973,1.1000624459709079,1.70914452e+18,,59659.9,1709144640000000000,2024-02-28,18,4.0,2219.88401351,0.010201609959717849,0.7254606777020397,TARGET
OIIR-1709205000000000000-000078:ENTRY,OIIR_B,OIIR_B,LONG,LONG,1709205660000000000,2024-02-29,11,1709205660000000000,62922.2,62922.2,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-112100-001-000-17,62848.0,63132.700000000004,INVENTORY_IMPULSE_RANGE_EXTENSION,63046.0,60.81500000000015,19.251,104218.7049807,3126.5611494209998,162.40436435999578,0.751590454363841,0.0007,,False,True,"('FRESH_INVENTORY_CONTINUATION_THESIS_INVALIDATED',)",True,62922.3,1709205660000000000,5000,,12,63185.9,62874.7,263.59999999999854,47.60000000000582,3.5477792732165305,0.6406460296097437,4.334456959631636,0.7827016361096063,1.0106376183103876,1.0783223756955633,1.70920632e+18,1.70920632e+18,63132.600000000006,1709206320000000000,2024-02-29,11,11.0,2349.80728407,0.0033422173061061484,0.7515628742796715,TARGET
OIIR-1709218200000000000-000082:ENTRY,OIIR_B,OIIR_B,SHORT,SHORT,1709218980000000000,2024-02-29,15,1709218980000000000,62738.8,62738.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-150300-001-000-20,62992.3,62400.19999999999,INVENTORY_IMPULSE_RANGE_EXTENSION,62700.0,153.4100000000006,9.356,106568.51226477,3197.0553679431,341.68455095999593,0.7340182612744532,0.0007,,False,True,"('FRESH_INVENTORY_CONTINUATION_THESIS_INVALIDATED',)",True,62738.700000000004,1709218980000000000,5222,,19,62612.9,63081.0,125.80000000000291,342.29999999999563,0.4960567823343992,1.3497634069400537,0.8200247702235997,2.2312756665145317,0.004766209052853827,0.11078604488745175,,,62992.4,1709220060000000000,2024-02-29,15,18.0,-3197.05532012,-0.004043756086753425,-0.9999999850415165,STOP
OIIR-1709230200000000000-000085:ENTRY,OIIR_B,OIIR_B,LONG,LONG,1709230860000000000,2024-02-29,18,1709230860000000000,61511.1,61511.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-182100-001-000-23,61276.8,62121.100000000006,INVENTORY_IMPULSE_RANGE_EXTENSION,61613.3,182.9,9.676,103371.45694465,3101.1437083395,320.4835075999949,1.6327125970335215,0.0007,,False,True,"('FRESH_INVENTORY_CONTINUATION_THESIS_INVALIDATED',)",True,61511.2,1709230860000000000,5420,,8,61514.7,61100.0,3.5,411.1999999999971,0.014931740614334842,1.7542662116041268,0.01913613996719519,2.248223072717316,-0.26964136359820573,-0.25841619938635907,,,61276.700000000004,1709231280000000000,2024-02-29,18,7.0,-3100.68900428,-0.003812313855037664,-0.9998533753665536,STOP
OIIR-1709232900000000000-000087:ENTRY,OIIR_UR,OIIR_UR,LONG,LONG,1709233800000000000,2024-02-29,19,1709233800000000000,60899.8,60899.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-191000-001-000-26,60440.4,61463.2,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,60452.0,144.9600000000002,5.524,100270.76794037,3008.1230382111,544.5349422400024,0.8768875933576793,0.0007,,False,True,"('COUNTER_INVENTORY_REVERSAL_THESIS_INVALIDATED',)",True,60899.9,1709233800000000000,5469,,27,61540.0,60843.9,640.0999999999985,56.0,1.3930359085962971,0.12187159956474429,4.4157008830021915,0.38631346578366393,1.0116786587355313,1.0177346337413549,1.70923446e+18,1.70923536e+18,61463.100000000006,1709235360000000000,2024-02-29,19,26.0,2637.9635516,0.009247962640332815,0.8769466933668943,TARGET
OIIR-1709298000000000000-000096:ENTRY,OIIR_UR,OIIR_UR,LONG,LONG,1709298300000000000,2024-03-01,13,1709298300000000000,62391.9,62391.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240301-130500-001-000-29,62211.2,62650.5,PRE_SHOCK_FAST_RANGE_LIQUIDITY,62218.4,89.59499999999971,11.515,102908.73149197,3087.2619447591,268.08979268000064,0.6373622743778018,0.0007,,False,True,"('COUNTER_INVENTORY_REVERSAL_THESIS_INVALIDATED',)",True,62392.0,1709298300000000000,6544,,18,62698.8,62313.4,306.8000000000029,78.59999999999854,1.6969026548672455,0.4347345132743212,3.4242982309281085,0.87728109827556,0.8170264067511547,0.8170264067511547,1.70929926e+18,,62650.4,1709299320000000000,2024-03-01,13,17.0,1967.5717348,0.004141556609821796,0.6373193366828257,TARGET
