end_time_ns,entry_kind,legs,native_account_pnl,native_equity_after,native_equity_before,return,scenario_id,scenario_kind,signal_time_ns
1686530111959000000,CONTINUATION,"[{""break_even_price"": 25854.732335598856, ""direction"": ""SHORT"", ""duration_ns"": 671869000000, ""entry_price"": 25880.600001767536, ""entry_time_ns"": 1686529440090000000, ""exit_price"": 25908.799595234726, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1686530111959000000, ""kind"": ""CONTINUATION"", ""mfe_net_r"": -0.07863565454581531, ""native_account_pnl"": -3060.438735799995, ""native_equity_after"": 96939.5612642, ""native_equity_before"": 100000.0, ""net_r"": -1.020146245266665, ""planned_loss"": 3000.0, ""protection_active"": false, ""quantity"": 56.576, ""realized_pnl_event"": ""-3060.43873580 USDT"", ""realized_return_event"": -0.0010896035433979317, ""scenario_id"": ""NT-LVCFR-V29-CROSS-ASSET-CATCHUP-489b0673db630132"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": null, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 25850.54062595049}]",-3060.438735799995,96939.5612642,100000.0,-0.030604387357999974,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-489b0673db630132,CROSS_ASSET_CONSENSUS_CATCHUP,1686529440000000000
1686624720008000000,CONTINUATION,[],0.0,96939.5612642,96939.5612642,0.0,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-27b7353a50597161,CROSS_ASSET_CONSENSUS_CATCHUP,1686624720000000000
1686655860033000000,CONTINUATION,[],0.0,96939.5612642,96939.5612642,0.0,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-8afae47c77d308f6,CROSS_ASSET_CONSENSUS_CATCHUP,1686655860000000000
1686658560038000000,CONTINUATION,[],0.0,96939.5612642,96939.5612642,0.0,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-d0da8e2f21f4207e,CROSS_ASSET_CONSENSUS_CATCHUP,1686658560000000000
1686660947321000000,CONTINUATION,"[{""break_even_price"": 26054.133011577407, ""direction"": ""SHORT"", ""duration_ns"": 167301000000, ""entry_price"": 26080.20017817228, ""entry_time_ns"": 1686660780020000000, ""exit_price"": 25984.59964041595, ""exit_reason"": ""STRUCTURAL_TARGET"", ""exit_time_ns"": 1686660947321000000, ""kind"": ""CONTINUATION"", ""mfe_net_r"": 0.7394827751073502, ""native_account_pnl"": 2147.498847199997, ""native_equity_after"": 99087.0601114, ""native_equity_before"": 96939.5612642, ""net_r"": 0.7384322145999069, ""planned_loss"": 2908.186837926, ""protection_active"": false, ""quantity"": 30.869, ""realized_pnl_event"": ""2147.49884720 USDT"", ""realized_return_event"": 0.00366563665551705, ""scenario_id"": ""NT-LVCFR-V29-CROSS-ASSET-CATCHUP-81399c2e0fff6fcd"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": null, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 25997.10523420532}]",2147.498847199997,99087.0601114,96939.5612642,0.022152966437997135,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-81399c2e0fff6fcd,CROSS_ASSET_CONSENSUS_CATCHUP,1686660780000000000
1686668518845000000,CONTINUATION,"[{""break_even_price"": 25995.987026319344, ""direction"": ""LONG"", ""duration_ns"": 358720000000, ""entry_price"": 25968.39999187025, ""entry_time_ns"": 1686668160125000000, ""exit_price"": 25939.200123978702, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1686668518845000000, ""kind"": ""CONTINUATION"", ""mfe_net_r"": -0.072484039464753, ""native_account_pnl"": -2713.6707704500004, ""native_equity_after"": 96373.38934095, ""native_equity_before"": 99087.0601114, ""net_r"": -0.9128910702026812, ""planned_loss"": 2972.611803342, ""protection_active"": false, ""quantity"": 49.202, ""realized_pnl_event"": ""-2713.67077045 USDT"", ""realized_return_event"": -0.0011244384675486096, ""scenario_id"": ""NT-LVCFR-V29-CROSS-ASSET-CATCHUP-845e87ec26dd5ab9"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": null, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 26007.040233932763}]",-2713.6707704500004,96373.38934095,99087.0601114,-0.027386732106080447,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-845e87ec26dd5ab9,CROSS_ASSET_CONSENSUS_CATCHUP,1686668160000000000
1686670596830000000,CONTINUATION,"[{""break_even_price"": 25727.160662013324, ""direction"": ""SHORT"", ""duration_ns"": 396808000000, ""entry_price"": 25752.900692690673, ""entry_time_ns"": 1686670200022000000, ""exit_price"": 25830.099880943788, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1686670596830000000, ""kind"": ""CONTINUATION"", ""mfe_net_r"": -0.07615318693323633, ""native_account_pnl"": -2854.69590495, ""native_equity_after"": 93518.693436, ""native_equity_before"": 96373.38934095, ""net_r"": -0.9873734940290937, ""planned_loss"": 2891.2016802284998, ""protection_active"": false, ""quantity"": 27.718, ""realized_pnl_event"": ""-2854.69590495 USDT"", ""realized_return_event"": -0.002997689043821995, ""scenario_id"": ""NT-LVCFR-V29-CROSS-ASSET-CATCHUP-4dd3dd6c4cbed61c"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": null, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 25680.671772444122}]",-2854.69590495,93518.693436,96373.38934095,-0.029621204820872826,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-4dd3dd6c4cbed61c,CROSS_ASSET_CONSENSUS_CATCHUP,1686670200000000000
1686675000045000000,CONTINUATION,[],0.0,93518.693436,93518.693436,0.0,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-68174ced5ab7694f,CROSS_ASSET_CONSENSUS_CATCHUP,1686675000000000000
1686749460217000000,CONTINUATION,"[{""break_even_price"": 25957.229814632414, ""direction"": ""SHORT"", ""duration_ns"": 1140002000000, ""entry_price"": 25983.200029554504, ""entry_time_ns"": 1686748320215000000, ""exit_price"": 25933.98868062469, ""exit_reason"": ""STRUCTURAL_TARGET"", ""exit_time_ns"": 1686749460217000000, ""kind"": ""CONTINUATION"", ""mfe_net_r"": 0.5348569557071595, ""native_account_pnl"": 1494.873086099993, ""native_equity_after"": 95013.5665221, ""native_equity_before"": 93518.693436, ""net_r"": 0.5328250538925736, ""planned_loss"": 2805.56080308, ""protection_active"": false, ""quantity"": 64.288, ""realized_pnl_event"": ""1494.87308610 USDT"", ""realized_return_event"": 0.001893967982151477, ""scenario_id"": ""NT-LVCFR-V29-CROSS-ASSET-CATCHUP-9e98008cf02c6fe2"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": null, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 25941.926383105972}]",1494.873086099993,95013.5665221,93518.693436,0.01598475161677726,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-9e98008cf02c6fe2,CROSS_ASSET_CONSENSUS_CATCHUP,1686748320000000000
1686764520078000000,CONTINUATION,[],0.0,95013.5665221,95013.5665221,0.0,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-f0ba4052c138f62f,CROSS_ASSET_CONSENSUS_CATCHUP,1686764520000000000
1686773881979000000,CONTINUATION,"[{""break_even_price"": 25528.461203818835, ""direction"": ""SHORT"", ""duration_ns"": 121947000000, ""entry_price"": 25554.002435638562, ""entry_time_ns"": 1686773760032000000, ""exit_price"": 25456.993433451116, ""exit_reason"": ""STRUCTURAL_TARGET"", ""exit_time_ns"": 1686773881979000000, ""kind"": ""CONTINUATION"", ""mfe_net_r"": 1.1942116394316689, ""native_account_pnl"": 3399.5626062000083, ""native_equity_after"": 98413.1291283, ""native_equity_before"": 95013.5665221, ""net_r"": 1.1926586664194163, ""planned_loss"": 2850.4069956629996, ""protection_active"": true, ""quantity"": 47.544, ""realized_pnl_event"": ""3399.56260620 USDT"", ""realized_return_event"": 0.0037962351467945923, ""scenario_id"": ""NT-LVCFR-V29-CROSS-ASSET-CATCHUP-d2dd8a7811e8cb17"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": null, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 25459.99652076699}]",3399.5626062000083,98413.1291283,95013.5665221,0.03577975999258243,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-d2dd8a7811e8cb17,CROSS_ASSET_CONSENSUS_CATCHUP,1686773760000000000
1686981480145000000,CONTINUATION,[],0.0,98413.1291283,98413.1291283,0.0,NT-LVCFR-V29-CROSS-ASSET-CATCHUP-3cb5bed745321fbf,CROSS_ASSET_CONSENSUS_CATCHUP,1686981480000000000
