plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
SOLUSDT:WASHOUT:HOUR:1763339040000000000:1:1763339340000000000:1763339580000000000,SOLUSDT:WASHOUT:HOUR:1763339040000000000:1:1763339340000000000,SOLUSDT,-1,1763339580000000000,1763339340000000000,138.06,138.81,136.59113898713093,1.958481350492093,138.09,3.584962500721156,HOUR:1763339040000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,138.8,138.09,138.8,136.58113898713094,INVENTORY_WASHOUT_RECLAIM,3.6434241934449987,-0.07968972246794638,1.0541326723418805,0.3335044402096919,-0.02321439894444433,0.17941090547580332,2.1738,1.8725999999999998,-9.151717037614304,-95.23535321531718,-0.35653106890000125,1.0,1.495090878964971,0.221496,1.958481350492093,1763339760000000000,-0.9851537296435704,0,0,3.0,False,2025-11,0.5190512650322341,0.007617664236153803
SOLUSDT:WASHOUT:HOUR:1763372460000000000:1:1763372760000000000:1763374440000000000,SOLUSDT:WASHOUT:HOUR:1763372460000000000:1:1763372760000000000,SOLUSDT,-1,1763374440000000000,1763372760000000000,142.13,142.56,141.48373132151036,1.5029504150921469,142.16,3.584962500721156,HOUR:1763372460000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,142.55,142.16,142.55,141.47373132151037,INVENTORY_WASHOUT_RECLAIM,3.5438878638016744,-0.1481293995969352,1.021583863758778,0.39023712981168823,-0.11079468629670496,0.1146945219703744,1.7955000000000005,2.1166,-40.419563525748714,-45.750563700135416,-0.8294401362313859,-1.0,1.6439548149086636,0.39724186046510995,1.5029504150921469,1763377860000000000,-0.9768904804179349,0,0,57.0,False,2025-11,0.5570252040757949,0.0007963837402995052
XRPUSDT:WASHOUT:60:1763179200000000000:1:1763390220000000000:1763390580000000000,XRPUSDT:WASHOUT:60:1763179200000000000:1:1763390220000000000,XRPUSDT,-1,1763390580000000000,1763390220000000000,2.272,2.3068000000000004,2.2072410142327565,1.860890395610406,2.3017,3.584962500721156,60:1763179200000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2.3067,2.3017,2.3067,2.2071410142327563,INVENTORY_WASHOUT_RECLAIM,9.462910296958889,-0.1572106751603418,2.1399890395364936,0.34853709820954326,0.11361722132046245,1.6407866568871778,-6.411199999999999,-17.078699999999998,-7.943434421093798,-310.337446393133,1.4264857615608568,-1.0,4.718956666088739,0.07894482758620551,1.860890395610406,1763394720000000000,1.666586837579123,1,1,69.0,False,2025-11,0.5520244676253534,0.01328712563631764
ETHUSDT:WASHOUT:HOUR:1763426760000000000:1:1763427060000000000:1763427300000000000,ETHUSDT:WASHOUT:HOUR:1763426760000000000:1:1763427060000000000,ETHUSDT,-1,1763427300000000000,1763427060000000000,3028.56,3040.01,3004.806931059406,2.074503837606409,3037.64,3.584962500721156,HOUR:1763426760000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3040.0,3037.64,3040.0,3004.796931059406,INVENTORY_WASHOUT_RECLAIM,4.39425673185263,-0.053822530891502754,1.0876658224960634,0.32497166708122094,0.08942508984483948,0.5903539321153753,0.5613999999999999,2.7811000000000003,3.457132332886914,-77.63374678669166,-0.38146250486786265,1.0,1.3125344704312796,0.3180036681222631,2.074503837606409,1763428020000000000,-0.9803263955536288,0,0,12.0,False,2025-11,0.4360461116739742,0.0005856211550971137
ETHUSDT:WASHOUT:HOUR:1763434620000000000:-1:1763434860000000000:1763435760000000000,ETHUSDT:WASHOUT:HOUR:1763434620000000000:-1:1763434860000000000,ETHUSDT,1,1763435760000000000,1763434860000000000,2979.63,2943.2999999999997,3024.9082688052954,1.2463052244782495,2976.64,3.584962500721156,HOUR:1763434620000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2943.31,2976.64,3024.9182688052956,2943.31,INVENTORY_WASHOUT_RECLAIM,3.8814792220622585,-0.28049131998887894,1.7579834680805928,0.44505294048883576,0.2668053263822345,0.6112953853078824,1.5650000000000004,3.2277000000000005,-163.60417246731984,-250.65638503136256,0.6428493309111666,-1.0,3.3196354780620956,0.09781882741535818,1.2463052244782495,1763437320000000000,1.0672853004487746,1,1,26.0,False,2025-11,0.6344459989801263,0.008861127607617331
XRPUSDT:WASHOUT:HOUR:1763437020000000000:1:1763437320000000000:1763439240000000000,XRPUSDT:WASHOUT:HOUR:1763437020000000000:1:1763437320000000000,XRPUSDT,-1,1763439240000000000,1763437320000000000,2.1501,2.1761000000000004,2.122447765312982,1.0635474879622226,2.1552,3.584962500721156,HOUR:1763437020000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2.176,2.1552,2.176,2.122347765312982,INVENTORY_WASHOUT_RECLAIM,3.0344093845240097,0.15849571818140734,1.7140292609582974,0.4827385131502603,-0.10258570669194259,0.3521457221917688,0.3178000000000001,8.056700000000001,-11.52161105995475,-144.14243735036746,0.7561882542460425,1.0,2.692879052054673,0.09983538461538366,1.0635474879622226,1763443380000000000,-0.9925372005499262,0,0,69.0,False,2025-11,0.7498398656137895,0.012363687700025574
ETHUSDT:WASHOUT:HOUR:1763510460000000000:-1:1763510760000000000:1763511000000000000,ETHUSDT:WASHOUT:HOUR:1763510460000000000:-1:1763510760000000000,ETHUSDT,1,1763511000000000000,1763510760000000000,3108.33,3100.5899999999997,3118.2486647194196,1.2814812298991425,3105.99,3.584962500721156,HOUR:1763510460000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3100.6,3105.99,3118.25866471942,3100.6,INVENTORY_WASHOUT_RECLAIM,3.5952083571967344,-0.3763835017008955,1.8100094944097056,0.4377454424115683,0.3108052114086949,0.732958010144814,2.5449,5.0604,-6.9997619271156,-39.485200961379974,-0.04949907354978563,1.0,1.4218283204314146,0.48131162790696197,1.2814812298991425,1763511240000000000,-0.9736049821737616,0,0,4.0,False,2025-11,0.5086697394448233,-0.005427576482612922
SOLUSDT:WASHOUT:HOUR:1763512740000000000:1:1763513040000000000:1763513160000000000,SOLUSDT:WASHOUT:HOUR:1763512740000000000:1:1763513040000000000,SOLUSDT,-1,1763513160000000000,1763513040000000000,140.88,141.25,139.8960284539465,2.65938255690127,140.94,3.584962500721156,HOUR:1763512740000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,141.24,140.94,141.24,139.88602845394652,INVENTORY_WASHOUT_RECLAIM,3.922049416684937,-0.19594355200166536,1.1245864896067521,0.26588446489095746,0.18117526723977564,0.42319905834778776,-0.7371999999999996,0.12300000000000022,17.73012344150615,-72.59301681591168,-1.223460776567768,-0.0,1.204489627605299,0.45750810810810244,2.65938255690127,1763513460000000000,-0.9745412954536309,0,0,5.0,False,2025-11,0.39780212560532596,2.1482753911911817e-05
ETHUSDT:WASHOUT:HOUR:1763515020000000000:1:1763515320000000000:1763515860000000000,ETHUSDT:WASHOUT:HOUR:1763515020000000000:1:1763515320000000000,ETHUSDT,-1,1763515860000000000,1763515320000000000,3107.44,3115.7900000000004,3091.119791742984,1.954515958923989,3108.32,3.584962500721156,HOUR:1763515020000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3115.78,3108.32,3115.78,3091.109791742984,INVENTORY_WASHOUT_RECLAIM,3.25616151695204,-0.20328301960951917,1.0787995242496582,0.3380595701954883,0.6688763884950825,0.4464939569552691,5.762300000000001,7.197,11.569211440001226,-58.376454439130754,0.08786471512927227,-1.0,1.370670786976814,0.44717820359279487,1.954515958923989,1763518260000000000,-0.974929281566083,0,0,40.0,False,2025-11,0.44914910083459825,-0.0019817357706038794
XRPUSDT:WASHOUT:HOUR:1763515020000000000:1:1763515320000000000:1763515860000000000,XRPUSDT:WASHOUT:HOUR:1763515020000000000:1:1763515320000000000,XRPUSDT,-1,1763515860000000000,1763515320000000000,2.2099,2.2172,2.201262101944391,1.1832737062478602,2.2121,3.584962500721156,HOUR:1763515020000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2.2171,2.2121,2.2171,2.2011621019443908,INVENTORY_WASHOUT_RECLAIM,3.594588121417434,-0.4193098830774759,1.0703348633957044,0.4517534228715769,0.18964970170322362,0.6688313103671155,1.8529000000000007,5.178,-5.21082035831455,-61.56930129083804,-0.08919208256701504,-1.0,1.7437387734572818,0.36387123287671924,1.1832737062478602,1763516880000000000,0.6752134545403291,1,1,17.0,False,2025-11,0.6755161212643962,0.003663259472231232
