plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
SOLUSDT:WASHOUT:HOUR:1763339040000000000:1:1763339340000000000:1763339580000000000,SOLUSDT:WASHOUT:HOUR:1763339040000000000:1:1763339340000000000,SOLUSDT,-1,1763339580000000000,1763339340000000000,138.06,138.81,136.59113898713093,1.958481350492093,138.09,3.584962500721156,HOUR:1763339040000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,138.8,138.09,138.8,136.58113898713094,INVENTORY_WASHOUT_RECLAIM,3.6434241934449987,-0.07968972246794638,1.0541326723418805,0.3335044402096919,-0.02321439894444433,0.17941090547580332,2.1738,1.8725999999999998,-9.151717037614304,-95.23535321531718,-0.35653106890000125,1.0,1.495090878964971,0.221496,1.958481350492093,100000.0,0.007617664236153803,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1763339580000000000,1763339760000000000,138.04,138.83,3164.21,-2937.76331135,3.0,False,0.0,-2937.76331135,-0.9792544371166667,0.5190512650322341
SOLUSDT:WASHOUT:HOUR:1763372460000000000:1:1763372760000000000:1763374440000000000,SOLUSDT:WASHOUT:HOUR:1763372460000000000:1:1763372760000000000,SOLUSDT,-1,1763374440000000000,1763372760000000000,142.13,142.56,141.48373132151036,1.5029504150921469,142.16,3.584962500721156,HOUR:1763372460000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,142.55,142.16,142.55,141.47373132151037,INVENTORY_WASHOUT_RECLAIM,3.5438878638016744,-0.1481293995969352,1.021583863758778,0.39023712981168823,-0.11079468629670496,0.1146945219703744,1.7955000000000005,2.1166,-40.419563525748714,-45.750563700135416,-0.8294401362313859,-1.0,1.6439548149086636,0.39724186046510995,1.5029504150921469,97062.23668865,0.0007963837402995052,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1763374440000000000,1763377860000000000,142.1,142.6,4445.95,-2855.8559825,57.0,False,0.0,-2855.8559825,-0.9807645348419872,0.5570252040757949
XRPUSDT:WASHOUT:60:1763179200000000000:1:1763390220000000000:1763390580000000000,XRPUSDT:WASHOUT:60:1763179200000000000:1:1763390220000000000,XRPUSDT,-1,1763390580000000000,1763390220000000000,2.272,2.3068000000000004,2.2072410142327565,1.860890395610406,2.3017,3.584962500721156,60:1763179200000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2.3067,2.3017,2.3067,2.2071410142327563,INVENTORY_WASHOUT_RECLAIM,9.462910296958889,-0.1572106751603418,2.1399890395364936,0.34853709820954326,0.11361722132046245,1.6407866568871778,-6.411199999999999,-17.078699999999998,-7.943434421093798,-310.337446393133,1.4264857615608568,-1.0,4.718956666088739,0.07894482758620551,1.860890395610406,94206.38070615,0.01328712563631764,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1763390580000000000,1763394720000000000,2.2717,2.2072,74589.79999999999,4693.392354359999,69.0,False,0.0,4693.392354359999,1.660677447104035,0.5520244676253534
ETHUSDT:WASHOUT:HOUR:1763426760000000000:1:1763427060000000000:1763427300000000000,ETHUSDT:WASHOUT:HOUR:1763426760000000000:1:1763427060000000000,ETHUSDT,-1,1763427300000000000,1763427060000000000,3028.56,3040.01,3004.806931059406,2.074503837606409,3037.64,3.584962500721156,HOUR:1763426760000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3040.0,3037.64,3040.0,3004.796931059406,INVENTORY_WASHOUT_RECLAIM,4.39425673185263,-0.053822530891502754,1.0876658224960634,0.32497166708122094,0.08942508984483948,0.5903539321153753,0.5613999999999999,2.7811000000000003,3.457132332886914,-77.63374678669166,-0.38146250486786265,1.0,1.3125344704312796,0.3180036681222631,2.074503837606409,98899.77306051001,0.0005856211550971137,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1763427300000000000,1763428020000000000,3028.17,3040.43,190.474,-2913.1664982,12.0,False,0.0,-2913.1664982,-0.9818581674660443,0.4360461116739742
ETHUSDT:WASHOUT:HOUR:1763434620000000000:-1:1763434860000000000:1763435760000000000,ETHUSDT:WASHOUT:HOUR:1763434620000000000:-1:1763434860000000000,ETHUSDT,1,1763435760000000000,1763434860000000000,2979.63,2943.2999999999997,3024.9082688052954,1.2463052244782495,2976.64,3.584962500721156,HOUR:1763434620000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2943.31,2976.64,3024.9182688052956,2943.31,INVENTORY_WASHOUT_RECLAIM,3.8814792220622585,-0.28049131998887894,1.7579834680805928,0.44505294048883576,0.2668053263822345,0.6112953853078824,1.5650000000000004,3.2277000000000005,-163.60417246731984,-250.65638503136256,0.6428493309111666,-1.0,3.3196354780620956,0.09781882741535818,1.2463052244782495,95986.60656231,0.008861127607617331,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1763435760000000000,1763437320000000000,2979.97,3024.91,71.523,3064.4052952499997,26.0,False,0.0,3064.4052952499997,1.064178085186198,0.6344459989801263
SOLUSDT:WASHOUT:HOUR:1763512740000000000:1:1763513040000000000:1763513160000000000,SOLUSDT:WASHOUT:HOUR:1763512740000000000:1:1763513040000000000,SOLUSDT,-1,1763513160000000000,1763513040000000000,140.88,141.25,139.8960284539465,2.65938255690127,140.94,3.584962500721156,HOUR:1763512740000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,141.24,140.94,141.24,139.88602845394652,INVENTORY_WASHOUT_RECLAIM,3.922049416684937,-0.19594355200166536,1.1245864896067521,0.26588446489095746,0.18117526723977564,0.42319905834778776,-0.7371999999999996,0.12300000000000022,17.73012344150615,-72.59301681591168,-1.223460776567768,-0.0,1.204489627605299,0.45750810810810244,2.65938255690127,99051.01185756,2.1482753911911817e-05,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1763513160000000000,1763513460000000000,140.85,141.28,5052.75,-2885.44867875,5.0,False,0.0,-2885.44867875,-0.9710311971705415,0.39780212560532596
XRPUSDT:WASHOUT:HOUR:1763515020000000000:1:1763515320000000000:1763515860000000000,XRPUSDT:WASHOUT:HOUR:1763515020000000000:1:1763515320000000000,XRPUSDT,-1,1763515860000000000,1763515320000000000,2.2099,2.2172,2.201262101944391,1.1832737062478602,2.2121,3.584962500721156,HOUR:1763515020000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2.2171,2.2121,2.2171,2.2011621019443908,INVENTORY_WASHOUT_RECLAIM,3.594588121417434,-0.4193098830774759,1.0703348633957044,0.4517534228715769,0.18964970170322362,0.6688313103671155,1.8529000000000007,5.178,-5.21082035831455,-61.56930129083804,-0.08919208256701504,-1.0,1.7437387734572818,0.36387123287671924,1.1832737062478602,96165.56317881,0.003663259472231232,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1763515860000000000,1763516880000000000,2.2092,2.2013,261269.4,1660.40361472,17.0,False,0.0,1660.40361472,0.5755364532563664,0.6755161212643962
ETHUSDT:WASHOUT:60:1763668800000000000:-1:1763693940000000000:1763694060000000000,ETHUSDT:WASHOUT:60:1763668800000000000:-1:1763693940000000000,ETHUSDT,1,1763694060000000000,1763693940000000000,2789.74,2768.85,2818.625679670642,1.382751540002032,2788.01,3.584962500721156,60:1763668800000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2768.86,2788.01,2818.6356796706423,2768.86,INVENTORY_WASHOUT_RECLAIM,3.123335350794106,-0.3817891139442524,1.4192954942487779,0.4194819666584029,0.0005871072319955561,0.7605652942833453,-5.467799999999999,-1.0077999999999996,-89.52097723083696,-104.88631692024519,-0.39960752442581937,0.0,1.9518684272210363,0.15965313547151844,1.382751540002032,97825.96679353001,0.0023297287503521204,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1763694060000000000,1763694420000000000,2790.07,2818.63,119.31,3173.79382509,6.0,False,0.0,3173.79382509,1.0814421872904703,0.524094747072273
SOLUSDT:WASHOUT:HOUR:1763735400000000000:1:1763735700000000000:1763736360000000000,SOLUSDT:WASHOUT:HOUR:1763735400000000000:1:1763735700000000000,SOLUSDT,-1,1763736360000000000,1763735700000000000,128.12,129.37,126.42264347625914,1.357885218992692,128.21,3.584962500721156,HOUR:1763735400000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,129.36,128.21,129.36,126.41264347625913,INVENTORY_WASHOUT_RECLAIM,3.3295621418701202,-0.14038551126089335,1.772854677645145,0.42071598397134574,-0.0999892518938377,0.7376694266414348,5.743200000000001,10.557400000000001,15.095127525572849,-152.1240031593063,0.9929016594686134,1.0,2.1954447221471924,0.12359519999999999,1.357885218992692,100999.76061862,0.003721095201670877,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1763736360000000000,1763736900000000000,128.1,129.39,2126.63,-3017.14567935,9.0,False,0.0,-3017.14567935,-0.9957600100139143,0.5368583178983843
ETHUSDT:WASHOUT:HOUR:1763825760000000000:-1:1763826060000000000:1763826660000000000,ETHUSDT:WASHOUT:HOUR:1763825760000000000:-1:1763826060000000000,ETHUSDT,1,1763826660000000000,1763826060000000000,2732.29,2724.1099999999997,2744.981832600381,1.5515687775526437,2731.42,3.584962500721156,HOUR:1763825760000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2724.12,2731.42,2744.9918326003813,2724.12,INVENTORY_WASHOUT_RECLAIM,3.0088713555231674,-0.3549145028179932,1.218234644765158,0.39143663886278923,0.14459497906969618,0.473540861040555,5.2544,5.1564,-1.6969549685263985,-71.8447920101628,0.8360307822004247,-1.0,1.587526329226144,0.4002249388752913,1.5515687775526437,97982.61493927,0.00320178255488158,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1763826660000000000,1763827800000000000,2732.7,2744.98,244.755,2536.80088977,19.0,False,-31.203976879302623,2505.5969128906977,0.8523950615945752,0.5908131568041042
