plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,rejection,scale,higher_direction,context_location,impulse_progress,impulse_efficiency,impulse_pressure,return_depth,return_pressure,return_effort,response_progress,response_pressure,peer_progress,source_penetration,source_distance,risk_range,cost_r,planned_rr,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
SOLUSDT:CONTROL:15:1739159100000000000:1:1739171160000000000,SOLUSDT:CONTROL:15:1739159100000000000:1,SOLUSDT,-1,1739171160000000000,1739166840000000000,203.51,204.57999999999998,201.42,1.9532710280373988,204.43,15,15:1739159100000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,203.56,204.21,203.9,201.41,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.6867469879517965,1.2736842105263204,0.4840000000000032,0.0446952890512854,0.6624605678233446,-0.07384093587422035,0.4729299882552525,0.31578947368422156,0.2325344212136665,-1.0424657534246815,0.14736842105261677,0.9684210526315928,1.1263157894736737,0.228835514018693,1.9532710280373988,100000.0,0.7711644859813069,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739171160000000000,1739174940000000000,203.47,204.62,2167.77,-2935.25812965,63.0,False,-12.054122672592,-2947.3122523225916,-0.9824374174408639,0.5
ETHUSDT:CONTROL:60:1739167200000000000:1:1739183100000000000,ETHUSDT:CONTROL:60:1739167200000000000:1,ETHUSDT,-1,1739183100000000000,1739182500000000000,2656.43,2661.13,2651.01,1.1531914893615538,2659.92,60,60:1739167200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2655.15,2656.74,2657.37,2651.0,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.5974248927038532,0.3505903723887979,0.3769531250000649,0.0019734295914562846,0.5360315893385763,-0.16147135789036854,0.45008924516197146,0.012715712988222563,-0.13168734808750174,0.22784810126584698,0.21798365122612967,0.6339691189827995,0.8537693006358535,0.6788374468084711,1.1531914893615538,97052.68774768,0.32116255319152887,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739183100000000000,1739183700000000000,2655.93,2651.01,337.811,1034.32086756,10.0,False,0.0,1034.32086756,0.35524376554758696,0.5
BTCUSDT:CONTROL:15:1739181600000000000:-1:1739192520000000000,BTCUSDT:CONTROL:15:1739181600000000000:-1,BTCUSDT,-1,1739192520000000000,1739190660000000000,97392.0,97612.5,97113.5,1.2630385487528344,97431.9,15,15:1739181600000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,97372.8,97444.5,97431.9,97113.4,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,-1.0,0.13999073931161576,0.8240972470504198,0.8309300648881782,0.11140535141498649,0.5582047685834554,-0.37172107922799885,0.892931089408204,0.017876296031462468,-0.2491114827784456,0.5192143467122816,1.1387200572041591,0.1426528423310497,0.7883446549874948,0.5306244897959184,1.2630385487528344,98087.00861524,0.46937551020408164,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1739192520000000000,1739193420000000000,97376.6,97628.4,8.208,-2867.07492,15.0,False,0.0,-2867.07492,-0.9743304984953044,0.5
ETHUSDT:CONTROL:60:1739217600000000000:1:1739234940000000000,ETHUSDT:CONTROL:60:1739217600000000000:1,ETHUSDT,1,1739234940000000000,1739234280000000000,2694.23,2672.0499999999997,2724.4799999999996,1.3638412984670492,2692.99,60,60:1739217600000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2681.48,2703.0,2724.49,2692.81,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,0.10671586715867853,5.265957446808678,0.9024612579762988,0.22214764951441676,0.5770404271548385,-0.13278483336006802,0.645494957390069,0.25177304964540864,0.38050749205865625,1.247999999999987,5.585106382978849,0.21985815602841569,3.9326241134753177,0.14516537421099898,1.3638412984670492,95219.93369524,0.854834625789001,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739234940000000000,1739240640000000000,2694.56,2671.68,110.772,-2831.67792864,95.0,False,0.0,-2831.67792864,-0.991276307648999,0.5
XRPUSDT:CONTROL:15:1739306700000000000:1:1739313480000000000,XRPUSDT:CONTROL:15:1739306700000000000:1,XRPUSDT,1,1739313480000000000,1739308740000000000,2.4247,2.4093,2.4448999999999996,1.3116883116882758,2.4206,15,15:1739306700000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.4157,2.42,2.445,2.4188,ACCEPTED_CONTROL_RETURN,0.0,0.0,0.0,-0.3139158576051657,1.360406091370525,1.0151515151515136,0.1571674723087938,0.568627450980388,-0.25602956044391123,1.2727114547172116,0.5989847715735974,-0.22328165103828443,-1.6453089244851367,0.944162436548219,0.41624365482235104,1.5634517766497327,0.18833766233766133,1.3116883116882758,92388.25576659999,0.8116623376623386,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739313480000000000,1739314680000000000,2.4252,2.4087,145244.30000000002,-2747.5791608900004,20.0,False,0.0,-2747.5791608900004,-0.99131617184158,0.5
BTCUSDT:CONTROL:15:1739323800000000000:-1:1739341560000000000,BTCUSDT:CONTROL:15:1739323800000000000:-1,BTCUSDT,-1,1739341560000000000,1739328480000000000,95762.8,96004.90000000001,95213.3,2.2697232548533117,95765.5,15,15:1739323800000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,95802.5,95956.0,95808.2,95050.0,ACCEPTED_CONTROL_RETURN,0.0,0.0,-0.0,0.34727272727270087,2.077279752704907,0.9511677282377826,0.3925150844376289,0.7464655984919849,-0.14268145221969195,1.027865786365566,0.3508500772797235,0.6070638791737897,-0.12765957446803955,0.506182380216406,0.02086553323027211,1.8709428129831276,0.4752607187112649,2.2697232548533117,89640.67660571,0.524739281288735,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1739341560000000000,1739345280000000000,95746.5,96021.5,7.073,-2623.262532,62.0,False,0.0,-2623.262532,-0.9754732752031688,0.5
XRPUSDT:CONTROL:60:1739311200000000000:1:1739379480000000000,XRPUSDT:CONTROL:60:1739311200000000000:1,XRPUSDT,-1,1739379480000000000,1739366580000000000,2.4345,2.4531,2.3381000000000003,5.182795698924662,2.445,60,60:1739311200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.421,2.4458,2.4382,2.3307,REJECTED_CONTROL_RETURN,1.0,1.584962500721156,-0.0,-0.8776859504132151,4.01809954751131,0.4728434504792305,0.023467872621137843,0.8480392156862729,-0.2370785611939835,0.5835992644444955,0.10859728506790149,0.19189747987012862,-3.364055299539239,0.723981900452489,0.9502262443438868,1.683257918552051,0.1576645161290308,5.182795698924662,87017.41407371001,0.8423354838709692,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739379480000000000,1739381400000000000,2.4341,2.4535,118133.6,-2580.48673168,32.0,False,0.0,-2580.48673168,-0.9884943755794835,0.5
XRPUSDT:CONTROL:60:1739383200000000000:1:1739395080000000000,XRPUSDT:CONTROL:60:1739383200000000000:1,XRPUSDT,-1,1739395080000000000,1739392200000000000,2.4609,2.4679,2.4436,2.4714285714285436,2.4656,60,60:1739383200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.4614,2.4637,2.4647,2.4435,REJECTED_CONTROL_RETURN,1.0,0.0,-0.0,-0.43209876543211134,0.5632183908045657,0.5104166666666425,0.09215981404101836,0.7131147540983608,-0.15821688974984852,1.115994299181755,0.14942528735633212,-0.2369126155621368,-2.5609756097560674,0.25287356321841603,0.5402298850574416,0.8045977011494453,0.42246857142856437,2.4714285714285436,84436.92734203,0.5775314285714357,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739395080000000000,1739396760000000000,2.4603,2.4687,231512.6,-2515.2686427,28.0,False,0.0,-2515.2686427,-0.9929575924805827,0.5
BTCUSDT:CONTROL:15:1739430000000000000:-1:1739446560000000000,BTCUSDT:CONTROL:15:1739430000000000000:-1,BTCUSDT,1,1739446560000000000,1739436540000000000,95899.9,95645.4,96288.79999999999,1.5280943025540046,95706.8,15,15:1739430000000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,95888.2,95908.2,96288.9,95832.3,REJECTED_CONTROL_RETURN,1.0,1.584962500721156,-1.0,-0.40341382181519525,0.6944852170266632,0.8050559066602244,-0.04841265947530199,0.6045066045066045,-0.19170285725689937,2.805660773288567,0.28349758859296326,0.38469852633536333,-1.7777777777777075,0.2570769553365639,0.8098133780666539,1.0673097085342969,0.45158027504911585,1.5280943025540046,81921.65869933,0.5484197249508842,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1739446560000000000,1739447520000000000,95913.3,95631.2,6.358,-2402.5117655,16.0,False,0.0,-2402.5117655,-0.9775647464682211,0.5
ETHUSDT:CONTROL:15:1739448900000000000:-1:1739456940000000000,ETHUSDT:CONTROL:15:1739448900000000000:-1,ETHUSDT,-1,1739456940000000000,1739455800000000000,2643.39,2658.57,2625.7000000000003,1.1653491436099646,2643.48,15,15:1739448900000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2642.05,2650.15,2645.85,2625.69,ACCEPTED_CONTROL_RETURN,0.0,0.0,-0.0,0.08935631820338585,3.0655270655270708,1.0004649000465002,0.21566542061181365,0.5383211678832044,-0.1664560085701605,0.31169844967003063,0.3504273504273565,0.4718838622950433,-0.43529411764705084,4.1139601139601405,0.012820512820533583,2.1623931623932093,0.20956363636363234,1.1653491436099646,79519.14693383,0.7904363636363676,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739456940000000000,1739457540000000000,2643.02,2625.7,126.682,1960.1949246999998,10.0,False,0.0,1960.1949246999998,0.8216867678133463,0.5
