plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,rejection,scale,higher_direction,context_location,impulse_progress,impulse_efficiency,impulse_pressure,return_depth,return_pressure,return_effort,response_progress,response_pressure,peer_progress,source_penetration,source_distance,risk_range,cost_r,planned_rr,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
SOLUSDT:CONTROL:15:1739159100000000000:1:1739171160000000000,SOLUSDT:CONTROL:15:1739159100000000000:1,SOLUSDT,-1,1739171160000000000,1739166840000000000,203.51,204.57999999999998,201.42,1.9532710280373988,204.43,15,15:1739159100000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,203.56,204.21,203.9,201.41,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.6867469879517965,1.2736842105263204,0.4840000000000032,0.0446952890512854,0.6624605678233446,-0.07384093587422035,0.4729299882552525,0.31578947368422156,0.2325344212136665,-1.0424657534246815,0.14736842105261677,0.9684210526315928,1.1263157894736737,0.228835514018693,1.9532710280373988,1739174940000000000,-0.9889227969487802,0,0,63.0,False,2025-02,0.5,0.7711644859813069
ETHUSDT:CONTROL:60:1739149200000000000:1:1739174940000000000,ETHUSDT:CONTROL:60:1739149200000000000:1,ETHUSDT,-1,1739174940000000000,1739166840000000000,2644.7,2659.9300000000003,2625.09,1.2875902823374303,2657.73,60,60:1739149200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2644.99,2650.2,2645.18,2625.08,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.6573088092933215,0.8639726807057052,0.4216666666666495,-0.05931649048649435,0.5629842180774659,-0.061967351336848296,1.2673330660648339,0.0546385885031319,0.150574276929457,-2.276315789473681,0.24928856004553604,1.483210017074568,1.7336368810472773,0.20898082731450435,1.2875902823374303,1739182500000000000,-0.9858400317595002,0,0,126.0,False,2025-02,0.5,0.7910191726854956
ETHUSDT:CONTROL:60:1739167200000000000:1:1739183100000000000,ETHUSDT:CONTROL:60:1739167200000000000:1,ETHUSDT,-1,1739183100000000000,1739182500000000000,2656.43,2661.13,2651.01,1.1531914893615538,2659.92,60,60:1739167200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2655.15,2656.74,2657.37,2651.0,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.5974248927038532,0.3505903723887979,0.3769531250000649,0.0019734295914562846,0.5360315893385763,-0.16147135789036854,0.45008924516197146,0.012715712988222563,-0.13168734808750174,0.22784810126584698,0.21798365122612967,0.6339691189827995,0.8537693006358535,0.6788374468084711,1.1531914893615538,1739183700000000000,0.4041197258543891,1,1,10.0,False,2025-02,0.5,0.32116255319152887
BTCUSDT:CONTROL:15:1739181600000000000:-1:1739192520000000000,BTCUSDT:CONTROL:15:1739181600000000000:-1,BTCUSDT,-1,1739192520000000000,1739190660000000000,97392.0,97612.5,97113.5,1.2630385487528344,97431.9,15,15:1739181600000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,97372.8,97444.5,97431.9,97113.4,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,-1.0,0.13999073931161576,0.8240972470504198,0.8309300648881782,0.11140535141498649,0.5582047685834554,-0.37172107922799885,0.892931089408204,0.017876296031462468,-0.2491114827784456,0.5192143467122816,1.1387200572041591,0.1426528423310497,0.7883446549874948,0.5306244897959184,1.2630385487528344,1739193420000000000,-0.9719527252471326,0,0,15.0,False,2025-02,0.5,0.46937551020408164
ETHUSDT:CONTROL:60:1739217600000000000:1:1739234940000000000,ETHUSDT:CONTROL:60:1739217600000000000:1,ETHUSDT,1,1739234940000000000,1739234280000000000,2694.23,2672.0499999999997,2724.4799999999996,1.3638412984670492,2692.99,60,60:1739217600000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2681.48,2703.0,2724.49,2692.81,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,0.10671586715867853,5.265957446808678,0.9024612579762988,0.22214764951441676,0.5770404271548385,-0.13278483336006802,0.645494957390069,0.25177304964540864,0.38050749205865625,1.247999999999987,5.585106382978849,0.21985815602841569,3.9326241134753177,0.14516537421099898,1.3638412984670492,1739240640000000000,-0.989504075488795,0,0,95.0,False,2025-02,0.5,0.854834625789001
XRPUSDT:CONTROL:60:1739217600000000000:1:1739234940000000000,XRPUSDT:CONTROL:60:1739217600000000000:1,XRPUSDT,1,1739234940000000000,1739234160000000000,2.4451,2.4337,2.4587999999999997,1.2017543859648692,2.4446,60,60:1739217600000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.44,2.4482,2.4589,2.4419,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,0.35962877030163165,2.52799999999997,0.9937106918239139,-0.08149483471715926,0.5476190476190426,-0.23729739640544636,0.7749836425917703,0.5120000000000073,0.42957393653722425,1.3698497333980697,2.2879999999999643,0.08000000000002558,1.8239999999999863,0.2567789473684193,1.2017543859648692,1739237760000000000,0.8057388793689464,1,1,47.0,False,2025-02,0.5,0.7432210526315808
BTCUSDT:CONTROL:60:1739217600000000000:1:1739240700000000000,BTCUSDT:CONTROL:60:1739217600000000000:1,BTCUSDT,1,1739240700000000000,1739232480000000000,97673.3,97255.5,98108.4,1.0414073719482724,97611.0,60,60:1739217600000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,97403.5,97581.3,98108.5,97581.2,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,0.0,-0.5823785065191716,1.7323232323232074,1.0002243158367112,0.16648495390599208,0.510199296600231,0.22899029722136985,1.4689257308043357,0.24203574203574513,0.4784050836213822,-1.7878787878787492,0.8119658119657844,0.24203574203574513,1.6231546231545795,0.2799360459550004,1.0414073719482724,1739249580000000000,0.6553780119047089,1,1,148.0,False,2025-02,0.5,0.7200639540449996
XRPUSDT:CONTROL:15:1739306700000000000:1:1739313480000000000,XRPUSDT:CONTROL:15:1739306700000000000:1,XRPUSDT,1,1739313480000000000,1739308740000000000,2.4247,2.4093,2.4448999999999996,1.3116883116882758,2.4206,15,15:1739306700000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.4157,2.42,2.445,2.4188,ACCEPTED_CONTROL_RETURN,0.0,0.0,0.0,-0.3139158576051657,1.360406091370525,1.0151515151515136,0.1571674723087938,0.568627450980388,-0.25602956044391123,1.2727114547172116,0.5989847715735974,-0.22328165103828443,-1.6453089244851367,0.944162436548219,0.41624365482235104,1.5634517766497327,0.18833766233766133,1.3116883116882758,1739314680000000000,-0.9869238564472382,0,0,20.0,False,2025-02,0.5,0.8116623376623386
BTCUSDT:CONTROL:15:1739323800000000000:-1:1739341560000000000,BTCUSDT:CONTROL:15:1739323800000000000:-1,BTCUSDT,-1,1739341560000000000,1739328480000000000,95762.8,96004.90000000001,95213.3,2.2697232548533117,95765.5,15,15:1739323800000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,95802.5,95956.0,95808.2,95050.0,ACCEPTED_CONTROL_RETURN,0.0,0.0,-0.0,0.34727272727270087,2.077279752704907,0.9511677282377826,0.3925150844376289,0.7464655984919849,-0.14268145221969195,1.027865786365566,0.3508500772797235,0.6070638791737897,-0.12765957446803955,0.506182380216406,0.02086553323027211,1.8709428129831276,0.4752607187112649,2.2697232548533117,1739345280000000000,-0.9738879073935323,0,0,62.0,False,2025-02,0.5,0.524739281288735
BTCUSDT:CONTROL:15:1739338200000000000:1:1739342760000000000,BTCUSDT:CONTROL:15:1739338200000000000:1,BTCUSDT,-1,1739342760000000000,1739340060000000000,95805.9,95911.1,95635.3,1.6216730038020188,95891.9,15,15:1739338200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,95850.6,95879.0,95859.2,95635.2,REJECTED_CONTROL_RETURN,1.0,1.584962500721156,-0.0,-0.2378535170413001,0.3453842273415491,0.6434837092732324,-0.1786072823519747,0.6187024284160627,0.5208388288050646,0.992100329522465,0.12712291911889076,0.5208388288050646,-0.23262839879153113,0.0642340675971261,0.2892214561963959,0.35379182781237456,1.0934429657793465,1.6216730038020188,1739344800000000000,-0.958310988182897,0,0,34.0,False,2025-02,0.5,-0.09344296577934652
SOLUSDT:CONTROL:15:1739350800000000000:1:1739354040000000000,SOLUSDT:CONTROL:15:1739350800000000000:1,SOLUSDT,-1,1739354040000000000,1739353440000000000,196.51,196.67999999999998,196.06,2.6470588235295396,196.65,15,15:1739350800000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,196.38,196.56,196.58,196.05,REJECTED_CONTROL_RETURN,1.0,0.0,1.0,-0.8012422360248472,0.5858585858585644,0.44615384615383,0.060452877224568935,0.7301587301587359,-0.21935046341647202,1.0210896444536774,0.06060606060606235,-0.22589406971480308,-0.35398230088498567,0.040404040404003284,0.2828282828283101,0.343434343434315,1.3877294117648078,2.6470588235295396,1739354220000000000,-0.9538237601776594,0,0,3.0,False,2025-02,0.5,-0.3877294117648078
XRPUSDT:CONTROL:60:1739311200000000000:1:1739379480000000000,XRPUSDT:CONTROL:60:1739311200000000000:1,XRPUSDT,-1,1739379480000000000,1739366580000000000,2.4345,2.4531,2.3381000000000003,5.182795698924662,2.445,60,60:1739311200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.421,2.4458,2.4382,2.3307,REJECTED_CONTROL_RETURN,1.0,1.584962500721156,-0.0,-0.8776859504132151,4.01809954751131,0.4728434504792305,0.023467872621137843,0.8480392156862729,-0.2370785611939835,0.5835992644444955,0.10859728506790149,0.19189747987012862,-3.364055299539239,0.723981900452489,0.9502262443438868,1.683257918552051,0.1576645161290308,5.182795698924662,1739381400000000000,-0.9888203086791423,0,0,32.0,False,2025-02,0.5,0.8423354838709692
