,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-04-08 00:00:10+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,USDT,[],True,{}
2024-04-09 17:12:00+00:00,99717.95969866,1880.26867560,97837.69102306,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '1880.26867560', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-04-09 17:12:00+00:00,99717.95969866,1880.26867560,97837.69102306,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '1880.26867560', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-04-09 17:12:00+00:00,99717.95969866,1880.26867560,97837.69102306,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '1880.26867560', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-04-09 17:12:20+00:00,96395.78939311,0.00000000,96395.78939311,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-04-09 17:12:20+00:00,96395.78939311,0.00000000,96395.78939311,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-04-10 20:21:10+00:00,95547.13552543,5657.69245120,89889.44307423,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5657.69245120', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-04-10 20:21:10+00:00,95547.13552543,5657.69245120,89889.44307423,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5657.69245120', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-04-10 20:21:10+00:00,95547.13552543,5657.69245120,89889.44307423,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5657.69245120', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-04-10 20:22:40+00:00,93109.12744279,0.00000000,93109.12744279,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-04-10 20:22:40+00:00,93109.12744279,0.00000000,93109.12744279,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-04-12 03:28:10+00:00,92405.12512232,4693.34880312,87711.77631920,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '4693.34880312', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-04-12 03:28:10+00:00,92405.12512232,4693.34880312,87711.77631920,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '4693.34880312', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
