position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BINANCE-2-001,BACKTESTER-001,SharedAcceptanceStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240409-171200-001-000-1,O-20240409-171200-001-000-2,SELL,FLAT,0.000,136.003,1712682720000000000,2024-04-09 17:12:00+00:00,1712682740000000000,2024-04-09 17:12:20+00:00,20000000000,3456.3,3478.64,['565.90358689 USDT'],-0.00646,-3604.21060689 USDT,False
BINANCE-1-001,BACKTESTER-001,SharedAcceptanceStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20240410-202110-001-000-4,O-20240410-202110-001-000-5,BUY,FLAT,0.000,20.156,1712780470000000000,2024-04-10 20:21:10+00:00,1712780560000000000,2024-04-10 20:22:40+00:00,90000000000,70173.79999999999,70094.9,['1696.35355032 USDT'],-0.00112,-3286.66195032 USDT,False
BINANCE-2-002,BACKTESTER-001,SharedAcceptanceStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240412-032810-001-000-7,O-20240412-032810-001-000-8,BUY,FLAT,0.000,331.602,1712892490000000000,2024-04-12 03:28:10+00:00,1712892920000000000,2024-04-12 03:35:20+00:00,430000000000,3538.39,3533.64,['1407.05957524 USDT'],-0.00134,-2982.16907524 USDT,False
BINANCE-3-001,BACKTESTER-001,SharedAcceptanceStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-001,O-20240412-044950-001-000-10,O-20240412-044950-001-000-11,BUY,FLAT,0.0,7500.7,1712897390000000000,2024-04-12 04:49:50+00:00,1712898320000000000,2024-04-12 05:05:20+00:00,930000000000,174.637,174.4,['1570.81309554 USDT'],-0.00136,-3348.47899554 USDT,False
BINANCE-3-002,BACKTESTER-001,SharedAcceptanceStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-001,O-20240413-084520-001-000-13,O-20240413-084520-001-000-14,SELL,FLAT,0.0,7024.0,1712997920000000000,2024-04-13 08:45:20+00:00,1712999080000000000,2024-04-13 09:04:40+00:00,1160000000000,150.436,150.7,['1269.10755840 USDT'],-0.00175,-3123.44355840 USDT,False
BINANCE-1-002,BACKTESTER-001,SharedAcceptanceStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20240414-051150-001-000-16,O-20240414-051150-001-000-17,BUY,FLAT,0.000,18.082,1713071510000000000,2024-04-14 05:11:50+00:00,1713071560000000000,2024-04-14 05:12:40+00:00,50000000000,64354.8,64284.4,['1395.63240864 USDT'],-0.00109,-2668.60520864 USDT,False
