position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-e7519923-fa90-4b8b-822b-0f4a818d6689,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250103-103000-001-000-1,O-20250103-103000-001-000-2,SELL,FLAT,0.000,8.973,1735900200000000000,2025-01-03 10:30:00+00:00,1735903500000000000,2025-01-03 11:25:00+00:00,3300000000000,96499.95759500723,96679.8,['1473.39167017 USDT'],-0.00186,-3087.11757017 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-38d01d4e-2e45-4a80-bd1d-fefc7814088e,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250104-183400-001-000-4,O-20250104-183400-001-000-5,SELL,FLAT,0.000,10.886,1736015640000000000,2025-01-04 18:34:00+00:00,1736018160000000000,2025-01-04 19:16:00+00:00,2520000000000,97999.83102149551,98110.09999999999,['1814.62480274 USDT'],-0.00113,-3015.01290274 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250104-224000-001-000-7,O-20250104-224000-001-000-8,BUY,FLAT,0.000,9.179,1736030400000000000,2025-01-04 22:40:00+00:00,1736032020000000000,2025-01-04 23:07:00+00:00,1620000000000,98377.91319315831,98228.3,['1533.95116627 USDT'],-0.00152,-2907.25066627 USDT,False
