,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-12-28 00:01:00+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,USDT,[],True,{}
2025-01-03 10:30:00+00:00,99576.09480000,15.95878400,99560.13601600,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '15.95878400', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-03 10:30:00+00:00,99576.09480000,15.95878400,99560.13601600,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '15.95878400', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-03 10:30:00+00:00,99576.09480000,15.95878400,99560.13601600,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '27.70862400', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-03 10:30:00+00:00,99263.98999842,27.70862400,99236.28137442,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '27.70862400', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-03 11:25:00+00:00,96912.88242983,0.00000000,96912.88242983,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-01-03 11:25:00+00:00,96912.88242983,0.00000000,96912.88242983,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-01-04 18:34:00+00:00,96631.57861687,10.59026119,96620.98835568,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '10.59026119', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 18:34:00+00:00,96631.57861687,10.59026119,96620.98835568,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '10.59026119', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 18:34:00+00:00,96631.57861687,10.59026119,96620.98835568,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '34.13842633', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 18:34:00+00:00,96006.08019340,34.13842633,95971.94176707,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '34.13842633', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 19:16:00+00:00,93897.86952709,0.00000000,93897.86952709,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-01-04 19:16:00+00:00,93897.86952709,0.00000000,93897.86952709,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-01-04 22:40:00+00:00,93231.57568597,25.08400343,93206.49168254,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.08400343', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 22:40:00+00:00,93231.57568597,25.08400343,93206.49168254,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.08400343', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 22:40:00+00:00,93231.57568597,25.08400343,93206.49168254,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '28.89634381', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 22:40:00+00:00,93130.31029167,28.89634381,93101.41394786,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '28.89634381', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-04 23:07:00+00:00,90990.61886082,0.00000000,90990.61886082,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-01-04 23:07:00+00:00,90990.61886082,0.00000000,90990.61886082,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
