plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,risk_bps,risk_range,cost_r,planned_rr,defense_age,target_scale,defense_prominence,target_prominence,defense_distance,target_distance,move_5,flow_5,efficiency_5,activity_5,location_5,value_distance_5,move_15,flow_15,efficiency_15,activity_15,location_15,value_distance_15,move_60,flow_60,efficiency_60,activity_60,location_60,value_distance_60,move_240,flow_240,efficiency_240,activity_240,location_240,value_distance_240,move_block_0,flow_block_0,range_block_0,location_block_0,move_block_1,flow_block_1,range_block_1,location_block_1,move_block_2,flow_block_2,range_block_2,location_block_2,move_block_3,flow_block_3,range_block_3,location_block_3,move_block_4,flow_block_4,range_block_4,location_block_4,move_block_5,flow_block_5,range_block_5,location_block_5,move_block_6,flow_block_6,range_block_6,location_block_6,move_block_7,flow_block_7,range_block_7,location_block_7,low_change_15,high_change_15,low_change_60,high_change_60,low_change_240,high_change_240,market_move_5,relative_move_5,market_move_15,relative_move_15,market_move_60,relative_move_60,market_move_240,relative_move_240,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
XRPUSDT:PATH:XRPUSDT:5m:PIVOT:HIGH:3724:s2:XRPUSDT:15m:PIVOT:LOW:1230:s2:1739487600000000000,XRPUSDT:PATH:XRPUSDT:5m:PIVOT:HIGH:3724:s2:XRPUSDT:15m:PIVOT:LOW:1230:s2,XRPUSDT,-1,1739487600000000000,1739485500000000000,2.5263,2.6037000000000003,2.4465000000000003,1.0310077519379752,2.6036,5,XRPUSDT:5m:PIVOT:HIGH:3724:s2,15M_NEAREST_OPPOSING_LIQUIDITY,2.5263,2.6036,2.5263,2.4464,LEARNED_AUCTION_DIRECTION,306.3769148557193,1.8619187018413392,0.03916744186046493,1.0310077519379752,2.3333333333333335,1.0986122886681098,1.6636288318144206,1.4013157894736519,7.21118012422364,7.434782608695624,0.24999517760868176,0.042719692788572135,0.19736842105263197,0.8905132678785495,0.4225352112676153,-0.08564228217898692,0.5917726106627474,0.06274666870305214,0.25949367088607245,0.9911783312100213,0.753753753753755,0.14634274241815645,-0.31513094307650164,-0.04125380953784144,-0.040683229813664276,2.5254766983867136,0.7104779411764719,0.34251474961368406,-0.4516475920810201,-0.03737149337867932,-0.057323868406991836,1.0724254492854648,0.4917302798982197,0.0038109621081045156,0.24999517760868176,0.04271969278857216,0.5916552536738666,0.42253521126761534,0.27499469536954624,0.08934902355948339,0.9124823982716551,0.6073059360730626,0.4958237689238583,0.044208293956294796,0.654154048076037,0.7898089171974365,-0.0666653806956386,-0.28510866425644865,0.4874905963369035,0.5213675213675288,0.23749541872824026,0.027817070316100683,1.187477093641183,0.48070175438597074,1.233309542869462,0.15191250035377427,1.420805926075955,0.9501466275659814,0.37082618011953594,0.0696083742595902,1.0249802281955545,0.6138211382113788,-1.6583013448041952,-0.06959943485024365,2.1041260782063245,0.19801980198020264,-3.153715010483184,-0.606206088971604,0.19004079773315416,0.08780365971215946,0.19545335209897807,0.23755099716644804,0.21863588424258695,0.031359293366094804,0.5677399440555259,0.024032666607221587,0.04573454882913261,-0.3608654919056342,-0.560753064982369,0.10910547290134887,10000.0,2.9479544600523322e-05,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739487600000000000,1739520240000000000,2.526,2.604,3713.1,-299.1459015,544.0,False,1.4236528933491002,-297.72224860665085,-0.9924074953555029,0.5166217504677567
