futures_close,spot_close,index_close,futures_return,spot_return,index_return,path_return,path_z,path_continuity,dominant_sign_fraction,max_single_bar_share,spot_path_return,spot_path_continuity,index_path_return,index_path_continuity,futures_pressure,flow_persistence,open_interest_1h_z,open_interest_5m_z,futures_return_z,event_peer_spot_path_breadth,confirmation_peer_spot_breadth,symbol,event_ts,event_direction,gradual_state,discrete_state,spot_delivery_ratio,index_delivery_ratio,entry_ts,entry_price,confirmation_price_extension,confirmation_open_interest_5m_z,confirmation_directional_futures_taker_pressure,confirmation_directional_spot_follow,confirmation_directional_index_follow,confirmation_directional_return_z,continuation_gross_return,reclaim_gross_return,route,trade_direction,horizon_minutes,gross_return,cost_return,net_return,context_score,state_quality,rank_score
145.723,145.77,145.79020006,-0.001426347900348901,-0.001371084056565941,-0.0014752853627353346,-0.019611136369175775,-2.9286413047939472,0.9403728024077874,0.9166666666666667,0.24953587519421827,-0.01969904753933882,0.9358121175672088,-0.0197190027564762,0.9312767544952008,-0.12128408844323246,-0.11178108866820415,0.4331007973172896,0.8582692072934889,-0.470814919164066,1.0,0.75,SOLUSDT,2024-06-14 14:30:00+00:00,-1.0,True,False,1.004482716784389,1.005500261956771,2024-06-14 14:35:00+00:00,145.561,0.001111698221969104,4.188311711031216,0.10995102917087785,0.001098222363107304,0.0012732224779474777,0.3607921925749607,0.023021276303405447,-0.0006938671759605386,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.023021276303405447,0.002,0.021021276303405445,3.617882183264781,1.2009811601655582,4.345008341799639
61200.0,61193.43,61190.97148936,0.002535892397462547,0.0025074949565340177,0.002624736394064797,0.006776174475429997,3.7426539439887416,0.8700423253035502,0.75,0.3256016689369412,0.006669309300647797,0.9336411588498658,0.006620843981043123,0.9496192667436922,0.2437645426282089,0.28951158206283273,0.5560709073681593,0.8042834203958092,2.064925297151718,1.0,1.0,BTCUSDT,2024-06-30 07:05:00+00:00,1.0,True,False,0.9842292763904343,0.9770769635654907,2024-06-30 07:10:00+00:00,61516.2,0.005166666666666542,0.6729155395915793,0.30354301735164557,0.005354353433386194,0.005373433991001875,4.1690981300635945,0.0014305174897017991,0.0005608278794854149,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.0014305174897017991,0.002,-0.0005694825102982009,3.8002371560639636,3.8477254503178866,14.62226922263098
139.494,139.56,139.54834141,0.003101712735266382,0.003157746272545836,0.0031453587187177945,0.013670664084500572,3.0771983839836152,0.8087349725294775,0.8333333333333333,0.18349244398405018,0.014143690819330423,0.8298945455842628,0.013957087661588652,0.8181964120246477,0.23786909400796552,0.16177525136108598,0.18807476102111126,-0.16448099917011783,1.2346518100626256,1.0,1.0,SOLUSDT,2024-06-30 07:05:00+00:00,1.0,True,False,1.0346015915471258,1.0209516944690946,2024-06-30 07:10:00+00:00,140.221,0.00521169369291874,-0.13701325970952213,0.07862713230454776,0.005145808953403552,0.005237552553972513,2.07242862878444,0.009912923171279564,-0.004500039223796826,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.009912923171279564,0.002,0.007912923171279564,2.4639066152953197,0.23415695525101868,0.576940871060395
3209.32,3210.6,3210.69954545,-0.003210475369002097,-0.003178149958291243,-0.003215236767763585,-0.029758564499713813,-5.751706674260569,0.8091367849189793,0.75,0.2443625473119938,-0.029707570189220434,0.8192261219987097,-0.029598844353166953,0.8261186600083982,-0.07868094307751028,-0.11192578427308042,0.20774137810534274,1.2260683917109805,-2.7747633079557734,1.0,0.75,ETHUSDT,2024-07-04 02:00:00+00:00,-1.0,True,False,0.9982863988451502,0.9946328007001684,2024-07-04 02:05:00+00:00,3197.8,0.003589545448880127,-0.01773291481985716,0.14572220991875662,0.0036195745957954273,0.003921936762029787,3.103426878666171,-0.013559322033898091,0.011170179498405153,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.013559322033898091,0.002,-0.015559322033898091,4.21554650255402,0.5406179363831253,2.2790000509378556
128.359,128.44,128.46075327,-0.01330324490520951,-0.013072081567353067,-0.013026663227246438,-0.03735100826722704,-3.6007840326840563,0.9159101277886517,0.8333333333333333,0.3262181479535937,-0.03721537390427265,0.9275872451918079,-0.03713497557523837,0.9249477662930523,-0.16005974464650186,-0.12361922892111421,0.15575018135100122,1.7932836185227579,-5.923534133707365,1.0,0.5,SOLUSDT,2024-07-04 23:45:00+00:00,-1.0,True,False,0.9963686559146144,0.994216148318057,2024-07-04 23:50:00+00:00,127.998,0.002812424528081392,1.9843133919824327,0.053430622754540025,0.002806800532852982,0.002790317786883989,1.216709886951134,-0.002234409912654778,-0.009109517336208461,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.002234409912654778,0.002,-0.004234409912654778,3.1763815123975543,1.359255597286175,4.3175143498427015
3059.31,3059.7,3059.23636364,-0.0030711362040207746,-0.00316523081641229,-0.0032923372629731773,-0.021990205025296916,-3.229323237425094,0.926005344689686,0.8333333333333333,0.22567721858522902,-0.022105722705219932,0.9281899537627288,-0.022297805101404222,0.9414934361097663,-0.18340550040803494,-0.09936191165586694,0.0898641253429982,0.8839372474544769,-2.3741189616877096,1.0,1.0,ETHUSDT,2024-07-05 00:00:00+00:00,-1.0,True,False,1.0052531424691187,1.0139880494862805,2024-07-05 00:05:00+00:00,3041.67,0.005766006060189954,4.061885863759091,0.0940006593156677,0.0056471864237561675,0.0049067336113814974,4.503088758453613,-0.013617519323266603,0.0201205258953141,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.013617519323266603,0.002,-0.015617519323266603,2.7159146783270502,19.416804760828608,52.734385056144966
2955.9,2956.95,2957.08795455,0.0029034972449437646,0.002980476711444524,0.0030767771224464724,0.018220402560594096,2.4051226291848726,0.8331650313449042,0.9166666666666667,0.2197503570346775,0.018210429275892004,0.835773016872264,0.018046237268633192,0.845025252534467,0.007327787293380572,0.1367140002321722,0.7605883409291685,-2.1413841106559657,1.4738355447373759,1.0,1.0,ETHUSDT,2024-07-08 08:15:00+00:00,1.0,True,False,0.999452630935627,0.9904411940745164,2024-07-08 08:20:00+00:00,2986.96,0.010507797963395182,0.9519910664582487,0.1158891975442593,0.010586487943659684,0.01072112415901394,5.194459365051606,0.02503213970056506,-0.023448589870637804,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.02503213970056506,0.002,0.023032139700565057,3.2339814097613475,6.243693751872417,20.191989521798476
56987.2,57000.0,56981.43531915,0.0057052408070710214,0.005491189372966332,0.005356575940695052,0.024102259536538995,3.731357732395057,0.9817431598717737,0.9166666666666667,0.23238821776323756,0.023933251854920456,0.985273680462734,0.023664713905995782,0.9813357416187478,0.13236550751409237,0.14421173447470992,0.3374006504322186,-0.26685013172966915,3.316805992409235,1.0,1.0,BTCUSDT,2024-07-08 08:40:00+00:00,1.0,True,False,0.9929878905601227,0.9818462816782844,2024-07-08 08:45:00+00:00,57123.2,0.0023865008282561995,14.47579802771611,0.174297868664828,0.0026634673634298167,0.003056113178898201,1.3981393903693466,0.004397512744384047,-0.006373942636267005,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.004397512744384047,0.002,0.0023975127443840467,4.4909450475596655,20.58871827717313,92.46280238247184
0.5446,0.545,0.54477241,0.0011023333837164584,0.0009178522902291153,0.0010554744111330727,0.02077996849174535,2.1188609754946737,0.982496640584455,0.9166666666666667,0.15670371382796766,0.020951911323345174,0.9658895252538087,0.0202772999447991,0.9890119956104683,0.1369539881809736,0.08673409331762967,1.3930995520836522,0.9941233537331865,0.41605773277336233,1.0,1.0,XRPUSDT,2024-07-16 09:30:00+00:00,1.0,True,False,1.0082744510256658,0.9758099466249947,2024-07-16 09:35:00+00:00,0.5453,0.0012853470437017567,0.4305604125670564,0.11259814584182348,0.0012835795289419805,0.0015193150611362283,0.4925208897611594,-0.0029341646799927457,-0.0005501558774985149,GRADUAL_INFORMATION_DIFFUSION,1.0,120,-0.0029341646799927457,0.002,-0.004934164679992746,4.566734264656791,0.3351902199337483,1.530724662549294
0.6067,0.6071,0.60703454,0.006614874459253739,0.006776325409202921,0.00684307128221151,0.03830469965876032,3.380880927039311,0.8333499268102479,0.8333333333333333,0.1732952582796206,0.038278972575996884,0.8393701183418706,0.03842503422743726,0.8350561188533782,0.16304651822111516,0.05622798708554685,1.7494840522799646,-0.06170109859469076,2.499577493048327,0.75,1.0,XRPUSDT,2024-07-17 04:50:00+00:00,1.0,True,False,0.9993283570164333,1.0031415092599327,2024-07-17 04:55:00+00:00,0.6074,0.0011537827591892036,0.30716717005588556,0.03806403937438407,0.001152358346304394,0.000928626206125549,0.3840098493234714,-0.0011524530786961584,0.0004939084622984646,GRADUAL_INFORMATION_DIFFUSION,1.0,120,-0.0011524530786961584,0.002,-0.0031524530786961585,4.841595462863468,0.21395768102114557,1.0358965376767675
