futures_close,spot_close,index_close,futures_return,spot_return,index_return,path_return,path_z,path_continuity,dominant_sign_fraction,max_single_bar_share,spot_path_return,spot_path_continuity,index_path_return,index_path_continuity,futures_pressure,flow_persistence,open_interest_1h_z,open_interest_5m_z,futures_return_z,event_peer_spot_path_breadth,confirmation_peer_spot_breadth,symbol,event_ts,event_direction,gradual_state,discrete_state,spot_delivery_ratio,index_delivery_ratio,entry_ts,entry_price,confirmation_price_extension,confirmation_open_interest_5m_z,confirmation_directional_futures_taker_pressure,confirmation_directional_spot_follow,confirmation_directional_index_follow,confirmation_directional_return_z,continuation_gross_return,reclaim_gross_return,route,trade_direction,horizon_minutes,gross_return,cost_return,net_return,context_score,state_quality,rank_score
3383.94,3385.11,3384.96295455,-0.001131176736272721,-0.001166194662273412,-0.001254564163097882,-0.023723868254224456,-3.8671299715171052,0.9741693435193322,0.9166666666666667,0.17755047450868247,-0.023793653706665197,0.9761332571684254,-0.023908223969749898,0.965897884892894,0.0026935870884003954,-0.0701762297279327,2.100527336016152,2.226864122837502,-0.7065041911887725,1.0,1.0,ETHUSDT,2024-07-17 16:40:00+00:00,-1.0,True,False,1.0029415714036565,1.0077708961097698,2024-07-17 16:45:00+00:00,3383.69,7.387837845829193e-05,0.676490991948858,0.11356537091506635,0.00019794521118576824,0.0002851250050035503,0.06787388774865438,-0.010290540800132364,0.009226613549113472,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.010290540800132364,0.002,-0.012290540800132364,10.707059865872006,0.06288454558767624,0.6733085942454068
155.659,155.69,155.72961317,0.0004369477981160941,0.0003212025852299405,0.0005849292487818403,-0.03085672834461395,-3.8892400797432565,0.9482592759407866,0.8333333333333333,0.2173699887145535,-0.030987682371816483,0.9530120779411273,-0.03079881958456543,0.9634061034817187,0.2042458232240818,-0.06217786460279446,0.6029066514345753,-0.6856914975653443,0.1791385391629763,1.0,1.0,SOLUSDT,2024-07-17 16:40:00+00:00,-1.0,True,False,1.004243937521179,0.998123302010447,2024-07-17 16:45:00+00:00,154.772,0.005698353452097238,1.071335010945237,0.2793437565671537,0.005797491115797193,0.005978370476846351,2.640817856409499,-0.013781562556534732,0.01292223399581327,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.013781562556534732,0.002,-0.015781562556534734,4.926277104045919,3.489405091203223,17.1897764075357
3489.86,3490.83,3490.05272727,0.003622745131364624,0.003567112343901613,0.0038367408018036286,0.013817638908047769,2.8239962969578727,0.872939441193981,0.9166666666666667,0.25596491148798783,0.013712120609149281,0.8629039181821823,0.013572801712035343,0.8497857488547511,0.2007109789252759,0.05362183735355213,2.7393549854003396,5.065327452653072,2.4405792329440694,1.0,1.0,ETHUSDT,2024-07-23 08:30:00+00:00,1.0,True,False,0.9923635072822006,0.9822808225311326,2024-07-23 08:35:00+00:00,3514.54,0.007071916925034172,-0.16190304912958273,0.1610005906913441,0.006925599198103427,0.00702019294553935,4.753730270658786,0.003081484347880581,-0.00648449014664787,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.003081484347880581,0.002,0.0010814843478805809,8.449993481524755,0.4187891421054425,3.5387655209243336
177.454,177.53,177.45517004,-0.0005577354957306824,-0.0004505265605292408,-0.0004749280267075662,0.026715462564339987,3.1135696752943627,0.8753061817775174,0.8333333333333333,0.21866444694093018,0.02688901830545376,0.8818732329657021,0.026043407754000825,0.855181199813647,-0.07683389361474702,0.05477998094241204,1.0513230590329963,2.9781139795659652,-0.26558078274584335,1.0,0.5,SOLUSDT,2024-07-23 14:50:00+00:00,1.0,True,False,1.0064964527825708,0.9748439762657816,2024-07-23 14:55:00+00:00,177.999,0.0030712184566139555,2.3150354930565054,0.06707623219150727,0.002980963426818306,0.0033028739383720307,1.2779598435517012,-0.032011415794470754,0.011213546143517661,GRADUAL_INFORMATION_DIFFUSION,1.0,120,-0.032011415794470754,0.002,-0.034011415794470756,4.6587713964908595,1.6390061787055261,7.635755104025091
160.525,160.56,160.59587805,-0.0048100918038107565,-0.00490821400988839,-0.0045488513639693196,-0.021770330158231488,-2.1315335816126253,0.8363701586265487,0.75,0.1847935798732174,-0.021747353298976257,0.82724284707384,-0.02129763172185406,0.8237430316598553,-0.05895697247750631,-0.07675402663447736,0.5923115124297985,-0.3648379822347749,-2.061313048069099,1.0,1.0,SOLUSDT,2024-08-02 06:25:00+00:00,-1.0,True,False,0.9989445792007641,0.978287034099081,2024-08-02 06:30:00+00:00,159.504,0.006360380003114896,0.3180934247165704,0.26013108208635893,0.006373030005098812,0.006566492110484212,2.7369731938687343,-0.016983900090279835,0.014601514695556261,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.016983900090279835,0.002,-0.018983900090279837,2.1290213010872128,1.554856475062339,3.3103225555410987
159.471,159.49,159.44824379,-0.0012220458565925796,-0.0012532115181125292,-0.0019955445347878964,-0.04818351076721061,-3.954973328621467,0.8591761500510806,0.9166666666666667,0.15782773329284366,-0.04876329244162303,0.8631068938166527,-0.04885227662193525,0.8692612286924152,0.04648306847595274,-0.058304907882126396,0.44830318498404076,2.3553963888158305,-0.4856002997766182,1.0,1.0,SOLUSDT,2024-08-02 14:50:00+00:00,-1.0,True,False,1.0120327818621089,1.0138795584646303,2024-08-02 14:55:00+00:00,157.853,0.01014604536247965,3.174960837381398,0.21015758242273397,0.010209314791027602,0.009871973636457199,4.240642325132462,0.018669268243239,-0.009002046207547632,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.018669268243239,0.002,0.016669268243239,4.51124794074571,14.524033888920675,65.52151797271429
146.699,146.78,146.75729313,-0.003776118355531821,-0.0038079741377510246,-0.003744727604344078,-0.032466748010108404,-2.7961794486609977,0.8682512093703012,0.8333333333333333,0.15904149002987433,-0.032508475695931516,0.8661983464902561,-0.032682706658447636,0.8669591551793234,-0.2758987006227668,-0.11344241506448183,0.46543934873411275,2.773688439831077,-1.3764240218256691,1.0,1.0,SOLUSDT,2024-08-03 15:55:00+00:00,-1.0,True,False,1.0012852437764976,1.00665168708218,2024-08-03 16:00:00+00:00,146.111,0.004008207281576692,0.27677400082044923,0.17496311085129845,0.0039593198012379816,0.0038209723728872547,1.4651386933656463,0.02541218662523692,-0.0023612185256414175,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.02541218662523692,0.002,0.02341218662523692,2.9648111750714388,0.7717969712610668,2.2882322852811012
140.405,140.44,140.44242528,-0.0028022379327818925,-0.0027021277907559593,-0.0028356476580082557,-0.021587880494517542,-2.119060934486439,0.8938028260309018,0.8333333333333333,0.2234331261378306,-0.0219727149791753,0.9065683616103372,-0.02198578314288735,0.8911904046051107,-0.03279155310131432,-0.09502764466459003,1.2909142267513294,6.28115696024144,-0.9839940854173144,1.0,1.0,SOLUSDT,2024-08-04 08:05:00+00:00,-1.0,True,False,1.01782641351732,1.0184317607497808,2024-08-04 08:10:00+00:00,139.931,0.0033759481499945343,0.2746382347949128,0.4389917366335718,0.003352237367677091,0.0033160719211826617,1.1978998764645912,-0.020331449071328,0.020567279587796694,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.020331449071328,0.002,-0.022331449071328002,3.615869532285121,0.6284640766494272,2.2724441068923644
59600.1,59630.01,59618.35386364,-0.0025437375469721246,-0.0024788967405608986,-0.0027384737174038776,-0.021575922793607205,-3.700226960060071,0.8395830806777194,0.75,0.22546389403116135,-0.02139385721895337,0.8458703163488763,-0.021468580362229872,0.8497292505873545,-0.21865765416022553,-0.11432681627731595,0.08071534646928473,3.8390934873116427,-1.5877269242545908,1.0,1.0,BTCUSDT,2024-08-04 14:55:00+00:00,-1.0,True,False,0.9915616320842704,0.9950248973170622,2024-08-04 15:00:00+00:00,59564.0,0.0006057036817052053,5.8439934674181115,0.1062572548019679,0.0007265760295744883,0.0005085869749983374,0.3471504235880735,0.015391847424618965,-0.0082936001611712,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.015391847424618965,0.002,0.013391847424618965,2.518051587002466,2.1155324135571503,5.327019751312739
137.728,137.79,137.78841735,-0.007284913015123351,-0.0070870993771077195,-0.007616322504682138,-0.04152806489649219,-4.01916155354232,0.8197443594498701,0.9166666666666667,0.1910463290301364,-0.04157938235207048,0.8134801863939144,-0.04216196522351545,0.8100109568686118,0.05474146419733961,-0.06353148259541626,0.4255246888811733,-1.32391103188084,-2.607405564736527,1.0,1.0,SOLUSDT,2024-08-04 15:00:00+00:00,-1.0,True,False,1.0012357295170435,1.0152643839438038,2024-08-04 15:05:00+00:00,137.238,0.0035577369888476484,1.045916233655347,0.16012985808182667,0.003780997742243386,0.0037137318953490706,1.2457628913659617,0.03053818913129014,-0.018413267462364602,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.03053818913129014,0.002,0.028538189131290137,4.305266926080997,1.6144043542065722,6.950441671486707
2478.82,2480.34,2480.53431818,-0.0011772865713783887,-0.0009147785725422963,-0.0003748489586739012,-0.023629189162908126,-2.05375073035481,0.8959700660985728,0.75,0.25615281455854777,-0.02361094075997716,0.9053263686505932,-0.023354317416719006,0.9419007529038347,0.010394245208968034,-0.06338828193805873,0.7383911045579461,0.08520945175189625,-0.2507428007642967,1.0,1.0,ETHUSDT,2024-08-07 11:40:00+00:00,-1.0,True,False,0.999227717768682,0.9883672797955928,2024-08-07 11:45:00+00:00,2475.66,0.0012748001065023828,0.9478818694102539,0.016204333161031537,0.0014242056813600357,0.0013252808683876793,0.2744494164228199,0.005182456395466217,-0.007541423297221739,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.005182456395466217,0.002,0.0031824563954662172,2.3991090314170616,0.3287579800031207,0.7887262389759165
60446.8,60474.36,60472.13795455,0.005587422297555378,0.005535815817339085,0.005431017329943444,0.01762093961112221,2.9012157676500228,0.8461884048591277,0.7916666666666667,0.2683178119660782,0.017577327918949948,0.8655515807055153,0.017357112906278616,0.8769975339230963,0.263812060800674,0.12958952315889274,1.680331705964068,3.2374377177332496,2.5544249950815776,1.0,0.75,BTCUSDT,2024-08-13 16:40:00+00:00,1.0,True,False,0.9975250075685671,0.9850276596670776,2024-08-13 16:45:00+00:00,60595.3,0.0024567057313207297,6.290893871192929,0.06173199032915777,0.002603332955127158,0.0026135607235495684,1.1110758044732763,0.005827184616628678,-0.01438395387100977,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.005827184616628678,0.002,0.0038271846166286778,5.209283605341746,5.450571689932504,28.393573744105247
59371.0,59412.01,59416.92068182,-0.0017955607199251489,-0.0018495976273964487,-0.00188757437173237,-0.024990406025384715,-4.322306547092772,0.9097017649161206,0.9166666666666667,0.24849099999441424,-0.02483907385081885,0.899279105858309,-0.0249279457641709,0.8902341590795628,-0.02842487267574334,-0.059246430076819484,1.0367579398582911,-0.6762717231693569,-0.8575041718893748,1.0,1.0,BTCUSDT,2024-08-14 14:10:00+00:00,-1.0,True,False,0.9939443891222838,0.997500630395906,2024-08-14 14:15:00+00:00,59066.2,0.005133819541527029,1.977199772038024,0.10001153331216028,0.005171904228838287,0.005289570538625554,2.439461532614126,-0.004806471382956756,0.0025039701216600374,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.004806471382956756,0.002,-0.006806471382956756,7.341173007683271,5.433168169333711,39.88582751091657
59715.4,59737.39,59734.49404255,0.0012735140986634974,0.001329867287177322,0.001144193336546806,-0.017952146883722264,-3.409750438241987,0.8072504668314041,0.75,0.22508946947444047,-0.018074167225256232,0.7902104270944209,-0.018274705828526194,0.8148375825699483,0.14200409814399162,-0.05749632634574139,1.738269504699798,0.8199644959210264,0.8260090709157412,1.0,0.75,BTCUSDT,2024-08-20 14:50:00+00:00,-1.0,True,False,1.006796977672047,1.0179677086475047,2024-08-20 14:55:00+00:00,59588.0,0.0021334530121208672,0.4643633280124303,0.054733418162919656,0.002173529919474504,0.002134852331108661,1.3876236098198054,0.014798281533194624,-0.012747533060347704,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.014798281533194624,0.002,0.012798281533194624,5.652861590306433,0.7434505649546237,4.20262314292361
142.743,142.8,142.79449789,-0.0018897246626412567,-0.0020287530131595233,-0.0020463680713094234,-0.02147117662010789,-2.928440469566744,0.8920605796323456,0.8333333333333333,0.22170370838665068,-0.021544943370446212,0.8815116084247364,-0.021645168300149287,0.8775981716594125,0.03403432529781303,-0.07042589125236622,1.799505604432913,0.9532452485577897,-0.8089377910748132,1.0,1.0,SOLUSDT,2024-08-20 14:55:00+00:00,-1.0,True,False,1.0034356175091605,1.0081035000139886,2024-08-20 15:00:00+00:00,142.453,0.0020316232669902456,5.7103520825747545,0.12605545374277394,0.0019627091678495745,0.0018412792098603248,0.8704343214171063,-0.00044225112844231695,-0.0026605266298357355,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,-0.00044225112844231695,0.002,-0.002442251128442317,6.094398429274771,5.188095020402993,31.618318143272262
61735.3,61759.99,61751.6212766,0.00529948627204746,0.005357428623574023,0.0053068176530839395,0.01765381826505319,2.973174731677707,0.9325388973263999,0.9166666666666667,0.2799381420117187,0.017562818525732382,0.9091457302399956,0.017417439308616167,0.9109577527210553,0.15348379984905325,0.1048406064498616,0.5534958429652583,-3.488150300863202,3.8849185035297933,1.0,1.0,BTCUSDT,2024-09-19 00:00:00+00:00,1.0,True,False,0.9948453225271415,0.9866103211844574,2024-09-19 00:05:00+00:00,61838.1,0.0016651737336661476,2.737920795097115,0.11843085742458737,0.001621741523669229,0.0017832669867612339,1.1959033239481178,0.0003234252022621398,-0.0028412904018719765,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.0003234252022621398,0.002,-0.0016765747977378603,3.948288905961978,3.573264410550343,14.108280230244686
152.505,152.51,152.48392926,0.0033694945129951748,0.0032180765301976777,0.003081696134536571,0.026275780486616718,3.3613904112629864,0.8595669269002268,0.75,0.24255513502059672,0.025702892602564198,0.8656906942048226,0.025556081423744992,0.86523210556711,0.35527573079171804,0.15987911654490466,5.342013492616505,8.161968810567947,1.5937270002508506,1.0,1.0,SOLUSDT,2024-09-24 22:55:00+00:00,1.0,True,False,0.9781971125712398,0.9726097931424608,2024-09-24 23:00:00+00:00,153.32,0.005344087079112159,0.4904194294729832,0.23463616512557905,0.005492722892168622,0.005892165090497947,2.5383088323023224,-0.009072528045916961,0.003965562222801977,GRADUAL_INFORMATION_DIFFUSION,1.0,120,-0.009072528045916961,0.002,-0.011072528045916961,13.74317507186195,1.8794131774395197,25.82910432991567
63304.9,63330.0,63321.34659574,0.004601050555395503,0.004558455466986189,0.00454781939538762,0.01267938539514546,4.422691001818642,0.9115332989694062,0.8333333333333333,0.33077398160721866,0.012552638600990207,0.897864312394378,0.0123002267817931,0.9121512053065496,0.3781716578788339,0.1863044733888383,0.005303333160065049,-0.6224699230963291,4.000636666942456,1.0,1.0,BTCUSDT,2024-10-14 03:30:00+00:00,1.0,True,False,0.9900037115202934,0.9700964517177996,2024-10-14 03:35:00+00:00,63536.3,0.0036553252591822183,0.400413988967192,0.2885510404359284,0.0034678471071245554,0.0034475126211344076,3.1596117774590744,0.004975108717378829,-0.012084430475177044,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.004975108717378829,0.002,0.002975108717378829,3.377341780203122,2.0550556997648766,6.940625475460481
2487.52,2488.41,2487.73954545,0.0019798321195834134,0.0019912031632030036,0.0017952248433559248,0.01601078061023742,4.6074129164707225,0.9245674627935884,0.8333333333333333,0.25952816421611374,0.015882511675510358,0.918369760070931,0.015602280344533703,0.9234777468439566,-0.011951323880168396,0.2412164887103295,1.2250992071873137,1.6734840866751792,1.4174588866473383,1.0,1.0,ETHUSDT,2024-10-14 03:35:00+00:00,1.0,True,False,0.9919885895728879,0.9744859244750055,2024-10-14 03:40:00+00:00,2501.1,0.00545925258892388,0.10716965505223924,0.2271462187947133,0.00542247864465395,0.00563825879625135,3.8956741949656837,0.005717484306904996,-0.014701531326216433,GRADUAL_INFORMATION_DIFFUSION,1.0,120,0.005717484306904996,0.002,0.0037174843069049963,7.898850137817145,1.3914166084118031,10.990591269114635
152.431,152.51,152.48361932,0.005248907020511062,0.005259363908090897,0.005100000883586198,0.027144428742133186,5.258631331910211,0.9011774876882124,0.8333333333333333,0.18124661098348688,0.027184075126104545,0.9102392041931535,0.027012224999461765,0.8728725629954035,0.3177667934651258,0.14278919438191964,0.510832856061919,-1.8195003594579306,3.035684374662633,1.0,1.0,SOLUSDT,2024-10-14 04:00:00+00:00,1.0,True,False,1.0014605716829774,0.9951296177964425,2024-10-14 04:05:00+00:00,152.536,0.0006888362603407749,1.9671811384005409,0.0796435183546802,0.0005899511822642367,0.0008204113339127517,0.3929566784312053,-0.00816200765720887,0.003153353962343286,GRADUAL_INFORMATION_DIFFUSION,1.0,120,-0.00816200765720887,0.002,-0.01016200765720887,5.966480609987072,0.8712561356261951,5.19833283954596
155.3,155.32,155.34812916,-0.0009010749145428321,-0.0009009589386073102,-0.0007070271985289978,-0.012350971327542482,-2.002957796535834,0.8576639214496949,0.7916666666666667,0.2484634016735311,-0.012476568639168129,0.8744125331901491,-0.0121905565534135,0.87345284793662,-0.35206661974666054,-0.16137402270099377,1.16093329640659,5.290203388308032,-0.5646068234114902,1.0,1.0,SOLUSDT,2024-10-15 04:05:00+00:00,-1.0,True,False,1.0101690230100013,0.9870119709717682,2024-10-15 04:10:00+00:00,155.07,0.0014810045074051814,0.49639843505315706,0.339477215983204,0.0016108769874083606,0.001653635514623275,0.9141897240031678,0.00806087573353964,0.002579480234732756,GRADUAL_INFORMATION_DIFFUSION,-1.0,120,0.00806087573353964,0.002,0.006060875733539641,2.9388177923248757,0.682349779337642,2.005301672106415
2691.21,2691.78,2691.26818182,0.0001486430748069978,0.00011888751026400968,-9.71107009579697e-05,0.01745973765732156,6.629895216207475,0.8272395484695516,0.8333333333333333,0.3496774562711707,0.01730102227816399,0.8362349270865301,0.017122460360535996,0.8287861000727765,0.12374319144085089,0.0835437605529571,3.1306076445149214,3.3244012256871662,0.07163569764466983,1.0,1.0,ETHUSDT,2024-10-20 14:15:00+00:00,1.0,True,False,0.9909096355127068,0.9806825678939035,2024-10-20 14:20:00+00:00,2704.67,0.005001467741276189,1.1528029912466813,0.136414302572754,0.00497685847880458,0.004964189843980726,3.415017552984208,-0.002965241600638935,0.004861960978603697,GRADUAL_INFORMATION_DIFFUSION,1.0,120,-0.002965241600638935,0.002,-0.004965241600638935,18.878637693188445,4.790596838486169,90.43994204791439
