ts,symbol,position_id,cash,rate,mark
1723881600000000000,BTCUSDT,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,-35.74223507859017,4.177e-05,59225.60402128
1723996800000000000,BTCUSDT,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,28.691571720848,-3.149e-05,59828.8
