plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,context_progress,structure_direction,context_location,source_strength,acceptance,event_activity,event_progress,event_flow,approach_efficiency,departure_progress,return_depth,return_activity,return_flow,response_progress,response_flow,source_distance,risk_range,cost_r,planned_rr,elapsed_wave,market_progress,zone_strength,zone_width_range,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r
BTCUSDT:CONTROL:1723771200000000000:-1:ZONE:1723772880000000000,BTCUSDT:CONTROL:1723771200000000000:-1,BTCUSDT,-1,1723772880000000000,1723771200000000000,57302.2,57372.0,57062.2,3.438395415472636,57326.5,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:770:s2,DEPARTURE_EXTREME,57251.8,57302.2,57365.299999999996,57062.1,BOUNDARY_CONTROL_RESPONSE_ZONE,3.9970961184784084,1.0,0.22285048090935755,1.2399160643506566,1.0,1.1909189802382103,1.5150820924016828,0.38763423322406604,0.36605504587156185,2.0190912562046583,0.9080937972768427,0.5348069825320911,0.017974154706400982,0.09469263077511558,0.37623072290379544,0.18556701030929953,0.5330278732340781,0.6573587392549869,3.438395415472636,1.0531499145913523,-0.2166796570537474,6.2622950819650915,0.38487972508586404,88069.30396915,0.3426412607450131,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1723773300000000000,1723773360000000000,57302.2,57382.8,20.904,-2524.19646336,1.0,False,0.0,-2524.19646336,-0.95538261709748
BTCUSDT:CONTROL:1723775700000000000:1:ZONE:1723780980000000000,BTCUSDT:CONTROL:1723775700000000000:1,BTCUSDT,1,1723780980000000000,1723775700000000000,57820.1,57488.5,58176.4,1.0744873341375285,57850.0,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:190:s2,OPPOSING_DISPLACEMENT,57799.100000000006,57820.1,58494.899999999994,57717.2,BOUNDARY_CONTROL_RESPONSE_ZONE,1.656567612041437,-1.0,0.4656953957005445,0.7462048321573647,1.0,2.8127949971577615,3.512994802079212,0.19915916686037552,0.6566689840103274,5.157137145141927,1.0463637773298213,0.37382370706770407,-0.16789684594598803,0.518992403038741,0.43063385847515684,-0.23910435825671034,2.6517393042782924,0.13889360675512727,1.0744873341375285,0.9028677115420143,0.028081123244919085,3.095238095239168,0.16793282686919508,85545.10750579,0.8611063932448727,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1723781580000000000,1723784040000000000,57820.1,58176.4,6.644,2213.1210508000004,41.0,False,0.0,2213.1210508000004,0.8623602663465035
BTCUSDT:CONTROL:1723791000000000000:1:ZONE:1723791840000000000,BTCUSDT:CONTROL:1723791000000000000:1,BTCUSDT,1,1723791840000000000,1723791000000000000,58432.4,58348.0,58619.8,2.2203791469194103,58494.899999999994,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:194:s2,DEPARTURE_EXTREME,58417.299999999996,58432.4,58619.9,58371.0,BOUNDARY_CONTROL_RESPONSE_ZONE,1.754791486083054,1.0,0.7592759019129547,1.6321684587813439,1.0,1.4764173437493997,1.5716945996276195,0.2884015443286401,0.5532511210762395,1.1638733705773725,1.4999999999999127,0.31965733277923103,-0.3093263678480095,0.19459962756053892,-0.39412055013921093,-0.5819366852885847,0.7858472998138097,0.5532616113743981,2.2203791469194103,0.20972053098206908,-0.9189944134078128,1.390728476820656,0.14059590316579262,87758.22855659,0.4467383886256019,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1723791900000000000,1723792800000000000,58432.4,58337.0,18.714,-2549.87569572,15.0,False,0.0,-2549.87569572,-0.9685229285273379
BTCUSDT:CONTROL:1723855800000000000:1:ZONE:1723864560000000000,BTCUSDT:CONTROL:1723855800000000000:1,BTCUSDT,1,1723864560000000000,1723855800000000000,59031.9,58913.700000000004,59280.200000000004,2.100676818951007,59025.100000000006,1.584962500721156,BTCUSDT:15m:PIVOT:HIGH:862:s2,OPPOSING_DISPLACEMENT,59031.9,59045.9,59363.00000000001,58953.0,BOUNDARY_CONTROL_RESPONSE_ZONE,-0.7266330479652789,1.0,-0.4002619760478977,1.2328316681421905,1.0,1.5526602709195838,1.6300448430494119,0.22459212384614666,0.42857142857144775,3.7881165919282367,0.9798757028706848,0.9721877418817226,-0.26521896489323205,0.258968609865534,0.29090329533552933,0.07623318385645268,1.325112107623275,0.39893908629442615,2.100676818951007,2.3733541638822526,-0.5959952885747064,1.6571428571426492,0.15695067264573864,85208.35286087,0.6010609137055738,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1723864740000000000,1723886700000000000,59031.9,59280.19999999999,14.448,3245.56375584,366.0,False,-35.74223507859017,3209.82152076141,1.2556756127741273
BTCUSDT:CONTROL:1723953600000000000:-1:ZONE:1723954560000000000,BTCUSDT:CONTROL:1723953600000000000:-1,BTCUSDT,-1,1723954560000000000,1723953600000000000,59415.299999999996,59495.200000000004,59214.1,2.5181476846054456,59365.9,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:968:s2,DEPARTURE_EXTREME,59415.299999999996,59416.899999999994,59413.299999999996,59214.0,BOUNDARY_CONTROL_RESPONSE_ZONE,0.5962786672436244,-1.0,0.480003547042657,1.0251126851254622,1.0,1.4654923783780962,1.2839673913044085,0.2218336732468799,0.8014230271668238,2.0638586956521325,1.3252139565503207,0.37728783567659463,-0.17158762070120917,0.34239130434777637,0.5669517155073522,-0.671195652173814,1.085597826087043,0.5954966207759049,2.5181476846054456,0.7259370033829362,-1.876777251184753,15.750000000012506,0.021739130434762194,88418.17438163,0.40450337922409507,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1723954680000000000,1723957440000000000,59415.299999999996,59506.200000000004,19.184,-2542.57369344,46.0,False,0.0,-2542.57369344,-0.9585411261964306
BTCUSDT:CONTROL:1723992000000000000:1:ZONE:1723992900000000000,BTCUSDT:CONTROL:1723992000000000000:1,BTCUSDT,1,1723992900000000000,1723992000000000000,59740.1,59629.2,59914.90000000001,1.576194770063191,59705.6,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:1006:s2,DEPARTURE_EXTREME,59740.1,59768.99999999999,59915.00000000001,59629.299999999996,BOUNDARY_CONTROL_RESPONSE_ZONE,1.1594798083504665,1.0,-0.20131935445872295,1.6428571428571184,0.0,1.382782117978815,-0.44597989949754624,-0.31767066285392637,-0.21743388834472946,2.6306532663315756,0.8352435530086029,0.7192870999703642,0.41453905580522127,0.442211055276313,0.41453905580522127,0.433417085427104,1.3932160804019265,0.43034752028854256,1.576194770063191,0.6931471805599453,0.521575984990578,1.2179930795849196,0.3630653266330662,85875.60068819,0.5696524797114575,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1723993320000000000,1723998180000000000,59740.1,59914.899999999994,15.229,2297.5840009999997,81.0,False,28.691571720848,2326.275572720848,0.9029633384719826
BTCUSDT:CONTROL:1724018400000000000:-1:ZONE:1724018700000000000,BTCUSDT:CONTROL:1724018400000000000:-1,BTCUSDT,-1,1724018700000000000,1724018400000000000,59493.2,59597.899999999994,59300.1,1.844317096466131,59466.8,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:1037:s2,DEPARTURE_EXTREME,59493.2,59504.600000000006,59479.100000000006,59300.0,BOUNDARY_CONTROL_RESPONSE_ZONE,1.305612594113609,-1.0,0.39813084112150443,1.2162386081191636,1.0,1.8703545133358812,1.199628597956997,0.2714405537912401,0.48949232585597713,3.0974930362114184,1.1582733812949264,0.41885718949663114,-0.267444945608915,0.8077994428968486,0.25323255065937605,-0.490250696378669,1.9442896935930505,0.4551803247373574,1.844317096466131,0.2876820724517809,1.4484679665736595,3.815789473681288,0.21169916434554314,88201.87626091001,0.5448196752626426,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1724019660000000000,1724022300000000000,59493.2,59300.1,16.28,2756.8770152,44.0,False,0.0,2756.8770152,1.0418814701268868
BTCUSDT:CONTROL:1724044800000000000:1:ZONE:1724045100000000000,BTCUSDT:CONTROL:1724044800000000000:1,BTCUSDT,1,1724045100000000000,1724044800000000000,58430.3,58381.2,58489.1,1.1975560081464087,58442.4,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:1074:s2,DEPARTURE_EXTREME,58430.1,58430.3,58489.2,58381.299999999996,BOUNDARY_CONTROL_RESPONSE_ZONE,-4.111776447105808,1.0,-0.6675287727919259,1.1636798088410942,0.0,1.0563063631684697,0.4056107539450308,-0.2102684028017585,0.07357043235703742,0.547048509643437,1.2585470085470016,0.29857759158007036,-0.004139898186236057,0.21507890122737128,0.14746491194705408,-0.14143775569840616,0.5739333722969753,0.9514211812626164,1.1975560081464087,0.2876820724517809,-0.324956165984841,92.49999999798092,0.002337814143826619,90958.75327611,0.04857881873738357,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1724045160000000000,1724045700000000000,58430.3,58366.8,25.17,-2626.9793082,9.0,False,0.0,-2626.9793082,-0.9626998368610984
BTCUSDT:CONTROL:1724061000000000000:-1:ZONE:1724073000000000000,BTCUSDT:CONTROL:1724061000000000000:-1,BTCUSDT,-1,1724073000000000000,1724061000000000000,58533.100000000006,58584.299999999996,58467.5,1.2812500000003686,58339.8,3.584962500721156,BTCUSDT:60m:PIVOT:LOW:269:s2,OPPOSING_DISPLACEMENT,58533.100000000006,58557.7,58531.9,57750.0,BOUNDARY_CONTROL_RESPONSE_ZONE,0.6009745533297176,-1.0,-0.6066885514977503,1.4884979702300323,1.0,2.7368489932298115,5.727912431587158,0.4353071470470164,0.8597656249999841,9.222830336200097,1.3277382163445268,0.44563843643943696,-0.0007125915877572627,0.7771696637997892,0.3360476973266418,-3.022673964034413,0.8006254886628495,0.9151796875001821,1.2812500000003686,1.4663370687934272,-0.9843296575740575,2.0203252032526313,0.3846755277559185,88331.77396791,0.08482031249981792,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1724073060000000000,1724073360000000000,58533.100000000006,58594.2,24.399,-2491.22866428,5.0,False,0.0,-2491.22866428,-0.9401028842256456
BTCUSDT:CONTROL:1724088900000000000:1:ZONE:1724089560000000000,BTCUSDT:CONTROL:1724088900000000000:1,BTCUSDT,1,1724089560000000000,1724088900000000000,58984.8,58750.9,59262.799999999996,1.1885421120136426,58945.4,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:277:s2,DEPARTURE_EXTREME,58984.8,59007.0,59262.899999999994,58791.2,BOUNDARY_CONTROL_RESPONSE_ZONE,0.2939068100358314,0.0,0.6323616894705633,2.2088240678586564,1.0,2.0171365136207724,3.03799336038366,0.2577154894492969,0.7741935483870991,2.3423091110290994,0.8759055118110162,0.3168245699425448,-0.07565120705117534,0.3651789007746239,0.08921746995646651,0.29066765031354974,1.7255625230542435,0.20114365113296154,1.1885421120136426,0.16833531481921474,1.5543517515348209,2.229729729730022,0.16377720398374923,85840.54530363,0.7988563488670385,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1724089860000000000,1724089920000000000,58984.8,58743.0,8.932,-2527.47428472,1.0,False,0.0,-2527.47428472,-0.9814609462929087
BTCUSDT:CONTROL:1724110200000000000:1:ZONE:1724110860000000000,BTCUSDT:CONTROL:1724110200000000000:1,BTCUSDT,1,1724110860000000000,1724110200000000000,59305.100000000006,59164.200000000004,59499.9,1.3825408090844118,59319.00000000001,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:284:s2,DEPARTURE_EXTREME,59273.799999999996,59305.100000000006,59500.0,59208.3,BOUNDARY_CONTROL_RESPONSE_ZONE,1.8021077283372613,-1.0,0.6662671232876811,1.1450050599971284,1.0,2.1594140665982606,0.848739495798311,0.18388717500332777,0.44279151170421277,1.9012605042015172,1.0767955801105085,0.2309604202033857,-0.11559964789570092,0.38025210084036454,0.1378964152837654,-0.14600840336135312,1.4800420168066701,0.33612164655783905,1.3825408090844118,0.16833531481921474,0.8613445378150866,1.1565495207665362,0.32878151260513394,83313.07101890999,0.663878353442161,BTCUSDT-PERP.BINANCE-ResponseStrategy-000,1724110920000000000,1724111580000000000,59305.100000000006,59499.9,12.706,2173.2215340000002,11.0,False,0.0,2173.2215340000002,0.8695000305961326
