plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
ETHUSDT:WASHOUT:HOUR:1739197980000000000:-1:1739198280000000000:1739198400000000000,ETHUSDT:WASHOUT:HOUR:1739197980000000000:-1:1739198280000000000,ETHUSDT,1,1739198400000000000,1739198280000000000,2648.88,2638.99,2659.973669462487,1.1217057090481948,2642.5,3.584962500721156,HOUR:1739197980000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2639.0,2642.5,2659.9836694624873,2639.0,INVENTORY_WASHOUT_RECLAIM,3.554167704796972,-0.15386516851324675,1.2888095165454356,0.47084233849864326,0.21431914056289209,0.24823055401007715,4.136900000000001,4.265,24.26675043370352,-52.13892118414165,-2.679120605121798,1.0,1.7535715565425607,0.32080101112233517,1.1217057090481948,100000.0,0.6791989888776648,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739198400000000000,1739198880000000000,2649.26,2638.62,221.296,-2939.68278624,8.0,False,0.0,-2939.68278624,-0.97989426208,0.5
BTCUSDT:WASHOUT:60:1739217600000000000:1:1739232480000000000:1739233020000000000,BTCUSDT:WASHOUT:60:1739217600000000000:1:1739232480000000000,BTCUSDT,-1,1739233020000000000,1739232480000000000,97584.9,97776.1,97360.2443301928,1.174977352548017,97611.0,3.584962500721156,60:1739217600000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,97776.0,97611.0,97776.0,97360.1443301928,INVENTORY_WASHOUT_RECLAIM,3.0333176757127287,-0.21509362531401338,2.1638957076682557,0.45953443435940466,0.8379173351669341,1.7911881958868898,1.9299000000000008,1.9905000000000008,-2.304744664929359,-30.750024614594196,0.9689977084899831,-0.0,2.4889184814940384,0.6130575313807157,1.174977352548017,97060.31721376,0.3869424686192843,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1739233020000000000,1739233620000000000,97570.09999999999,97792.4,8.87,-2838.2336875,10.0,False,0.0,-2838.2336875,-0.9747319223671467,0.5
BTCUSDT:WASHOUT:HOUR:1739275140000000000:-1:1739275440000000000:1739276580000000000,BTCUSDT:WASHOUT:HOUR:1739275140000000000:-1:1739275440000000000,BTCUSDT,1,1739276580000000000,1739275440000000000,97847.7,97656.9,98089.57967990945,1.267713207072602,97834.3,3.584962500721156,HOUR:1739275140000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,97657.0,97834.3,98089.67967990946,97657.0,INVENTORY_WASHOUT_RECLAIM,4.666352313920431,-0.5537945571160656,1.1590652356801296,0.4407417515883858,0.5151567229016889,0.6838918893646448,6.9694,6.6689,-1.9187080150473435,-28.866416020747465,1.8204906077530076,1.0,3.0487516937095176,0.614794339622632,1.267713207072602,94222.08352626,0.38520566037736803,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1739276580000000000,1739276940000000000,97862.3,97642.0,8.631,-2745.10810665,6.0,False,0.0,-2745.10810665,-0.9711481653820323,0.5
ETHUSDT:WASHOUT:HOUR:1739279760000000000:-1:1739280060000000000:1739280300000000000,ETHUSDT:WASHOUT:HOUR:1739279760000000000:-1:1739280060000000000,ETHUSDT,1,1739280300000000000,1739280060000000000,2680.0,2675.0,2688.9578902281273,1.791578045625465,2678.13,3.584962500721156,HOUR:1739279760000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2675.01,2678.13,2688.9678902281275,2675.01,INVENTORY_WASHOUT_RECLAIM,3.1535159579821155,-0.29405094596541037,1.1642677867310283,0.35750388622086693,-0.3427213060847638,0.5371055104505957,2.9253,4.469599999999999,7.612761679709479,-41.26573802654576,-0.8289511422915843,0.0,1.2727618731056003,0.6426,1.791578045625465,91476.97541961,0.35740000000000005,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739280300000000000,1739280480000000000,2680.47,2674.53,308.716,-2660.3601299999996,3.0,False,0.0,-2660.3601299999996,-0.9694097404644828,0.5
BTCUSDT:WASHOUT:HOUR:1739286240000000000:-1:1739286540000000000:1739286600000000000,BTCUSDT:WASHOUT:HOUR:1739286240000000000:-1:1739286540000000000,BTCUSDT,1,1739286600000000000,1739286540000000000,96771.6,96556.2,97017.74502837333,1.1427345792633166,96660.2,3.584962500721156,HOUR:1739286240000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,96556.3,96660.2,97017.84502837334,96556.3,INVENTORY_WASHOUT_RECLAIM,3.581165289874737,-0.4092054736759217,1.172635743917338,0.4664766962365584,0.475795297372061,0.800949991252996,0.6310999999999991,1.276699999999999,36.99229331175502,-39.666662610553516,-1.6330157929440956,1.0,1.5871630921424458,0.5385175487464962,1.1427345792633166,88816.61528961001,0.46148245125350384,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1739286600000000000,1739287080000000000,96784.9,97017.7,7.648,1261.95066848,8.0,False,0.0,1261.95066848,0.4736165879042178,0.5
SOLUSDT:WASHOUT:HOUR:1739305680000000000:1:1739305980000000000:1739306280000000000,SOLUSDT:WASHOUT:HOUR:1739305680000000000:1:1739305980000000000,SOLUSDT,-1,1739306280000000000,1739305980000000000,196.88,197.66,196.02909445031094,1.090904550883408,196.92,3.584962500721156,HOUR:1739305680000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,197.65,196.92,197.65,196.01909445031094,INVENTORY_WASHOUT_RECLAIM,3.288540756305252,-0.5317606076045357,1.550398732366057,0.4721303450998828,0.10720682302771856,0.43155282655539245,5.2889,4.4845,10.358173054125785,-72.71649849520223,1.0516215202898889,-0.0,1.6830560235658896,0.30349230769230723,1.090904550883408,90078.56595809001,0.6965076923076927,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739306280000000000,1739306700000000000,196.84,196.03,2521.05,1695.0884727,7.0,False,0.0,1695.0884727,0.6272629730394308,0.5
SOLUSDT:WASHOUT:60:1739304000000000000:-1:1739329020000000000:1739330520000000000,SOLUSDT:WASHOUT:60:1739304000000000000:-1:1739329020000000000,SOLUSDT,1,1739330520000000000,1739329020000000000,195.13,193.64000000000001,196.7476128328412,1.085646196537744,194.94,3.584962500721156,60:1739304000000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,193.65,194.94,196.7576128328412,193.65,INVENTORY_WASHOUT_RECLAIM,4.133909250581342,-0.4625236789278747,1.6407413896215752,0.4762498031799121,-0.09580905423576871,0.4711557571384746,2.1335999999999995,4.6271,-2.3011911273762564,-121.9558424512357,0.9798089285304153,-1.0,3.6948530428227704,0.156551677852351,1.085646196537744,91773.65443079,0.843448322147649,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739330520000000000,1739334540000000000,195.16,193.6,1558.92,-2734.9380696,67.0,False,0.0,-2734.9380696,-0.9933635408269667,0.5
XRPUSDT:WASHOUT:60:1739311200000000000:1:1739366580000000000:1739366940000000000,XRPUSDT:WASHOUT:60:1739311200000000000:1:1739366580000000000,XRPUSDT,-1,1739366940000000000,1739366580000000000,2.4412,2.4515000000000002,2.4204176965523536,2.0176993638490632,2.445,3.584962500721156,60:1739311200000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2.4514,2.445,2.4514,2.4203176965523534,INVENTORY_WASHOUT_RECLAIM,3.656350740180922,-0.11000286343085407,0.9542423875651632,0.32816100702383744,0.49664047478682866,1.1809648020394132,0.02670000000000039,-0.6234999999999995,-0.44017834529341826,-111.31078310625541,0.25770854503244317,-0.0,2.1721316894653326,0.2850116504854252,2.0176993638490632,89038.71636119,0.7149883495145748,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739366940000000000,1739367060000000000,2.4407,2.452,192138.9,-2641.20856802,2.0,False,0.0,-2641.20856802,-0.9887865548681861,0.5
ETHUSDT:WASHOUT:60:1739437200000000000:-1:1739446380000000000:1739446500000000000,ETHUSDT:WASHOUT:60:1739437200000000000:-1:1739446380000000000,ETHUSDT,1,1739446500000000000,1739446380000000000,2656.49,2650.3799999999997,2671.3808296746424,2.4371243330020187,2655.0,3.584962500721156,60:1739437200000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2650.39,2655.0,2671.3908296746426,2650.39,INVENTORY_WASHOUT_RECLAIM,4.466612358233684,-0.24980997066796756,1.8439962239149794,0.2904647147043571,0.35154871346084476,0.8683229808162667,0.6964999999999995,4.0001,-21.186379071558292,-66.24193620918817,-2.039362476941289,0.0,1.3816284929135227,0.5211328968903327,2.4371243330020187,86397.50779317,0.4788671031096673,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739446500000000000,1739447520000000000,2656.89,2649.93,263.8,-2536.017558,17.0,False,0.0,-2536.017558,-0.9784300584499345,0.5
XRPUSDT:WASHOUT:HOUR:1739453340000000000:1:1739453460000000000:1739454000000000000,XRPUSDT:WASHOUT:HOUR:1739453340000000000:1:1739453460000000000,XRPUSDT,-1,1739454000000000000,1739453460000000000,2.4517,2.4614000000000003,2.436299881527266,1.5876410796633302,2.4541,3.584962500721156,HOUR:1739453340000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2.4613,2.4541,2.4613,2.4361998815272656,INVENTORY_WASHOUT_RECLAIM,3.244341020384316,-0.14419480842148996,2.0895630061021904,0.3824683142602715,0.17498083425734698,0.07041390071571965,1.1049000000000002,-1.7225000000000001,-19.776934894011333,-71.08453823272521,0.47574465474439026,1.0,1.707537092356397,0.3039030927835038,1.5876410796633302,83861.49023517,0.6960969072164962,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739454000000000000,1739455800000000000,2.4513,2.4363,189802.7,2521.92555714,30.0,False,0.0,2521.92555714,1.0024170212365842,0.5
