scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count,forced_exit_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
VCIB-1708925160000000000-000034:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1708925760000000000,2024-02-26,5,1708925760000000000,51558.4,51558.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-053600-001-000-1,51561.100000000006,51419.299999999996,SEQUENTIAL_BUCKET_RANGE_EXTENSION,51508.1,10.75999999999949,39.976,100000.0,3000.0,75.04442255999784,0.8896807080715957,0.0007,,False,False,(),False,51558.24962727637,1708925760000000000,335,True,0.298,1.0,4.0,0.0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,51553.3,51577.3,5.0,19.0,1.7857142857124295,6.785714285707233,0.4646840148699105,1.76579925650566,-0.9658504593335981,-0.8978431401231899,,,51558.50074544727,1708925760000000000,2024-02-26,5,0.0,-2895.57534902,-4.870572075671282e-06,-0.9651917830066666,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
VCIB-1708961520000000000-000093:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1708961760000000000,2024-02-26,15,1708961760000000000,52719.1,52719.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-153600-001-000-8,52599.9,52998.1,SEQUENTIAL_BUCKET_RANGE_EXTENSION,52666.3,98.42499999999964,15.086,97104.42465098,2913.1327395293997,193.09731819999905,1.060335777361435,0.0007,,False,False,(),False,52719.2,1708961760000000000,935,,,,,,,3,52754.2,52448.6,35.0,270.59999999999854,0.2933780385582672,2.268231349539048,0.35560071120142367,2.749301498602992,-0.38377959202542095,-0.20213320601155915,,,52599.8,1708961880000000000,2024-02-26,15,2.0,-2913.4581038,-0.002264829511828597,-1.0001116887899357,STOP
VCIB-1708987680000000000-000133:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1708988100000000000,2024-02-26,22,1708988100000000000,54701.8,54701.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-225500-001-000-11,54639.6,54950.899999999994,SEQUENTIAL_BUCKET_RANGE_EXTENSION,54642.05,30.180000000000653,20.343,94190.96654718,2825.7289964153997,138.90340492000146,1.2394807211468242,0.0007,,False,False,(),False,54701.9,1708988100000000000,1374,,,,,,,7,54740.0,54632.4,38.099999999998545,69.5,0.6115569823434472,1.1155698234349398,1.262425447316028,2.30284956925111,-0.27939747065488707,-0.27867804984546846,,,54639.5,1708988460000000000,2024-02-26,23,6.0,-2826.43567014,-0.001140728201397053,-1.000250085456,STOP
VCIB-1708999560000000000-000154:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709000040000000000,2024-02-27,2,1709000040000000000,56604.3,56604.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-021400-001-000-14,56154.4,57263.7,SEQUENTIAL_BUCKET_RANGE_EXTENSION,56167.2,160.2100000000002,5.18,91364.53087704,2740.9359263112,529.0478782400064,1.0953496343805587,0.0007,,False,False,(),False,56604.4,1709000040000000000,1573,,,,,,TIMEOUT,46,56705.8,56159.6,101.40000000000146,444.8000000000029,0.22533333333333658,0.9884444444444509,0.6329192934273848,2.7763560327070866,-0.013603248961031673,0.041362721409637974,,,56410.5,1709002740000000000,2024-02-27,2,45.0,-1414.1940274,-0.0034255287574817763,-0.5159529684093154,TIMEOUT
VCIB-1709006220000000000-000161:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709006640000000000,2024-02-27,4,1709006640000000000,55899.7,55899.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-040400-001-000-18,56027.100000000006,55237.8,SEQUENTIAL_BUCKET_RANGE_EXTENSION,55821.3,93.21499999999978,13.105,89950.33684964,2698.5101054892,205.90593003999857,2.835779182690693,0.0007,,False,False,(),False,55899.6,1709006640000000000,1683,,,,,,,23,55727.1,56038.6,172.5,139.0,1.352941176470511,1.0901960784313103,1.8505605321032068,1.4911763128251927,0.17347936503363268,0.4573025652136806,,,56027.2,1709007960000000000,2024-02-27,4,22.0,-2698.9584998,-0.0022826639188831144,-1.0001661636581933,STOP
VCIB-1709014500000000000-000171:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709015040000000000,2024-02-27,6,1709015040000000000,56288.7,56288.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-062400-001-000-21,56312.2,56096.5,SEQUENTIAL_BUCKET_RANGE_EXTENSION,56241.85,38.590000000000146,25.535,87251.37834984,2617.5413504952,102.50782104000321,1.1058217446234608,0.0007,,False,False,(),False,56288.6,1709015040000000000,1823,,,,,,,2,56288.7,56356.6,0.0,68.0,0.0,2.8813559322035673,0.0,1.7621145374449272,-0.7716885326157555,-0.7716885326157555,,,56312.3,1709015100000000000,2024-02-27,6,1.0,-2617.86428705,-0.00042104440330731916,-1.0001233740031419,STOP
VCIB-1709019120000000000-000178:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709019720000000000,2024-02-27,7,1709019720000000000,56025.3,56025.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-074200-001-000-24,56103.6,55813.9,SEQUENTIAL_BUCKET_RANGE_EXTENSION,55985.05,57.91000000000095,16.169,84633.51406279,2539.0054218837,157.0230529599965,0.8462932034181119,0.0007,,False,False,(),False,56025.2,1709019720000000000,1901,,,,,,,6,56001.0,56157.2,24.19999999999709,132.0,0.30867346938771223,1.6836734693877238,0.4178898290450128,2.279399067518526,-0.42941108791956073,-0.3465627433308575,,,56103.7,1709020020000000000,2024-02-27,7,5.0,-2538.37502887,-0.0014011551944482126,-0.9997517165547317,STOP
VCIB-1709025600000000000-000188:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709025900000000000,2024-02-27,9,1709025900000000000,56466.6,56466.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-092500-001-000-27,56375.5,56649.100000000006,SEQUENTIAL_BUCKET_RANGE_EXTENSION,56378.9,42.96999999999898,14.459,82095.13903392,2462.8541710176,170.32704367999457,0.6057110648490234,0.0007,,False,False,(),False,56466.700000000004,1709025900000000000,2004,,,,,,,9,56764.6,56418.6,297.8999999999942,48.10000000000582,3.2664473684208324,0.5274122807017929,6.932743774726582,1.1193856178730965,0.4241281856316479,1.2824627568267388,,,56649.0,1709026380000000000,2024-02-27,9,8.0,1490.99776559,0.0032284514590014226,0.6053942548185671,OTHER_EXIT
VCIB-1709028120000000000-000192:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709028720000000000,2024-02-27,10,1709028720000000000,56594.6,56594.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-101200-001-000-30,56648.6,56389.8,SEQUENTIAL_BUCKET_RANGE_EXTENSION,56595.65,56.58000000000029,18.783,83586.13679951,2507.5841039853,133.49665848000245,0.940367638631156,0.0007,,False,False,(),False,56594.46526646436,1709028720000000000,2051,True,6.524,1.0,3.0,0.0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,56590.1,56612.0,4.400000000001455,17.5,0.08133086876158177,0.3234750462107296,0.07776599505128018,0.3092965712265803,-0.595763001902496,-0.562030696904955,,,56594.7,1709028720000000000,2024-02-27,10,0.0,-1492.63146384,-4.147641196603831e-06,-0.5952468200240075,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
VCIB-1709044200000000000-000215:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709044440000000000,2024-02-27,14,1709044440000000000,57067.3,57067.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-143400-001-000-36,56930.3,57303.5,SEQUENTIAL_BUCKET_RANGE_EXTENSION,56935.35,62.5200000000008,11.351,82093.50533567,2462.8051600700996,216.9499538800076,0.7186701573867611,0.0007,,False,False,(),False,57067.4,1709044440000000000,2313,,,,,,,5,57399.3,56986.9,331.90000000000146,80.5,2.4208606856309625,0.5871626549963592,5.30870121561096,1.2875879718489918,0.7441183881941991,1.1595914426381655,1.70904468e+18,,57303.4,1709044680000000000,2024-02-27,14,4.0,1770.07993444,0.004135460876086873,0.7187251200942009,TARGET
