scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome,forced_exit_reason,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count
OICB-1709035800000000000-000219,OICB_C,OICB_C,LONG,LONG,1709035920000000000,2024-02-27,12,1709035920000000000,56668.2,56668.2,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-121200-001-000-35,56608.6,56955.299999999996,SHOCK_RANGE_EXTENSION,56631.45,43.174999999999635,19.613,90905.05896187,2727.1517688561,139.04779219999642,1.4914910134042774,0.0007,,False,False,(),False,56668.3,1709035920000000000,2171,14,56964.4,56616.7,296.09999999999854,51.60000000000582,4.959798994974487,0.8643216080402353,6.858135495078194,1.1951360741171109,1.3181099613317322,1.5559909767485263,1.7090367e+18,1.7090367e+18,56955.2,1709036700000000000,2024-02-27,12,13.0,4067.02130615,0.005062795248842724,1.4913072871833262,TARGET,,,,,,
OICB-1709036700000000000-000220,OICB_C,OICB_C,LONG,LONG,1709036940000000000,2024-02-27,12,1709036940000000000,56920.2,56920.2,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-122900-001-000-38,56836.0,57115.5,SHOCK_RANGE_EXTENSION,56863.7,55.04499999999971,17.369,94972.08026802,2849.1624080406,164.03293747999345,0.7024506588139403,0.0007,,False,False,(),False,56920.3,1709036940000000000,2188,5,57199.9,56831.3,279.59999999999854,89.0,3.316725978647555,1.0557532621589196,5.079480425106731,1.6168589335997905,0.6777769252200161,1.2163158391547602,1.70903718e+18,,57115.4,1709037180000000000,2024-02-27,12,4.0,2002.21164869,0.003427599643712323,0.7027369317521435,TARGET,,,,,,
OICB-1709037300000000000-000221,OICB_C,OICB_C,LONG,LONG,1709037480000000000,2024-02-27,12,1709037480000000000,57199.9,57199.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-123800-001-000-41,57009.6,57693.4,SHOCK_RANGE_EXTENSION,57121.1,102.65500000000065,10.756,96974.29191671,2909.2287575013,270.45904131999526,1.526385374233314,0.0007,,False,False,(),False,57200.0,1709037480000000000,2197,21,57494.3,56920.0,294.3000000000029,280.0,1.5456932773109278,1.4705882352941064,2.866884223856617,2.7275826798499656,0.6254007230613277,0.790559594371362,1.7090379e+18,,57009.5,1709038680000000000,2024-02-27,12,20.0,-2908.9241674,-0.0033304195804195803,-0.9998953021138284,STOP,,,,,,
OICB-1709045100000000000-000233,OICB_C,OICB_C,SHORT,SHORT,1709045760000000000,2024-02-27,14,1709045760000000000,56926.4,56926.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-145600-001-000-44,57129.6,56448.2,SHOCK_RANGE_EXTENSION,57084.5,107.73999999999978,9.962,94065.36774931,2821.9610324793,283.2584134399995,1.4071523601343312,0.0007,,False,False,(),False,56926.3,1709045760000000000,2335,7,56894.6,57138.8,31.700000000004366,212.5,0.15592720118054623,1.0452533202164513,0.2942268423984076,1.9723408204937853,-0.2824166422048526,-0.17007307714162606,,,57129.7,1709046120000000000,2024-02-27,15,6.0,-2821.6289104,-0.003573040931871458,-0.9998823080561791,STOP,,,,,,
OICB-1709047200000000000-000236,OICB_C,OICB_C,LONG,LONG,1709047320000000000,2024-02-27,15,1709047320000000000,57283.5,57283.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-152200-001-000-47,57088.0,57529.8,SHOCK_RANGE_EXTENSION,57095.65,95.98000000000101,9.925,91243.73883891,2737.3121651672996,275.7884301199956,0.6008435793623036,0.0007,,False,False,(),False,57283.6,1709047320000000000,2361,20,57350.0,57072.7,66.40000000000146,210.90000000000146,0.33946830265849665,1.078220858895721,0.6918107939154069,2.197332777662005,-0.17991545177732088,-0.050921352987462934,,,57087.9,1709048460000000000,2024-02-27,15,19.0,-2736.91849625,-0.0034163355655021173,-0.9998561841348206,STOP,,,,,,
OICB-1709049000000000000-000238,OICB_C,OICB_C,SHORT,SHORT,1709049180000000000,2024-02-27,15,1709049180000000000,56832.0,56832.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-155300-001-000-50,56926.4,56613.100000000006,SHOCK_RANGE_EXTENSION,56886.3,84.85499999999956,15.24,88506.82034266,2655.2046102798,174.21927187999617,0.799787896576532,0.0007,,False,False,(),False,56831.9,1709049180000000000,2392,4,56610.0,56894.4,221.90000000000146,62.5,2.3481481481481636,0.6613756613756614,2.615049201579195,0.7365505862942705,0.599039009139511,0.8167332377442869,1.70904936e+18,,56613.2,1709049360000000000,2024-02-27,15,3.0,2122.7556732,0.003848190892790921,0.7994697150575933,TARGET,,,,,,
OICB-1709050200000000000-000240,OICB_C,OICB_C,SHORT,SHORT,1709050440000000000,2024-02-27,16,1709050440000000000,56464.4,56464.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-161400-001-000-53,56598.4,55890.899999999994,SHOCK_RANGE_EXTENSION,56591.05,92.16499999999978,12.742,90629.57601586,2718.8872804758,213.36717624000326,2.3181928974099777,0.0007,,False,False,(),False,56464.3,1709050440000000000,2413,3,56415.6,56619.0,48.700000000004366,154.6999999999971,0.36316181953769494,1.1536167039522653,0.5284001519015297,1.678511365485786,-0.37189455003492505,-0.14302073326250608,,,56598.5,1709050560000000000,2024-02-27,16,2.0,-2718.42873832,-0.00237672299134138,-0.9998313493320989,STOP,,,,,,
OICB-1709051700000000000-000242,OICB_C,OICB_C,LONG,LONG,1709052000000000000,2024-02-27,16,1709052000000000000,57022.0,57022.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-164000-001-000-56,56955.0,57281.6,SHOCK_RANGE_EXTENSION,57001.45,101.80499999999992,17.937,87911.14727754,2637.3344183262,147.02826891999885,1.219918447095313,0.0007,,False,False,(),False,57022.1,1709052000000000000,2439,3,57037.6,56891.8,15.5,130.29999999999563,0.23099850968703928,1.9418777943367878,0.15225185403467426,1.279897843917251,-0.5450031520373775,-0.43897537850437823,,,56954.899999999994,1709052120000000000,2024-02-27,16,2.0,-2636.4502143,-0.0011784904449328307,-0.9996647357194992,STOP,,,,,,
OICB-1709058300000000000-000254,OICB_C,OICB_C,SHORT,SHORT,1709058660000000000,2024-02-27,18,1709058660000000000,57006.3,57006.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-183100-001-000-59,57054.0,56822.8,SHOCK_RANGE_EXTENSION,57040.0,62.155000000000655,20.03,85274.69706324,2558.2409118972,127.71459067999582,0.8117292194104875,0.0007,,False,False,(),False,57006.2,1709058660000000000,2550,6,56990.0,57076.6,16.19999999999709,70.40000000000146,0.3389121338911319,1.4728033472802755,0.26063872576618,1.1326522403668364,-0.6248975905969331,-0.4995305521501045,,,57054.1,1709058960000000000,2024-02-27,18,5.0,-2558.6764663,-0.0008402594805477554,-1.000170255428554,STOP,,,,,,
OICB-1709062500000000000-000259,OICB_C,OICB_C,LONG,LONG,1709062920000000000,2024-02-27,19,1709062920000000000,57264.4,57264.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-194200-001-000-62,57152.0,57536.899999999994,SHOCK_RANGE_EXTENSION,57156.05,50.585000000000946,12.878,82716.02059694,2481.4806179081997,192.68828223999498,0.9962415475836175,0.0007,,False,False,(),False,57264.5,1709062920000000000,2621,13,57600.0,57195.0,335.5,69.5,2.982222222222222,0.6177777777777778,6.632400909360358,1.3739250766037105,0.9696620771536456,1.32283523957376,1.70906352e+18,,57536.8,1709063640000000000,2024-02-27,19,12.0,2471.79160102,0.004755127522286982,0.9960954694474434,TARGET,,,,,,
OICB-1709064300000000000-000262,OICB_C,OICB_C,SHORT,SHORT,1709064420000000000,2024-02-27,20,1709064420000000000,57146.3,57146.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-200700-001-000-65,57276.899999999994,56901.4,SHOCK_RANGE_EXTENSION,57268.55,104.58499999999985,12.117,85187.81219796,2555.6343659388,210.9130517600034,0.7815618385133389,0.0007,,False,False,(),False,57146.2,1709064420000000000,2646,5,57134.2,57315.6,12.0,169.40000000000146,0.09181331293037695,1.296097934200499,0.11473920734330943,1.6197351436630654,-0.38074812976194605,-0.3233383587735485,,,57277.0,1709064660000000000,2024-02-27,20,4.0,-2555.42974008,-0.002288866101333123,-0.9999199314809947,STOP,,,,,,
OICB-1709065200000000000-000263,OICB_C,OICB_C,SHORT,SHORT,1709065380000000000,2024-02-27,20,1709065380000000000,57089.2,57089.2,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-202300-001-000-68,57154.5,56916.8,SHOCK_RANGE_EXTENSION,57147.65,85.47000000000007,17.042,82632.38245788,2478.9714737363997,145.4581813200033,0.635377238057621,0.0007,,False,False,(),False,57089.100000000006,1709065380000000000,2662,3,57067.9,57160.5,21.200000000004366,71.39999999999418,0.32415902140682346,1.0917431192660632,0.24804024804029892,0.8353808353807666,-0.5515317823443653,-0.40499543900109525,,,57154.6,1709065500000000000,2024-02-27,20,2.0,-2479.10979478,-0.001147329350085966,-1.0000557977552649,STOP,,,,,,
OICB-1709067900000000000-000268,OICB_C,OICB_C,SHORT,SHORT,1709068140000000000,2024-02-27,21,1709068140000000000,56781.5,56781.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-210900-001-000-71,56905.0,56545.0,SHOCK_RANGE_EXTENSION,56898.850000000006,76.3250000000011,11.831,80153.2726631,2404.5981798929997,203.23651920000557,0.7724815801706069,0.0007,,False,False,(),False,56781.4,1709068140000000000,2708,46,56625.3,56887.6,156.09999999999854,106.19999999999709,1.2629449838187734,0.8592233009708603,2.0452014412053234,1.3914182771044292,0.3631897470521106,0.37648406054769923,,,56628.1,1709070840000000000,2024-02-27,21,45.0,874.46884385,0.002699827760499088,0.3636652689676877,TIMEOUT,TIMEOUT,,,,,
OICB-1709106300000000000-000331,OICB_C,OICB_C,LONG,LONG,1709106600000000000,2024-02-28,7,1709106600000000000,57944.0,57944.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-075000-001-000-75,57837.2,58356.5,SHOCK_RANGE_EXTENSION,57893.0,83.56499999999942,12.927,81027.74150695,2430.8322452085,188.03205035999844,1.7597513262579028,0.0007,,False,False,(),False,57944.1,1709106600000000000,3349,4,58374.9,57871.1,430.8000000000029,73.0,4.029934518241319,0.6828811973807204,5.155268353976018,0.873571471309765,1.4201527850637472,1.8570062887230316,1.70910672e+18,1.70910672e+18,58356.4,1709106780000000000,2024-02-28,7,3.0,4277.41050555,0.007115478538798651,1.759648578786692,TARGET,,,,,,
OICB-1709106900000000000-000332,OICB_C,OICB_C,LONG,LONG,1709107320000000000,2024-02-28,8,1709107320000000000,58410.8,58410.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-080200-001-000-78,58176.6,58869.4,SHOCK_RANGE_EXTENSION,58208.4,121.05000000000037,8.098,85305.1520125,2559.1545603749996,315.9951912000011,1.190853122071196,0.0007,,False,False,(),False,58410.899999999994,1709107320000000000,3361,41,58888.0,58226.9,477.1000000000058,183.99999999999272,2.0362782757149582,0.7853179684165436,3.9413465510120145,1.5200330441965482,1.0118614108834139,1.2493568921121114,1.70910744e+18,1.70910972e+18,58869.299999999996,1709109720000000000,2024-02-28,8,40.0,3047.30865828,0.007847850315608928,1.1907481890556348,OTHER_EXIT,,,,,,
OICB-1709120400000000000-000349,OICB_C,OICB_C,SHORT,SHORT,1709120640000000000,2024-02-28,11,1709120640000000000,59271.4,59271.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-114400-001-000-81,59408.99999999999,58936.2,SHOCK_RANGE_EXTENSION,59402.5,81.025,12.001,88352.46067078,2650.5738201234,220.85826740000215,1.1419298356770455,0.0007,,False,False,(),False,59271.299999999996,1709120640000000000,3583,10,58602.0,59295.5,669.2999999999956,24.200000000004366,4.860566448801814,0.1757443718228386,8.260413452638021,0.29867324899727693,2.163888522834588,2.655950791000319,1.70912106e+18,1.70912112e+18,58936.3,1709121180000000000,2024-02-28,11,9.0,3027.30841468,0.005651976589006699,1.1421332210015795,OTHER_EXIT,,,,,,
OICB-1709126700000000000-000356,OICB_C,OICB_C,LONG,LONG,1709127000000000000,2024-02-28,13,1709127000000000000,60380.0,60380.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-133000-001-000-84,60180.1,60927.2,SHOCK_RANGE_EXTENSION,60193.5,168.02999999999992,9.634,91379.76908546,2741.3930725637997,284.5344403199999,1.6241792187977766,0.0007,,False,False,(),False,60380.1,1709127000000000000,3689,46,60786.9,60165.0,406.8000000000029,215.09999999999854,2.0340000000000145,1.0754999999999928,2.4209962506695417,1.2801285484734788,1.0427583728223615,1.130910900058747,1.70912874e+18,1.70912934e+18,60495.7,1709129700000000000,2024-02-28,14,45.0,298.52817996,0.0019145380680058255,0.10889652525488112,TIMEOUT,TIMEOUT,,,,,
OICB-1709130300000000000-000358,OICB_C,OICB_C,SHORT,SHORT,1709130780000000000,2024-02-28,14,1709130780000000000,60080.0,60080.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-143300-001-000-88,60378.59999999999,59755.6,SHOCK_RANGE_EXTENSION,60358.75,111.47500000000036,7.178,91678.29726542,2750.3489179626,383.1390325999949,0.6271615315969852,0.0007,,False,False,(),False,60079.9,1709130780000000000,3752,12,59851.2,60384.4,228.70000000000437,304.5,0.7656511550050625,1.0194174757281902,2.0515810719892675,2.73155416012558,0.218995724425702,0.37727356834174536,,,60378.700000000004,1709131440000000000,2024-02-28,14,11.0,-2750.04268156,-0.004973377119469289,-0.9998886554354613,STOP,,,,,,
OICB-1709137200000000000-000372,OICB_C,OICB_C,LONG,LONG,1709137440000000000,2024-02-28,16,1709137440000000000,61285.6,61285.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-162400-001-000-91,61140.8,61549.100000000006,SHOCK_RANGE_EXTENSION,61172.75,122.7949999999997,11.563,88928.25458386,2667.8476375158,230.72206348000336,0.768633436374319,0.0007,,False,False,(),False,61285.7,1709137440000000000,3863,5,61644.9,61150.0,359.20000000000437,135.6999999999971,2.4789510006902606,0.936507936507954,2.9252005374812104,1.1050938556129926,0.8386897511289612,1.183018979126202,1.70913768e+18,,61548.99999999999,1709137680000000000,2024-02-28,16,4.0,2050.30155473,0.004296271397732189,0.7685227319200147,OTHER_EXIT,,,,,,
OICB-1709138100000000000-000374,OICB_C,OICB_C,LONG,LONG,1709138220000000000,2024-02-28,16,1709138220000000000,61827.4,61827.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-163700-001-000-94,61585.7,62218.5,SHOCK_RANGE_EXTENSION,61596.0,129.09999999999962,8.313,90978.55613859,2729.3566841577,328.3171504000028,0.9261406832678089,0.0007,,False,False,(),False,61827.5,1709138220000000000,3876,20,62254.6,61657.3,427.09999999999854,170.1999999999971,1.7663358147228843,0.7038875103391027,3.3082881487219193,1.318357862122367,0.9154872952381595,1.0357135762956953,1.7091393e+18,,62218.4,1709139360000000000,2024-02-28,16,19.0,2527.71620331,0.006322429339695143,0.9261216087959102,TARGET,,,,,,
OICB-1709142300000000000-000380,OICB_C,OICB_C,LONG,LONG,1709142480000000000,2024-02-28,17,1709142480000000000,61193.9,61193.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-174800-001-000-97,60730.8,62433.7,SHOCK_RANGE_EXTENSION,60901.05,733.210000000001,5.113,93506.2723419,2805.188170257,548.6041202399986,2.101762737391717,0.0007,,False,False,(),False,61194.0,1709142480000000000,3947,24,61846.9,60531.0,652.9000000000015,663.0,1.4095423143350725,1.4313471502590764,0.8904679423357573,0.9042429863204254,0.7077895255874701,1.0327508472815383,1.70914302e+18,,60730.700000000004,1709143860000000000,2024-02-28,18,23.0,-2805.23359377,-0.007571003693172462,-1.0000161926795077,STOP,,,,,,
OICB-1709149800000000000-000391,OICB_C,OICB_C,LONG,LONG,1709150040000000000,2024-02-28,19,1709150040000000000,60989.5,60989.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-195400-001-000-100,60840.1,61485.6,SHOCK_RANGE_EXTENSION,60906.25,135.02999999999992,11.584,90701.03874813,2721.0311624439,234.88311831999903,1.7463682168131123,0.0007,,False,False,(),False,60989.6,1709150040000000000,4073,13,61179.5,60825.6,189.90000000000146,164.0,1.2702341137123843,1.0969899665551839,1.406354143523673,1.2145449159446056,0.30527685647596503,0.44354669141469305,,,60840.0,1709150760000000000,2024-02-28,20,12.0,-2720.85826048,-0.0024528772118524887,-0.9999364571908302,STOP,,,,,,
OICB-1709151900000000000-000394,OICB_C,OICB_C,SHORT,SHORT,1709152080000000000,2024-02-28,20,1709152080000000000,60093.5,60093.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-202800-001-000-103,60364.899999999994,59737.6,SHOCK_RANGE_EXTENSION,60301.95,185.84499999999971,7.416,87980.18048765,2639.4054146295,355.88845731999777,0.763843957028296,0.0007,,False,False,(),False,60093.40000000001,1709152080000000000,4107,6,60001.0,60383.7,92.40000000000873,290.29999999998836,0.34033149171275756,1.0692449355432925,0.4971885173128622,1.5620544001721262,-0.030007267109514377,0.022855250943682896,,,60364.99999999999,1709152380000000000,2024-02-28,20,5.0,-2639.50924608,-0.004519631107575607,-1.000039338954874,STOP,,,,,,
OICB-1709152500000000000-000395,OICB_C,OICB_C,LONG,LONG,1709152740000000000,2024-02-28,20,1709152740000000000,60323.4,60323.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-203900-001-000-106,60162.1,60775.6,SHOCK_RANGE_EXTENSION,60222.9,170.66499999999868,10.416,85340.67124157,2560.2201372471,245.7930827599992,1.4942677022307342,0.0007,,False,False,(),False,60323.5,1709152740000000000,4118,6,60420.0,60133.1,96.5,190.40000000000146,0.5978934324659178,1.179677819083022,0.5654352093282204,1.115635894881803,-0.06713223909606401,0.04792466031886649,,,60162.0,1709153040000000000,2024-02-28,20,5.0,-2560.6678776,-0.0026772319245401874,-1.0001748835369217,STOP,,,,,,
