scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,causal_context_invalidation_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count
SPRC-1708960380000000000-000014:ENTRY,SPRC,SPRC,LONG,LONG,1708961280000000000,2024-02-26,15,1708961280000000000,52440.0,52440.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-152800-001-000-1,51931.2,52879.5,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,51935.25,50.25499999999884,5.154,100000.0,3000.0,582.0302607200013,0.6281483235042223,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,52440.1,1708961280000000000,927,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,17,52799.0,52391.5,358.90000000000146,48.599999999998545,0.7052466103360197,0.09550009825112675,7.141577952442737,0.9670679534374623,0.4225897115654052,0.4897213241926657,,,52513.2,1708962240000000000,2024-02-26,15,16.0,-1.89311574,0.0013939714073771513,-0.0006310385800000001,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1708979940000000000-000021:ENTRY,SPRC,SPRC,LONG,LONG,1708980240000000000,2024-02-26,20,1708980240000000000,54583.1,54583.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-204400-001-000-5,54420.2,54826.8,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,54425.8,70.55000000000072,12.528,99998.10688426,2999.9432065278,239.44627919999584,0.6969750712251027,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,54583.2,1708980240000000000,1243,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,13,54716.9,54533.0,133.70000000000437,50.19999999999709,0.8202453987730329,0.3079754601226815,1.895109851169426,0.7115520907157559,0.15036621208021259,0.23800716465677013,,,54553.9,1708980960000000000,2024-02-26,20,12.0,-1324.15911216,-0.0005367952043851521,-0.44139472683304914,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,,,,,
SPRC-1708986180000000000-000024:ENTRY,SPRC,SPRC,SHORT,SHORT,1708986600000000000,2024-02-26,22,1708986600000000000,54587.6,54587.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-223000-001-000-9,54719.4,54341.8,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,54716.2,40.5,14.193,98673.9477721,2960.218433163,208.5549279999965,0.8117736014370415,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,54587.5,1708986600000000000,1349,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,18,54490.4,54644.4,97.09999999999854,56.900000000001455,0.7361637604245449,0.4313874147081185,2.397530864197495,1.4049382716049743,-0.020003459232565423,0.09851347171234856,,,54627.7,1708987620000000000,2024-02-26,22,17.0,-1655.62253352,-0.0007364323334096101,-0.55929066415243,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,,,,,
SPRC-1709005380000000000-000027:ENTRY,SPRC,SPRC,SHORT,SHORT,1709006220000000000,2024-02-27,3,1709006220000000000,55872.7,55872.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-035700-001-000-13,56552.5,55236.1,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,56548.399999999994,51.649999999999636,3.836,97018.32523858,2910.5497571574,758.7296623999949,0.7363279738303767,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,55872.6,1709006220000000000,1676,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,18,55587.9,56038.6,284.6999999999971,166.0,0.41873804971318795,0.24415355199293962,5.51210067763793,3.2139399806389384,0.23177719115888323,0.2721359928737623,,,55961.100000000006,1709007240000000000,2024-02-27,4,17.0,-639.78185124,-0.0015839606533436296,-0.2198147788632363,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1709012580000000000-000029:ENTRY,SPRC,SPRC,LONG,LONG,1709013540000000000,2024-02-27,5,1709013540000000000,56175.0,56175.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-055900-001-000-17,56032.2,56545.7,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,56036.100000000006,48.83499999999949,13.05,96378.54338734,2891.3563016202,221.5518352399912,1.3161502800648552,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,56175.100000000006,1709013540000000000,1798,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,16,56321.2,56103.5,146.09999999999127,71.60000000000582,1.022393282015272,0.5010496850944818,2.991706767686962,1.4661615644518597,0.22777640250792702,0.3031010324389761,,,56275.9,1709014440000000000,2024-02-27,6,15.0,288.200115,0.001794389329079888,0.09967644417898416,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1709018880000000000-000031:ENTRY,SPRC,SPRC,SHORT,SHORT,1709019180000000000,2024-02-27,7,1709019180000000000,55929.7,55929.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-073300-001-000-21,56115.299999999996,55642.700000000004,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,56111.399999999994,49.22500000000109,10.973,96666.74350234,2900.0023050702,264.269526599999,0.7896268070886966,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,55929.6,1709019180000000000,1892,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,9,55853.3,56099.0,76.29999999999563,169.40000000000146,0.410877759827662,0.9122240172321169,1.5500253936006896,3.4413407821228583,-0.05053881986256039,-0.008128178937769273,,,56081.6,1709019660000000000,2024-02-27,7,8.0,-2528.26522832,-0.0027177022542625015,-0.871814903008775,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,,,,,
SPRC-1709028060000000000-000034:ENTRY,SPRC,SPRC,SHORT,SHORT,1709028720000000000,2024-02-27,10,1709028720000000000,56594.6,56594.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-101200-001-000-25,56668.8,56371.0,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,56664.0,60.32000000000007,18.373,94138.47827402,2824.1543482206,153.70999791999793,0.9389374923752375,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,56594.46672290861,1709028720000000000,2051,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,,1,56590.1,56612.0,4.400000000001455,17.5,0.05921938088830798,0.2355316285329652,0.07294429708225215,0.2901193633952251,-0.5174183272150786,-0.48812192450259034,,,56594.700000000004,1709028720000000000,2024-02-27,10,0.0,-1460.02319214,-4.121906343508985e-06,-0.516977123810499,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,True,6.114,1.0,3.0,0.0
SPRC-1709030160000000000-000035:ENTRY,SPRC,SPRC,SHORT,SHORT,1709031480000000000,2024-02-27,10,1709031480000000000,56522.6,56522.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-105800-001-000-31,56677.6,56135.100000000006,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,56663.7,59.83499999999949,11.86,92678.45508188,2780.3536524564,234.42693076000603,1.315610759822374,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,56522.5,1709031480000000000,2097,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,10,56456.1,56600.0,66.40000000000146,77.5,0.428110896196016,0.4996776273372065,1.109718392245375,1.2952285451658838,-0.10832275079348866,-0.05496390691216938,,,56560.700000000004,1709032020000000000,2024-02-27,11,9.0,-1391.8687264,-0.0006758370560397075,-0.5006085197724056,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1709038680000000000-000039:ENTRY,SPRC,SPRC,SHORT,SHORT,1709039400000000000,2024-02-27,13,1709039400000000000,56938.3,56938.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-131000-001-000-35,57171.5,56158.8,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,57163.8,95.92999999999957,8.742,91286.58635548,2738.5975906644,313.2512420800035,2.2351293576712794,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,56938.2,1709039400000000000,2229,,,8,56873.7,57236.5,64.5,298.3000000000029,0.2764680668666918,1.278611230175736,0.6723652663400427,3.109559053476538,-0.12221614747891002,-0.049060715283851836,,,57171.6,1709039820000000000,2024-02-27,13,7.0,-2738.66631012,-0.004099181217530612,-1.000025092936558,STOP,,,,,
SPRC-1709042700000000000-000040:ENTRY,SPRC,SPRC,SHORT,SHORT,1709043540000000000,2024-02-27,14,1709043540000000000,56813.8,56813.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-141900-001-000-38,57071.9,56416.5,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,57066.0,73.93499999999986,7.858,88547.92004536,2656.4376013608003,338.0348003599957,0.9403286500724108,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,56813.7,1709043540000000000,2298,,,14,56690.0,57082.6,123.69999999999709,268.90000000000146,0.47908597986055385,1.041440743609593,1.6730912287820021,3.6369784269967127,0.030836736303177792,0.13030436497392597,,,57072.0,1709044320000000000,2024-02-27,14,13.0,-2656.16108142,-0.00454643862307864,-0.9998959057270312,STOP,,,,,
