scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,causal_context_invalidation_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count
SPRC-1709052540000000000-000043:ENTRY,SPRC,SPRC,LONG,LONG,1709052960000000000,2024-02-27,16,1709052960000000000,57164.1,57164.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-165600-001-000-41,57032.2,57450.3,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,57038.65,80.03999999999905,12.155,85891.75896394,2576.7527689181998,211.99064275999774,0.9705378257328754,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,57164.2,1709052960000000000,2455,,,8,57164.2,57025.2,0.0,139.0,0.0,1.053030303030303,0.0,1.7366316841579417,-0.37893092333770045,-0.3784595346070588,,,57032.1,1709053380000000000,2024-02-27,17,7.0,-2577.31471855,-0.0023108868837488947,-1.0002180844194983,STOP,,,,,
SPRC-1709096040000000000-000054:ENTRY,SPRC,SPRC,LONG,LONG,1709096400000000000,2024-02-28,5,1709096400000000000,57252.1,57252.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-050000-001-000-44,57197.0,57448.8,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,57198.75,21.974999999998545,18.456,83314.44424539,2499.4333273617,135.42236440000016,0.8584943522075486,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,57252.2,1709096400000000000,3179,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,17,57317.0,57214.7,64.80000000000291,37.5,1.1739130434783756,0.6793478260869923,2.948805460751181,1.7064846416383384,-0.1542930526473659,-0.11518363358302924,,,57234.2,1709097360000000000,2024-02-28,5,16.0,-1811.28069888,-0.0003143983986641562,-0.7246765412990289,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,,,,,
SPRC-1709111880000000000-000056:ENTRY,SPRC,SPRC,SHORT,SHORT,1709112240000000000,2024-02-28,9,1709112240000000000,59100.9,59100.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-092400-001-000-48,59273.299999999996,58562.2,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,59262.95,129.46999999999898,9.57,81503.16354651,2445.0949063953,255.46954531999864,1.785284404169244,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,59100.8,1709112240000000000,3443,,,25,59011.8,59321.7,89.0,220.89999999999418,0.515942028985529,1.2805797101449479,0.6874179346566827,1.7061867614118786,-0.20362305782804543,0.023960507669642837,,,59273.40000000001,1709113680000000000,2024-02-28,9,24.0,-2444.7707658,-0.0029204342411609627,-0.9998674323052034,STOP,,,,,
SPRC-1709130480000000000-000061:ENTRY,SPRC,SPRC,SHORT,SHORT,1709130900000000000,2024-02-28,14,1709130900000000000,59911.8,59911.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-143500-001-000-51,60293.9,59377.9,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,60181.8,117.11000000000021,5.085,79058.39278071,2371.7517834213,466.4127681599936,0.9651798218902476,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,59911.7,1709130900000000000,3754,,,8,59851.2,60300.0,60.5,388.3000000000029,0.15829408686551363,1.0159602302459405,0.5166083169669532,3.3156861070788337,-0.18047629856293038,-0.05045751661739912,,,60294.0,1709131320000000000,2024-02-28,14,7.0,-2371.86768915,-0.006381057456223124,-1.000048869249097,STOP,,,,,
SPRC-1709136120000000000-000064:ENTRY,SPRC,SPRC,LONG,LONG,1709137440000000000,2024-02-28,16,1709137440000000000,61285.6,61285.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-162400-001-000-54,61002.5,61810.8,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,61010.0,93.97499999999964,6.236,76686.52509156,2300.5957527468,368.91965739999495,1.1896424497763798,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,61285.7,1709137440000000000,3863,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,10,61644.9,61150.0,359.20000000000437,135.6999999999971,1.2683615819209324,0.4791666666666613,3.822293163075347,1.4440010641127705,0.524515910493218,0.7398591387719534,1.70913768e+18,,61422.3,1709137980000000000,2024-02-28,16,9.0,316.1926384,0.002228904948462787,0.13743946020176787,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1709144040000000000-000065:ENTRY,SPRC,SPRC,SHORT,SHORT,1709144340000000000,2024-02-28,18,1709144340000000000,60455.6,60455.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-181900-001-000-58,60894.200000000004,59882.4,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,60853.5,286.93499999999983,4.411,77002.71772996,2310.0815318987998,523.6996283599981,0.9332417974603379,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,60455.5,1709144340000000000,3978,,,4,59789.0,60800.0,666.5,344.5,1.5192614542967708,0.7852746751766505,2.3228257270810477,1.2006203495565204,1.0924618216584179,1.1115701033108945,1.70914452e+18,1.70914452e+18,59882.5,1709144520000000000,2024-02-28,18,3.0,2155.9353574,0.00947804583536651,0.9332724094927951,TARGET,,,,,
SPRC-1709147160000000000-000066:ENTRY,SPRC,SPRC,SHORT,SHORT,1709147400000000000,2024-02-28,19,1709147400000000000,61310.1,61310.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-191000-001-000-61,61523.399999999994,60991.80000000001,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,61448.5,162.62000000000006,7.929,79158.65308736,2374.7595926208,299.4930567200004,0.7762739896082201,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,61310.0,1709147400000000000,4029,,,3,60931.4,61436.7,378.59999999999854,126.69999999999709,1.7741330834114755,0.5937207122774159,2.3281269216578426,0.7791169597835262,0.5818100489818872,0.9777556221404148,1.70914746e+18,,60991.9,1709147520000000000,2024-02-28,19,2.0,1843.40266443,0.005188386886315423,0.7762481179813274,TARGET,,,,,
SPRC-1709164920000000000-000070:ENTRY,SPRC,SPRC,SHORT,SHORT,1709165460000000000,2024-02-29,0,1709165460000000000,62257.1,62257.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-001100-001-000-64,62472.0,61687.6,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,62459.8,101.71500000000015,8.034,81002.05575179,2430.0616725536997,302.4475960400003,1.5953629614440168,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,62256.99999999999,1709165460000000000,4330,,,5,61650.1,62398.5,606.8999999999942,141.50000000000728,2.822790697674296,0.6581395348837324,5.966671582362418,1.391141916138299,1.2123018823779885,1.71919048723808,1.7091657e+18,1.7091657e+18,61687.7,1709165700000000000,2024-02-29,0,4.0,3876.71599614,0.009144353245418117,1.5953158884507002,TARGET,,,,,
SPRC-1709170320000000000-000072:ENTRY,SPRC,SPRC,LONG,LONG,1709170980000000000,2024-02-29,1,1709170980000000000,61587.9,61587.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-014300-001-000-67,61225.299999999996,62010.4,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,61232.8,93.77999999999993,5.674,84878.77174793,2546.3631524379,448.77163831999616,0.7482785092148535,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,61588.0,1709170980000000000,4422,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,21,61621.0,61320.0,33.0,268.0,0.09098428453267053,0.7389026743865365,0.35188739603326963,2.8577521859671595,-0.17186850374220808,-0.1190946473357351,,,61466.200000000004,1709172180000000000,2024-02-29,2,20.0,-1179.83987156,-0.001977657985321745,-0.46334312936880806,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1709175000000000000-000074:ENTRY,SPRC,SPRC,LONG,LONG,1709175420000000000,2024-02-29,2,1709175420000000000,61736.0,61736.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-025700-001-000-71,61588.1,62064.1,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,61627.15,59.52999999999956,10.712,83698.93187637,2510.9679562911,234.38929631999815,1.0293341730529153,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,61736.1,1709175420000000000,4496,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,12,61842.0,61632.8,105.90000000000146,103.29999999999563,0.7155405405405504,0.6979729729729435,1.7789349907609984,1.7352595330085065,0.035850143892776444,0.08189507926076613,,,61709.7,1709176080000000000,2024-02-29,3,11.0,-1208.44278672,-0.0004276266236448602,-0.4812657141610705,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,,,,,
SPRC-1709176800000000000-000075:ENTRY,SPRC,SPRC,SHORT,SHORT,1709177100000000000,2024-02-29,3,1709177100000000000,61393.1,61393.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-032500-001-000-75,61600.1,61114.200000000004,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,61595.4,58.66500000000015,8.437,82490.48908965,2474.7146726895,293.2884352400044,0.657867364739801,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,61392.99999999999,1709177100000000000,4524,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,18,61200.0,61466.4,192.99999999999272,73.40000000000873,0.9319169483340768,0.35441815548047645,3.289866189380248,1.2511719082929948,0.285959894502361,0.36477708339384274,,,61454.5,1709178120000000000,2024-02-29,3,17.0,-1244.40055025,-0.0010017428697083916,-0.5028460710978028,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM,,,,,
SPRC-1709195100000000000-000080:ENTRY,SPRC,SPRC,SHORT,SHORT,1709195880000000000,2024-02-29,8,1709195880000000000,62676.4,62676.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-083800-001-000-79,63028.3,61751.9,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,63020.95,91.61000000000021,5.538,81246.0885394,2437.382656182,440.0720751599986,1.9023023778448989,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,62676.3,1709195880000000000,4837,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,19,62593.3,62996.9,83.0,320.59999999999854,0.23579545454545456,0.9107954545454504,0.9060146272241001,3.4996179456390983,-0.03634970474821118,-0.011108907553887841,,,62937.100000000006,1709196960000000000,2024-02-29,8,18.0,-1931.26330644,-0.004161062474970649,-0.7923512959861613,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1709203680000000000-000082:ENTRY,SPRC,SPRC,LONG,LONG,1709204340000000000,2024-02-29,10,1709204340000000000,62776.7,62776.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-105900-001-000-83,62642.8,63086.1,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,62646.8,50.30499999999993,10.722,79314.82523296,2379.4447569888002,221.91803291999622,0.9960708108822109,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,62776.8,1709204340000000000,4978,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,21,63046.0,62690.8,269.1999999999971,86.0,2.0089552238805752,0.6417910447761194,5.351356723983649,1.709571613159728,0.7702440299730826,0.8152741695634176,1.709205e+18,,62902.700000000004,1709205540000000000,2024-02-29,11,20.0,406.6248807,0.0020055179620496973,0.1708906582116182,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,,,,,
SPRC-1709207100000000000-000083:ENTRY,SPRC,SPRC,SHORT,SHORT,1709207760000000000,2024-02-29,11,1709207760000000000,62994.9,62994.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-115600-001-000-87,63162.5,62511.5,LIVE_PRESSURE_REGIME_RANGE_EXTENSION,63153.45,112.72999999999993,9.339,79721.45011366,2391.6435034098,256.0785578799965,1.5438446829479395,0.0007,,False,False,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,62994.8,1709207760000000000,5035,,,12,62375.0,63125.7,619.8000000000029,130.89999999999418,3.6958855098390795,0.7805605247465501,5.498092788077737,1.1611815843164575,1.7915988117013728,2.0768671317230485,1.70920836e+18,1.70920836e+18,62511.6,1709208420000000000,2024-02-29,12,11.0,3692.13181128,0.007670474388362283,1.5437634438477454,TARGET,,,,,
