ts,symbol,role,price,quantity,cost
1763398980000000000,SOLUSDT-PERP.BINANCE,entry,135.23,265.1,27.94847738
1763399880000000000,SOLUSDT-PERP.BINANCE,exit,134.21,265.1,7.1158142
1763414280000000000,XRPUSDT-PERP.BINANCE,entry,2.1416,15940.6,29.87047473
1763417640000000000,XRPUSDT-PERP.BINANCE,exit,2.1572,15940.6,30.62636524
1763438160000000000,SOLUSDT-PERP.BINANCE,entry,134.41,294.68,32.38545531
1763441880000000000,SOLUSDT-PERP.BINANCE,exit,135.21,294.68,30.74838666
1763444280000000000,ETHUSDT-PERP.BINANCE,entry,3013.31,15.283,36.0364389
1763451540000000000,ETHUSDT-PERP.BINANCE,exit,3027.49,15.283,34.69081364
1763452320000000000,BTCUSDT-PERP.BINANCE,entry,90411.4,1.072,76.97276616
1763452860000000000,BTCUSDT-PERP.BINANCE,exit,90500.7,1.072,80.32566325
1763481000000000000,SOLUSDT-PERP.BINANCE,entry,139.67,103.82,10.72658017
1763520900000000000,SOLUSDT-PERP.BINANCE,exit,142.1,103.82,11.3643645
1763616120000000000,BTCUSDT-PERP.BINANCE,entry,92745.6,0.482,34.66704198
1763620920000000000,BTCUSDT-PERP.BINANCE,exit,92093.7,0.482,8.87783268
1763649180000000000,SOLUSDT-PERP.BINANCE,entry,141.11,112.47,11.65826989
1763651880000000000,SOLUSDT-PERP.BINANCE,exit,138.88,112.47,11.83778226
1763652300000000000,XRPUSDT-PERP.BINANCE,entry,2.1106,12256.8,20.86226193
1763653260000000000,XRPUSDT-PERP.BINANCE,exit,2.0923,12256.8,22.15170546
1763657580000000000,XRPUSDT-PERP.BINANCE,entry,2.023,14314.8,22.45033986
1763657700000000000,XRPUSDT-PERP.BINANCE,exit,2.0081,14314.8,23.48047506
1763728680000000000,SOLUSDT-PERP.BINANCE,entry,124.67,64.84,5.82399515
1763735820000000000,SOLUSDT-PERP.BINANCE,exit,128.79,64.84,1.67014872
1763737320000000000,ETHUSDT-PERP.BINANCE,entry,2763.83,12.994,25.9561803
1763739300000000000,ETHUSDT-PERP.BINANCE,exit,2717.1,12.994,7.06119948
1763751540000000000,ETHUSDT-PERP.BINANCE,entry,2775.81,7.99,16.40607784
1763756940000000000,ETHUSDT-PERP.BINANCE,exit,2714.87,7.99,4.33836226
1763757600000000000,SOLUSDT-PERP.BINANCE,entry,126.92,230.44,21.86490336
1763765520000000000,SOLUSDT-PERP.BINANCE,exit,125.85,230.44,22.42757307
1763766780000000000,ETHUSDT-PERP.BINANCE,entry,2725.83,12.081,25.83280606
1763770140000000000,ETHUSDT-PERP.BINANCE,exit,2774.96,12.081,6.70485835
1763771100000000000,ETHUSDT-PERP.BINANCE,entry,2765.27,15.58,34.66117882
1763775120000000000,ETHUSDT-PERP.BINANCE,exit,2779.81,15.58,33.61840314
1763790540000000000,SOLUSDT-PERP.BINANCE,entry,125.71,441.17,46.55807086
1763791800000000000,SOLUSDT-PERP.BINANCE,exit,125.26,441.17,43.14226123
1763807820000000000,XRPUSDT-PERP.BINANCE,entry,1.9023,33993.6,61.1020782
1763808600000000000,XRPUSDT-PERP.BINANCE,exit,1.8976,33993.6,71.65059901
1763901120000000000,SOLUSDT-PERP.BINANCE,entry,130.82,478.21,53.4381869
1763901180000000000,SOLUSDT-PERP.BINANCE,exit,131.17,478.21,50.7449865
1763923860000000000,XRPUSDT-PERP.BINANCE,entry,2.0639,13813.2,24.96729715
1763929260000000000,XRPUSDT-PERP.BINANCE,exit,2.0793,13813.2,27.96016174
