client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,order_side,order_type,last_qty,last_px,currency,liquidity_side,event_id,ts_event,ts_init,reconciliation,info,position_id,commission,causation_id
O-20240410-020240-001-140723844938120-1,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-1,BINANCE-001,T-17b6b4d9a69f6a7a-51280,BUY,MARKET,8.860,69638.5,USDT,TAKER,de61b683-dd6d-4867-8fbf-bb154e6a4148,2024-04-10 02:02:40+00:00,2024-04-10 02:02:40+00:00,False,{},P-20240410-020240-001-140723844938120-1,370.19826600 USDT,
O-20240410-020240-001-140723844938120-2,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-2,BINANCE-001,T-33e51273e2e77349-51344,SELL,STOP_MARKET,8.860,69453.8,USDT,TAKER,afc821d0-4e53-4697-8460-771549525898,2024-04-10 02:05:40+00:00,2024-04-10 02:05:40+00:00,False,{},P-20240410-020240-001-140723844938120-1,369.21640080 USDT,
O-20240411-114040-001-140723844938120-4,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-4,BINANCE-001,T-4229ed69cbaecd96-85076,SELL,MARKET,10.213,70208.6,USDT,TAKER,ae3e8920-7521-4340-b211-a14f6b59cc1b,2024-04-11 11:40:40+00:00,2024-04-11 11:40:40+00:00,False,{},P-20240411-114040-001-140723844938120-2,430.22425908 USDT,
O-20240411-114040-001-140723844938120-5,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-5,BINANCE-001,T-85a2011e54dc1d4f-85156,BUY,STOP_MARKET,10.213,70363.4,USDT,TAKER,209f3a15-3941-493e-8e8d-21e573811968,2024-04-11 11:44:40+00:00,2024-04-11 11:44:40+00:00,False,{},P-20240411-114040-001-140723844938120-2,431.17284252 USDT,
O-20240412-143940-001-140723844938120-7,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-7,BINANCE-001,T-468ca05c376d23c1-111322,SELL,MARKET,7.696,69520.0,USDT,TAKER,2df4c7d8-ccb9-4c49-add8-e0b62a38c278,2024-04-12 14:39:40+00:00,2024-04-12 14:39:40+00:00,False,{},P-20240412-143940-001-140723844938120-3,321.01555200 USDT,
O-20240412-143940-001-140723844938120-8,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-8,BINANCE-001,T-917f90d4d339cbd6-112213,BUY,STOP_MARKET,7.696,69707.9,USDT,TAKER,24443a59-ced7-45c0-b21f-849c8121d2ba,2024-04-12 15:27:40+00:00,2024-04-12 15:27:40+00:00,False,{},P-20240412-143940-001-140723844938120-3,321.88319904 USDT,
O-20240412-173010-001-140723844938120-10,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-10,BINANCE-001,T-7c46091f126418a7-114555,BUY,MARKET,2.537,67960.2,USDT,TAKER,2fc58b5a-e9b6-44a3-af33-795fe8abf5e9,2024-04-12 17:30:10+00:00,2024-04-12 17:30:10+00:00,False,{},P-20240412-173010-001-140723844938120-4,103.44901644 USDT,
O-20240412-173010-001-140723844938120-11,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-11,BINANCE-001,T-ef327319b021c1c0-115822,SELL,STOP_MARKET,2.537,67099.8,USDT,TAKER,964b3494-2513-4fd7-a44f-45fb4d14aeef,2024-04-12 18:32:20+00:00,2024-04-12 18:32:20+00:00,False,{},P-20240412-173010-001-140723844938120-4,102.13931556 USDT,
O-20240414-232200-001-140723844938120-13,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-13,BINANCE-001,T-5ac9a9e963a315c0-172929,BUY,MARKET,6.163,65800.2,USDT,TAKER,be41e7d1-8ece-43c2-b6e0-9dc24a70e9c5,2024-04-14 23:22:00+00:00,2024-04-14 23:22:00+00:00,False,{},P-20240414-232200-001-140723844938120-5,243.31597956 USDT,
O-20240414-232200-001-140723844938120-14,TRADER-001,DataActor-140723844938120,BTCUSDT-PERP.BINANCE,BINANCE-1-14,BINANCE-001,T-fa493a7b376bb04d-172949,SELL,STOP_MARKET,6.163,65549.2,USDT,TAKER,623c9cf6-ac74-4148-832f-1721532fde78,2024-04-14 23:23:00+00:00,2024-04-14 23:23:00+00:00,False,{},P-20240414-232200-001-140723844938120-5,242.38783176 USDT,
