,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2024-04-07 23:25:10+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,[],True,{},USDT
2024-04-10 02:02:40+00:00,99629.80173400,2467.98844000,97161.81329400,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2467.98844000', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 02:02:40+00:00,99629.80173400,2467.98844000,97161.81329400,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2467.98844000', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 02:02:40+00:00,99629.80173400,2467.98844000,97161.81329400,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2467.98844000', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 02:05:40+00:00,97624.14333320,0.00000000,97624.14333320,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-10 02:05:40+00:00,97624.14333320,0.00000000,97624.14333320,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-11 11:40:40+00:00,97193.91907412,2868.16172720,94325.75734692,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2868.16172720', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-11 11:40:40+00:00,97193.91907412,2868.16172720,94325.75734692,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2868.16172720', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-11 11:40:40+00:00,97193.91907412,2868.16172720,94325.75734692,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2868.16172720', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-11 11:44:40+00:00,95181.77383160,0.00000000,95181.77383160,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-11 11:44:40+00:00,95181.77383160,0.00000000,95181.77383160,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-12 14:39:40+00:00,94860.75827960,2140.10368000,92720.65459960,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2140.10368000', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 14:39:40+00:00,94860.75827960,2140.10368000,92720.65459960,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2140.10368000', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 14:39:40+00:00,94860.75827960,2140.10368000,92720.65459960,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2140.10368000', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 15:27:40+00:00,93092.79668056,0.00000000,93092.79668056,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-12 15:27:40+00:00,93092.79668056,0.00000000,93092.79668056,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-12 17:30:10+00:00,92989.34766412,689.66010960,92299.68755452,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '689.66010960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 17:30:10+00:00,92989.34766412,689.66010960,92299.68755452,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '689.66010960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 17:30:10+00:00,92989.34766412,689.66010960,92299.68755452,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '689.66010960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 18:32:20+00:00,90704.37354856,0.00000000,90704.37354856,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-12 18:32:20+00:00,90704.37354856,0.00000000,90704.37354856,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-14 23:22:00+00:00,90461.05756900,1622.10653040,88838.95103860,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '1622.10653040', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 23:22:00+00:00,90461.05756900,1622.10653040,88838.95103860,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '1622.10653040', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
