client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20250307-155100-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-66b63dac83471c49-36038,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,4.621,88677.6,USDT,348.31231116 USDT,TAKER,b664a594-877a-4172-bb11-89acbec96859,2025-03-07 15:51:00+00:00,2025-03-07 15:51:00+00:00,{},False
O-20250307-155100-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BINANCE-001,T-a3483744f8fa19ab-36085,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,4.621,88169.9,USDT,346.31814172 USDT,TAKER,457add97-0d91-4ed1-b6f7-7c6f43f4c159,2025-03-07 16:03:00+00:00,2025-03-07 16:03:00+00:00,{},False
O-20250307-195700-001-000-4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BINANCE-001,T-52ad3ddf3702e6c2-36996,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,5.781,87733.1,USDT,431.10729344 USDT,TAKER,2d3deec1-942e-4512-acbe-5906fe1a4aaa,2025-03-07 19:57:00+00:00,2025-03-07 19:57:00+00:00,{},False
O-20250307-195700-001-000-6,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-006,BINANCE-001,T-8ac41b381a2aa827-37042,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,5.781,88225.7,USDT,153.00983151 USDT,MAKER,b69d104b-8690-4317-84ce-a6cd305c311f,2025-03-07 20:09:00+00:00,2025-03-07 20:09:00+00:00,{},False
O-20250309-191800-001-000-7,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BINANCE-001,T-571a48855a955cfc-47236,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,10.261,82437.8,USDT,719.01012593 USDT,TAKER,d099fc2d-9f21-4ba2-bd35-6084c466dee4,2025-03-09 19:18:00+00:00,2025-03-09 19:18:00+00:00,{},False
O-20250309-191800-001-000-9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-009,BINANCE-001,T-4a30dc197d0adb24-47278,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,10.261,82751.2,USDT,254.73301896 USDT,MAKER,ef2e0677-440a-4292-814e-687b67f8cbe8,2025-03-09 19:29:00+00:00,2025-03-09 19:29:00+00:00,{},False
