symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,entry_kind,root_low,root_high,pool,shift,flow,delivery_minutes,first_leg_minutes,test_effort,test_progress_per_volume,test_depth,reply_fraction,rebound_ts,tip,tip_ts,episode,impact_imbalance,response_5,common_5,flow_5,response_15,common_15,flow_15,response_60,common_60,flow_60,relative_60,relative_240,value_position,reply_acceleration,activity_burst,owner_15,owner_60,owner_240,stop_bps,target_bps,duration_ratio,entry_fill,exit_fill,entry_ts,exit_ts,reason,hold_minutes,censored
BTCUSDT,1,1735707420000000000,1735705200000000000,1735703100000000000,5.0,93652.9,93579.0,93749.9,1.3125845737484119,market,93579.0,93652.9,93640.3,93652.5,-0.07841603610881098,32,36,0.8883036757682147,1.4458827041880695,0.5578851412944277,0.672743846854971,1735705500000000000,93579.1,1735706880000000000,101,-0.14113928114673313,-0.14046696432008832,0.23333727244504263,0.1348626503411733,-0.2616763099951223,0.3736870074524557,0.09809253691833472,0.3435831363875171,-0.16032431169710404,-0.48327220260988724,-0.14160242862558164,-0.316557429545227,-0.2519043623572221,-0.16558063620804492,0.4567959355839517,1.0,1.0,1.0,7.890839472135319,10.357394165049882,0.8888888888888888,93671.63058,93560.28420000001,1735707420000000001,1735707540000000000,stop,1.9999999999833333,0
BTCUSDT,-1,1735716960000000000,1735714800000000000,1735713600000000000,5.0,93728.2,93765.90000000001,93627.8,2.6631299734738243,market,93728.2,93765.90000000001,93735.5,93735.4,-0.03650013359392257,26,21,0.7710033933939188,1.0615665745555134,0.2810760667903719,0.34879406307982197,1735715400000000000,93765.8,1735716720000000000,102,0.17782617049723431,-0.29322101958542607,0.2917664290768054,0.10095522204099344,-0.299757524689756,0.21564252526510388,-0.05967106465435621,-0.19904767428462553,-0.09568082324064789,-0.1645630304719169,-0.3233356069767889,0.21057744371145723,-0.04361571580186103,-0.013886655892516156,0.4023812486743063,-1.0,-1.0,-1.0,4.022268644870129,10.711824189517582,1.2380952380952381,93709.45436,93784.65318000001,1735716960000000001,1735717140000000000,stop,2.9999999999833333,0
BTCUSDT,-1,1735731420000000000,1735725900000000000,1735723800000000000,5.0,93384.6,93510.1,93160.1,1.7888446215139442,market,93384.6,93510.1,93510.0,93400.5,-0.0008381943484845333,27,36,0.3997153195838156,1.997720107907594,-0.05714285714285714,0.3011428571428405,1735729800000000000,93490.0,1735731060000000000,104,-0.15478206345466403,0.13067665781673352,0.18421828731063367,0.11615176142285309,-0.006748379558274627,-0.10855283719607374,0.08472033419262291,0.27989323006981276,-0.4053917233930329,0.016465537660018233,0.3639191082123709,0.4758402036798614,-0.13696315571060771,0.0939913705960053,0.5942168432595984,1.0,1.0,-1.0,13.439046695065352,24.040366398742403,0.75,93365.92308000001,93528.80202,1735731420000000001,1735731660000000000,stop,3.9999999999833333,0
BTCUSDT,-1,1735735620000000000,1735732200000000000,1735729800000000000,5.0,93673.7,93968.0,93375.1,1.0146109412164062,market,93673.7,93968.0,93692.3,93779.3,-0.10860898185300694,32,41,2.2782684371073576,1.1791516231659904,0.8685786322092302,0.9271982351087122,1735733700000000000,93967.9,1735734540000000000,104,-0.14238247443074317,0.219048144455837,1.0956026267491878,0.24864751884440295,-0.1209174592806116,0.791934697048436,0.32993980532715295,0.10065378197014023,0.025937942507657484,-0.26205119054342096,-0.08022011396984781,0.1596348341567753,-0.41767931811960485,-0.2691848023907202,0.7044533259595092,-1.0,1.0,-1.0,31.417569712737183,31.876609976972325,0.7804878048780488,93654.86528000001,93986.7936,1735735620000000001,1735739940000000000,stop,71.99999999998333,0
BTCUSDT,1,1735738080000000000,1735736100000000000,1735734600000000000,5.0,93698.8,93569.9,93871.79999999999,1.3421256788205875,market,93569.9,93698.8,93657.7,93682.3,-0.1912987948642878,18,26,0.7245711068490999,2.480611106570223,0.40943043884219554,0.6013071895425054,1735737000000000000,93570.0,1735737780000000000,104,0.14806606427255917,0.8379022581343176,0.0859360653835118,0.08971704135911676,1.1159622865180543,-0.5768746676994173,-0.1100379164775289,0.25114784885516145,-0.4703345372167152,-0.06535163746261433,0.11670292770574776,-0.10673361408520392,0.2953683050463393,0.2571251041687822,0.5384665047609236,1.0,-1.0,1.0,13.756846405717972,18.463416820704797,0.6923076923076923,93717.43974,93871.79999999999,1735738080000000001,1735738560000000000,target,7.999999999983333,0
BTCUSDT,-1,1735744020000000000,1735740600000000000,1735737900000000000,5.0,94075.8,94430.1,93622.8,1.278577476714638,market,94075.8,94430.1,94430.0,94080.4,-0.19453620356300627,32,46,0.769193459110922,1.3528686497613553,-0.22841570667656821,0.21033073206986536,1735742100000000000,94245.6,1735743900000000000,104,-0.12967952225936902,0.04460135496409686,0.6436430370255664,-0.005140181252742453,0.05946478197814864,0.413077912046423,0.0004907134363986151,-0.03886831071572889,0.37928501599587583,0.2962592983724824,0.24496350650889323,-0.39833770184490214,-0.27714456226507084,0.20565071926237832,0.7362926039931265,-1.0,1.0,-1.0,37.661120075513885,48.152659876397536,0.6956521739130435,94056.98484,94448.98602,1735744020000000001,1735747140000000000,stop,51.99999999998333,0
BTCUSDT,-1,1735745880000000000,1735743900000000000,1735742100000000000,5.0,94066.9,94245.70000000001,93854.5,1.1879194630870997,market,94066.9,94245.70000000001,94245.6,94079.3,-0.20948312921303192,23,31,0.9957537334740539,1.7071518118865663,-0.050102249488765946,0.40669734151329523,1735744500000000000,94226.0,1735745100000000000,105,-0.13821968385948552,0.1573797011453951,0.41791773210941835,-0.0007945187348361428,0.47821677941159474,0.10387141854548136,-0.10709696585165648,0.16774072281773614,-0.22136016842535453,-0.03718763518199526,0.1191603224239249,-0.44462294348943376,-0.20553296025846957,0.23371821596673742,0.3029911691139597,-1.0,1.0,-1.0,19.007748740525887,22.579674678340012,0.7419354838709677,94047.98664,94264.54914,1735745880000000001,1735746420000000000,stop,8.999999999983334,0
BTCUSDT,-1,1735754520000000000,1735753200000000000,1735752000000000000,5.0,94048.4,94180.1,93880.3,1.2763857251326987,market,94048.4,94180.1,94085.4,94085.0,-0.140906898215577,12,21,1.1375705224924075,2.312709722401815,0.46101364522420646,0.6413255360624156,1735753800000000000,94180.0,1735754160000000000,107,-0.105051752811868,0.38504261021517044,0.11106150343552595,0.10133565745391697,-0.2563578099072161,-0.4074181110023805,0.01595848333858654,-0.042540799021878385,0.08649708809461369,0.053254401521703215,0.07613084897264243,0.8417885606024944,0.06303200838885875,0.34348315196635,0.5454270646370459,-1.0,1.0,-1.0,14.003428022168547,17.873775630419154,0.5714285714285714,94029.59032,94198.93602000001,1735754520000000001,1735755840000000000,stop,21.999999999983334,0
BTCUSDT,1,1735770180000000000,1735767600000000000,1735766700000000000,5.0,94814.6,94662.4,94985.5,1.1228646517738574,market,94662.4,94814.6,94705.7,94813.8,-0.14047898763534483,18,16,2.4053320378262613,1.1151204355209563,0.1543408360128465,0.5434083601286213,1735769100000000000,94662.5,1735769340000000000,108,-0.020407420376233824,-0.3869189814158976,0.6019034532505141,-0.05018193859782728,-0.09654048584687709,0.4003055229244768,-0.06976950434538842,0.07046746903275646,-0.3213141713894963,-0.370466170553085,-0.3139213228887627,0.20199574135415493,0.20773236049025748,-0.151282719654184,0.5757298983127893,1.0,1.0,1.0,16.052380118674932,18.02465021209752,1.125,94833.4629,94643.46751999999,1735770180000000001,1735772580000000000,stop,39.99999999998333,0
BTCUSDT,1,1735774500000000000,1735772700000000000,1735771500000000000,5.0,94671.1,94576.59999999999,94939.9,2.8444444444438832,market,94576.59999999999,94671.1,94655.0,94666.3,0.015272668123560207,25,21,0.9210529576011781,1.4036088436450618,0.2747368421052734,0.33122807017546924,1735773000000000000,94576.7,1735774140000000000,108,-0.029386874086522064,0.7373661712211742,-0.41758271626315474,0.12856278104404106,-0.34095494479844335,0.07809379425443948,0.1812519586545736,-0.30202244994569005,-0.24083044851485044,0.08949706819568937,-0.25675859370044307,0.186216343057785,-0.11483563509644915,0.412862777888168,0.7235057761811574,-1.0,1.0,1.0,9.981926902720527,28.393036523288348,1.1904761904761905,94689.9342,94557.68467999999,1735774500000000001,1735774620000000000,stop,1.9999999999833333,0
