symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,entry_kind,root_low,root_high,pool,shift,flow,delivery_minutes,first_leg_minutes,test_effort,test_progress_per_volume,test_depth,reply_fraction,rebound_ts,tip,tip_ts,episode,impact_imbalance,response_5,common_5,flow_5,response_15,common_15,flow_15,response_60,common_60,flow_60,relative_60,relative_240,value_position,reply_acceleration,activity_burst,owner_15,owner_60,owner_240,stop_bps,target_bps,duration_ratio,entry_fill,exit_fill,entry_ts,exit_ts,reason,hold_minutes,censored
BTCUSDT,-1,1743467460000000000,1743466200000000000,1743465000000000000,5.0,82570.9,82715.1,82383.40000000001,1.3002773925101963,market,82570.9,82715.1,82676.2,82582.0,0.141802599532451,11,21,0.8102687506254765,3.5299037674591864,0.13246841925573125,0.49197678388531474,1743466800000000000,82715.0,1743467280000000000,83,0.15990471508231133,0.1853391122362101,0.04347966197840949,0.08587964158679552,-0.3009813497243501,-0.6076144401612829,0.12971083664199226,-0.523617600939646,-0.24568334521764204,0.06176464474924211,-0.47117736688068224,-0.04947803751955268,-0.09220344547620284,0.2494990007937653,0.6681937912259833,1.0,-1.0,1.0,17.463779612431455,22.707757817825097,0.5238095238095238,82554.4858,82731.64302,1743467460000000001,1743468360000000000,stop,14.999999999983334,0
BTCUSDT,-1,1743473160000000000,1743471300000000000,1743470100000000000,5.0,82610.2,82710.3,82505.1,1.0499500499499017,market,82610.2,82710.3,82700.0,82612.0,-0.28413936003722196,26,21,1.4894959016817375,0.844054073340658,0.05230769230767738,0.5128205128205128,1743471600000000000,82710.2,1743472080000000000,83,0.1586765809103419,0.49373963538493265,-0.17152407592336422,0.005554800564051373,0.2948119802251906,-0.06587418768914742,-0.05345302020547836,0.16245828617267422,-0.25426812338417054,-0.024529820922880672,0.08608528271170135,-0.3360681108152548,-0.11254092652977513,0.15450775429291844,0.3304678429815153,1.0,-1.0,1.0,12.117147761415154,12.72239989734818,1.2380952380952381,82593.57798,82726.84206,1743473160000000001,1743473280000000000,stop,1.9999999999833333,0
BTCUSDT,-1,1743478560000000000,1743474000000000000,1743473400000000000,5.0,82983.5,83213.1,82751.0,1.0126306620208803,market,82983.5,83213.1,82994.5,83001.4,0.03223243784114538,56,11,0.5734417136990282,0.6410039884080241,0.8969622331691083,0.9421182266009627,1743475200000000000,83213.0,1743477600000000000,84,0.15177222666057774,0.038267274695383796,0.2623007060102916,0.13252481046231843,0.02799747592364135,0.6353957498945764,0.27489977478979744,-0.01943999686956369,-0.4415537261613318,0.09591161787989999,0.03811541839754781,-0.37810168600869604,-0.2854737381280749,-0.11886267863617532,0.7980385922596211,-1.0,-1.0,1.0,27.66815089746827,28.017617960196905,5.090909090909091,82966.9033,83229.74262,1743478560000000001,1743484620000000000,stop,100.99999999998333,0
BTCUSDT,-1,1743482820000000000,1743477600000000000,1743475200000000000,5.0,83098.8,83213.1,82846.20000000001,2.2099737532807073,market,83098.8,83213.1,83213.0,83110.0,-0.1518981894000242,27,41,0.7615464190966968,1.8382364961241104,-0.04933224311803246,0.2619242300354124,1743481200000000000,83194.9,1743482340000000000,84,0.15091230973545328,-0.2276366454338946,0.39551408422233647,0.10690425364369241,0.032003887177124365,-0.23002214345323066,0.009130614189464264,-0.10110163885416618,-0.04995121830846559,-0.0702168008872026,-0.21092513065343457,-0.0969478895680228,-0.28737971803911533,0.02756038106032421,0.4532988216115227,-1.0,-1.0,1.0,13.754711259368717,30.397550867159485,0.6585365853658537,83082.28022,83229.74262,1743482820000000001,1743484620000000000,stop,29.999999999983334,0
BTCUSDT,-1,1743485580000000000,1743482400000000000,1743481200000000000,5.0,83185.1,83292.1,82970.90000000001,2.0018691588784776,market,83185.1,83292.1,83194.9,83248.0,-0.19626288966887362,28,21,1.4688815464370102,0.5911073555021535,0.43328871039718697,0.477019187862554,1743483900000000000,83292.0,1743485160000000000,85,0.1831933696965288,0.2905595821238076,0.28247468087020894,0.1473144641743543,0.22755389196652062,-0.11486482205675935,0.13116527628019817,0.5912059926356698,-0.5623530640956458,-0.10313478440745708,0.4482251175959954,0.16779946318834343,-0.25376873228005303,0.19689136393833925,0.6892524898936918,-1.0,-1.0,1.0,12.862880491818848,25.74980375091177,1.3333333333333333,83168.46298000001,82970.90000000001,1743485580000000001,1743487080000000000,target,24.999999999983334,0
BTCUSDT,-1,1743503520000000000,1743501300000000000,1743499800000000000,5.0,84315.6,84474.90000000001,84123.40000000001,1.2065285624607256,market,84315.6,84474.90000000001,84359.0,84327.1,-0.014580674305292307,17,26,2.3377460341690592,1.9380450752054619,0.49130250318202945,0.6754348748408955,1743502500000000000,84474.8,1743502920000000000,88,0.1816656701959946,-0.1820710862223485,0.7733663903439305,0.09767779985511166,-0.4079642163418815,0.8730050630653531,0.19897249820057927,-0.6405694939026876,0.5850047858702885,0.33533800152914456,-0.38793382624720557,-0.3138903210514683,-0.5082239116325472,0.3370513824463251,0.8467359926821338,-1.0,-1.0,1.0,18.893300883822555,22.79530715549638,0.6538461538461539,84298.73688000001,84123.40000000001,1743503520000000001,1743505140000000000,target,26.999999999983334,0
BTCUSDT,-1,1743529440000000000,1743528000000000000,1743527400000000000,5.0,85057.3,85220.1,84870.0,1.1504914004913978,market,85057.3,85220.1,85117.3,85076.7,-0.10921073431202788,19,11,0.8444652323048432,1.9553233659931608,0.4151172190783891,0.6576394502829076,1743528300000000000,85220.0,1743528780000000000,92,0.16829147451565124,0.06894877194698103,0.5890344642623362,-0.009386628925520482,0.023097641134596895,0.17716466483171336,-0.03236522518411265,-0.1827407100930716,0.18413737538252659,-0.06550749442821412,-0.40271557568006605,-1.3695256062135528,-0.8795596747346627,0.10901730002261915,0.3367847079739618,-1.0,-1.0,-1.0,19.14003853872659,22.020449743878878,1.7272727272727273,85040.38852,85237.14402,1743529440000000001,1743529860000000000,stop,6.999999999983333,0
BTCUSDT,1,1743561060000000000,1743556500000000000,1743550500000000000,5.0,84822.9,84594.29999999999,85178.79999999999,1.5568678915134957,market,84594.29999999999,84822.9,84806.0,84800.0,-0.14305437677418875,46,101,1.550608183117826,1.5631701270514304,0.567444355054999,0.6127648163046489,1743558300000000000,84594.4,1743559860000000000,97,-0.10390650042010187,-0.4683217086984916,0.8463312601907896,0.1869064882074801,-0.1534163148906996,0.8367675677404535,0.04708069381488055,0.3890518442323888,-0.42685854111705385,-0.30186204597372013,0.27630467700683886,0.6118792006603361,-0.24252231158348544,-0.26082999033809406,0.8204229468883918,-1.0,1.0,1.0,26.950269325854908,41.958008981064566,0.45544554455445546,84839.86458,84577.38113999998,1743561060000000001,1743565020000000000,stop,65.99999999998333,0
BTCUSDT,-1,1743580860000000000,1743576300000000000,1743574500000000000,5.0,84311.7,84431.20000000001,83970.1,2.8585774058573192,market,84311.7,84431.20000000001,84326.4,84312.0,-0.13724042379391443,41,31,0.8853650769947448,2.2970953980444824,0.2937710437710812,0.33501683501686497,1743578400000000000,84431.1,1743579240000000000,100,-0.0706002264403148,0.1524858268823089,0.040051541384008196,0.08774628431502716,-0.004007040219373235,-0.32346143717767645,-0.044850211248514356,0.6536423942402501,-1.0092270877780143,-0.23683556911259587,0.3494804313162867,0.22803128939408523,-0.11577441350108328,0.11366455133068494,1.2355638066032115,-1.0,1.0,-1.0,14.17359630988517,40.51632217118043,1.3225806451612903,84294.73768,84448.08624,1743580860000000001,1743582420000000000,stop,25.999999999983334,0
BTCUSDT,1,1743621840000000000,1743618900000000000,1743617100000000000,5.0,86291.1,86141.9,86622.2,2.219168900804058,market,86141.9,86291.1,86168.0,86243.8,0.05690137043426824,39,31,0.6334984718181913,1.236148401099191,0.05723090468853144,0.32819722650232197,1743619500000000000,86142.0,1743621780000000000,107,-0.011025525310215235,0.4820905560109268,-0.0343192957674765,0.020700723316081637,0.09969544544894904,-0.25362124837467126,-0.010579376695982147,-0.7383491018149372,0.3314842301004891,0.008404643508927593,-0.633836764832481,-0.4328618884140666,-0.5187607672762093,0.2203747821119819,0.46194206871382,1.0,1.0,1.0,17.29031151532564,38.370121600024945,1.2580645161290323,86308.35822000001,86622.2,1743621840000000001,1743623820000000000,target,32.99999999998333,0
