plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,cell_slope,cell_width_bps,cell_age,cell_turns,edge_divergence,event_activity,event_flow,event_duration,penetration,reclaim,approach_efficiency,response_flow,response_activity,risk_range,risk_bps,cost_r,planned_rr,market_move,relative_move,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2409:s2:XRPUSDT:15m:PIVOT:HIGH:2433:s2:EXCURSION:1724664780000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2409:s2:XRPUSDT:15m:PIVOT:HIGH:2433:s2:EXCURSION:1724664780000000000:1,XRPUSDT,1,1724664780000000000,1724664780000000000,0.5937,0.5921,0.596201,1.56312499999994,0.5931570526315789,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2409:s2:XRPUSDT:15m:PIVOT:HIGH:2433:s2,AUCTION_VALUE,0.5931570526315789,0.599444947368421,0.599444947368421,0.5931570526315789,TWO_SIDED_AUCTION_RETURN,0.04865935660277458,105.91030380397682,0.55,5,0.4149437794704304,14.30337323751554,-0.35385961036733093,1,0.12039842638318185,0.08634803716414716,-0.14015151515152136,-0.35385961036733093,14.30337323751554,0.2544571859044185,26.949637864241968,0.4452749999999872,1.56312499999994,-1.3418335026337513,-0.037183294879554074,9829.54936369,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724664780000000000,1724665200000000000,0.5938,0.5962,119433.79999999999,236.93993847000002,7.0,False,0.0,236.93993847000002,0.8034954255558164,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2450:s2:XRPUSDT:15m:PIVOT:HIGH:2463:s2:EXCURSION:1724692800000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2450:s2:XRPUSDT:15m:PIVOT:HIGH:2463:s2:EXCURSION:1724692800000000000:1,XRPUSDT,1,1724692860000000000,1724692800000000000,0.5895,0.5882000000000001,0.5924594696969697,2.2765151515152073,0.5891439393939394,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2450:s2:XRPUSDT:15m:PIVOT:HIGH:2463:s2,AUCTION_VALUE,0.5891439393939394,0.595975,0.595975,0.5891439393939394,TWO_SIDED_AUCTION_RETURN,0.10498687664042321,115.87889068805167,0.85,5,-0.6898081401796422,4.076937449838923,0.22948948492528798,2,0.07787758924500043,0.05212376621936772,-0.12237762237762176,0.7730051030318211,3.8511466704419366,0.19030719751579767,22.052586938082577,0.5441538461538595,2.2765151515152073,0.07257756178551483,-0.8309239512526914,10066.48930216,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724692860000000000,1724693760000000000,0.5896,0.5881,137997.6,-288.25628676,15.0,False,0.0,-288.25628676,-0.9545078332262534,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:2457:s2:ETHUSDT:15m:PIVOT:HIGH:2463:s2:EXCURSION:1724694060000000000:1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:2457:s2:ETHUSDT:15m:PIVOT:HIGH:2463:s2:EXCURSION:1724694060000000000:1,ETHUSDT,1,1724694060000000000,1724694060000000000,2705.7,2702.29,2718.3319999999994,3.704398826979515,2705.5594999999994,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:2457:s2:ETHUSDT:15m:PIVOT:HIGH:2463:s2,AUCTION_VALUE,2705.5594999999994,2731.1244999999994,2731.1244999999994,2705.5594999999994,TWO_SIDED_AUCTION_RETURN,0.06923528261293764,94.48571534168627,1.1833333333333333,4,0.336397418345372,5.029007474365792,-0.347080813081631,1,0.05356933307253398,0.005495795032287463,-0.11171432940816564,-0.347080813081631,5.029007474365792,0.13338548797183053,12.603023247218298,0.9521524926686621,3.704398826979515,-0.9294007584619199,-0.0632770345100353,9778.233015400001,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724694060000000000,1724694420000000000,2706.05,2701.95,41.44,-281.95776,6.0,False,0.0,-281.95776,-0.9611748856053959,
BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:2488:s2:BTCUSDT:15m:PIVOT:LOW:2496:s2:EXCURSION:1724720640000000000:-1,BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:2488:s2:BTCUSDT:15m:PIVOT:LOW:2496:s2:EXCURSION:1724720640000000000:-1,BTCUSDT,-1,1724720640000000000,1724720640000000000,62972.9,63052.05,62857.1,1.4630448515477041,63002.87333333334,15,BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:2488:s2:BTCUSDT:15m:PIVOT:LOW:2496:s2,PREEXISTING_OPPOSING_TURN,62664.67333333334,63002.87333333334,63002.87333333334,62664.67333333334,TWO_SIDED_AUCTION_RETURN,0.2672974571259633,53.7056416331465,0.31666666666666665,4,0.13010053222945112,5.211073292936134,-0.14582378399764537,1,0.0033313621131383143,0.08862605953085581,0.0038246457856451178,-0.14582378399764537,5.211073292936134,0.23403311649911926,12.568898684990122,0.954737586860374,1.4630448515477041,-0.26648530120697156,0.055964142296262925,9496.2752554,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724720640000000000,1724720700000000000,62965.799999999996,63059.2,1.75,-273.721875,1.0,False,0.0,-273.721875,-0.960804342187918,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2493:s2:ETHUSDT:15m:PIVOT:LOW:2499:s2:EXCURSION:1724725020000000000:-1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2493:s2:ETHUSDT:15m:PIVOT:LOW:2499:s2:EXCURSION:1724725020000000000:-1,ETHUSDT,-1,1724725020000000000,1724725020000000000,2686.82,2690.5049999999997,2682.01,1.3052917232023367,2688.2155999999995,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2493:s2:ETHUSDT:15m:PIVOT:LOW:2499:s2,PREEXISTING_OPPOSING_TURN,2671.2776,2688.2155999999995,2688.2155999999995,2671.2776,TWO_SIDED_AUCTION_RETURN,0.11760538434290049,63.04106713512497,0.5333333333333333,4,0.7778958554729348,1.1686681336970446,0.012952384198829712,1,0.029779194710135213,0.08239461565706728,-0.028566496936225334,0.012952384198829712,1.1686681336970446,0.21755815326482272,13.715098145761496,0.8749481682497816,1.3052917232023367,-0.3492698546815741,0.19350820461400114,9222.5533804,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724725020000000000,1724725920000000000,2686.43,2682.01,37.253,94.63688789,15.0,False,0.0,94.63688789,0.3420487580338458,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2493:s2:ETHUSDT:15m:PIVOT:LOW:2499:s2:EXCURSION:1724726820000000000:1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2493:s2:ETHUSDT:15m:PIVOT:LOW:2499:s2:EXCURSION:1724726820000000000:1,ETHUSDT,1,1724726820000000000,1724726820000000000,2671.1,2668.3500000000004,2678.7406,2.7784000000005236,2670.2816000000003,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2493:s2:ETHUSDT:15m:PIVOT:LOW:2499:s2,AUCTION_VALUE,2670.2816000000003,2687.2196,2687.2196,2670.2816000000003,TWO_SIDED_AUCTION_RETURN,-0.11760538434290049,63.41207742128579,1.0333333333333334,4,0.7778958554729348,3.19097913431072,-0.3062551868367765,1,0.016625339473388775,0.04831739284447236,-0.08391214567298828,-0.3062551868367765,3.19097913431072,0.16235683079463942,10.295383924224272,1.1655709090911017,2.7784000000005236,-0.2678793867392767,-0.5071535111502071,9317.19026829,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724726820000000000,1724728260000000000,2671.46,2667.98,43.629,-268.30613388,24.0,False,0.0,-268.30613388,-0.9598964428619985,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:2471:s2:SOLUSDT:15m:PIVOT:LOW:2485:s2:EXCURSION:1724744700000000000:1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:2471:s2:SOLUSDT:15m:PIVOT:LOW:2485:s2:EXCURSION:1724744700000000000:1,SOLUSDT,1,1724744700000000000,1724744700000000000,157.306,157.094,158.19,4.169811320754307,157.26081349206356,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:2471:s2:SOLUSDT:15m:PIVOT:LOW:2485:s2,PREEXISTING_OPPOSING_TURN,157.26081349206356,160.42494246031754,160.42494246031754,157.26081349206356,TWO_SIDED_AUCTION_RETURN,0.03036518613600925,201.144836703875,9.75,5,-0.3530448272769937,4.361422488957757,-0.44408307840927386,1,0.0075260813647264274,0.0142808679386366,-0.038253638253638055,-0.44408307840927386,4.361422488957757,0.06700106162771328,13.476917600092655,0.8904113207546435,4.169811320754307,-0.09534348485682277,-0.27746135699224694,9048.88413441,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724744700000000000,1724746680000000000,157.33,157.06,628.47,-268.47924164999995,33.0,False,-4.362339521140201,-272.84158117114015,-1.0050652917288487,
BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:2518:s2:BTCUSDT:15m:PIVOT:LOW:2530:s2:EXCURSION:1724751840000000000:1,BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:2518:s2:BTCUSDT:15m:PIVOT:LOW:2530:s2:EXCURSION:1724751840000000000:1,BTCUSDT,1,1724751840000000000,1724751840000000000,62603.9,62479.0,62776.33804166667,1.3806088203896407,62590.09241666667,15,BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:2518:s2:BTCUSDT:15m:PIVOT:LOW:2530:s2,AUCTION_VALUE,62590.09241666667,62962.78366666666,62962.78366666666,62590.09241666667,TWO_SIDED_AUCTION_RETURN,-0.11791261533508006,59.53163461062269,0.48333333333333334,4,-0.6140873980808519,13.361480262974432,-0.32890574932783323,1,0.22912374966321364,0.03704831635659598,-0.011771963193338607,-0.32890574932783323,13.361480262974432,0.3351299500592051,19.950833734000827,0.6014786228983117,1.3806088203896407,-0.27399746454065765,-0.06446301397436044,8776.042553239999,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724751840000000000,1724753220000000000,62611.100000000006,62471.80000000001,1.265,-255.32943424999996,23.0,False,0.0,-255.32943424999996,-0.9697971597146056,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:2585:s2:SOLUSDT:15m:PIVOT:HIGH:2607:s2:EXCURSION:1724829720000000000:1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:2585:s2:SOLUSDT:15m:PIVOT:HIGH:2607:s2:EXCURSION:1724829720000000000:1,SOLUSDT,1,1724829780000000000,1724829720000000000,146.207,145.85750000000002,147.103,2.5636623748213796,146.15869517973854,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:2585:s2:SOLUSDT:15m:PIVOT:HIGH:2607:s2,PREEXISTING_OPPOSING_TURN,146.15869517973854,148.65576135620915,148.65576135620915,146.15869517973854,TWO_SIDED_AUCTION_RETURN,0.05098728606020883,170.78978273753043,2.8833333333333333,7,-0.15691355443594565,15.857364177072647,-0.16411228735450573,2,0.07111273393055963,0.01934462959637077,-0.12414290869722439,0.1285892634207241,4.188014392085729,0.13996425216650288,23.904464218537946,0.5019982832618345,2.5636623748213796,-0.778008494351611,-0.11185054465432853,8520.713118990001,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724829780000000000,1724830860000000000,146.23,145.84,465.92,-249.7494272,18.0,False,0.0,-249.7494272,-0.9770286583305912,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2597:s2:ETHUSDT:15m:PIVOT:HIGH:2625:s2:EXCURSION:1724837580000000000:-1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2597:s2:ETHUSDT:15m:PIVOT:HIGH:2625:s2:EXCURSION:1724837580000000000:-1,ETHUSDT,-1,1724837580000000000,1724837580000000000,2478.3,2483.0950000000003,2467.1216112637367,2.331259381911021,2480.920739010989,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:2597:s2:ETHUSDT:15m:PIVOT:HIGH:2625:s2,AUCTION_VALUE,2453.302483516484,2480.920739010989,2480.920739010989,2453.302483516484,TWO_SIDED_AUCTION_RETURN,-0.08456940160916385,111.4403239902567,0.55,9,-0.8650811768971555,2.0303553277029778,-0.22762641324079638,1,0.0028698767388352854,0.09489154778477324,-0.11275565123789143,-0.22762641324079638,2.0303553277029778,0.1736170483669413,19.347940120244008,0.6202210636079155,2.331259381911021,-0.8204357982915418,-0.06286705044657204,8270.96369179,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724837580000000000,1724838480000000000,2477.98,2483.42,30.403,-240.8130421,15.0,False,0.0,-240.8130421,-0.9705158555225273,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2611:s2:XRPUSDT:15m:PIVOT:LOW:2640:s2:EXCURSION:1724849820000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2611:s2:XRPUSDT:15m:PIVOT:LOW:2640:s2:EXCURSION:1724849820000000000:1,XRPUSDT,1,1724849820000000000,1724849820000000000,0.5808,0.5799,0.5821105799373041,1.4561999303378714,0.5806047021943573,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:2611:s2:XRPUSDT:15m:PIVOT:LOW:2640:s2,AUCTION_VALUE,0.5806047021943573,0.5838164576802507,0.5838164576802507,0.5806047021943573,TWO_SIDED_AUCTION_RETURN,0.5358450051242037,55.29882034940365,0.2,8,0.11800302571853125,2.085761948075007,-0.7181207610381444,1,0.0637352984236813,0.060807183641604,0.005586592178770413,-0.7181207610381444,2.085761948075007,0.2802205846469265,15.495867768595248,0.7743999999999897,1.4561999303378714,0.30235120212995076,-0.3239879806003812,8030.15064969,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724849820000000000,1724850060000000000,0.5809,0.5798,135296.4,-227.34530574,4.0,False,0.0,-227.34530574,-0.943715403183943,
