symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,entry_kind,root_low,root_high,pool,shift,flow,delivery_minutes,tip,tip_ts,owner_60,probe_volume,probe_depth,relative_strength,market_direction,market_breadth,episode
BTCUSDT,1,1763386310000000000,1763386150000000000,1763344800000000000,15.0,94395.5,94270.0,94672.0,2.2031872509960158,market,94270.0,94395.5,94672.1,94333.1,-0.17833497638500012,2.6666666666666665,94270.1,1763386300000000000,1,378.3610000000044,42.58677585266247,-0.7004377089760023,-1.2827993479220254,0.0,87
BTCUSDT,1,1763387520000000000,1763387390000000000,1763339400000000000,15.0,93611.7,93580.0,93729.9,3.7287066246059286,market,93580.0,93611.7,93730.0,93605.6,-0.016583095020676914,2.1666666666666665,93580.1,1763387470000000000,1,231.13899999999558,16.012955645500956,0.39735306827515293,-3.834426305223367,0.0,87
BTCUSDT,1,1763395360000000000,1763395290000000000,1763393400000000000,15.0,93600.4,93554.9,93736.2,2.9846153846154486,market,93554.9,93600.4,93736.3,93590.5,-0.40854467840868985,1.1666666666666667,93555.0,1763395360000000000,1,111.50800000000163,19.369575343695427,-0.08513241755886836,-0.9531926755014883,0.0,89
BTCUSDT,1,1763401660000000000,1763401460000000000,1763334900000000000,15.0,92749.9,92700.79999999999,92922.7,3.519348268838746,market,92700.79999999999,92749.9,92922.8,92746.9,-0.08510489826246768,3.3333333333333335,92700.9,1763401660000000000,1,243.61699999999837,23.924554096555227,0.007561626740056893,-1.0912758085862784,0.0,91
BTCUSDT,1,1763426540000000000,1763426510000000000,1763415900000000000,15.0,91402.7,91330.2,91479.9,1.0648275862068564,market,91330.2,91402.7,91480.0,91343.9,-0.019399374412407352,0.5,91330.3,1763426540000000000,-1,64.89900000000489,16.378071982555998,-0.7796323657790833,-1.7025564824489052,0.0,93
BTCUSDT,1,1763468070000000000,1763467980000000000,1763465400000000000,15.0,91096.7,91069.9,91187.9,3.4029850746263874,market,91069.9,91096.7,91188.0,91083.7,-0.23129042844903006,1.5,91070.0,1763468070000000000,-1,94.45699999999488,12.953268340126481,-0.21517820835469226,-1.3920459913812442,0.0,104
BTCUSDT,-1,1763479280000000000,1763479220000000000,1763477100000000000,15.0,92636.5,92785.8,92410.1,1.5164099129269242,market,92636.5,92785.8,92410.0,92657.1,-0.34129481311958537,1.0,92785.7,1763479280000000000,1,209.7600000000093,40.556368170213375,-0.2912474585906124,-3.4893080023465823,0.0,108
BTCUSDT,-1,1763482320000000000,1763482090000000000,1763406000000000000,15.0,93140.4,93200.1,93018.0,2.0502512562809097,market,93140.4,93200.1,93017.9,93151.5,-0.489194414792085,3.8333333333333335,93200.0,1763482310000000000,-1,233.25900000002002,19.551129262919833,-0.10088187623790501,-0.5376529441815374,0.25,108
BTCUSDT,1,1763511470000000000,1763511430000000000,1763503200000000000,15.0,92239.2,92129.9,92420.2,1.6559926806952898,market,92129.9,92239.2,92420.3,92227.1,-0.301952607373877,0.6666666666666666,92130.0,1763511450000000000,1,307.8959999999497,31.472519275969752,-0.42395467522373265,-1.810002190894842,0.0,113
BTCUSDT,-1,1763518600000000000,1763518210000000000,1763514000000000000,15.0,92785.1,92836.0,92633.40000000001,2.9803536345778867,market,92785.1,92836.0,92633.3,92795.9,-0.3488948651139558,6.5,92835.9,1763518600000000000,1,47.59600000001956,21.835402451470255,0.1217501258533833,-1.3977298035055403,0.0,114
BTCUSDT,1,1763523520000000000,1763523390000000000,1763512200000000000,15.0,91773.8,91716.29999999999,91838.5,1.1252173913040124,market,91716.29999999999,91773.8,91838.6,91750.1,-0.4635113396920901,2.1666666666666665,91716.4,1763523510000000000,-1,88.27399999997579,13.315347081630229,-0.05228456798018888,-1.542017256468768,0.0,115
BTCUSDT,1,1763561360000000000,1763561350000000000,1763555400000000000,15.0,91141.9,91135.9,91165.9,4.0,market,91135.9,91141.9,91166.0,91141.4,-0.17919523871022502,0.16666666666666666,91136.0,1763561360000000000,-1,46.3739999999525,3.291570616807418,0.723064782043994,-1.488395883529489,0.0,121
BTCUSDT,-1,1763564910000000000,1763564860000000000,1763539200000000000,15.0,92171.5,92245.90000000001,91987.3,2.4758064516125735,market,92171.5,92245.90000000001,91987.2,92225.1,-0.11428571428653768,0.8333333333333334,92245.8,1763564910000000000,1,96.94999999995343,28.056394872602247,0.29770737028775573,-2.1060922170928547,0.0,122
BTCUSDT,1,1763566520000000000,1763566240000000000,1763562600000000000,15.0,90693.8,90629.5,91006.29999999999,4.860031104198621,market,90629.5,90693.8,91006.4,90656.6,-0.21571822341695515,4.666666666666667,90629.6,1763566520000000000,-1,73.6469999999972,41.54639016117842,-0.7726107086456482,-3.850478108474099,0.0,123
BTCUSDT,-1,1763587270000000000,1763587220000000000,1763572500000000000,15.0,90350.2,90396.5,90098.6,5.434125269977872,market,90350.2,90396.5,90098.5,90354.7,-0.13762652034522363,0.8333333333333334,90396.4,1763587270000000000,1,333.1480000000447,32.971703438397945,-0.03534927409413191,-1.8522709244606854,0.0,124
BTCUSDT,-1,1763601650000000000,1763601580000000000,1763566200000000000,15.0,92416.9,92478.1,92348.3,1.1209150326793826,market,92416.9,92478.1,92348.2,92418.0,-0.23725348851042616,1.1666666666666667,92478.0,1763601610000000000,1,287.1570000000065,14.045050201857336,0.056865642077904566,-1.972529792700707,0.0,124
BTCUSDT,1,1763612320000000000,1763612240000000000,1763610300000000000,15.0,92241.6,92197.0,92329.9,1.9798206278021713,market,92197.0,92241.6,92330.0,92240.2,-0.14352870142786242,1.3333333333333333,92197.1,1763612320000000000,1,92.74800000002142,14.407815996252687,0.35832511159375924,-0.9454968026294267,0.0,124
BTCUSDT,-1,1763614730000000000,1763614690000000000,1763604900000000000,15.0,92835.3,92894.1,92760.1,1.2789115646257376,market,92835.3,92894.1,92760.0,92846.6,-0.12510416666643526,0.6666666666666666,92894.0,1763614710000000000,-1,345.5999999999767,14.434164590409035,-0.09097137152305645,-2.523234231672688,0.0,124
