symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
ETHUSDT,1,1722646500000000000,2957.09,2951.29,2965.26,93,15.0,1722635100000000000,1722646430000000000,market,1.4086206896550624,10000.0,29.435,2.999967643397134,1722646501000000000,1722646534000000000,9700.16475941,-0.9994508019666689,0.55
ETHUSDT,-1,1722655530000000000,2974.48,2976.01,2971.11,94,15.0,1722652200000000000,1722655440000000000,market,2.2026143790846078,9700.16475941,46.111,2.999977799352698,1722655531000000000,1722655838000000000,9717.78052102,0.060534235059983565,5.116666666666666
SOLUSDT,1,1722673010000000000,150.85,150.69,151.09,95,15.0,1722664800000000000,1722672940000000000,market,1.4000000000002675,9717.78052102,706.4,2.999980346655793,1722673011000000000,1722673054000000000,9764.24754389,0.15938832524391433,0.7166666666666667
BTCUSDT,1,1722698530000000000,61734.1,61666.0,61811.399999999994,99,15.0,1722687300000000000,1722698310000000000,market,1.1350954478708453,9764.24754389,1.804,2.9987519330498555,1722698531000000000,1722698545000000000,9487.12874419,-0.9460322755862098,0.23333333333333334
SOLUSDT,-1,1722727510000000000,143.51,143.72,143.28,100,15.0,1722721500000000000,1722727120000000000,market,1.0412844036697935,9487.12874419,551.17,2.9999880501616776,1722727511000000000,1722727569000000000,9199.527374020001,-1.0104967053251999,0.9666666666666667
BTCUSDT,-1,1722750200000000000,60892.19999999999,60915.2,60773.100000000006,103,15.0,1722746700000000000,1722749820000000000,market,5.178260869565154,9199.527374020001,2.275,2.999790697832337,1722750201000000000,1722750491000000000,9324.98819025,0.4545915281992589,4.833333333333333
SOLUSDT,1,1722780760000000000,142.28,142.17,142.51,107,15.0,1722767400000000000,1722780500000000000,market,2.1376146788995034,9324.98819025,773.03,2.9999800725563937,1722780761000000000,1722780783000000000,9372.30807042,0.16915081357949577,0.36666666666666664
XRPUSDT,-1,1722797470000000000,0.5288,0.5295,0.5267,108,15.0,1722794400000000000,1722797330000000000,market,3.0000000000004756,9372.30807042,151540.7,2.99999917908988,1722797471000000000,1722797483000000000,9054.05424774,-1.131894158439099,0.2
SOLUSDT,1,1722806900000000000,140.5,140.39,141.07,109,15.0,1722804300000000000,1722806500000000000,market,5.666666666666481,9054.05424774,759.78,2.9999960206895206,1722806901000000000,1722806924000000000,8770.83115233,-1.0427118712433736,0.38333333333333336
ETHUSDT,-1,1722829640000000000,2341.42,2343.49,2337.16,112,15.0,1722826800000000000,1722829570000000000,market,2.0579710144924768,8770.83115233,46.705,2.9999849402671273,1722829641000000000,1722829643000000000,8508.50313452,-0.996971336976471,0.03333333333333333
SOLUSDT,1,1722834720000000000,116.54,114.83,118.99,113,15.0,1722820500000000000,1722834630000000000,market,1.4324166179052011,8508.50313452,135.41,2.9999456922776337,1722834721000000000,1722834745000000000,8251.89856481,-1.0052867727459023,0.4
BTCUSDT,1,1722851290000000000,52014.4,51949.9,52249.9,114,15.0,1722845700000000000,1722851210000000000,market,3.6511627906976742,8251.89856481,1.764,2.999926338767893,1722851291000000000,1722851300000000000,8029.59181659,-0.8980024272556361,0.15
BTCUSDT,1,1722860330000000000,50480.4,50399.9,50590.0,116,15.0,1722858300000000000,1722860280000000000,market,1.3614906832297955,8029.59181659,1.558,2.9983211178037283,1722860331000000000,1722860352000000000,7793.316426970001,-0.9808526386601976,0.35
ETHUSDT,1,1722861230000000000,2207.66,2196.14,2222.3,117,15.0,1722854700000000000,1722861180000000000,market,1.2708333333333244,7793.316426970001,15.848,2.9998681416555715,1722861231000000000,1722861267000000000,7992.371203479999,0.8513909680399889,0.6
XRPUSDT,-1,1722866710000000000,0.4742,0.4767,0.4694,118,15.0,1722850200000000000,1722866420000000000,market,1.9200000000000088,7992.371203479999,71574.6,2.9999978253477533,1722866711000000000,1722866769000000000,7735.72676942,-1.0703725153483539,0.9666666666666667
ETHUSDT,1,1722882500000000000,2410.65,2408.04,2424.4,119,15.0,1722878100000000000,1722882190000000000,market,5.268199233716044,7735.72676942,35.958,2.9999789655780997,1722882501000000000,1722882611000000000,8144.05914722,1.7595087915728578,1.8333333333333333
SOLUSDT,-1,1722903470000000000,135.12,135.46,134.65,122,15.0,1722899700000000000,1722903440000000000,market,1.3673469387755355,8144.05914722,428.5,2.9999859735863597,1722903471000000000,1722903494000000000,8281.026189470002,0.5606010458014085,0.38333333333333336
ETHUSDT,1,1722928490000000000,2494.73,2493.78,2499.29,124,15.0,1722925800000000000,1722928420000000000,market,4.799999999998564,8281.026189470002,50.188,2.999977547559971,1722928491000000000,1722928514000000000,8385.339608459999,0.419889260917287,0.38333333333333336
BTCUSDT,1,1722933350000000000,54944.4,54849.9,55219.9,127,15.0,1722920400000000000,1722933260000000000,market,2.9153439153439153,8385.339608459999,1.441,2.999009830436022,1722933351000000000,1722933403000000000,8117.302932019999,-1.0654972008908525,0.8666666666666667
BTCUSDT,1,1722948360000000000,54740.899999999994,54699.9,54840.6,129,15.0,1722942900000000000,1722948330000000000,market,2.4317073170730996,8117.302932019999,1.987,2.999831584744831,1722948361000000000,1722948384000000000,7852.123039019999,-1.0889491054717853,0.38333333333333336
BTCUSDT,-1,1722953160000000000,55888.2,55999.0,55443.299999999996,131,15.0,1722948300000000000,1722953110000000000,market,4.0153429602887165,7852.123039019999,1.233,2.9995624378897,1722953161000000000,1722953257000000000,7643.82114188,-0.8842699658205907,1.6
SOLUSDT,-1,1722954210000000000,144.81,145.01,143.96,132,15.0,1722802500000000000,1722953920000000000,market,4.162561576355336,7643.82114188,516.85,2.9999910228664923,1722954211000000000,1722954314000000000,7404.3706777,-1.044200536771097,1.7166666666666666
BTCUSDT,-1,1722968300000000000,56956.700000000004,57000.0,56900.1,135,15.0,1722964500000000000,1722968210000000000,market,1.3071593533486083,7404.3706777,1.733,2.9996115398735474,1722968301000000000,1722968319000000000,7398.39522988,-0.026900543296659585,0.3
ETHUSDT,1,1722983350000000000,2458.79,2455.57,2471.52,138,15.0,1722976200000000000,1722983180000000000,market,3.953416149068016,7398.39522988,31.393,2.9999151178834147,1722983351000000000,1722983470000000000,7722.27848551,1.4592500380890143,1.9833333333333334
ETHUSDT,-1,1722994970000000000,2481.17,2484.97,2471.41,141,15.0,1722991500000000000,1722994830000000000,market,2.5684210526313938,7722.27848551,30.29,2.9999513983074135,1722994971000000000,1722995046000000000,7945.51598687,0.9636080930383484,1.25
SOLUSDT,-1,1722997720000000000,150.34,150.48,149.51,142,15.0,1722983400000000000,1722997590000000000,market,5.7762237762250495,7945.51598687,624.53,2.9999975325472676,1722997721000000000,1722997754000000000,7693.33277821,-1.0579686667580173,0.55
ETHUSDT,-1,1723016930000000000,2515.35,2518.46,2510.98,143,15.0,1723013100000000000,1723016880000000000,market,1.4051446945336694,7693.33277821,32.883,2.999933929359188,1723016931000000000,1723016957000000000,7464.914132240001,-0.9896822463252594,0.43333333333333335
SOLUSDT,1,1723028670000000000,151.97,151.86,152.24,145,15.0,1723025700000000000,1723028530000000000,market,2.313043478261428,7464.914132240001,590.19,2.9999620773230413,1723028671000000000,1723028708000000000,7520.01876627,0.2460605844614235,0.6166666666666667
XRPUSDT,1,1723038510000000000,0.5078,0.5071,0.509,147,15.0,1723015800000000000,1723038450000000000,market,1.714285714285601,7520.01876627,128494.6,2.9999999900906285,1723038511000000000,1723038605000000000,7574.2824423,0.24052987861055514,1.5666666666666667
SOLUSDT,1,1723051140000000000,145.35,145.23,146.18,148,15.0,1723045500000000000,1723051090000000000,market,7.076923076923694,7574.2824423,649.18,2.999973221112533,1723051141000000000,1723051179000000000,7337.6256889999995,-1.0414925114593336,0.6333333333333333
BTCUSDT,1,1723054040000000000,55320.700000000004,55299.9,55395.4,149,15.0,1723051800000000000,1723054010000000000,market,3.5913461538471174,7337.6256889999995,2.116,2.9994237494585985,1723054041000000000,1723054046000000000,7118.95398438,-0.9933808468308529,0.08333333333333333
ETHUSDT,1,1723063980000000000,2309.99,2306.99,2324.88,150,15.0,1723056300000000000,1723063840000000000,market,4.963333333333291,7118.95398438,33.304,2.99999091438902,1723063981000000000,1723064057000000000,7542.44824485,1.9829423507967014,1.2666666666666666
SOLUSDT,-1,1723080170000000000,148.34,148.59,147.84,153,15.0,1723053600000000000,1723079580000000000,market,1.9960000000003215,7542.44824485,456.03,2.999973307230645,1723080171000000000,1723080357000000000,7692.70738762,0.6640599881813241,3.1
ETHUSDT,-1,1723082740000000000,2444.51,2456.1,2422.01,154,15.0,1723046400000000000,1723081480000000000,market,1.9413287316652044,7692.70738762,15.177,2.999906968183883,1723082741000000000,1723083354000000000,7460.32549585,-1.0069358768885261,10.216666666666667
ETHUSDT,-1,1723109560000000000,2435.17,2436.56,2432.0,156,15.0,1723107600000000000,1723109510000000000,market,2.2805755395678604,7460.32549585,41.165,2.9999604140493794,1723109561000000000,1723109604000000000,7488.504574150001,0.12590638444964775,0.7166666666666667
ETHUSDT,1,1723124860000000000,2433.01,2431.0,2437.79,159,15.0,1723120200000000000,1723124780000000000,market,2.3781094527359334,7488.504574150001,39.947,2.9999317779504318,1723124861000000000,1723124865000000000,7264.25899767,-0.9981769357711594,0.06666666666666667
BTCUSDT,-1,1723128510000000000,58800.0,58849.100000000006,58500.1,160,15.0,1723121100000000000,1723128460000000000,market,6.107942973523632,7264.25899767,1.625,2.9982235792423713,1723128511000000000,1723128889000000000,7042.96732245,-1.0154358725874113,6.3
BTCUSDT,-1,1723153360000000000,60388.5,60831.299999999996,59839.80000000001,161,15.0,1723138200000000000,1723153350000000000,market,1.2391598915989381,7042.96732245,0.397,2.9947622461645595,1723153361000000000,1723153521000000000,6813.03663365,-1.0882282910645635,2.6666666666666665
