ts,symbol,role,price,quantity,cost
1722646501000000000,ETHUSDT-PERP.BINANCE,entry,2957.1,5.721,12.15294828
1722646501000000000,ETHUSDT-PERP.BINANCE,entry,2957.11,23.714,51.70907264
1722646534000000000,ETHUSDT-PERP.BINANCE,exit,2951.28,29.435,64.42437967
1722655531000000000,ETHUSDT-PERP.BINANCE,entry,2974.47,1.347,2.8743091
1722655531000000000,ETHUSDT-PERP.BINANCE,entry,2974.46,44.764,106.5533403
1722655838000000000,ETHUSDT-PERP.BINANCE,exit,2971.12,4.173,2.47969675
1722655838000000000,ETHUSDT-PERP.BINANCE,exit,2971.11,41.938,24.92048224
1722673011000000000,SOLUSDT-PERP.BINANCE,entry,150.86,73.5,8.13694168
1722673011000000000,SOLUSDT-PERP.BINANCE,entry,150.87,632.9,76.32131475
1722673054000000000,SOLUSDT-PERP.BINANCE,exit,151.08,387.25,11.701146
1722673054000000000,SOLUSDT-PERP.BINANCE,exit,151.09,319.15,9.6440747
1722698531000000000,BTCUSDT-PERP.BINANCE,entry,61726.1,0.37,16.6348916
1722698531000000000,BTCUSDT-PERP.BINANCE,entry,61726.200000000004,1.434,66.90368881
1722698545000000000,BTCUSDT-PERP.BINANCE,exit,61665.9,1.804,84.83601929
1722727511000000000,SOLUSDT-PERP.BINANCE,entry,143.5,78.5,9.29553819
1722727511000000000,SOLUSDT-PERP.BINANCE,entry,143.49,472.67,68.31035867
1722727569000000000,SOLUSDT-PERP.BINANCE,exit,143.73,42.5,4.69933954
1722727569000000000,SOLUSDT-PERP.BINANCE,exit,143.74,508.67,68.71363377
1722750201000000000,BTCUSDT-PERP.BINANCE,entry,60888.899999999994,0.209,9.31770217
1722750201000000000,BTCUSDT-PERP.BINANCE,entry,60888.8,2.066,100.78931734
1722750491000000000,BTCUSDT-PERP.BINANCE,exit,60773.2,0.188,2.28507232
1722750491000000000,BTCUSDT-PERP.BINANCE,exit,60773.100000000006,2.087,25.36669194
1722780761000000000,SOLUSDT-PERP.BINANCE,entry,142.29,113.5,12.23561706
1722780761000000000,SOLUSDT-PERP.BINANCE,entry,142.3,659.53,78.73353171
1722780783000000000,SOLUSDT-PERP.BINANCE,exit,142.5,315.0,8.9775
1722780783000000000,SOLUSDT-PERP.BINANCE,exit,142.51,458.03,13.05477106
1722797471000000000,XRPUSDT-PERP.BINANCE,entry,0.5287,972.0,0.37195674
