ts,symbol,role,price,quantity,cost
1722797471000000000,XRPUSDT-PERP.BINANCE,entry,0.5286,150568.69999999998,79.28452466
1722797483000000000,XRPUSDT-PERP.BINANCE,exit,0.5296,32150.4,14.25111819
1722797483000000000,XRPUSDT-PERP.BINANCE,exit,0.5297,119390.29999999999,60.96369309
1722806901000000000,SOLUSDT-PERP.BINANCE,entry,140.51,114.0,12.11585307
1722806901000000000,SOLUSDT-PERP.BINANCE,entry,140.52,645.78,75.69956907
1722806924000000000,SOLUSDT-PERP.BINANCE,exit,140.38,759.78,90.17847327
1722829641000000000,ETHUSDT-PERP.BINANCE,entry,2341.41,13.852,23.73717182
1722829641000000000,ETHUSDT-PERP.BINANCE,entry,2341.4,32.853,57.62182411
1722829643000000000,ETHUSDT-PERP.BINANCE,exit,2343.5,46.705,83.02704188
1722834721000000000,SOLUSDT-PERP.BINANCE,entry,116.55,135.41,11.25694948
1722834745000000000,SOLUSDT-PERP.BINANCE,exit,114.82,135.41,11.08832023
1722851291000000000,BTCUSDT-PERP.BINANCE,entry,52000.1,1.764,66.82172382
1722851300000000000,BTCUSDT-PERP.BINANCE,exit,51949.8,1.764,66.7558244
1722860331000000000,BTCUSDT-PERP.BINANCE,entry,50477.7,1.558,57.63218289
1722860352000000000,BTCUSDT-PERP.BINANCE,exit,50399.8,1.558,57.27500673
1722861231000000000,ETHUSDT-PERP.BINANCE,entry,2207.67,15.848,25.59921311
1722861267000000000,ETHUSDT-PERP.BINANCE,exit,2222.29,15.848,7.04377038
1722866711000000000,XRPUSDT-PERP.BINANCE,entry,0.4741,22209.6,7.8900403
1722866711000000000,XRPUSDT-PERP.BINANCE,entry,0.474,49365.0,18.09971815
1722866769000000000,XRPUSDT-PERP.BINANCE,exit,0.4768,19805.0,7.26002873
1722866769000000000,XRPUSDT-PERP.BINANCE,exit,0.4769,51769.6,20.02976688
1722882501000000000,ETHUSDT-PERP.BINANCE,entry,2410.66,5.538,9.84635877
1722882501000000000,ETHUSDT-PERP.BINANCE,entry,2410.67,30.42,57.78516031
1722882611000000000,ETHUSDT-PERP.BINANCE,exit,2424.39,35.958,17.43524312
1722903471000000000,SOLUSDT-PERP.BINANCE,entry,135.11,428.5,47.10565325
1722903494000000000,SOLUSDT-PERP.BINANCE,exit,134.66,149.75,4.033067
1722903494000000000,SOLUSDT-PERP.BINANCE,exit,134.65,278.75,7.5067375
1722928491000000000,ETHUSDT-PERP.BINANCE,entry,2494.74,45.824,90.92944803
1722928491000000000,ETHUSDT-PERP.BINANCE,entry,2494.75,4.364,7.94148779
1722928514000000000,ETHUSDT-PERP.BINANCE,exit,2499.28,4.054,2.02641622
1722928514000000000,ETHUSDT-PERP.BINANCE,exit,2499.29,46.134,23.06044897
1722933351000000000,BTCUSDT-PERP.BINANCE,entry,54955.9,1.441,57.64171549
1722933403000000000,BTCUSDT-PERP.BINANCE,exit,54849.8,1.441,57.50486095
1722948361000000000,BTCUSDT-PERP.BINANCE,entry,54751.8,1.987,80.9675376
1722948384000000000,BTCUSDT-PERP.BINANCE,exit,54699.8,1.987,80.8883554
1722953161000000000,BTCUSDT-PERP.BINANCE,entry,55910.899999999994,1.233,49.36553899
1722953257000000000,BTCUSDT-PERP.BINANCE,exit,55999.100000000006,1.233,50.18575815
1722954211000000000,SOLUSDT-PERP.BINANCE,entry,144.8,33.5,3.52676146
1722954211000000000,SOLUSDT-PERP.BINANCE,entry,144.79,483.35,56.17880945
1722954314000000000,SOLUSDT-PERP.BINANCE,exit,145.02,516.85,61.20439327
1722968301000000000,BTCUSDT-PERP.BINANCE,entry,56950.0,0.437,17.96817483
1722968301000000000,BTCUSDT-PERP.BINANCE,entry,56949.9,1.296,54.45946367
1722968319000000000,BTCUSDT-PERP.BINANCE,exit,56900.2,1.733,19.72160932
1722983351000000000,ETHUSDT-PERP.BINANCE,entry,2458.8,4.613,8.29358942
1722983351000000000,ETHUSDT-PERP.BINANCE,entry,2458.81,26.78,51.04276226
1722983470000000000,ETHUSDT-PERP.BINANCE,exit,2471.51,31.393,15.51762269
1722994971000000000,ETHUSDT-PERP.BINANCE,entry,2481.16,10.49,19.33497849
1722994971000000000,ETHUSDT-PERP.BINANCE,entry,2481.15,19.8,37.28225779
1722995046000000000,ETHUSDT-PERP.BINANCE,exit,2471.42,30.29,14.97186236
1722997721000000000,SOLUSDT-PERP.BINANCE,entry,150.33,34.0,3.66147114
1722997721000000000,SOLUSDT-PERP.BINANCE,entry,150.32,590.53,68.18989585
1722997754000000000,SOLUSDT-PERP.BINANCE,exit,150.49,624.53,74.50174167
1723016931000000000,ETHUSDT-PERP.BINANCE,entry,2515.34,12.631,23.70632306
1723016931000000000,ETHUSDT-PERP.BINANCE,entry,2515.33,20.252,38.63551998
1723016957000000000,ETHUSDT-PERP.BINANCE,exit,2518.47,12.386,23.36176236
1723016957000000000,ETHUSDT-PERP.BINANCE,exit,2518.48,20.497,39.38376057
1723028671000000000,SOLUSDT-PERP.BINANCE,entry,151.98,74.25,8.51533755
1723028671000000000,SOLUSDT-PERP.BINANCE,entry,151.99,515.94,66.1800273
1723028708000000000,SOLUSDT-PERP.BINANCE,exit,152.23,52.0,1.583192
1723028708000000000,SOLUSDT-PERP.BINANCE,exit,152.24,538.19,16.38680912
1723038511000000000,XRPUSDT-PERP.BINANCE,entry,0.5079,3984.7,1.50285484
1723038511000000000,XRPUSDT-PERP.BINANCE,entry,0.508,124509.90000000001,59.33205163
1723038605000000000,XRPUSDT-PERP.BINANCE,exit,0.5089,7138.8,0.72658706
1723038605000000000,XRPUSDT-PERP.BINANCE,exit,0.509,121355.8,12.35402044
1723051141000000000,SOLUSDT-PERP.BINANCE,entry,145.36,214.25,22.82359605
1723051141000000000,SOLUSDT-PERP.BINANCE,entry,145.37,434.93,47.21786598
1723051179000000000,SOLUSDT-PERP.BINANCE,exit,145.22,649.18,71.38079127
1723054041000000000,BTCUSDT-PERP.BINANCE,entry,55320.8,1.238,50.62903045
1723054041000000000,BTCUSDT-PERP.BINANCE,entry,55320.899999999994,0.878,35.60566971
1723054046000000000,BTCUSDT-PERP.BINANCE,exit,55299.8,2.116,87.91320446
1723063981000000000,ETHUSDT-PERP.BINANCE,entry,2310.0,9.382,15.5963598
1723063981000000000,ETHUSDT-PERP.BINANCE,entry,2310.01,23.922,40.41514563
1723064057000000000,ETHUSDT-PERP.BINANCE,exit,2324.87,33.304,15.4854941
1723080171000000000,SOLUSDT-PERP.BINANCE,entry,148.33,56.0,6.09208548
1723080171000000000,SOLUSDT-PERP.BINANCE,entry,148.32,400.03,46.83121921
1723080357000000000,SOLUSDT-PERP.BINANCE,exit,147.85,278.75,8.2426375
1723080357000000000,SOLUSDT-PERP.BINANCE,exit,147.84,177.28,5.24181504
1723082741000000000,ETHUSDT-PERP.BINANCE,entry,2444.5,2.259,3.94151156
1723082741000000000,ETHUSDT-PERP.BINANCE,entry,2444.49,12.918,23.14414213
1723083354000000000,ETHUSDT-PERP.BINANCE,exit,2456.11,15.177,28.96208808
1723109561000000000,ETHUSDT-PERP.BINANCE,entry,2435.16,4.436,8.01769616
1723109561000000000,ETHUSDT-PERP.BINANCE,entry,2435.15,36.729,73.47329526
1723109604000000000,ETHUSDT-PERP.BINANCE,exit,2432.01,2.138,1.03992748
1723109604000000000,ETHUSDT-PERP.BINANCE,exit,2432.0,39.027,18.9827328
1723124861000000000,ETHUSDT-PERP.BINANCE,entry,2433.02,29.791,53.29750779
1723124861000000000,ETHUSDT-PERP.BINANCE,entry,2433.03,10.156,17.80646894
1723124865000000000,ETHUSDT-PERP.BINANCE,exit,2430.99,39.947,71.94762975
1723128511000000000,BTCUSDT-PERP.BINANCE,entry,58799.9,1.625,68.89446413
1723128889000000000,BTCUSDT-PERP.BINANCE,exit,58849.2,1.625,72.28471109
1723153361000000000,BTCUSDT-PERP.BINANCE,entry,60339.9,0.397,17.46409026
1723153521000000000,BTCUSDT-PERP.BINANCE,exit,60831.399999999994,0.397,17.34109854
1723157431000000000,BTCUSDT-PERP.BINANCE,entry,61599.9,0.717,32.27801807
1723157492000000000,BTCUSDT-PERP.BINANCE,exit,61812.1,0.717,31.83927293
1723158591000000000,XRPUSDT-PERP.BINANCE,entry,0.6164,437.1,0.19305133
1723158591000000000,XRPUSDT-PERP.BINANCE,entry,0.6163,87404.2,50.29110471
1723158606000000000,XRPUSDT-PERP.BINANCE,exit,0.6176,34290.8,17.3392191
1723158606000000000,XRPUSDT-PERP.BINANCE,exit,0.6177,53550.5,28.06329096
1723177781000000000,BTCUSDT-PERP.BINANCE,entry,60988.4,0.069,3.00209781
1723177781000000000,BTCUSDT-PERP.BINANCE,entry,60988.5,1.505,69.99239645
1723177825000000000,BTCUSDT-PERP.BINANCE,exit,60959.80000000001,1.361,63.30428198
1723177825000000000,BTCUSDT-PERP.BINANCE,exit,60959.7,0.213,9.41276452
1723185491000000000,SOLUSDT-PERP.BINANCE,entry,157.78,11.75,1.3210458
1723185491000000000,SOLUSDT-PERP.BINANCE,entry,157.77,457.12,56.13847597
1723185513000000000,SOLUSDT-PERP.BINANCE,exit,157.94,418.25,51.19780525
1723185513000000000,SOLUSDT-PERP.BINANCE,exit,157.95,50.62,5.80552921
1723196241000000000,XRPUSDT-PERP.BINANCE,entry,0.5892,16953.4,7.52102419
1723196241000000000,XRPUSDT-PERP.BINANCE,entry,0.5893,46302.1,21.48727576
1723196349000000000,XRPUSDT-PERP.BINANCE,exit,0.5872,63255.5,32.47623092
1723198911000000000,BTCUSDT-PERP.BINANCE,entry,60250.899999999994,1.399,61.58518656
1723198930000000000,BTCUSDT-PERP.BINANCE,exit,60200.8,1.399,60.9035156
1723212291000000000,BTCUSDT-PERP.BINANCE,entry,61028.19999999999,1.463,65.01629888
1723212292000000000,BTCUSDT-PERP.BINANCE,exit,61052.600000000006,1.463,65.04279676
1723223751000000000,BTCUSDT-PERP.BINANCE,entry,60678.1,1.244,58.97798449
1723223826000000000,BTCUSDT-PERP.BINANCE,exit,60553.40000000001,1.244,15.06568592
