ts,symbol,role,price,quantity,cost
1754796061000000000,SOLUSDT-PERP.BINANCE,entry,185.32,200.56,27.19952734
1754796061000000000,SOLUSDT-PERP.BINANCE,entry,185.31,436.89,60.47223943
1754796122000000000,SOLUSDT-PERP.BINANCE,exit,185.52,637.45,96.71120661
1754806821000000000,XRPUSDT-PERP.BINANCE,entry,3.2408,2126.1,5.06069614
1754806821000000000,XRPUSDT-PERP.BINANCE,entry,3.2409,35713.0,97.37144793
1754806863000000000,XRPUSDT-PERP.BINANCE,exit,3.2443,3108.9,2.01724085
1754806863000000000,XRPUSDT-PERP.BINANCE,exit,3.2444,34730.2,22.53573218
1754811801000000000,XRPUSDT-PERP.BINANCE,entry,3.1829,2758.8,6.42281737
1754811801000000000,XRPUSDT-PERP.BINANCE,entry,3.183,9175.1,22.11785638
1754811857000000000,XRPUSDT-PERP.BINANCE,exit,3.1633,11933.9,28.63178747
1754834361000000000,SOLUSDT-PERP.BINANCE,entry,178.83,343.23,48.45925131
1754834361000000000,SOLUSDT-PERP.BINANCE,entry,178.84,442.62,63.45605431
1754834384000000000,SOLUSDT-PERP.BINANCE,exit,178.76,316.92,44.52797717
1754834384000000000,SOLUSDT-PERP.BINANCE,exit,178.75,468.93,67.44148372
1754856971000000000,BTCUSDT-PERP.BINANCE,entry,118275.3,0.037,3.12084948
1754856971000000000,BTCUSDT-PERP.BINANCE,entry,118275.4,0.959,86.98822386
1754857132000000000,BTCUSDT-PERP.BINANCE,exit,118182.59999999999,0.996,98.50148461
1754859861000000000,ETHUSDT-PERP.BINANCE,entry,4192.51,19.704,60.65216985
1754859901000000000,ETHUSDT-PERP.BINANCE,exit,4185.21,19.704,61.51886894
1754875941000000000,XRPUSDT-PERP.BINANCE,entry,3.224,2252.8,5.36665586
1754875941000000000,XRPUSDT-PERP.BINANCE,entry,3.2239,29995.900000000005,81.41927155
1754875979000000000,XRPUSDT-PERP.BINANCE,exit,3.2266,26859.7,72.31161958
1754875979000000000,XRPUSDT-PERP.BINANCE,exit,3.2267,5389.0,13.21872374
1754894371000000000,SOLUSDT-PERP.BINANCE,entry,184.48,14.91,2.00152242
1754894371000000000,SOLUSDT-PERP.BINANCE,entry,184.49,526.93,84.0397262
1754894962000000000,SOLUSDT-PERP.BINANCE,exit,184.33,345.24,57.1711802
1754894962000000000,SOLUSDT-PERP.BINANCE,exit,184.32,196.6,30.79078516
1754928181000000000,SOLUSDT-PERP.BINANCE,entry,180.81,68.19,9.10099106
1754928181000000000,SOLUSDT-PERP.BINANCE,entry,180.8,335.83,47.64329184
1754928189000000000,SOLUSDT-PERP.BINANCE,exit,180.47,404.02,14.58269788
1754942011000000000,SOLUSDT-PERP.BINANCE,entry,175.73,442.56,57.41556775
1754942333000000000,SOLUSDT-PERP.BINANCE,exit,176.49,317.95,11.2229991
1754942333000000000,SOLUSDT-PERP.BINANCE,exit,176.5,124.61,4.398733
1754988301000000000,ETHUSDT-PERP.BINANCE,entry,4327.97,10.672,33.89343394
1754988301000000000,ETHUSDT-PERP.BINANCE,entry,4327.96,22.293,72.25343369
1754988319000000000,ETHUSDT-PERP.BINANCE,exit,4329.02,32.965,108.37604427
1755001591000000000,ETHUSDT-PERP.BINANCE,entry,4305.98,20.024,64.94821
1755001627000000000,ETHUSDT-PERP.BINANCE,exit,4311.66,20.024,62.81673187
1755010321000000000,XRPUSDT-PERP.BINANCE,entry,3.207,4499.0,10.86191652
1755010321000000000,XRPUSDT-PERP.BINANCE,entry,3.2069,24150.7,63.69226054
1755010440000000000,XRPUSDT-PERP.BINANCE,exit,3.2016,28649.7,18.3449759
1755045441000000000,SOLUSDT-PERP.BINANCE,entry,194.0,70.1,9.99125507
1755045441000000000,SOLUSDT-PERP.BINANCE,entry,193.99,509.98,78.50640748
1755045489000000000,SOLUSDT-PERP.BINANCE,exit,194.11,313.39,45.48539922
1755045489000000000,SOLUSDT-PERP.BINANCE,exit,194.12,266.69,38.51792826
