ts,symbol,role,price,quantity,cost
1755058821000000000,SOLUSDT-PERP.BINANCE,entry,199.94,183.63,27.8077209
1755058821000000000,SOLUSDT-PERP.BINANCE,entry,199.93,247.45,37.92694009
1755058888000000000,SOLUSDT-PERP.BINANCE,exit,199.61,296.19,11.82449718
1755058888000000000,SOLUSDT-PERP.BINANCE,exit,199.6,134.89,5.3848088
1755073251000000000,XRPUSDT-PERP.BINANCE,entry,3.2649,1019.9,2.40146897
1755073251000000000,XRPUSDT-PERP.BINANCE,entry,3.2648,34280.8,92.09299531
1755073255000000000,XRPUSDT-PERP.BINANCE,exit,3.2662,14167.0,36.04561469
1755073255000000000,XRPUSDT-PERP.BINANCE,exit,3.2663,21133.7,54.98005504
1755091661000000000,XRPUSDT-PERP.BINANCE,entry,3.3267,14992.8,37.66811094
1755092356000000000,XRPUSDT-PERP.BINANCE,exit,3.3062,14992.8,9.91383907
1755093031000000000,BTCUSDT-PERP.BINANCE,entry,121149.6,0.995,87.14162537
1755093042000000000,BTCUSDT-PERP.BINANCE,exit,121180.1,0.995,87.1639113
1755108211000000000,ETHUSDT-PERP.BINANCE,entry,4746.49,20.004,70.67567756
1755108214000000000,ETHUSDT-PERP.BINANCE,exit,4750.78,20.004,70.74146059
1755138991000000000,ETHUSDT-PERP.BINANCE,entry,4761.35,19.692,68.42490612
1755139603000000000,ETHUSDT-PERP.BINANCE,exit,4765.59,19.692,74.62025788
1755151471000000000,XRPUSDT-PERP.BINANCE,entry,3.246,13764.9,33.23893021
1755151471000000000,XRPUSDT-PERP.BINANCE,entry,3.2461,5675.3,13.41534859
1755151505000000000,XRPUSDT-PERP.BINANCE,exit,3.252,8684.3,5.64826872
1755151505000000000,XRPUSDT-PERP.BINANCE,exit,3.2521,10755.9,6.99585248
1755174801000000000,SOLUSDT-PERP.BINANCE,entry,198.1,537.42,78.04531727
1755174816000000000,SOLUSDT-PERP.BINANCE,exit,197.98,537.42,77.99697492
1755239541000000000,ETHUSDT-PERP.BINANCE,entry,4653.08,20.738,70.75215928
1755239692000000000,ETHUSDT-PERP.BINANCE,exit,4648.01,15.701,14.595681
1755239692000000000,ETHUSDT-PERP.BINANCE,exit,4648.0,5.037,4.6823952
1755260501000000000,SOLUSDT-PERP.BINANCE,entry,192.9,328.03,47.13618369
1755260610000000000,SOLUSDT-PERP.BINANCE,exit,192.54,328.03,49.96576307
1755329601000000000,SOLUSDT-PERP.BINANCE,entry,188.74,27.28,3.72508146
1755329601000000000,SOLUSDT-PERP.BINANCE,entry,188.73,277.66,40.60752083
1755329657000000000,SOLUSDT-PERP.BINANCE,exit,189.12,304.94,44.36241407
1755354541000000000,SOLUSDT-PERP.BINANCE,entry,188.88,227.09,31.80205075
1755354541000000000,SOLUSDT-PERP.BINANCE,entry,188.87,127.15,17.55486565
1755354601000000000,SOLUSDT-PERP.BINANCE,exit,188.43,354.24,13.34988864
1755388481000000000,SOLUSDT-PERP.BINANCE,entry,189.79,7.09,0.9595006
1755388481000000000,SOLUSDT-PERP.BINANCE,entry,189.78,374.3,56.46438187
1755388618000000000,SOLUSDT-PERP.BINANCE,exit,189.55,14.83,0.5622053
1755388618000000000,SOLUSDT-PERP.BINANCE,exit,189.54,366.56,13.89555648
