symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
ETHUSDT,-1,1763349400000000000,3172.21,3176.69,3160.0,86,15.0,1763346600000000000,1763349020000000000,market,2.7254464285714257,10000.0,32.512,2.999911020279108,1763349401000000000,1763349807000000000,9694.87906442,-1.0170697852666666,6.766666666666667
BTCUSDT,1,1763386310000000000,94395.5,94270.0,94672.0,87,15.0,1763344800000000000,1763386150000000000,market,2.2031872509960158,9694.87906442,1.087,2.9982198391243604,1763386311000000000,1763386433000000000,9396.37301732,-1.0263358112961938,2.033333333333333
BTCUSDT,1,1763395360000000000,93600.4,93554.9,93736.2,89,15.0,1763393400000000000,1763395290000000000,market,2.9846153846154486,9396.37301732,1.509,2.998625833972641,1763395361000000000,1763395508000000000,9124.71940368,-0.9636825228176586,2.45
BTCUSDT,1,1763401660000000000,92749.90000000001,92700.8,92922.7,91,15.0,1763334900000000000,1763401460000000000,market,3.519348268838746,9124.71940368,1.447,2.9980515015603597,1763401661000000000,1763401688000000000,8841.3557022,-1.03515037538476,0.45
ETHUSDT,1,1763426650000000000,2996.47,2992.3,3004.39,93,15.0,1763422200000000000,1763426500000000000,market,1.8992805755395528,8841.3557022,30.406,2.999985237395261,1763426651000000000,1763426765000000000,8574.5872829,-1.0057598566157326,1.9
ETHUSDT,1,1763435100000000000,2959.53,2943.3,2976.63,97,15.0,1763433000000000000,1763434860000000000,market,1.0536044362291408,8574.5872829,12.518,2.999988308931867,1763435101000000000,1763435501000000000,8753.89453118,0.6970490915544729,6.666666666666667
ETHUSDT,-1,1763455100000000000,3061.3,3066.01,3049.01,102,15.0,1763429400000000000,1763454910000000000,market,2.6093418259023076,8753.89453118,27.86,2.9999067990440103,1763455101000000000,1763455216000000000,8491.27987132,-0.9999917138770131,1.9166666666666667
BTCUSDT,1,1763468070000000000,91096.7,91069.90000000001,91187.90000000001,104,15.0,1763465400000000000,1763467980000000000,market,3.4029850746263874,8491.27987132,1.516,2.9997536795383675,1763468071000000000,1763468091000000000,8237.72802605,-0.9953420807872723,0.3333333333333333
ETHUSDT,-1,1763476420000000000,3083.98,3088.01,3073.72,108,60.0,1763467200000000000,1763476360000000000,market,2.545905707195845,8237.72802605,29.055,2.9998998349815356,1763476421000000000,1763476461000000000,8452.56237996,0.86931070165072,0.6666666666666666
BTCUSDT,1,1763511470000000000,92239.2,92129.90000000001,92420.2,113,15.0,1763503200000000000,1763511430000000000,market,1.6559926806952898,8452.56237996,0.99,2.9995864603779623,1763511471000000000,1763511555000000000,8203.977495500001,-0.9803137135052431,1.4
BTCUSDT,-1,1763518600000000000,92785.1,92836.0,92633.40000000001,114,15.0,1763514000000000000,1763518210000000000,market,2.9803536345778867,8203.977495500001,1.206,2.9997914580490845,1763518601000000000,1763518709000000000,8273.754607519999,0.2835092776980094,1.8
XRPUSDT,1,1763530000000000000,2.1504,2.1494,2.1527,115,15.0,1763478900000000000,1763529930000000000,market,2.300000000000222,8273.754607519999,52342.6,2.999996949160083,1763530001000000000,1763530023000000000,8004.91622691,-1.0830970676265594,0.36666666666666664
