symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
BTCUSDT,-1,1763564910000000000,92171.5,92245.90000000001,91987.3,122,15.0,1763539200000000000,1763564860000000000,market,2.4758064516125735,8004.91622691,1.133,2.9974028706570666,1763564911000000000,1763564956000000000,7752.570909349999,-1.050793081013953,0.75
ETHUSDT,1,1763566300000000000,3012.0,3007.19,3021.75,123,15.0,1763562600000000000,1763566280000000000,market,2.0270270270268584,7752.570909349999,25.067,2.999970534162863,1763566301000000000,1763566443000000000,7518.979574030001,-1.0043607385272917,2.3666666666666667
BTCUSDT,-1,1763587270000000000,90350.20000000001,90396.5,90098.59999999999,124,15.0,1763572500000000000,1763587220000000000,market,5.434125269977872,7518.979574030001,1.266,2.999717800918296,1763587271000000000,1763587272000000000,7319.23882247,-0.8854958291144133,0.016666666666666666
ETHUSDT,1,1763621090000000000,3011.28,3010.29,3015.59,125,15.0,1763613000000000000,1763621020000000000,market,4.3535353535337995,7319.23882247,39.951,2.999987206767889,1763621091000000000,1763621110000000000,7377.13062535,0.2636512907247128,0.31666666666666665
XRPUSDT,1,1763630970000000000,2.115,2.1145,2.1179,126,15.0,1763613000000000000,1763630860000000000,market,5.799999999991829,7377.13062535,50734.7,2.999998984752836,1763630971000000000,1763631176000000000,7396.6842228900005,0.08835231714983868,3.4166666666666665
BTCUSDT,1,1763632020000000000,91511.1,91415.0,91640.09999999999,127,15.0,1763622000000000000,1763631950000000000,market,1.3423517169612658,7396.6842228900005,0.96,2.9994907439434417,1763632021000000000,1763632188000000000,7175.16533658,-0.9982801285675229,2.783333333333333
BTCUSDT,1,1763647370000000000,91237.40000000001,91137.79999999999,91388.4,129,15.0,1763632800000000000,1763647220000000000,market,1.5160642570280238,7175.16533658,0.901,2.9992287538296405,1763647371000000000,1763647419000000000,6954.90239047,-1.023265368706646,0.8
ETHUSDT,1,1763654590000000000,2951.95,2945.73,2960.0,131,15.0,1763651700000000000,1763654370000000000,market,1.294212218649494,6954.90239047,19.744,2.9999397996061763,1763654591000000000,1763654609000000000,6746.062107029999,-1.0009260217472171,0.3
ETHUSDT,-1,1763673650000000000,2863.55,2864.42,2858.99,134,15.0,1763663400000000000,1763673570000000000,market,5.2413793103454225,6746.062107029999,38.798,2.999988721976223,1763673651000000000,1763673656000000000,6544.7946661000005,-0.9944934676298534,0.08333333333333333
BTCUSDT,1,1763691550000000000,86182.0,86135.90000000001,86291.6,137,15.0,1763670600000000000,1763691510000000000,market,2.377440347071094,6544.7946661000005,1.133,2.9999064270945555,1763691551000000000,1763691573000000000,6570.39884091,0.13040477772165993,0.36666666666666664
BTCUSDT,1,1763709750000000000,85192.09999999999,85100.9,85287.90000000001,139,15.0,1763694000000000000,1763709650000000000,market,1.0504385964909664,6570.39884091,0.911,2.9976099182232328,1763709751000000000,1763709833000000000,6578.34839672,0.04033015347816675,1.3666666666666667
BTCUSDT,-1,1763735680000000000,84590.59999999999,84699.7,84384.7,144,15.0,1763733600000000000,1763735650000000000,market,1.8872593950502585,6578.34839672,0.841,2.9965770894313937,1763735681000000000,1763735695000000000,6369.71331051,-1.0571806864370723,0.23333333333333334
SOLUSDT,1,1763739450000000000,125.87,125.78,126.06,145,15.0,1763735400000000000,1763739430000000000,market,2.111111111110848,6369.71331051,633.4,2.999979908190216,1763739451000000000,1763739465000000000,6172.59000196,-1.0315655715344207,0.23333333333333334
BTCUSDT,1,1763778930000000000,84389.79999999999,84295.0,84500.8,152,15.0,1763773200000000000,1763778860000000000,market,1.1708860759491777,6172.59000196,0.839,2.998719488829643,1763778931000000000,1763779129000000000,5985.07894691,-1.0126006262657954,3.3
SOLUSDT,1,1763782630000000000,127.03,126.97,127.17,153,15.0,1763780400000000000,1763782560000000000,market,2.3333333333332544,5985.07894691,642.13,2.999973622823561,1763782631000000000,1763782649000000000,5984.56387384,-0.0028686509377114553,0.3
ETHUSDT,-1,1763793500000000000,2762.98,2767.65,2756.73,154,15.0,1763782200000000000,1763793210000000000,market,1.3383297644539407,5984.56387384,19.852,2.9999449833099674,1763793501000000000,1763794253000000000,6054.93347895,0.3919506171402206,12.533333333333333
BTCUSDT,1,1763807120000000000,83670.7,83624.7,83791.90000000001,155,15.0,1763786700000000000,1763807080000000000,market,2.634782608695589,6054.93347895,1.031,2.998517302866531,1763807121000000000,1763807132000000000,5875.06713249,-0.9901917011712058,0.18333333333333332
ETHUSDT,-1,1763820990000000000,2750.79,2754.42,2742.06,158,15.0,1763811900000000000,1763820950000000000,market,2.404958677685758,5875.06713249,22.747,2.9999655481813337,1763820991000000000,1763821055000000000,6014.02523028,0.7884057302740703,1.0666666666666667
XRPUSDT,-1,1763829920000000000,1.9451,1.9504,1.9385,159,15.0,1763825400000000000,1763827710000000000,market,1.2452830188679878,6014.02523028,20745.2,2.9999939011467918,1763829921000000000,1763831057000000000,6106.12557305,0.5104753153028829,18.933333333333334
ETHUSDT,-1,1763851960000000000,2775.86,2779.42,2770.01,162,15.0,1763795700000000000,1763851920000000000,market,1.6432584269662918,6106.12557305,22.985,2.999899423847597,1763851961000000000,1763852007000000000,5927.487527769999,-0.9751849086783578,0.7666666666666667
XRPUSDT,-1,1763861920000000000,1.9886,1.9897,1.9858,164,15.0,1763751600000000000,1763861880000000000,market,2.5454545454542337,5927.487527769999,37600.0,2.9999958348734244,1763861921000000000,1763861941000000000,5741.58209225,-1.045442579446132,0.3333333333333333
ETHUSDT,-1,1763900150000000000,2827.68,2829.31,2823.15,169,15.0,1763891100000000000,1763900060000000000,market,2.7791411042933607,5741.58209225,29.393,2.999939149622359,1763900151000000000,1763900167000000000,5567.64962218,-1.0097824796686528,0.26666666666666666
ETHUSDT,-1,1763906510000000000,2848.08,2849.37,2844.45,172,15.0,1763901000000000000,1763906470000000000,market,2.8139534883709123,5567.64962218,28.129,2.9999341056173305,1763906511000000000,1763906526000000000,5405.74769016,-0.9693014886989667,0.25
