symbol,close,beta,symbol_move,factor_move,residual_move,event_quote_volume,event_taker_pressure,oi_move,residual_z,factor_z,event_volume_z,oi_move_z,event_direction,directional_event_taker_pressure,residual_share,cross_market_breadth,confirmation_residual_move,directional_confirmation_residual,confirmation_symbol_return,directional_confirmation_symbol_return,confirmation_factor_move,confirmation_taker_pressure,confirmation_oi_change_z,entry_ts,entry_price,future_return,exit_ts,route,trade_direction_sign,direction,horizon_minutes,gross_return,net_return,rank_score,family,family_priority,family_rank,signal_ts,route_priority,direction_value,initial_stop,atr_at_signal,momentum,momentum_atr,volume_ratio,trend_quality,directional_breadth,residual_momentum_atr,leader_gap_atr,confirmation_return,confirmation_body_fraction,exit_price,exit_reason,holding_minutes,final_stop,trailing_updates
ETHUSDT,,,,,,,,,,,,,,,,,,,,,,-0.1210083434799195,,2024-08-05 18:15:00+00:00,2456.13,,2024-08-06 18:15:00+00:00,BREADTH_ALIGNED_6H_TREND,,SHORT,,-0.018459934938297,-0.020459934938297,0.9221778431805652,V28_BREADTH_TREND,2,0.9221778431805652,2024-08-05 18:00:00+00:00,2.0,-1.0,2619.076428571429,162.9464285714285,-0.0854242311967394,-1.2940730957036342,3.485136428464872,0.1022365288887223,1.0,-0.1780417474333533,0.8814944228748882,-0.0049869553240102,0.6884787472035722,2501.47,TWENTY_FOUR_HOUR_CAP,1440.0,2619.076428571429,0.0
XRPUSDT,,,,,,,,,,,,,,,,,,,,,,0.1122522521582181,,2024-08-08 18:15:00+00:00,0.6281,,2024-08-09 09:35:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0595446584938703,-0.0615446584938703,2.762003037737931,V28_BREADTH_TREND,2,2.762003037737931,2024-08-08 18:00:00+00:00,2.0,1.0,0.5907,0.0374,0.2370621019108283,3.939414340576998,3.1942114365046845,0.1097485609584041,1.0,2.233557881957081,1.6201774601341057,0.0106194690265486,0.6599999999999934,0.5907,TRAILING_STOP,920.0,0.5907,0.0
XRPUSDT,0.6221,0.7133458890721496,0.0140835998408229,0.0027857757427298,0.0121144007444686,48659392.12187999,0.0715539046376101,0.0238072989497908,4.026937070791334,0.7139474614102893,2.52497049592878,3.782957198926843,1.0,0.0715539046376101,0.8601778580326881,1.0,0.0044460689097824,0.0044460689097824,0.0049831216846165,0.0049831216846165,0.0007355217296233,0.0498406958363193,2.786102241086497,2024-08-24 13:45:00+00:00,0.6252,-0.0091170825335891,2024-08-24 15:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,-0.0091170825335891,-0.0111170825335891,0.0677302159187454,V26_OI_BUILDUP,1,0.0677302159187454,,,,,,,,,,,,,,,,,,,
XRPUSDT,0.5918,0.8272018694129208,0.0108733657083237,0.003272099854647,0.0081749676401054,14595499.633509988,0.0544311718453183,0.0144768271489859,3.0257247682805963,0.9675360499396052,1.124643114656439,2.300994675980811,1.0,0.0544311718453183,0.751834147714482,0.75,0.002511740147523,0.002511740147523,0.0008448800270361,0.0008448800270361,-0.0020224259972057,0.1881921440204211,1.3343166493250902,2024-08-27 13:15:00+00:00,0.5923,0.0033766672294446,2024-08-27 15:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,0.0033766672294446,0.0013766672294446,0.013115383827867,V26_OI_BUILDUP,1,0.013115383827867,,,,,,,,,,,,,,,,,,,
SOLUSDT,153.32,1.3614202835061928,0.0147640768100805,0.0033958881616304,0.0101402387489039,221118771.2740001,0.1164975821583452,0.0190451927063204,4.893470192872247,1.0547016660843167,2.705217762178474,3.728833486310479,1.0,0.1164975821583452,0.6868183415288434,1.0,0.0022501679602955,0.0022501679602955,-0.0015979650404382,-0.0015979650404382,-0.0028242057111289,0.0171336749396703,0.6201373755636386,2024-09-24 23:15:00+00:00,153.075,-0.0053829821982687,2024-09-25 01:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,-0.0053829821982687,-0.0073829821982687,0.0410586696794316,V26_OI_BUILDUP,1,0.0410586696794316,,,,,,,,,,,,,,,,,,,
BTCUSDT,,,,,,,,,,,,,,,,,,,,,,0.0680913635785829,,2024-10-07 06:15:00+00:00,63458.8,,2024-10-07 11:05:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0105343939690003,-0.0125343939690003,1.105316107754511,V28_BREADTH_TREND,2,1.105316107754511,2024-10-07 06:00:00+00:00,2.0,1.0,62790.3,668.5000000000006,0.0232180640576291,2.200263226750688,1.7336961130471271,0.1448801501731023,1.0,0.1205539158974287,0.7273568886018766,0.0017111178461384,0.5463709677419388,62790.3,TRAILING_STOP,290.0,62790.3,0.0
SOLUSDT,,,,,,,,,,,,,,,,,,,,,,0.2109826860423929,,2024-10-24 06:15:00+00:00,173.74,,2024-10-25 06:15:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,0.0032807643605385,0.0012807643605385,0.2975364341650814,V28_BREADTH_TREND,2,0.2975364341650814,2024-10-24 06:00:00+00:00,2.0,1.0,168.46364285714287,5.2763571428571385,0.0491425801369447,1.6125796822584388,1.0024097781335055,0.1051805959596676,0.75,1.4620072490408935,0.2297868013556185,0.0034654037195334,0.7142857142857626,174.31,TWENTY_FOUR_HOUR_CAP,1440.0,169.54728571428572,7.0
XRPUSDT,,,,,,,,,,,,,,,,,,,,,,-0.200799932780479,,2024-10-31 18:15:00+00:00,0.505,,2024-11-01 03:25:00+00:00,BREADTH_ALIGNED_6H_TREND,,SHORT,,-0.0151485148514851,-0.0171485148514851,1.2868592179231026,V28_BREADTH_TREND,2,1.2868592179231026,2024-10-31 18:00:00+00:00,2.0,-1.0,0.51265,0.0076499999999999,-0.0288333015084972,-1.91694341793748,2.657325808278863,0.1263126779175002,1.0,-0.4394913715433495,0.01841313518322,-0.0070782540306725,0.6000000000000074,0.51265,TRAILING_STOP,550.0,0.51265,0.0
BTCUSDT,,,,,,,,,,,,,,,,,,,,,,0.0807962067189314,,2024-11-06 00:15:00+00:00,69701.2,,2024-11-07 00:15:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,0.0819985882595997,0.0799985882595997,0.4179316036670014,V28_BREADTH_TREND,2,0.4179316036670014,2024-11-06 00:00:00+00:00,2.0,1.0,68507.52857142857,1193.6714285714272,0.0223898529210149,1.3008652728454937,1.4541759815570603,0.1104653137467845,1.0,0.0649695923234796,0.1561843111680017,0.0050192421103021,0.7412691652469909,75416.6,TWENTY_FOUR_HOUR_CAP,1440.0,72605.5142857143,18.0
ETHUSDT,,,,,,,,,,,,,,,,,,,,,,0.1404900175896306,,2024-11-07 12:15:00+00:00,2809.9,,2024-11-08 12:15:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,0.0367913448877184,0.0347913448877184,0.5877386122884284,V28_BREADTH_TREND,2,0.5877386122884284,2024-11-07 12:00:00+00:00,2.0,1.0,2728.927142857143,80.97285714285714,0.0620420331352216,2.1400106682740216,1.499877694530972,0.1046343762213214,0.75,1.532932173674567,0.8207830111150104,0.0060508413891873,0.8657786885245956,2913.28,TWENTY_FOUR_HOUR_CAP,1440.0,2776.1642857142856,9.0
BTCUSDT,,,,,,,,,,,,,,,,,,,,,,0.0054690790655471,,2024-11-10 18:15:00+00:00,80804.0,,2024-11-10 19:50:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0147789713380525,-0.0167789713380525,1.863425014640567,V28_BREADTH_TREND,2,1.863425014640567,2024-11-10 18:00:00+00:00,2.0,1.0,79609.8,1194.1999999999991,0.05530325794147,3.72449057213692,1.2000907431915315,0.2084495492585494,1.0,0.6378022326068136,0.5616219273050862,0.0047074680387042,0.6611945511701047,79609.8,TRAILING_STOP,95.0,79609.8,0.0
SOLUSDT,,,,,,,,,,,,,,,,,,,,,,0.0286956561543167,,2024-11-12 06:15:00+00:00,219.06,,2024-11-12 10:45:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0364772860664397,-0.0384772860664397,0.7625111439160402,V28_BREADTH_TREND,2,0.7625111439160402,2024-11-12 06:00:00+00:00,2.0,1.0,211.0692857142857,7.99071428571428,0.0569267322891917,1.552842385975256,1.21975557633534,0.2012871312526828,1.0,-0.2329695824763218,1.728746801766532,0.0050467975775372,0.5641025641025644,211.0692857142857,TRAILING_STOP,270.0,211.0692857142857,0.0
BTCUSDT,,,,,,,,,,,,,,,,,,,,,,0.0682107713108528,,2024-11-12 12:15:00+00:00,87777.8,,2024-11-12 13:40:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0263665756033987,-0.0283665756033987,3.1201646844565496,V28_BREADTH_TREND,2,3.1201646844565496,2024-11-12 12:00:00+00:00,2.0,1.0,85463.4,2314.400000000001,0.0615903622668971,2.321334473453294,3.1114807668863267,0.2468508496974231,0.75,0.8267875972853718,1.3645376407121454,0.0062857175611461,0.5809493536766277,85463.4,TRAILING_STOP,85.0,85463.4,0.0
SOLUSDT,221.55,1.2025621160115465,0.0210735767905285,0.0065761346937722,0.0131697636105373,158336364.71100008,0.123531667862855,0.0329417559999356,3.93879310822067,1.240161914830911,1.06253275287337,6.0999490530099845,1.0,0.123531667862855,0.6249420182176415,0.75,0.0384626943207806,0.0384626943207806,0.040306928458587,0.040306928458587,0.0008768554626872,0.1731209275162643,6.320508405728032,2024-11-17 04:15:00+00:00,230.48,0.0324540090246443,2024-11-17 06:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,0.0324540090246443,0.0304540090246443,0.6930911348412265,V26_OI_BUILDUP,1,0.6930911348412265,,,,,,,,,,,,,,,,,,,
SOLUSDT,249.03,1.19879061225468,0.0215943772874984,0.00792655383893,0.0121311713215475,323110944.36100006,0.0550270430955858,0.0119052913043358,2.7598069341959404,1.466627498858662,2.0861625592230006,2.05873496108359,1.0,0.0550270430955858,0.561774537882627,1.0,5.112747114783536e-05,5.112747114783536e-05,0.0041762036702404,0.0041762036702404,0.0034324924443679,0.0248763404689786,1.3440579451720374,2024-11-21 16:15:00+00:00,250.07,0.0281521174071261,2024-11-21 18:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,0.0281521174071261,0.0261521174071261,0.0002904915163103,V26_OI_BUILDUP,1,0.0002904915163103,,,,,,,,,,,,,,,,,,,
XRPUSDT,,,,,,,,,,,,,,,,,,,,,,0.0410651307554534,,2024-11-22 00:15:00+00:00,1.2856,,2024-11-23 00:15:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,0.1873055382700683,0.1853055382700683,3.1417320385797347,V28_BREADTH_TREND,2,3.1417320385797347,2024-11-22 00:00:00+00:00,2.0,1.0,1.2229214285714287,0.0626785714285714,0.1296514259846084,2.580883394659763,2.5220130812165444,0.241336731682889,1.0,-0.0040557425714369,0.2785693135676741,0.0302933162365763,0.7485148514851497,1.5264,TWENTY_FOUR_HOUR_CAP,1440.0,1.354942857142857,15.0
XRPUSDT,,,,,,,,,,,,,,,,,,,,,,0.0321198573765013,,2024-11-23 00:15:00+00:00,1.5264,,2024-11-23 16:25:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0546102875112309,-0.0566102875112309,2.289227582480045,V28_BREADTH_TREND,2,2.289227582480045,2024-11-23 00:00:00+00:00,2.0,1.0,1.4406714285714286,0.0857285714285714,0.181293580187545,3.116914272402863,1.4296231148596028,0.2935651529480109,0.75,2.941173493564868,2.4493816972441538,0.0356197842458783,0.9292035398230089,1.443042857142857,TRAILING_STOP,970.0,1.443042857142857,1.0
ETHUSDT,,,,,,,,,,,,,,,,,,,,,,0.0636706725432398,,2024-11-25 12:15:00+00:00,3484.27,,2024-11-25 15:10:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0254099136978477,-0.0274099136978477,0.8639200839257312,V28_BREADTH_TREND,2,0.8639200839257312,2024-11-25 12:00:00+00:00,2.0,1.0,3395.735,88.53499999999988,0.0383989051934585,1.5072529881562235,1.7358937881166747,0.1650951336287521,1.0,0.7360229858008345,0.4582411532032251,0.002604151679606,0.5545343137255112,3395.735,TRAILING_STOP,175.0,3395.735,0.0
XRPUSDT,,,,,,,,,,,,,,,,,,,,,,0.1957193877706153,,2024-11-29 06:15:00+00:00,1.5972,,2024-11-30 06:15:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,0.1820686200851489,0.1800686200851489,0.5695908377860059,V28_BREADTH_TREND,2,0.5695908377860059,2024-11-29 06:00:00+00:00,2.0,1.0,1.5167785714285713,0.0804214285714286,0.0590583141658773,1.149641239518193,1.0162245106877144,0.2785947616563203,0.75,0.8370343116433638,0.415616497833057,0.0202491216863622,0.9548192771084386,1.888,TWENTY_FOUR_HOUR_CAP,1440.0,1.730657142857143,26.0
BTCUSDT,98161.1,0.5730395241351358,0.0089816382688443,0.0065501513031858,0.0052414590724998,2381456040.6624994,0.0531218530298757,0.0060226563421927,2.491644246255688,1.3131442484323093,2.7015910712291,1.9132885546313387,1.0,0.0531218530298757,0.583574946530798,1.0,0.0076021918333376,0.0076021918333376,0.0074988972209968,0.0074988972209968,-0.0002271128278805,0.1024959152124202,4.00761939184714,2024-12-04 20:45:00+00:00,98897.2,-0.0049192494833018,2024-12-04 22:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,-0.0049192494833018,-0.0069192494833018,0.0362414305644895,V26_OI_BUILDUP,1,0.0362414305644895,,,,,,,,,,,,,,,,,,,
BTCUSDT,99353.2,0.554622078212049,0.0111241976813758,0.0092984575791872,0.0059684032608442,853843296.1507995,0.2230404149678923,0.0170308925898918,2.712769077584978,1.8542555356256307,1.24734362577358,5.286412466294404,1.0,0.2230404149678923,0.5365243797165273,1.0,0.0125868519373499,0.0125868519373499,0.0245658921906892,0.0245658921906892,0.0208812331050394,0.0638712556728226,6.919206083446531,2024-12-05 02:45:00+00:00,101793.9,0.0095742475727917,2024-12-05 04:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,0.0095742475727917,0.0075742475727917,0.1805057310502619,V26_OI_BUILDUP,1,0.1805057310502619,,,,,,,,,,,,,,,,,,,
ETHUSDT,3987.87,0.8544189057947272,0.0173008131950496,0.0068055409141433,0.0114807720142021,1463371427.899181,0.0666901438322108,0.0359188086582396,4.259339283068043,1.364490359706913,2.702543400429556,7.569143677019181,1.0,0.0666901438322108,0.6635972474107272,1.0,0.0081699830904321,0.0081699830904321,0.0064345126596403,0.0064345126596403,-0.0020276804761023,0.0889871278846657,6.183071438999027,2024-12-06 15:15:00+00:00,4013.53,0.0003413453991871,2024-12-06 17:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,0.0003413453991871,-0.0016586546008128,0.2633965865352988,V26_OI_BUILDUP,1,0.2633965865352988,,,,,,,,,,,,,,,,,,,
XRPUSDT,,,,,,,,,,,,,,,,,,,,,,0.1440404049946244,,2024-12-11 18:15:00+00:00,2.4072,,2024-12-12 18:15:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,0.0057743436357593,0.0037743436357593,2.1691759534576645,V28_BREADTH_TREND,2,2.1691759534576645,2024-12-11 18:00:00+00:00,2.0,1.0,2.213878571428572,0.1933214285714286,0.234609415416451,2.8961888706739494,1.4885606940727132,0.2515772458059584,1.0,0.2775541848196683,0.4203106115311144,0.0086315260202798,0.7228070175438643,2.4211,TWENTY_FOUR_HOUR_CAP,1440.0,2.213878571428572,0.0
BTCUSDT,,,,,,,,,,,,,,,,,,,,,,0.2501837613544448,,2024-12-16 06:15:00+00:00,105175.8,,2024-12-16 12:00:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.01428676015368,-0.01628676015368,0.7011554803243741,V28_BREADTH_TREND,2,0.7011554803243741,2024-12-16 06:00:00+00:00,2.0,1.0,103673.17857142858,1502.6214285714284,0.0282605821724972,1.974853517770487,2.026134243662798,0.1001320666263178,0.75,1.2583727127138988,0.2414730937163933,0.0016418515971865,0.6146167557932575,103673.17857142858,TRAILING_STOP,345.0,103673.17857142858,0.0
XRPUSDT,2.741,1.18428458491884,0.02381284646935,0.0048739628740386,0.018044259122117,199832072.6415501,0.1821831266754345,0.0290289623279811,3.930661798043976,1.2265328679637784,2.1623642255690294,5.079931046939731,1.0,0.1821831266754345,0.7577531373807896,1.0,0.018236625329265,0.018236625329265,0.020649398029916,0.020649398029916,0.0018548462422276,0.0135667865356841,4.930464942292801,2025-01-15 01:45:00+00:00,2.7976,0.0061123820417501,2025-01-15 03:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,0.0061123820417501,0.0041123820417501,0.3641396503617597,V26_OI_BUILDUP,1,0.3641396503617597,,,,,,,,,,,,,,,,,,,
BTCUSDT,101636.2,0.7342819736845282,0.0145310282738151,0.0086113716717753,0.0082308825198703,1892754393.3458,0.0901289873717899,0.0098327570950917,5.61699629613318,1.9566665943603196,2.3545397464465707,3.345156843130268,1.0,0.0901289873717899,0.5664349669391485,1.0,0.0002991587556721,0.0002991587556721,0.0014158341220944,0.0014158341220944,0.0015175747501352,0.0397710537667821,1.07318035633569,2025-01-17 02:15:00+00:00,101780.1,-0.0081843110784917,2025-01-17 04:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,-0.0081843110784917,-0.0101843110784917,0.0056211133225431,V26_OI_BUILDUP,1,0.0056211133225431,,,,,,,,,,,,,,,,,,,
SOLUSDT,247.2,1.185451949409725,0.0182892099833127,0.0035097307618651,0.014120483102518,431776157.383,0.1250793684648746,0.034518695533082,3.603849593566157,0.7902209433443598,2.7610718203408617,7.39831649963983,1.0,0.1250793684648746,0.7720663230069374,1.0,0.022779757126145,0.022779757126145,0.0278317152103559,0.0278317152103559,0.0039375807107618,0.0667283723002222,4.681981473647438,2025-01-18 15:45:00+00:00,254.08,-0.0101542821158691,2025-01-18 17:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,-0.0101542821158691,-0.0121542821158691,0.6073634499519472,V26_OI_BUILDUP,1,0.6073634499519472,,,,,,,,,,,,,,,,,,,
SOLUSDT,,,,,,,,,,,,,,,,,,,,,,0.1479928922181168,,2025-01-19 06:15:00+00:00,268.74,,2025-01-19 14:20:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,0.0018658501578798,-0.0001341498421201,4.137905096697576,V28_BREADTH_TREND,2,4.137905096697576,2025-01-19 06:00:00+00:00,2.0,1.0,256.1257142857143,12.614285714285712,0.1781779567275783,3.7612297193877335,4.5671370411394525,0.1204416309800394,1.0,2.7993658200391365,1.891029890208927,0.0092004957001765,0.5212765957446797,269.2414285714286,TRAILING_STOP,485.0,269.2414285714286,4.0
XRPUSDT,,,,,,,,,,,,,,,,,,,,,,0.1105208607107581,,2025-01-28 12:15:00+00:00,3.1815,,2025-01-28 20:55:00+00:00,BREADTH_ALIGNED_6H_TREND,,LONG,,-0.0332861857614332,-0.0352861857614332,1.0916225648608695,V28_BREADTH_TREND,2,1.0916225648608695,2025-01-28 12:00:00+00:00,2.0,1.0,3.0756,0.1059,0.1254889295582588,3.716557872205128,1.2185168567849112,0.1205230371870964,1.0,1.706787936461824,1.0854220250456983,0.0143472022955524,0.7258064516129112,3.0756,TRAILING_STOP,520.0,3.0756,0.0
ETHUSDT,3328.23,0.9276267882910948,0.0180054492349999,0.0088520534446888,0.0098045783305536,782542095.941891,0.0664736480158357,0.0140036977709954,3.526220957479982,1.5178439051003827,2.077957978195804,4.512990710779664,1.0,0.0664736480158357,0.5445339465063147,1.0,0.0015193953113956,0.0015193953113956,0.0008713340123729,0.0008713340123729,-0.0006989452375889,0.1279710555922519,3.7951635766094274,2025-01-31 11:45:00+00:00,3331.13,0.0053855598550642,2025-01-31 13:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120.0,0.0053855598550642,0.0033855598550642,0.0241793567914225,V26_OI_BUILDUP,1,0.0241793567914225,,,,,,,,,,,,,,,,,,,
