symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,pool,shift,delivery_minutes,flow,accepted_pools,owner_15,space_15,flow_15,return_15,resilience_15,owner_60,space_60,flow_60,return_60,resilience_60,owner_240,space_240,flow_240,return_240,resilience_240,cost_fraction,stop_width,body_distance,pool_age,delivery_flow,episode,outcome,net_r,label_end,filled,censored,entry_index,exit_index
BTCUSDT,-1,1705023000000000000,1705014300000000000,1705009500000000000,15.0,46410.2,46536.299999999996,45900.9,4.03885804916734,46410.2,46438.1,limit,46454.4,46080.6,150,0.07586717800701848,1,1.0,3.245555520489326,0.19632717017446305,1.0965285144488885,0.9002013442744254,-1.0,-1.0428480756227665,0.059016908094440636,0.968057351864966,0.9090404437705254,-1.0,-3.8671026239764648,0.057224097042266595,0.6176266219998265,0.5604025249575599,0.3312385408406065,2.945688144831584,3.6026962727993723,80.0,0.07586717800701848,225,2,0.0,1705034940000000000,0,0,-1,26208
BTCUSDT,1,1705053300000000000,1705051800000000000,1704996000000000000,60.0,45671.9,45527.4,46089.8,2.8920415224913594,45623.0,45671.9,limit,45600.0,45900.0,30,0.08396841061840399,0,-1.0,-2.092940323710663,0.17265815944958596,0.9608526262076982,0.7881944667581122,1.0,1.2827503574057784,0.03878097895499038,0.54819425651397,0.5094132775589797,1.0,3.997703590273568,-0.041368828083236935,-0.2477765430932432,-0.20640771501000627,0.28446166089965397,3.386255785341843,2.5065743944636476,930.0,0.08396841061840399,231,2,0.0,1705056900000000000,0,0,-1,26574
BTCUSDT,-1,1705064100000000000,1705056900000000000,1705053600000000000,15.0,45996.0,46280.1,45660.0,1.1826821541710726,45996.0,46084.8,limit,46089.8,45864.9,125,0.029313089842786244,0,-1.0,0.14017270901382442,0.07382832321981568,0.49288371258928987,0.4190553893694742,-1.0,-0.6139678616357916,0.04966373571871925,0.5148213113577274,0.4651575756390081,-1.0,-3.467707576751752,-0.0029430972090725527,0.03888937963493944,0.04183247684401199,0.14571066525871246,6.269677799028928,0.5997888067581919,55.0,0.029313089842786244,232,2,0.0,1705066920000000000,0,0,-1,26741
BTCUSDT,-1,1705108800000000000,1705104600000000000,1705102200000000000,15.0,42803.1,42997.1,42528.1,1.4175257731958764,42803.1,42820.8,limit,42970.0,42707.7,75,0.033990490575225074,0,-1.0,-3.6701336667905204,0.07826550670958168,0.416932593402668,0.3386670866930863,1.0,5.080943415277374,0.05476681379892415,0.27466843146459546,0.21990161766567132,1.0,4.475475593405292,0.0830559513087811,0.7498448178983435,0.6667888665895624,0.1985710824742268,2.116661893266775,0.67164948453606,40.0,0.033990490575225074,238,2,0.0,1705109100000000000,0,0,-1,27444
BTCUSDT,-1,1705164300000000000,1705160400000000000,1705132800000000000,60.0,43090.0,43273.5,42754.7,1.8272479564032855,43090.0,43102.7,limit,43265.1,42923.8,70,0.13335218239905233,0,-1.0,-2.7271417659426405,0.08147971085367778,1.187767757500387,1.1062880466467093,1.0,11.358366615119463,0.0891537969699857,0.5803865178695073,0.49123272089952164,1.0,10.314683185020405,0.009857010855176766,-0.33304737973093484,-0.3429043905861116,0.21134059945504086,4.7962361961185636,0.9596730245231528,460.0,0.13335218239905233,244,2,0.0,1705169520000000000,0,0,-1,28451
BTCUSDT,-1,1705189200000000000,1705183500000000000,1705176000000000000,15.0,42953.3,43067.799999999996,42799.1,1.346724890829818,42953.3,42975.7,limit,42999.9,42820.8,100,0.09137944745687931,0,1.0,2.4738594708989194,0.1535166766363021,0.4945591805537424,0.3410425039174403,1.0,18.319429259027828,0.11534370697711219,0.47275603388417653,0.35741232690706437,1.0,16.465098223983844,0.02893999533241874,0.28742928719278943,0.2584892918603707,0.3376241921397594,4.716462996017835,1.0323144104804531,125.0,0.09137944745687931,246,2,0.0,1705190580000000000,0,0,-1,28802
BTCUSDT,-1,1705231200000000000,1705226400000000000,1705186800000000000,60.0,42956.5,43096.2,42759.2,1.4123120973515177,42956.5,42994.5,limit,43067.7,42891.4,85,0.01944172466230043,0,1.0,3.1020435575825744,-0.07451933017057079,-0.40856183441333305,-0.3340425042427623,1.0,2.668892353505514,0.0474362218522598,0.7710974127893453,0.7236611909370855,1.0,19.474150277043293,0.05260436387017968,0.4120295660325773,0.3594252021623976,0.27674194702935434,6.8226771397173644,0.7616320687187091,660.0,0.01944172466230043,254,2,0.0,1705234140000000000,0,0,-1,29528
BTCUSDT,-1,1705257600000000000,1705253100000000000,1705244400000000000,60.0,43001.0,43019.2,42864.7,7.489010989012346,43001.0,43005.6,limit,43014.3,42880.2,80,0.019960220764669967,0,-1.0,-1.0664779026688718,0.048208189354849995,-0.5320721264956042,-0.5802803158504541,1.0,1.8785879904779608,0.06318130948947225,0.21819624485676542,0.15501493536729316,1.0,17.724361007675675,0.025252136899538202,-0.1823163810634667,-0.2075685179630049,2.126423076923417,0.8224749566918963,2.725274725275081,145.0,0.019960220764669967,258,2,0.0,1705257960000000000,0,0,-1,29925
BTCUSDT,-1,1705329600000000000,1705326600000000000,1705298400000000000,60.0,42626.0,42969.1,42239.2,1.127368114252418,42626.0,42632.7,limit,42829.8,42621.3,55,0.08542164237842365,2,1.0,1.9714010631072914,0.12153694099518253,1.5454562757257782,1.4239193347305956,-1.0,0.4906401748989174,0.08288599706722571,1.4232985253823949,1.340412528315169,1.0,1.3710600137223834,0.04314993784302165,0.550111711250281,0.5069617734072593,0.11181404838239627,10.679324566181597,0.6187700378898392,470.0,0.08542164237842365,268,2,0.0,1705330200000000000,0,0,-1,31129
BTCUSDT,1,1705407600000000000,1705404600000000000,1705401900000000000,15.0,42872.7,42753.5,42998.0,1.0511744966443455,42871.0,42872.7,limit,42850.1,42925.4,55,0.015892954720247543,0,1.0,-2.0711459154516896,0.21287182579152947,0.12608508552986378,-0.08678674026166569,1.0,2.5953248199795573,0.0021719368197592806,-0.055107117801502674,-0.057279054621261954,-1.0,-0.3661316906731806,-0.022093999209376852,0.3767122572910755,0.3988062565004523,0.3237032718120884,4.070516924915589,0.48070469798661336,45.0,0.015892954720247543,281,2,0.0,1705408020000000000,0,0,-1,32426
BTCUSDT,-1,1705416600000000000,1705395000000000000,1705381200000000000,60.0,42821.0,43181.799999999996,42050.0,2.136917960088718,42821.0,42825.8,limit,42945.0,42718.8,365,0.04609616176991238,1,1.0,6.175816541814339,0.052527437063700534,2.929206198560978,2.8766787614972777,-1.0,0.2380531085193248,0.06230208577719463,2.271677740699232,2.2093756549220376,1.0,1.3988163427950906,0.045387830650680444,1.009012855269523,0.9636250246188426,0.1068151330376953,9.477174971817451,1.5241130820399338,230.0,0.04609616176991238,280,1,-1.0000108064871978,1705419240000000000,1,0,32581,32613
BTCUSDT,-1,1705494000000000000,1705488300000000000,1705483800000000000,15.0,42753.1,42855.9,42563.0,1.849221789883202,42753.1,42819.2,limit,42830.0,42614.4,100,0.02738654480826541,0,1.0,2.671212562882216,0.08326602960411059,0.826180600593516,0.7429145709894054,1.0,5.174361771651198,0.061894300422342,0.8523586931345014,0.7904643927121594,-1.0,-1.1641397752976153,-0.0250220256893915,0.22565515770330596,0.25067718339269746,0.3742975680933746,4.169046452288966,1.482490272373513,75.0,0.02738654480826541,292,2,0.0,1705494960000000000,0,0,-1,33875
BTCUSDT,1,1705503300000000000,1705495200000000000,1705482000000000000,60.0,42495.1,42355.4,42934.9,3.14817465998577,42484.2,42495.1,limit,42555.8,42832.5,140,0.007061109801258292,0,-1.0,-0.09026569442379001,0.10638197433012309,2.3943811239377575,2.2879991496076344,-1.0,-2.4963479268979163,0.02287022716608556,0.8317816582458969,0.8089114310798113,1.0,1.1472101126490248,-0.004564976249690377,0.0663620012708307,0.07092697752052107,0.27376943450251107,3.6176870454691796,2.485325697924206,220.0,0.007061109801258292,293,1,-0.9999761844678184,1705509420000000000,1,0,34020,34116
BTCUSDT,-1,1705530600000000000,1705523700000000000,1705520700000000000,15.0,42678.9,42869.4,42444.0,1.23307086614174,42678.9,42732.1,limit,42757.6,42600.0,120,0.03862548393839971,0,1.0,1.5046011729087476,0.24036967133519857,1.04945355187556,0.8090838805403615,1.0,3.948328729418997,0.14459193886885874,0.6331318681095299,0.4885399292406712,-1.0,-0.7801706899382626,0.008926199442608833,-0.27697116634664226,-0.28589736578925107,0.20163259842519685,5.672456575682393,0.6141732283464567,50.0,0.03862548393839971,298,1,-1.0000187166363594,1705558500000000000,1,0,34491,34934
BTCUSDT,-1,1705675800000000000,1705659600000000000,1705656600000000000,15.0,41305.0,41518.5,40848.0,2.1405152224824358,41305.0,41397.2,limit,41471.9,41241.9,275,0.06233304594378597,3,1.0,4.179974075017683,0.04315113995880798,0.5268799328802525,0.4837287929214445,-1.0,-1.0218413715331562,0.09113419052380001,1.5527673107239293,1.4616331202001294,1.0,4.417789334824551,0.05468977064243212,0.9618256112605222,0.9071358406180902,0.17411943793911008,7.434599033676248,1.5836065573770424,50.0,0.06233304594378597,314,2,0.0,1705677000000000000,0,0,-1,36909
BTCUSDT,1,1705687500000000000,1705682700000000000,1704286800000000000,60.0,40698.7,40299.9,41290.9,1.4849548645938087,40656.7,40698.7,limit,40333.0,41089.2,85,0.036432257673149726,0,1.0,3.2865692724018403,-0.002900206548962566,0.2780201843335647,0.28092039088252724,-1.0,-0.6149806477458505,0.07495400370712448,1.4583085402243163,1.3833545365171918,-1.0,-1.6177994526370167,-0.004316125164964888,-0.15791546470146609,-0.1535993395365012,0.09184761785356167,5.725531953076802,1.223420260782364,23265.0,0.036432257673149726,315,2,0.0,1705688880000000000,0,0,-1,37107
BTCUSDT,1,1705755300000000000,1705744800000000000,1705712400000000000,60.0,41574.8,41453.5,41706.5,1.0857378400659021,41553.2,41574.8,limit,41458.5,41642.1,180,0.060430198227340304,0,-1.0,-2.4979686040425686,0.1981078653529639,0.9463603110180059,0.748252445665042,1.0,4.564264083761187,0.09496931187515521,0.1101823009638002,0.01521298908864499,1.0,3.55564322596574,0.01276398756635971,0.11735169725939615,0.10458770969303643,0.30846924979389206,7.0908028059237385,0.3388293487221563,540.0,0.060430198227340304,321,0,0.7252221661386533,1705781760000000000,1,0,38298,38655
BTCUSDT,1,1705874700000000000,1705870500000000000,1705860900000000000,15.0,41712.4,41613.0,41820.0,1.082494969818883,41686.1,41712.4,limit,41621.2,41766.8,75,0.13637266084773958,0,1.0,3.8665059522154346,0.3029888493161158,1.4349918997912952,1.1320030504751792,1.0,2.851382052733425,0.16255365975899455,1.5970928366195325,1.434539176860538,1.0,7.208176904044238,0.06362374305083947,0.6616907093481987,0.5980669662973592,0.3776776659959703,10.230284317509822,0.4647887323943301,160.0,0.13637266084773958,339,1,-0.9999695970485584,1705878720000000000,1,0,40222,40271
BTCUSDT,1,1705939200000000000,1705937100000000000,1705921200000000000,60.0,40448.2,40332.9,40857.8,3.5524718126628043,40440.1,40448.2,limit,40353.7,40770.1,40,0.13469234570934252,0,-1.0,-2.441741678416432,0.18447640144377528,1.137780255996953,0.9533038545531777,-1.0,-2.6642511236416526,0.042250207756840415,0.21562770980587326,0.17337750204903285,-1.0,-1.4097362446055675,0.00839438368159056,-0.04422152204648269,-0.05261590572807325,0.31572749349524176,2.2763505342907773,2.83174327840427,265.0,0.13469234570934252,351,2,0.0,1705939500000000000,0,0,-1,41284
BTCUSDT,-1,1705995300000000000,1705991700000000000,1705988700000000000,15.0,39991.6,40128.1,39765.7,1.6549450549450655,39991.6,40012.4,limit,40122.1,39950.7,65,0.13092789681179995,0,1.0,3.7439245406338135,0.05865106011791129,0.4138241862925738,0.3551731261746625,1.0,9.755522021305488,0.14481325650766091,1.7249641166001801,1.5801508600925191,1.0,7.062529778689188,0.07047894454361799,0.5211119382943982,0.4506329937507802,0.26368087912087906,7.366101542474288,1.012454212454191,50.0,0.13092789681179995,359,2,0.0,1705995720000000000,0,0,-1,42221
BTCUSDT,1,1706049000000000000,1706043600000000000,1706040900000000000,15.0,39205.7,39031.200000000004,39440.0,1.342693409742193,39160.5,39205.7,limit,39090.0,39344.5,95,-0.002137001320199672,0,1.0,3.039396843787124,0.050208634019056904,0.5013300270156854,0.4511213929966285,-1.0,-2.648359422714841,0.05140755466786904,0.8569401261788163,0.8055325715109473,-1.0,-4.17875288518474,-0.004411194919722484,-0.10093444543914826,-0.09652325051942577,0.20220704871061013,4.517555687395324,1.000573065902654,45.0,-0.002137001320199672,365,2,0.0,1706049360000000000,0,0,-1,43115
BTCUSDT,1,1706107500000000000,1706105700000000000,1706085900000000000,15.0,39861.2,39754.3,40165.1,2.8428437792330965,39813.1,39861.2,limit,39844.7,40111.3,35,0.06985780055044577,0,-1.0,-1.4656900151898173,0.05838760048079881,0.6951444972763702,0.6367568967955713,1.0,1.7071055637205768,0.047863206275011026,0.40313089542334274,0.35526768914833173,-1.0,-3.000662985745598,-0.0005449663492722789,-0.34658012994560716,-0.3460351635963349,0.335594761459326,2.7383925712454524,1.9176800748364,330.0,0.06985780055044577,373,0,2.0174788761758524,1706115240000000000,1,0,44094,44213
BTCUSDT,-1,1706186400000000000,1706181300000000000,1706119200000000000,60.0,40165.5,40300.1,39818.6,2.577265973254125,40165.5,40218.1,limit,40208.4,39953.8,90,-0.012086586215281026,0,-1.0,0.5661982282664934,0.09434913978045138,1.479070611652036,1.3847214718715846,1.0,1.6871837800072085,0.08819110121235438,1.7974891929996044,1.70929809178725,1.0,5.387577191230747,-0.013926197811020263,0.4338860703174658,0.44781226812848607,0.2685657503714739,5.665281212184852,1.9881129271916897,1035.0,-0.012086586215281026,384,2,0.0,1706187840000000000,0,0,-1,45423
BTCUSDT,-1,1706263500000000000,1706262600000000000,1706184000000000000,60.0,40295.4,40408.1,40016.3,2.476486246672633,40295.4,40342.1,limit,40300.0,40152.3,20,0.04849539714325646,0,-1.0,-2.656507058056846,0.22063378832282896,3.3729272685958467,3.1522934802730176,-1.0,-2.9683067299793975,-0.025062613673014107,0.22747649020764588,0.25253910388066,1.0,5.872553988578515,-0.017726353987565502,0.12909944487358133,0.14682579886114683,0.3217911268855452,5.706329113923938,1.8748890860692846,1310.0,0.04849539714325646,396,1,-1.0000271113876684,1706265300000000000,1,0,46710,46714
BTCUSDT,1,1706279100000000000,1706276400000000000,1706274000000000000,15.0,41042.5,40889.9,41273.4,1.5131061598951747,40979.9,41042.5,limit,41075.2,41215.6,50,0.019035011523554912,0,-1.0,-1.3602894401222685,0.19030680359402266,0.4010334793841874,0.2107266757901647,1.0,3.3732659060513477,0.023966366651766116,0.2803707679363193,0.2564044012845532,1.0,2.121925573864798,0.06683771049559682,1.2853475681896065,1.2185098576940097,0.24205930537352785,2.9776093920225772,1.1631716906946377,40.0,0.019035011523554912,399,2,0.0,1706280120000000000,0,0,-1,46961
BTCUSDT,1,1706383500000000000,1706378400000000000,1706372100000000000,15.0,41785.0,41726.9,41859.4,1.2805507745267353,41775.8,41785.0,limit,41769.6,41830.1,90,0.00442092522930948,0,1.0,2.2590679320824525,-0.168454158784713,-0.11471829342599621,0.0537358653587168,-1.0,-0.563663922506877,-0.00022766924947313023,0.536087409664074,0.5363150789135471,1.0,12.652655622534859,-0.003969943142496835,0.10644533957323557,0.11041528271573241,0.6472719449225635,4.96422086937941,0.764199655765965,105.0,0.00442092522930948,405,2,0.0,1706384040000000000,0,0,-1,48693
BTCUSDT,1,1706485800000000000,1706471100000000000,1706382000000000000,60.0,41830.3,41599.9,42067.5,1.0295138888888697,41758.4,41830.3,limit,41727.0,42014.1,250,0.0276453476230889,0,1.0,4.215603230888374,0.11056095831485727,0.2890057447532762,0.1784447864384189,-1.0,-2.6153488067599295,0.15937192120463842,1.1580654224388187,0.9986935012341803,1.0,1.6663785300392688,0.048316907005775456,0.499888028468962,0.45157112146318656,0.16339960937499895,9.112722478576098,0.7921006944444394,1485.0,0.0276453476230889,417,2,0.0,1706490900000000000,0,0,-1,50474
BTCUSDT,1,1706542200000000000,1706535300000000000,1706522400000000000,60.0,41933.6,41768.200000000004,42120.0,1.126964933494607,41861.8,41933.6,limit,41932.9,42106.1,120,0.026019163438799175,0,-1.0,-2.7842936225485655,0.0959688819117864,0.21250160897775935,0.11653272706597295,-1.0,-2.110646103924451,0.05267757822053784,0.33529966990341176,0.2826220916828739,1.0,1.480979451092871,-0.019180663438709854,-0.45700909553716995,-0.4378284320984601,0.22817557436518338,5.578963641729543,0.6451027811366875,215.0,0.026019163438799175,427,2,0.0,1706543220000000000,0,0,-1,51346
BTCUSDT,-1,1706618400000000000,1706617500000000000,1706583600000000000,60.0,43698.1,43888.1,43262.3,2.2936842105262927,43698.1,43759.1,limit,43798.2,43412.4,20,0.03735835353222605,0,1.0,4.462500334512223,0.11172561288832748,3.094566224836522,2.9828406119481947,-1.0,-9.01626702544965,-0.03331991420149567,-0.0249390625115273,0.008380851689968372,-1.0,-4.95464885535171,-0.020887990062830767,-0.09736846746527086,-0.0764804774024401,0.20699099999999998,7.809288943690998,1.2136842105263081,565.0,0.03735835353222605,434,2,0.0,1706618820000000000,0,0,-1,52606
BTCUSDT,-1,1706656800000000000,1706646600000000000,1706630400000000000,60.0,43462.5,43750.1,43156.0,1.0657162726008398,43462.5,43477.8,limit,43625.2,43354.1,175,0.05420427637092151,0,1.0,4.460285692587614,0.17675299744433967,0.5052478703104055,0.3284948728660658,-1.0,-6.982660815686256,0.21676919652985832,1.5654955522716574,1.348726355741799,-1.0,-3.8977989383079934,0.046239501182888755,0.4989684990733162,0.4527289978904274,0.13600921418637066,10.760620469249302,0.8643949930458964,270.0,0.05420427637092151,439,2,0.0,1706657040000000000,0,0,-1,53243
BTCUSDT,-1,1706692800000000000,1706677800000000000,1706674500000000000,15.0,42963.4,43077.1,42800.0,1.4371152154793811,42963.4,42972.7,limit,42987.1,42854.7,255,0.10164168282742736,0,1.0,4.206489947871148,0.17054619079649122,1.5152962974401527,1.3447501066436616,1.0,7.871312893489907,0.13641319090077794,0.9196340085708716,0.7832208176700937,-1.0,-5.2778249997942845,0.10801409312646325,0.44267564345466515,0.3346615503282019,0.3400796833773174,7.548338911786527,1.1591908531223067,55.0,0.10164168282742736,440,2,0.0,1706693340000000000,0,0,-1,53848
BTCUSDT,-1,1706729100000000000,1706722500000000000,1706717700000000000,15.0,43500.0,43748.7,43100.6,1.6059509449135752,43500.0,43507.8,limit,43599.9,43405.1,115,0.008150688075770685,0,-1.0,-2.911520585571347,0.1211507929339241,1.4214879092111465,1.3003371162772224,-1.0,-2.3530983357415747,0.09731446321601417,1.0885561830583634,0.9912417198423493,-1.0,-2.184320446789126,-0.03409914931239179,-0.48294140505249755,-0.4488422557401058,0.15741857659831304,5.239926257571712,1.1817450743868312,80.0,0.008150688075770685,446,2,0.0,1706729460000000000,0,0,-1,54450
BTCUSDT,-1,1706747400000000000,1706744400000000000,1706742000000000000,15.0,42588.0,42677.2,42400.7,2.099775784753464,42588.0,42590.5,limit,42670.5,42539.5,55,0.04098622650818673,0,1.0,1.4124800308130576,0.130312970864367,0.8152106427837054,0.6848976719193384,-1.0,-0.45277985362734996,0.03079921173294354,0.513127511193802,0.4823282994608584,-1.0,-1.5040360484353767,0.02710654785404053,0.9271124420998452,0.9000058942458047,0.4296995515695207,2.382664247793452,1.2970852017937318,40.0,0.04098622650818673,450,2,0.0,1706747820000000000,0,0,-1,54756
BTCUSDT,1,1706853300000000000,1706849400000000000,1706847300000000000,15.0,42970.9,42926.3,43089.8,2.6659192825113305,42952.3,42970.9,limit,42963.3,43049.3,70,0.13925297104918077,0,-1.0,-6.709835407569721,0.32985392715401185,1.5499701513536752,1.2201162241996633,1.0,10.837910392041643,0.20163796309444162,0.9888370894838954,0.7871991263894538,-1.0,-3.770284115217781,-0.010939303544959379,-0.2531496060878329,-0.2422103025428735,0.8671257847533916,3.157242721882893,2.062780269058363,35.0,0.13925297104918077,464,2,0.0,1706853480000000000,0,0,-1,56517
BTCUSDT,1,1706870400000000000,1706868600000000000,1706850000000000000,15.0,42972.1,42923.0,43111.2,2.832993890020421,42944.2,42972.1,limit,42926.4,43030.0,35,0.09146209179447662,1,1.0,2.001269426746263,0.21606979205436697,1.106711452062954,0.890641660008587,1.0,8.09088500516095,0.018112735431201215,0.48511527630111045,0.4670025408699092,-1.0,-2.7481983096861935,-0.05113937684874419,-0.2966094795211503,-0.2454701026724061,0.7876759674134652,2.5696715949233857,2.0855397148677084,310.0,0.09146209179447662,468,2,0.0,1706871480000000000,0,0,-1,56817
BTCUSDT,1,1706974500000000000,1706972700000000000,1706961600000000000,60.0,42965.5,42858.200000000004,43097.0,1.2255358807083443,42910.6,42965.5,limit,42950.6,43064.9,35,-0.06380133663972487,0,1.0,2.89352424340937,0.19275898782233725,1.3665138265228867,1.1737548387005494,-1.0,-3.7521810018535717,-0.0567231051954606,-0.06190582771162548,-0.0051827225161648754,-1.0,-4.832666976264563,0.01659797980783118,0.35767811566708135,0.3410801358592502,0.3603816402609653,9.528249528249408,0.7399813606710595,185.0,-0.06380133663972487,479,2,0.0,1706974920000000000,0,0,-1,58541
