symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,first_test,second_test,scale,sweep,deep_sweep,body_ratio,displacement,impulse_flow,impulse_volume,rr,cost_r,range_location,test_effort,test_result,acceptance,test_flow,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored
BTCUSDT,1,1755194220000000000,1755192600000000000,1755191700000000000,117757.5,117437.7,118093.0,117666.1,117815.2,1755193020000000000,1755194100000000000,15.0,0.0,0.0,2.6747149564052735,0.4342618395860983,0.19800381201485284,0.4578963451959398,1.0490931832395152,0.4050445590994335,0.21155015197568683,1.16909713921376,0.29768605378360297,0.7489055659787299,0.10614210773771557,-0.13814258839396185,-0.026029373196956664,-1.1514202140948495,-0.0427353738860931,0.13915374809784792,-0.07845876869908205,0.5,152,117781.0515,117414.21246,1755194220000000001,1755195780000000000,stop,-1.0000000660148318,484.4366400000029,25.999999999983334,0.2427513162092762,0.0,0
BTCUSDT,1,1755325740000000000,1755320400000000000,1755316800000000000,117443.9,117337.09999999999,117857.1,117385.0,117458.9,1755324480000000000,1755325680000000000,60.0,0.0,0.0,5.2476319350478144,0.7059819868844052,0.34595169314716734,0.7592707222246433,3.868913857677906,1.2096281835205662,0.20523177534140277,0.947986245113648,0.4681647940074779,0.9728464419474845,0.5389031694048402,-0.2327783868828732,-0.08320604550205624,-0.31396968897440053,-0.026618869651441078,-0.31283195129571423,0.631728622406447,1.0,170,117467.38878,117313.63257999999,1755325740000000001,1755326220000000000,stop,-1.000000039388274,271.1467000000029,7.999999999983333,0.4329409529232653,0.0,0
