symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,phase,scale,rr,cost_r,sweep,impulse_volume,impulse_flow,test_effort,test_result,acceptance,test_flow,width_atr,slope_atr,overshoot,reaction_volume,range_location,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored
BTCUSDT,1,1763499300000000000,1763478900000000000,1763477100000000000,92900.0,92615.9,93215.5,92862.41666666667,94108.91666666667,rejection,15.0,1.1105244632171543,0.3596972896867227,1.0,0.9601735922868202,-0.07166975366587003,1.1629066922966993,0.48856036606828607,0.13228910008211092,0.035088354304011686,2.527108169329516,0.13963463711397547,0.19768685653162577,1.2277554965502386,0.2553727182807288,-0.18976119105435812,-0.07017543859650233,-0.960767397870231,-0.08248768515778762,0.0944796138686709,-0.23450265305389692,0.25,108,92918.58,92597.37681999999,1763499300000000001,1763501700000000000,stop,-1.0000000686296453,413.9611300000058,39.99999999998333,0.22407412601757729,0.0,0
BTCUSDT,1,1763529600000000000,1763492400000000000,1763485200000000000,91022.8,90800.09999999999,91934.0,90942.71481481484,94777.6814814815,rejection,60.0,4.091603053434888,0.449596228109541,1.0,4.936617636188927,-0.3366982344500592,0.36331948343627174,0.25460260440051247,0.35961017146456187,-0.17872343105608096,3.5387824184037178,0.07321647080757242,0.03716194355835617,2.7383948883468605,0.10934813577639443,-0.6050586180881133,-0.48965723246955417,-1.1465385587532166,-0.23567458887350756,0.16755937460979115,-0.43720276566256244,0.0,110,91041.00456,90781.93998,1763529600000000001,1763530140000000000,stop,-1.0000000636329123,349.97603000001163,8.999999999983334,0.2597648538101223,0.0,0
BTCUSDT,1,1763561700000000000,1763559000000000000,1763557200000000000,91452.8,91098.0,91863.09999999999,91222.23333333334,91872.96666666667,rejection,15.0,1.1564261555805666,0.2835346110484757,1.0,4.981942637734765,-0.4104009383109486,0.44445676291897895,0.3895152198421532,0.6498496805712057,-0.15448942134830326,2.3103842683347793,0.028521801489019817,0.19075914353037188,2.5420682438241897,0.46359952947327293,-0.4001336549144371,-0.07850923023336295,-0.07171872075661644,-0.004557350419636417,0.3833565105347585,0.10517451161697668,0.5,120,91471.09056,91079.7804,1763561700000000001,1763562360000000000,stop,-1.0000000735206225,482.5855600000029,10.999999999983334,0.1891383477781628,0.0,0
BTCUSDT,1,1763562900000000000,1763561700000000000,1763559900000000000,91431.6,91006.29999999999,91863.09999999999,91238.77777777777,91892.3111111111,rejection,15.0,1.0145779449799381,0.2364795673642038,1.0,2.5627162985387,-0.22967860861652079,2.2212493400961932,0.42793322360684816,0.45337931394834574,0.029081266877867506,2.124591726621657,0.028391463448679315,0.355571423713817,3.4333287870942475,0.49626517273577286,-0.4587063541155169,-0.08386329866269622,0.1885539938958301,0.011878916970466186,0.37832846151579236,0.5235609158659092,0.75,121,91449.78629999999,91863.09999999999,1763562900000000001,1763564520000000000,target,0.6314865519761363,553.0065300000174,26.999999999983334,0.11590733503634755,0.0,0
BTCUSDT,1,1763568600000000000,1763549100000000000,1763547300000000000,90031.0,89821.9,90613.42222222223,90002.32222222222,90763.2888888889,rejection,15.0,2.785376481215755,0.4736207556193078,1.0,5.701920477742529,-0.08906502988499743,0.661622563000437,-0.5691056910568947,0.1371486263882085,-0.014651005529355556,2.4207269814316605,-0.11918599707079308,0.23696467942821364,3.8521053596785357,0.08273295859393565,-6.817778352014028,-0.8522347701606517,-4.782815300603352,-0.2087875463470798,0.042679013571543856,-0.4348154295870886,0.0,118,90049.0062,89803.93561999999,1763568600000000001,1763569200000000000,stop,-1.0000000624184888,334.99703000000585,9.999999999983334,0.26843960649441706,0.0,0
BTCUSDT,-1,1763640300000000000,1763623800000000000,1763622000000000000,91882.2,91987.90000000001,91452.40000000001,90718.48999999999,91910.98,rejection,15.0,4.066225165562356,0.9562007568589297,1.0,1.3865780849926954,-0.22490093132352174,0.4097556194604516,0.7284768211919728,0.27228003784291077,-0.1117848503615415,3.499339626171482,0.13302003811717802,0.06441982741994201,0.9857964577297643,0.4934332033654893,-0.4756794215484945,-0.1953718211401579,0.7967116776707169,0.06559396970355727,-0.2933852925770297,-0.38821186824154774,0.0,125,91863.82356,92006.29758000001,1763640300000000001,1763644560000000000,stop,-1.0000000450920996,234.40907000001164,70.99999999998333,0.3921992462578152,0.0,0
BTCUSDT,-1,1763657400000000000,1763651700000000000,1763649900000000000,88023.3,88367.20000000001,87374.13333333333,88211.65833333333,89886.70833333333,acceptance,15.0,1.8876611418047544,0.281551701075887,0.0,5.816286158199368,0.03278019494820272,0.5644657779448643,1.9130561209653314,0.5477125133274727,0.001807242155491558,2.967606634114347,0.3751917225990682,0.1987751609404662,2.5371245798547144,0.9687006212255664,4.166041013772649,0.9650346780481983,6.859130082467426,0.42229493891796926,0.12743058856818745,1.1277806352662525,1.0,131,88005.69534,88384.87344000001,1763657400000000001,1763657520000000000,stop,-1.0000000735814225,467.3733500000087,1.9999999999833333,0.1887041364040084,0.0,0
BTCUSDT,-1,1763674200000000000,1763667900000000000,1763666100000000000,87113.4,87443.70000000001,86329.90000000001,85743.65000000002,87282.40000000002,rejection,15.0,2.372085982440036,0.2901142597638357,1.0,1.4134304518472123,-0.11332502368131148,0.43911105472941075,0.7163184983348269,0.5116560702392375,-0.013976479530507154,2.107634921264757,0.049149612623696465,0.10476035743296996,1.017041694172272,0.3641885325558843,-0.14546276434658717,-0.0614512209235042,-0.018354058778187146,-0.0015698954965080623,0.1494491163140581,-0.8012052303146739,0.0,133,87096.0773,87461.18874000001,1763674200000000001,1763674980000000000,stop,-0.9997792282997796,452.4899700000175,12.999999999983334,0.19288523239530952,0.0,0
BTCUSDT,1,1763695800000000000,1763687700000000000,1763685900000000000,85657.4,85287.9,86030.4,85212.17499999996,86435.93749999997,rejection,15.0,1.0094722598105548,0.25500173207036536,1.0,4.801069503944123,-0.31322766897001175,0.2618348508276719,0.706359945872801,1.2049391069013125,-0.12926381003842669,2.3967109626927887,-0.18328898558422302,-0.061960551986222835,2.0700917789255575,0.1696518783870649,-1.56188557236186,-0.3052397902552901,-3.104382220377171,-0.2037272668851639,-0.26040211292025295,0.03369369734417729,0.5,135,85674.43146,86030.4,1763695800000000001,1763696520000000000,target,0.6049640399490531,489.16170999999997,11.999999999983334,0.12274733386225183,0.0,0
BTCUSDT,1,1763712600000000000,1763712000000000000,1763704800000000000,84242.4,83638.59999999999,84910.15476190475,83884.95476190477,85724.82619047619,rejection,60.0,1.1059204403854777,0.15347240808214566,1.0,3.9012752974783007,-0.11617905263687023,1.2176880916126296,0.8474660483603753,0.5919927759112724,-0.021710882360135575,2.110712521616832,-0.31153212820317144,0.1338434621466864,4.062854711943963,0.601937641766944,-1.4148498163979135,-0.2734286664449624,-1.5554973372690657,-0.1654081221865761,-0.6180015711573653,1.3225271529307752,1.0,139,84259.3485,83621.87228,1763712600000000001,1763715060000000000,stop,-1.000138816126112,721.3167000000029,40.99999999998333,0.11637136695989383,0.0,0
BTCUSDT,-1,1763731800000000000,1763649900000000000,1763648100000000000,83384.5,84315.3,81311.95454545453,81503.2818181818,83410.55454545454,rejection,15.0,2.226628120482879,0.09854206059303795,1.0,1.4783412973208638,-0.1657768059167568,1.1541967352755034,0.42006875805758354,0.027991561511103696,-0.07358303541791436,3.6791357861084086,0.18453549035852587,0.474313632030507,1.3404668330365919,0.25051141257536547,-4.753836250912323,-0.538031612959556,-0.6570185956260219,-0.030045871559633387,0.31289905334929163,0.41333135165711804,1.0,130,83367.92308000001,84332.16306,1763731800000000001,1763732940000000000,stop,-0.9999047530091502,1048.189860000003,18.999999999983334,0.07999509084165322,0.0,0
BTCUSDT,1,1763757600000000000,1763735400000000000,1763733600000000000,83943.8,83418.29999999999,84981.9,83723.52727272728,86934.4181818182,rejection,15.0,1.9754519505232397,0.17571490009514262,1.0,0.4246177310579241,-0.06737519890919275,2.750456298457665,0.5385347288296711,0.41916789205083643,0.05983851310933136,4.110177070712313,0.12239832170553669,0.09502885067299824,0.7301238025060712,0.34463322986440326,-0.97055189455078,-0.33548672566369825,0.5316146159416292,0.03993000471122115,0.1231027130395691,0.5172794681051003,0.75,144,83960.58876,84981.9,1763757600000000001,1763760720000000000,target,1.497439305229261,642.6534700000145,51.99999999998333,0.09177056863942347,0.0,0
BTCUSDT,-1,1763762100000000000,1763759700000000000,1763757900000000000,85199.9,85374.6,84385.0,83505.66666666666,85273.76666666666,rejection,15.0,4.664567830566342,0.5364618775042573,1.0,0.6555209403550635,-0.1924377834440847,0.8473248608374863,0.08700629650836078,0.42282007250523,0.030244306866920496,2.5928045765167402,-0.027422343521780173,0.05697264483532429,0.627993395277653,0.08218791188100466,-1.0762170005687541,-0.6068800132307957,-0.5408214059268935,-0.04469002956715437,0.031625735526758264,0.046517281365544255,0.75,149,85182.96,84385.0,1763762100000000001,1763764440000000000,target,2.5110034727729027,294.10215000001165,38.99999999998333,0.2022034861016747,0.0,0
BTCUSDT,-1,1763770800000000000,1763701200000000000,1763694000000000000,85197.3,85600.0,84078.1,82915.1238095238,85396.30952380951,rejection,60.0,2.779240129128396,0.23272170350136748,1.0,1.2708332219805125,-0.15060872686080873,0.7228456228304818,0.3796871119940285,0.4941880402520749,-0.03546131461575188,2.2364253711683526,0.10025625962193703,0.08205370320258012,1.1902612735298495,0.18455191382076153,-0.4934008934232489,-0.36218075956070034,-1.2702774554281604,-0.22190555669275797,0.09450491988871113,0.13835183567558793,1.0,138,85180.36052,84078.1,1763770800000000001,1763784840000000000,target,1.9968186223857818,522.258109999997,233.99999999998334,0.11374797082615021,0.0,0
BTCUSDT,1,1763780400000000000,1763772300000000000,1763770500000000000,84492.0,84243.2,85172.7,84453.66666666666,85875.38888888888,rejection,15.0,2.7359324758842005,0.37355787781350047,1.0,1.314239683082138,-0.4828050400575967,0.4137987762488259,0.4702572347266826,0.15407288317259882,-0.13762953306336798,2.7047706139740226,0.04764607060214375,0.14796608182563328,0.849273029149356,0.2720283855706693,-1.238501897329048,-0.5363321799307753,0.47504442974356326,0.04288388548268099,-0.11903608156265677,0.8129940239094804,1.0,152,84508.89839999999,84226.35136,1763780400000000001,1763781840000000000,stop,-1.000000067808653,366.9146400000029,23.999999999983334,0.22993801740916994,0.0,0
BTCUSDT,1,1763783700000000000,1763764200000000000,1763762400000000000,84360.0,84179.9,85172.7,84180.21666666665,86003.44166666665,rejection,15.0,4.512493059411276,0.5152470849527874,1.0,1.0148641532790748,0.22898461015632599,1.0,0.0,0.9982417175644024,0.22898461015634763,3.308656539566771,0.048226383215996406,0.00011883704240854704,1.014864153278983,0.12676949080921243,-0.11977201476033192,-0.06238185255198145,-1.288819467921021,-0.12931065875241446,0.1391995431217996,0.04832843544223581,0.5,150,84376.77197999999,84163.06401999999,1763783700000000001,1763784720000000000,stop,-0.9996643428112704,298.07793000000584,16.999999999983334,0.28271102795164454,0.0,0
BTCUSDT,-1,1763821500000000000,1763816400000000000,1763814600000000000,84392.1,84712.8,83796.27777777778,83735.02777777778,84546.27777777778,rejection,15.0,1.857880331219926,0.2894646398503301,1.0,5.051024850769354,-0.008237336923298644,0.25391537193906893,0.011225444340478022,0.48075390638533394,0.03140516200049516,2.5207023768530483,-0.0634383238139699,0.2051429549734559,3.1248897694764537,0.25511259648284557,-1.747790554058354,-0.5272284187834084,-1.8556098113487456,-0.12306804599596392,0.16958310286138745,-1.2328168557033705,0.0,157,84375.32156,84729.74256,1763821500000000001,1763829900000000000,stop,-0.9900700212243709,439.07342999999713,139.99999999998334,0.19257036815003942,-0.009702458882213836,0
BTCUSDT,1,1763826900000000000,1763823600000000000,1763821800000000000,84101.0,83968.5,84471.2,84055.83939393939,84910.6212121212,rejection,15.0,2.7939622641509216,0.6981969811320755,1.0,2.7596653135614284,-0.09657323864850786,0.3890307133302434,0.16452830188681442,0.3408347627216124,-0.00244969937321766,2.544727896402489,0.10398022438451415,0.10206042300355112,1.5911694453922962,0.460677129254101,-1.0279752375838274,-0.5536315536315479,-0.028877381420677813,-0.002235486621649052,-0.07211623815540036,-0.339360160221267,0.0,158,84117.8202,84471.2,1763826900000000001,1763827920000000000,target,1.1599765099637658,250.14865,16.999999999983334,0.2356724695496058,0.01703024142184084,0
BTCUSDT,1,1763845200000000000,1763832600000000000,1763830800000000000,84426.7,84193.7,84765.09999999999,84319.20000000001,85168.48000000001,rejection,15.0,1.4523605150214343,0.39858098712446355,1.0,2.9774130710466333,-0.14833202580705585,0.8353395079798134,0.6515021459227592,0.46137339055787746,0.037335221424047195,2.7004553764424246,0.055740136055289845,0.14765448379805118,2.621992513150801,0.3974402730375327,-0.44515796051000844,-0.11668611435239319,-0.7408700342773712,-0.07326583233759393,0.17119425457043363,0.12265869308833209,0.5,160,84443.58533999999,84765.09999999999,1763845200000000001,1763851920000000000,target,0.7473339849601035,351.03427999999997,111.99999999998333,0.16857274642806966,0.0,0
BTCUSDT,-1,1763863800000000000,1763857800000000000,1763856000000000000,85667.5,86200.1,85065.76666666666,84924.36666666667,85686.06666666667,rejection,15.0,1.129803479784699,0.1769325009387889,1.0,5.8013579329243266,-0.31405940139639754,1.010499754263105,-0.5210289147577862,0.03486043309550412,-0.11313349263126697,2.620726205077029,-0.12162619318560156,0.6747188306857507,2.5249076364397984,0.27632193451299797,-1.551035018050068,-0.33147058823531045,-4.798643610635341,-0.274024009273633,0.5878797483851673,0.017571053935289467,0.5,164,85650.3665,86217.34002,1763863800000000001,1763865540000000000,stop,-1.0000000815735894,652.9073200000058,28.999999999983334,0.13161723054353142,0.0,0
BTCUSDT,-1,1763866500000000000,1763829000000000000,1763827200000000000,86013.2,86300.1,85352.52619047622,85185.3404761905,86096.6261904762,rejection,15.0,2.302801706252218,0.32978222377133887,1.0,5.573717056292486,-0.3653904306946718,0.4273430037926068,-0.7222028581386921,0.2907849092931586,-0.03624225389983554,2.785958554432218,-0.0851859564260879,0.22317238856663407,1.9006050734564552,0.1705112960761016,-0.6334463532447798,-0.15541554155415188,-2.674415394877138,-0.1779278363096442,0.053895294299410756,0.8656539627841466,1.0,160,85996.09734000001,86317.36002000001,1763866500000000001,1763870460000000000,stop,-0.9997548550030453,407.5193100000088,65.99999999998333,0.21141753670518867,0.0,0
BTCUSDT,1,1763883600000000000,1763880300000000000,1763878500000000000,85610.5,85348.59999999999,85881.4,85531.84285714285,86160.71428571428,rejection,15.0,1.0343642611683281,0.3595706376479453,1.0,2.244506863462882,-0.20692717364072266,0.5474193636406482,-0.4436807941962322,0.3003327333224331,-0.1478187994487189,2.219367934799888,-0.18558173071939726,0.29122464278412497,1.5678194228382263,0.17711927474460584,-1.3082478485296185,-0.3538226591582082,-1.3604789468793415,-0.11186558718552427,-0.029381769025941584,-0.558458559686897,0.0,167,85627.6221,85881.4,1763883600000000001,1763885340000000000,target,0.5075239654798959,381.5713700000087,28.999999999983334,0.15721853306236952,0.00034382593746484964,0
BTCUSDT,-1,1763889000000000000,1763881200000000000,1763874000000000000,86082.5,86169.90000000001,85803.90000000001,86159.5277777778,87499.99444444446,acceptance,60.0,3.1876430205945474,1.0834181922195716,0.0,1.9209678721455594,0.4060708468347314,0.5143423973845449,-4.521739130434297,0.881324688533042,0.05519726480435744,2.0123865753611865,-0.2425532832042506,0.6048847001873496,1.3159071972536713,0.3389189189189163,-0.27953427686794324,-0.23527925195854385,0.42365506408235226,0.08062396434489884,-0.3381167684953339,-0.3381167684953339,0.25,167,86065.2835,86187.13398000001,1763889000000000001,1763889240000000000,stop,-1.0000000420239399,207.97668000000874,3.9999999999833333,0.41411473988331954,0.0,0
BTCUSDT,1,1763889300000000000,1763852400000000000,1763845200000000000,86176.5,86031.5,86458.59999999999,85097.60500000001,86086.925,acceptance,60.0,1.94551724137925,0.6537527586206897,0.0,5.8013579329243266,0.31405940139639754,0.34509587563609523,5.424137931034482,0.617758620689635,-0.014933231237582726,2.2503187578668635,0.16782084457548532,0.7478621679537517,1.4712307840522987,0.7457657657657684,0.5288471992924936,0.2775456607377304,-0.5086031559647511,-0.06283016747218759,0.08423504703593682,0.3764049338640852,0.75,162,86193.7353,86014.2937,1763889300000000001,1763895480000000000,stop,-1.0000000546045784,265.54560000000004,102.99999999998333,0.3242532148903992,0.0,0
BTCUSDT,-1,1763901300000000000,1763898300000000000,1763896500000000000,86661.9,86805.8,86102.18444444444,85930.50444444444,86762.78444444443,rejection,15.0,3.8896147015671785,0.6624606671299111,1.0,3.928945745484287,-0.0790015537243638,0.44803501293930903,0.4940931202223871,0.7010732761948171,0.02277701690836776,3.3870754552185605,-0.11644581033464685,0.05156384336468817,2.5335062829344213,0.1399104884218744,-1.9941209365322932,-0.45530570525921593,-2.786885749667941,-0.19041263485707174,0.1841292893028251,0.23230719340152536,0.75,169,86644.56762,86823.16116,1763901300000000001,1763901480000000000,stop,-1.0000000542348566,265.32739000000873,2.9999999999833333,0.3268937458360298,0.0,0
BTCUSDT,-1,1763911500000000000,1763909100000000000,1763907300000000000,86659.0,86775.40000000001,86406.20000000001,86733.92222222222,87428.48888888888,acceptance,15.0,2.1718213058416613,0.8189424398624815,0.0,1.1793206486831798,0.23909020075796983,0.6502387545901135,-0.13831615120278878,0.6436617029399524,0.05800242016718651,2.2747215316486575,-0.17515912547536638,0.4719809313560648,0.9644996059432627,0.4280421537954865,0.10938575489329369,0.0444148936170101,-2.2630406177029676,-0.1424213693886757,0.07779295258100372,-0.41045166449857895,0.0,172,86641.76818000001,86792.75508,1763911500000000001,1763912040000000000,stop,-0.9995798290339688,237.80408000000872,8.999999999983334,0.36465842650806,0.0,0
BTCUSDT,-1,1763916600000000000,1763912700000000000,1763910900000000000,87197.5,87472.1,86888.1,86513.52916666667,87354.17916666667,rejection,15.0,1.1267297887836403,0.3492980699198761,1.0,4.350663862232155,-0.22768673233521186,0.17546192080494327,0.12745812090312914,0.5705723476571933,-0.013368024231777045,2.794286152718462,-0.056382654928318926,0.1401544439818381,1.5775522614429094,0.22844540612516534,-0.9011252911461328,-0.24242153268352,-2.477679055773913,-0.15393193457788776,0.17387517944660852,-0.008133622664002901,0.5,174,87180.0605,86888.1,1763916600000000001,1763917080000000000,target,0.5820384376727842,396.86872000000585,7.999999999983333,0.15362170707230116,0.0,0
BTCUSDT,-1,1763918100000000000,1763916300000000000,1763914500000000000,86666.1,86728.40000000001,86406.20000000001,86699.20000000001,87618.55,acceptance,15.0,4.171749598715603,1.530220064205386,0.0,3.8239094316661157,0.2162091100255532,0.1990055936136211,-0.30016051364383256,0.5313001605137123,0.07695728062756588,2.8526539568079783,-0.11368261200038654,0.26235927557514976,2.057071180420418,0.6927110194258194,1.5018050960951483,0.36716734941585066,-1.1095981453794086,-0.07648543440133361,-0.5598191221947437,0.47553645861562444,0.75,174,86648.6668,86745.74568,1763918100000000001,1763918880000000000,stop,-1.000544089365974,183.6761500000029,12.999999999983334,0.4720112341204813,0.0,0
BTCUSDT,1,1763919000000000000,1763903700000000000,1763901900000000000,86845.1,86457.9,87387.0,86651.85833333332,87522.20833333333,rejection,15.0,1.399535123966885,0.24671903409090168,1.0,3.392327893559509,-0.04119759744054319,0.34066166444751,0.4369834710743971,0.4990745523416254,0.05509319047628175,3.1903191664731496,0.12814182898981993,0.2227360640355275,1.303614413034585,0.4346649833168027,-0.6729966093691486,-0.13974729791442886,1.5135092593057764,0.09118212132588253,0.10398701261752963,0.6907263008866233,1.0,171,86862.46902,87387.0,1763919000000000001,1763925840000000000,target,0.9117233306542466,508.5121000000116,113.99999999998333,0.11977814197537995,0.0,0
BTCUSDT,-1,1763927400000000000,1763919900000000000,1763918100000000000,87487.0,87654.0,86882.1,86525.03749999999,87564.98749999999,rejection,15.0,3.6221556886227195,0.5762616766467067,1.0,3.191079322871205,-0.539114136180441,0.32233787657983864,0.3646706586825999,0.46699101796400216,-0.24020141296742736,2.7763979669779184,-0.017319949815632747,0.08549689888937552,1.6120701190952935,0.13956016389329792,-1.4432624077583374,-0.4140625000000118,-1.4966572434134733,-0.11299685559945,-0.1805349872639544,0.4432421599426224,0.75,175,87469.5026,87671.5308,1763927400000000001,1763933940000000000,stop,-1.0000000576659567,289.5987,108.99999999998333,0.3023857382647091,0.0,0
