symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,phase,scale,rr,cost_r,sweep,impulse_volume,impulse_flow,test_effort,test_result,acceptance,test_flow,width_atr,slope_atr,overshoot,reaction_volume,range_location,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored,predicted_value,nav_before,nav_after
ETHUSDT,-1,1722646500000000000,1722636900000000000,1722635100000000000,2957.09,3002.5,2906.0733333333337,2925.1008333333334,2982.5433333333335,rejection,15.0,1.1234676649783437,0.071631777141599,1.0,1.6221218992177033,-0.41894865644841506,2.772027704901592,0.8392424576084517,0.5605226455259515,0.09352434102866672,2.2296639094537496,0.1230939056074363,0.3472457965211511,1.4616166129804442,0.9193031358885022,1.1407898733315105,0.45828785279899276,2.0335481954351122,0.1684945164506465,0.306993366357067,1.2412377711060003,1.0,92,2956.498582,3003.1005,1722646500000000001,1722685560000000000,stop,-0.9982433170269849,49.58171299999986,650.9999999999833,0.060098761432466216,-0.0017567745592008946,0,0.0,10000.0,9700.527004891905
BTCUSDT,-1,1722686100000000000,1722678300000000000,1722676500000000000,61894.8,61986.4,61753.799999999996,61444.92156862745,61919.66274509804,rejection,15.0,1.539301310043772,0.7432781659388765,1.0,1.685279071236227,-0.052892477514309144,0.8431146088852549,-0.1790393013100624,0.2714273482318252,0.041244988498403745,2.900281100380648,-0.014158931845833042,0.1403654416441657,1.6493303890461852,0.1616322204557482,-0.5864816439696177,-0.25276461295421354,-1.4411564563795174,-0.11068362032562415,-0.025340078462435356,-0.15062013097426644,0.25,95,61882.52102,61998.79728,1722686100000000001,1722687600000000000,stop,-0.9994396443431826,178.31683999999854,24.999999999983334,0.34736292517297024,0.0,0,0.0,9700.527004891905,9409.674267100587
SOLUSDT,-1,1722688500000000000,1722686400000000000,1722679200000000000,152.752,153.54999999999998,151.864,148.08697916666665,153.19047916666665,rejection,60.0,1.1127819548872617,0.2105604010025133,1.0,0.9985200693040717,-0.056031522249936794,1.591548277482558,0.5601503759398717,0.5494726399331497,0.010391965406611801,2.1580339013664527,0.01849984974719085,0.06848649619542352,1.2727805345713754,0.14756554307115768,-0.3725341171948362,-0.3542420587052561,-1.1472021111800212,-0.19477349414889678,0.3038386276628221,-0.6745199219965814,0.0,96,152.7214496,151.864,1722688500000000001,1722690480000000000,target,0.7415128624588929,1.0124113999999733,32.99999999998333,0.10542505230581443,0.0,0,0.0,9409.674267100587,9618.996102118694
ETHUSDT,-1,1722698100000000000,1722671100000000000,1722669300000000000,3000.4,3003.7700000000004,2996.4100000000003,3001.983076923077,3029.529230769231,acceptance,15.0,1.1839762611274103,0.9793590504450036,0.0,0.8596919351089841,-0.05848607945449902,0.7276011983456676,-6.086053412462348,0.46975576352428045,0.03210563516602594,2.732258737695813,-0.10430041034432182,1.0514381457693354,1.1683434777269537,0.5972733971996994,0.364021402891563,0.1343830098864847,-0.7339941093726283,-0.05835041791515786,-0.3407122292635369,0.013266680175658348,0.75,94,2999.809918,2996.4100000000003,1722698100000000001,1722698220000000000,target,0.17176085483015952,7.572919000000345,1.9999999999833333,0.2771965419146704,0.0,0,0.0,9618.996102118694,9668.56111191193
SOLUSDT,-1,1722699900000000000,1722621600000000000,1722614400000000000,148.001,153.54999999999998,134.42805555555555,135.84094444444443,149.39705555555554,rejection,60.0,2.4460162992331074,0.029338817805010027,1.0,0.8353097104336912,-0.05815102032238406,5.495113801147468,0.7266174085420793,0.25158687250955847,0.04676159265470251,3.164034216607016,0.16488610752991617,0.30561452399491895,1.3764326065748576,0.9424876637740353,0.9735230560813948,0.8482814724425003,0.9583518744354373,0.29701967592592404,0.4815363368368557,1.156059209001526,1.0,90,147.97339939999998,134.42805555555555,1722699900000000001,1722789480000000000,target,2.338850391070942,5.760085699999978,1492.9999999999834,0.01751229340409145,-0.0047754772839181375,0,0.0,9668.56111191193,10346.960650042585
SOLUSDT,-1,1722831900000000000,1722812400000000000,1722805200000000000,127.988,129.96699999999998,124.833,129.39136904761904,142.80565476190475,acceptance,60.0,1.5942395149065312,0.07114037392622591,0.0,9.330197144510697,0.07512235095945918,0.2542487082014978,1.7170288024254785,0.7091303929353451,0.03307736367842475,3.679595113288632,0.04236040806672073,0.7746494497692574,1.628609121430494,0.5110434120335112,0.519257879086131,0.1505846790231469,2.3568218156936305,0.14405955534690246,-0.1631550065684338,-0.18188910256138907,0.0,109,127.9634022,124.833,1722831900000000001,1722833340000000000,target,1.4083618551113464,2.1595684999999847,23.999999999983334,0.04118799709293808,0.0,0,0.0,10346.960650042585,10784.128590918326
XRPUSDT,-1,1722854100000000000,1722564000000000000,1722556800000000000,0.4526,0.4563,0.4389,0.455830303030303,0.4946939393939393,acceptance,60.0,3.702702702702719,0.13455675675675746,0.0,34.275609542935605,0.07995322128614557,0.10085834911653345,6.00000000000003,0.8730548730548618,0.03065382354985167,4.414774390375112,0.14457740693626125,0.5977387914230016,1.490779523694131,0.6177285318559559,1.5903514762988737,0.578512396694226,0.2612720282491032,0.021159153633855083,0.1563180543645416,0.9285009880828575,1.0,83,0.45250948,0.45639125999999997,1722854100000000001,1722854700000000000,stop,-1.000000085327569,0.004336229999999981,9.999999999983334,0.1048031054625797,0.0,0,0.0,10784.128590918326,10460.604705585272
SOLUSDT,-1,1722860100000000000,1722747600000000000,1722740400000000000,115.87,118.21000000000001,111.70392857142862,117.14878571428576,128.03850000000006,acceptance,60.0,1.7803724053723842,0.05446880341880334,0.0,18.022375457359978,0.13271438647999356,0.1366867863436066,4.570940170940164,0.5464896214896404,0.02307952352212371,5.033282951064969,0.24945876828886235,0.7334247258225361,1.688484713638097,0.5846058923337956,-0.2528262635728099,-0.03699195239061405,2.5296492514331987,0.12237003912800345,-0.6099142114085916,0.6280191058179209,0.75,103,115.83182900000001,111.70392857142862,1722860100000000001,1722861240000000000,target,1.6165641028705733,2.5038560000000034,18.999999999983334,0.03205324116653898,0.0,0,0.0,10460.604705585272,10967.911847426318
BTCUSDT,1,1722885900000000000,1722882600000000000,1722880800000000000,53092.3,52520.3,54366.77777777778,53046.77777777778,54603.27777777778,rejection,15.0,2.228108003108004,0.10210057692307693,1.0,1.3499597241143013,-0.1736980583289588,0.8432454686980254,0.01695804195804959,0.07958430458430402,-0.029462609742614682,2.014319351640768,-0.1020208858899329,0.33818039047721143,1.072062002109894,0.1904682608406054,-0.7561624138539621,-0.27526263720732297,-1.5776785875909138,-0.13556249930500588,-0.051549670350751545,0.119431711305299,1.0,119,53102.818439999995,54366.77777777778,1722885900000000001,1722891600000000000,target,1.898869558107393,645.9288200000001,94.99999999998333,0.05793945651094428,0.0,0,0.0,10967.911847426318,11592.710865118815
XRPUSDT,-1,1722908100000000000,1722769200000000000,1722762000000000000,0.5081,0.5159,0.499990476190476,0.5038761904761904,0.5153904761904761,rejection,60.0,1.0396825396825615,0.07165512820512794,1.0,2.4308049179774676,0.23666100856064765,0.5966939575604784,0.6153846153846165,0.9346764346764157,0.13267004701302107,2.0508866874093385,0.17302766097250097,0.03556658395369477,1.8045025895127391,0.27208480565371124,0.21374005178955535,0.06249999999999856,-2.6539389763870203,-0.19631093544137018,0.22819282037293442,1.1928441831414822,1.0,106,0.50809836,0.51600318,1722908100000000001,1722924360000000000,stop,-0.9882668103043403,0.00851680000000003,270.99999999998334,0.06012243683073434,0.0,0,0.0,11592.710865118815,11249.010123435273
