symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,phase,scale,rr,cost_r,sweep,impulse_volume,impulse_flow,test_effort,test_result,acceptance,test_flow,width_atr,slope_atr,overshoot,reaction_volume,range_location,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored
BTCUSDT,-1,1754803800000000000,1754784000000000000,1754776800000000000,117860.2,118738.1,116503.0,116369.16666666667,117953.97777777778,rejection,60.0,1.5459619546645218,0.14767766260393975,1.0,22.772160121483108,0.06972849978031315,0.3464048800836365,0.01708622849982897,0.10682056928782331,0.0635520995260374,4.830723927707701,-0.007789687543364959,0.49471020030427865,2.094254366072582,0.3927341058565615,2.253488869882071,0.7352560914967706,-3.9372806346904548,-0.3122084451212101,0.11688214339809577,1.645256646047542,1.0,93,117836.62796,118761.84762,1754803800000000001,1754835780000000000,stop,-0.9887142310256908,1043.5188100000087,532.9999999999833,0.11336569753831177,-0.011285853103117426,0
BTCUSDT,1,1754844300000000000,1754840700000000000,1754838900000000000,118750.0,118595.4,118917.29999999999,118700.88888888889,119351.33333333333,rejection,15.0,1.0821474773608153,0.8449223803363201,1.0,0.7749252503470658,-0.38339291530780883,1.4788621384366065,0.7561448900387437,0.3176656604858192,0.13668765736986396,2.3486280699469666,0.15486341561317696,0.1620259651520369,0.9178769462804384,0.5815085158150851,0.1845121368925083,0.08079051383399757,0.34916484613508775,0.023783172237388846,0.02707519398795688,0.35457715199602347,1.0,104,118773.85002,118571.68092,1754844300000000001,1754845560000000000,stop,-1.0003120437567983,320.7417800000058,20.999999999983334,0.3699947212053193,0.0,0
BTCUSDT,1,1754847300000000000,1754832600000000000,1754830800000000000,118533.5,118421.09999999999,118811.7,118516.4111111111,119160.52777777777,rejection,15.0,2.475088967971312,1.1600253558717961,1.0,0.938827530462139,0.08366021477718477,0.49993569545366856,-0.23754448398572078,0.15203637801513184,-0.15185428371506907,2.6985159220713877,0.10341040910258685,0.1478165618719701,0.7776951404796223,0.3181265206812652,-0.5898792276155843,-0.2522393407380735,0.5990960905470654,0.03889674681753927,-0.2762913051994201,0.11097533195006166,0.5,103,118557.30672000001,118397.41578,1754847300000000001,1754850240000000000,stop,-1.000359657491622,278.26822000000874,48.99999999998333,0.4257667700968378,0.0,0
BTCUSDT,1,1754905500000000000,1754895600000000000,1754888400000000000,121432.8,121090.29999999999,121784.59999999999,121301.46153846153,123676.23076923077,rejection,60.0,1.0271532846714553,0.390003153284655,1.0,1.397759172496522,-0.15834957124868987,1.253752892928241,0.4402919708029095,0.3834699606962499,0.07195368212732174,3.0353733784395436,0.32996608765363733,0.08887665198237835,1.5547074444279243,0.2756843800322131,-0.32874690425467507,-0.343574672722422,-0.5365783452803853,-0.1145617290688781,0.9049537740827741,-0.04975140263761965,0.25,113,121457.08656,121066.08193999999,1754905500000000001,1754908740000000000,stop,-1.0000000668597584,512.2661700000145,53.99999999998333,0.23671597179645215,0.0,0
BTCUSDT,1,1754910000000000000,1754874000000000000,1754872200000000000,121167.6,120947.9,121387.9,121006.45000000003,121752.00000000003,rejection,15.0,1.002730996813731,0.6066652708238186,1.0,2.246447002201653,-0.19092454670199277,1.0,0.0,0.7335002275829362,-0.1909245467019813,2.9763244084048255,0.21497561450285171,0.0783984977533713,2.246447002201786,0.1624260355029629,-0.9768715481679958,-0.2522420369034075,-4.476363166983144,-0.28817044023540345,0.8242347140800093,-0.5546129816310623,0.25,109,121191.83352,120923.71042,1754910000000000001,1754910300000000000,stop,-1.0000000564518665,389.1808500000116,4.999999999983333,0.3110578847083468,0.0,0
BTCUSDT,1,1754943900000000000,1754848800000000000,1754841600000000000,118741.7,118498.9,119854.0,118520.57575757576,120013.66666666667,rejection,60.0,4.58113673805597,0.537956630971987,1.0,9.65641134334378,-0.45929736479834293,0.10030984822977357,0.06548599670508233,0.9107258748938825,-0.21101573163837917,3.1373959142021186,0.06800492848611497,0.014450397791850778,2.611998403320586,0.11673881673881534,-1.7037144836572031,-0.4661913523459125,-3.6927822318440713,-0.3248308750138671,0.17473996419956606,-0.2643992855743097,0.25,104,118765.44833999999,118475.20022,1754943900000000001,1754948220000000000,stop,-1.0000000593833742,408.8684200000029,71.99999999998333,0.29011857721855644,0.0,0
BTCUSDT,1,1754943900000000000,1754939700000000000,1754937900000000000,118741.7,118498.9,119035.18666666668,118382.68666666668,119224.16666666667,rejection,15.0,1.2087589236683485,0.537956630971987,1.0,9.65641134334378,-0.45929736479834293,0.10030984822977357,0.06548599670508233,1.4786381109279951,-0.21101573163837917,2.3852073953088664,-0.2678355359399326,-0.13822471518434779,2.611998403320586,0.11673881673881534,-2.298243756377389,-0.4661913523459125,-4.981417831102157,-0.3248308750138671,0.17473996419956606,-0.2643992855743097,0.25,119,118765.44833999999,119035.18666666668,1754943900000000001,1754944980000000000,target,0.4562557439954713,408.8684200000029,17.999999999983334,0.2034634064018266,0.0,0
BTCUSDT,1,1754944800000000000,1754861400000000000,1754859600000000000,118899.9,118498.9,119588.99999999983,118862.59999999983,119571.35999999983,rejection,15.0,1.7184538653362373,0.3261593266832918,1.0,9.65641134334378,-0.45929736479834293,0.03556840315218364,0.4341645885286565,0.09301745635950869,-0.15511815779706306,2.7132281697745455,0.03376414083386045,0.5130086347985692,2.075151465855801,0.23011135346113812,-1.2368700570773998,-0.20607181580458386,-5.134675975109533,-0.2541255375987616,0.1937162287362718,0.4342690836542138,0.75,107,118923.78,118475.20022,1754944800000000001,1754948220000000000,stop,-1.000176505268635,567.1791599999999,56.99999999998333,0.20928041522188512,0.0,0
BTCUSDT,-1,1754945700000000000,1754944200000000000,1754942400000000000,118902.6,119036.90000000001,118527.5,118130.97142857143,118984.21428571429,rejection,15.0,2.793000744601621,0.9738857781086909,1.0,0.4933009060052917,-0.05942623838975747,0.7817469433043086,0.6574832464630412,0.6077013083714243,0.07658663552993851,2.314987300634375,0.27232408750242243,0.061630418403735274,0.45799715234927557,0.7508488178282565,-0.47968729105180863,-0.14144000000000234,3.0113400697872783,0.2206341317960468,0.15139287870622842,-0.16275970259734424,0.25,119,118878.81948,119060.70738,1754945700000000001,1754946960000000000,stop,-1.0000000446390465,300.85765000000293,20.999999999983334,0.39543539421383783,0.0,0
BTCUSDT,-1,1754955000000000000,1754951400000000000,1754949600000000000,118638.2,118884.3,118230.8,117713.25,118700.6,rejection,15.0,1.655424624136467,0.5302804550995406,1.0,1.1158944789317882,-0.17378662842185277,0.5755922852059968,0.8378707842340195,0.25355546525805467,-0.020191677301503203,2.4948687610095455,0.14181851340624896,0.18595229655136494,0.6704985342754137,0.5784419121335943,-0.3691703306664006,-0.23179438362684548,2.020708510841459,0.15922349427575944,0.06248908364250072,0.6498189504600338,1.0,119,118614.47236,118908.07686,1754955000000000001,1754957820000000000,stop,-0.9712289679877866,412.36575000000585,46.99999999998333,0.28799985112730225,-0.028771091692231552,0
