symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,scale,sweep,deep_sweep,body_ratio,displacement,impulse_flow,impulse_volume,trend_hour,eff_hour,trend_fourhour,eff_fourhour,rr,risk_atr,range_location,response_eff,pullback_volume,pullback_flow,test_flow,test_volume,retest_depth,retest_age,return_speed,micro_strength,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored,predicted_value,nav_before,nav_after
XRPUSDT,-1,1722643440000000000,1722642300000000000,1722641400000000000,0.562,0.5643,0.5582,0.5633,0.5641,15.0,0.0,0.0,6.499999999999792,0.9279985880795052,0.07647111866780332,0.8270835550525614,-0.14435533592348368,-0.022082018927445976,0.7423988704635812,0.023195876288659684,1.6521739130435118,0.4743103894628455,0.7361111111111087,0.9999999999996828,2.365165667727259,0.2447942310502625,0.4563344325155238,2.859935268474311,0.37704918032786405,1.2666666666666666,0.034732110898882604,0.7272727272726539,93,0.5617876199999999,0.5582,1722643440000000001,1722645480000000000,target,1.0345408122625996,0.0030884099999999685,33.99999999998333,0.12709899592347,0.0,0,0.0,10000.0,10310.36224367878
SOLUSDT,1,1722660960000000000,1722657600000000000,1722654000000000000,151.604,150.067,153.566,150.521,151.951,60.0,0.0,0.0,2.0601398601398686,0.449561553643315,0.08851905779253477,0.5536742787116772,-0.5168771688656238,-0.2374982967706784,0.41723819655418265,0.0311483031148302,1.276512687052688,0.4557889894127764,0.6088516746411499,-0.3382245047689231,4.411709312024107,-0.21592974324571568,0.5318595578673602,1.2414238437323433,0.43926836238925643,0.9333333333333333,0.009865402073566303,0.9942857142856873,94,151.63332060000002,150.0369866,1722660960000000001,1722674100000000000,stop,-1.0080986677277421,1.7481697000000063,218.99999999998334,0.0862817572001159,0.008671007129342162,0,0.0,10310.36224367878,9998.546370429489
ETHUSDT,-1,1722693180000000000,1722690900000000000,1722690000000000000,3004.69,3010.8500000000004,2998.05,3007.21,3008.67,15.0,0.0,0.0,4.602739726027146,0.6255688498072806,0.06070642935850412,1.982210850681178,0.036798167635716035,0.004283542904517323,-2.1034307435645556,-0.06838530410620879,1.0779220779220031,0.7312152020518131,0.37721518987342106,0.07230559345157025,0.854287274688806,-0.09728337844973703,0.2740117434180037,0.42193513830614826,0.48125000000001733,2.533333333333333,0.008590404159442861,0.438461538461603,97,3004.09906,3011.4521700000005,1722693180000000001,1722693720000000000,stop,-0.999036495752834,10.37087800000031,8.999999999983334,0.2900213091890494,0.0,0,0.0,9998.546370429489,9698.878988573406
XRPUSDT,1,1722728280000000000,1722727800000000000,1722726900000000000,0.5553,0.5525,0.5583,0.5543,0.555,15.0,0.0,0.0,4.714285714285443,0.692872129666012,0.2077579037969599,1.0703229101441378,0.35926703019721884,0.060869565217399786,1.7450112895292713,0.052713178294575495,1.071428571428563,0.7185340603944091,0.8360655737704915,0.09090909090907257,1.1302607010866688,0.05560011161249055,0.29618210791065935,1.0581993157723368,0.48275862068965714,0.5333333333333333,0.07698579218511323,0.42857142857142855,100,0.55541106,0.5523895,1722728280000000001,1722730980000000000,stop,-0.997167781208559,0.0035754600000000246,44.99999999998333,0.15491720785577132,-0.0028322971030300802,0,0.0,9698.878988573406,9408.736699336025
ETHUSDT,-1,1722766800000000000,1722766500000000000,1722765600000000000,2909.43,2913.59,2903.89,2908.5,2911.2,15.0,0.0,0.0,2.5444444444445753,0.40944847379270183,0.39308973616208354,0.9410106646661689,-0.07265992100875412,-0.015559293523968275,0.5478950800391829,0.01976060627523375,1.3317307692306615,0.40846658296828214,0.24178655786987713,-0.3435897435898566,1.6900904901855989,0.29385876481194506,0.6349791274797044,1.7975125847625393,0.4288659793814631,0.3333333333333333,0.10015286409317532,0.6805555555555424,105,2908.8381160000004,2914.1727180000003,1722766800000000001,1722767100000000000,stop,-1.0012133655507436,8.236114000000308,4.999999999983333,0.35350474956999034,0.0,0,0.0,9408.736699336025,9126.132111246334
XRPUSDT,1,1722789780000000000,1722788100000000000,1722787200000000000,0.5287,0.5257000000000001,0.5334,0.5283,0.5298,15.0,0.0,0.0,2.533333333333254,0.5414822077105693,-0.040623813414671806,2.132690537392438,-0.20305582789146975,-0.023498694516971317,-3.9031842472471103,-0.12509038322487567,1.5666666666667357,0.6768527596381991,0.14814814814814561,-0.10769230769229902,1.0237719400383982,-0.0050921917158610166,0.12460273345772721,1.4144028482826625,0.38961038961037914,1.8666666666666667,0.028202198318259784,0.6666666666666914,107,0.52890576,0.5255948600000001,1722789780000000001,1722790080000000000,stop,-1.0267705105294713,0.0037380799999998915,4.999999999983333,0.14104842860506336,0.0,0,0.0,9126.132111246334,8845.01881143562
SOLUSDT,1,1722811800000000000,1722809700000000000,1722808800000000000,140.769,139.792,142.606,140.359,140.864,15.0,1.0,0.0,3.4950495049504995,0.7364897196689992,0.13749449581682072,0.9764425085320481,-0.12381904882618583,-0.014671280276815808,1.0261795697529261,0.03515195166356543,1.8802456499488043,0.5706189184112749,0.45616133994189223,-0.05957836846929583,1.1356916648630981,0.06355299388621832,0.024750980984002413,0.4243627513769694,0.34719260838664046,2.3333333333333335,0.022627847736969808,0.3386454183267185,109,140.7891522,139.7640416,1722811800000000001,1722813000000000000,stop,-0.9931774732363452,1.1733927000000037,19.999999999983334,0.11954786909787282,0.0,0,0.0,8845.01881143562,8581.478608419535
SOLUSDT,1,1722828000000000000,1722826800000000000,1722825900000000000,128.428,126.82199999999999,131.033,127.369,128.569,15.0,0.0,0.0,2.890833333333356,0.5592089772350499,0.06330464405312641,0.8916349319513471,0.47742158496983406,0.08197276034176536,-2.5014131959668147,-0.07917966313162858,1.6220423412204081,0.39563419270462163,0.458203732503888,-0.10863836017571381,0.8663515624034186,0.03281227406601268,0.0383986676124973,0.6947661648899127,0.38138209451436933,1.3333333333333333,0.02969719920955287,0.5226519337016639,112,128.4546858,126.79663559999999,1722828000000000001,1722830400000000000,stop,-1.0005608083824764,1.784675000000009,39.99999999998333,0.07151198997016227,0.0,0,0.0,8581.478608419535,8323.889873212818
SOLUSDT,1,1722854460000000000,1722844800000000000,1722841200000000000,115.728,109.152,124.439,117.552,118.54,60.0,1.0,1.0,5.318825910931186,0.5068528849055433,0.05186580596312318,1.7491776684388063,-0.5978386941320095,-0.26094188585093525,0.6937072496651278,0.06468844048108065,1.3246654501216557,0.7831448710382635,0.41689537452306025,-0.21805633277374775,1.2351892349669462,-0.029265934623009585,0.21423063081589636,1.8443303978855294,0.4301694250016352,2.683333333333333,0.0052281852591188555,0.48990276738968325,114,115.748145,124.439,1722854460000000001,1722866460000000000,target,1.2784139770214713,6.733415999999993,199.99999999998334,0.012291216300908793,0.0,0,0.0,8323.889873212818,8643.131187925901
SOLUSDT,1,1722947880000000000,1722947400000000000,1722946500000000000,139.276,138.086,140.484,138.794,139.347,15.0,0.0,0.0,3.036166365280308,0.6630419764847642,0.06022731246721458,0.8627335029936958,-0.10577942405594977,-0.010975534980686423,0.8870107011618955,0.026282152299907338,1.0151260504201687,0.7032263386959695,0.6331914893617034,-0.18531889290008674,1.647627795164875,0.07613849870269303,0.4239763887846727,1.8134440059872092,0.4962468723936612,0.5333333333333333,0.08812489727565985,0.8505747126436572,128,139.32886019999998,138.0583828,1722947880000000001,1722948360000000000,stop,-1.0180743127893037,1.3841533999999978,7.999999999983333,0.1002010481641704,0.0,0,0.0,8643.131187925901,8379.150692591038
