symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,pool,shift,delivery_minutes,flow,accepted_pools,rejected_pools,shift_ts,origin_ts,relative_strength,market_direction,market_breadth,episode
BTCUSDT,1,1739175300000000000,1739168100000000000,1739164500000000000,15.0,97239.2,96739.0,97850.0,1.2211115553778618,97232.1,97239.2,limit,96739.5,97634.0,125,0.08225227082056175,0,0,1739175000000000000,1739173500000000000,-0.22642190375662863,1.9265179409887634,1.0,98
BTCUSDT,-1,1739191500000000000,1739183100000000000,1739176200000000000,15.0,97573.0,97930.1,97211.3,1.0128815457854696,97573.0,97578.9,limit,97859.9,97431.9,145,0.09378976070204204,0,0,1739190900000000000,1739190300000000000,0.6132388519043417,0.8656925736813947,1.0,98
BTCUSDT,1,1739310900000000000,1739301600000000000,1739152800000000000,15.0,95394.9,94814.2,96405.9,1.741002238677467,95269.4,95394.9,limit,95200.1,96000.0,160,0.03262934345501378,0,0,1739310000000000000,1739308200000000000,0.6631915767322787,-0.43835399668821673,0.25,115
BTCUSDT,-1,1739330100000000000,1739325000000000000,1739322900000000000,15.0,95968.8,96230.1,95050.0,3.5162648296976373,95968.8,95975.6,limit,96128.0,95765.5,90,0.17670092364576018,1,1,1739328900000000000,1739328300000000000,-0.5438579127013526,1.5009110417153886,1.0,118
BTCUSDT,1,1739358900000000000,1739355600000000000,1739352600000000000,15.0,95960.5,95860.4,96195.0,2.3426573426572066,95898.9,95960.5,limit,96004.0,96175.7,60,-0.059777584177108656,0,0,1739358600000000000,1739357700000000000,0.5960073079775401,0.8172784933371804,1.0,122
BTCUSDT,-1,1739367900000000000,1739366700000000000,1739314800000000000,60.0,96459.6,96596.40000000001,94003.9,17.95102339181257,96459.6,96465.4,limit,96468.5,95751.0,25,0.04627666317846468,2,1,1739367300000000000,1739367000000000000,0.9753617799399743,4.2149899438219,1.0,125
BTCUSDT,1,1739380200000000000,1739367900000000000,1738594800000000000,60.0,95451.0,94003.79999999999,97199.0,1.207849640685452,95342.4,95451.0,limit,94111.0,96596.3,210,0.011680967005674114,0,0,1739379600000000000,1739377800000000000,-0.06861062278099461,0.7043771527795261,1.0,127
BTCUSDT,1,1739544300000000000,1739537100000000000,1739515500000000000,15.0,96640.1,96408.09999999999,97280.0,2.758189655172216,96577.9,96640.1,limit,96556.2,97094.5,125,0.024454902859399885,0,3,1739544000000000000,1739543400000000000,1.285619019327428,1.87379883900476,1.0,151
BTCUSDT,-1,1739546700000000000,1739544000000000000,1739509200000000000,60.0,97365.7,97561.20000000001,96225.7,5.831202046035371,97365.7,97436.3,limit,97212.0,96408.2,50,-0.004824338985224275,0,0,1739546400000000000,1739544900000000000,0.46630584759943905,1.4596130786669086,1.0,152
BTCUSDT,1,1739552700000000000,1739546400000000000,1739497500000000000,15.0,96736.7,96225.59999999999,97714.1,1.9123459205634858,96671.0,96736.7,limit,96309.5,97561.1,110,0.048591205453071495,0,0,1739552400000000000,1739551800000000000,1.7129191247409685,1.2389914259149726,1.0,153
BTCUSDT,-1,1739567100000000000,1739555400000000000,1739401200000000000,60.0,97861.5,98792.90000000001,96920.1,1.0107365256602805,97861.5,97953.7,limit,98090.9,97236.0,200,0.013421861281266434,0,0,1739566800000000000,1739565600000000000,0.31475110398930384,0.7996962019661764,1.0,154
BTCUSDT,-1,1739595000000000000,1739589000000000000,1739585700000000000,15.0,97697.5,97941.3,97450.0,1.0151763740771003,97697.5,97728.7,limit,97870.0,97582.8,105,0.13833724817341775,0,0,1739594100000000000,1739592900000000000,-0.09922127832008798,0.7543787737674451,0.75,158
BTCUSDT,-1,1739602800000000000,1739600700000000000,1739598300000000000,15.0,97562.7,97623.20000000001,97378.5,3.0446280991727734,97562.7,97609.1,limit,97601.1,97472.6,40,0.167793825515256,0,1,1739601900000000000,1739600700000000000,-0.6125367204484311,0.9113860247982186,1.0,159
BTCUSDT,-1,1739730900000000000,1739723700000000000,1739719800000000000,15.0,96863.3,97134.1,96572.5,1.0738552437223035,96863.3,96871.8,limit,97056.7,96822.3,125,0.10477272940373605,0,1,1739730000000000000,1739729400000000000,-0.4654576593727077,0.7899193740060849,0.75,180
BTCUSDT,-1,1739739600000000000,1739737500000000000,1739728800000000000,60.0,97042.0,97137.20000000001,96820.0,2.3319327731089587,97042.0,97078.2,limit,97134.0,96960.0,40,0.1567216647108809,0,0,1739738100000000000,1739737200000000000,-0.1943995785250019,0.5383171512555878,0.75,182
BTCUSDT,-1,1739745600000000000,1739742000000000000,1739712600000000000,15.0,97095.5,97247.70000000001,96522.0,3.7680683311429446,97095.5,97133.7,limit,97194.9,96818.1,65,0.06182442794224341,0,1,1739745300000000000,1739743200000000000,0.8908352959001666,1.2059681447341424,1.0,183
ETHUSDT,-1,1739152200000000000,1739146200000000000,1739134800000000000,60.0,2613.83,2657.7400000000002,2556.91,1.2962878615349505,2613.83,2615.58,limit,2649.8,2606.2,105,0.18460606246818534,0,0,1739151900000000000,1739151300000000000,0.0748617501582518,2.045280493368949,1.0,96
ETHUSDT,-1,1739168400000000000,1739166900000000000,1739149200000000000,60.0,2644.99,2659.9300000000003,2625.08,1.3326639892904402,2644.99,2650.2,limit,2657.73,2630.07,30,0.09916168551259641,0,0,1739167800000000000,1739166900000000000,-0.0471238096485469,0.39076178815455553,1.0,98
ETHUSDT,1,1739196300000000000,1739186400000000000,1739184300000000000,15.0,2646.81,2629.99,2685.65,2.3091557669441003,2644.16,2646.81,limit,2638.51,2659.67,170,0.009625245951611072,4,2,1739195400000000000,1739194800000000000,-0.5305424120826314,0.8472379743790348,1.0,99
ETHUSDT,1,1739234700000000000,1739217000000000000,1739212200000000000,15.0,2668.38,2650.0899999999997,2724.49,3.0677966101694034,2667.86,2668.38,limit,2668.68,2690.66,300,0.05313479641729013,3,0,1739234400000000000,1739233500000000000,1.7562814332992511,1.8672098030801965,1.0,104
ETHUSDT,-1,1739315100000000000,1739309100000000000,1739306700000000000,15.0,2605.14,2630.7000000000003,2552.88,2.0446009389670947,2605.14,2611.2,limit,2611.44,2591.52,105,0.0369474878129844,0,3,1739314800000000000,1739314200000000000,0.004858281195331937,1.28986635404557,1.0,116
ETHUSDT,-1,1739321100000000000,1739319600000000000,1739317500000000000,15.0,2604.67,2613.88,2588.01,1.8089033659066003,2604.67,2608.44,limit,2610.89,2594.56,30,0.09812790609382027,0,0,1739320800000000000,1739320500000000000,0.031494787512452355,0.08509883290100445,0.75,118
ETHUSDT,-1,1739330400000000000,1739325000000000000,1739322000000000000,15.0,2608.94,2623.4100000000003,2566.9,2.9053213545265533,2608.94,2611.96,limit,2616.24,2598.7,95,0.06340274568997672,1,0,1739329200000000000,1739328000000000000,0.102090189336902,0.33638669683636524,1.0,118
ETHUSDT,-1,1739367900000000000,1739361000000000000,1739350800000000000,60.0,2652.85,2664.69,2555.16,8.250844594594497,2652.85,2658.52,limit,2636.52,2609.88,120,0.002645675603053288,0,1,1739367300000000000,1739367000000000000,-0.32482385351652976,4.2149899438219,1.0,124
ETHUSDT,1,1739380200000000000,1739367600000000000,1739332800000000000,60.0,2592.55,2542.2,2667.21,1.4828202581926377,2591.78,2592.55,limit,2566.9,2636.87,215,0.003243265256300365,0,0,1739379600000000000,1739377500000000000,0.274015134961732,0.7043771527795261,1.0,126
ETHUSDT,-1,1739456400000000000,1739453700000000000,1739450700000000000,15.0,2658.0,2677.84,2614.6,2.1874999999999885,2658.0,2660.74,limit,2667.94,2650.36,50,0.07199963347471872,1,0,1739455800000000000,1739454900000000000,0.4473178729505145,1.4114485556965404,1.0,135
