ts,symbol,role,price,quantity,cost
1763381220000000000,SOLUSDT-PERP.BINANCE,entry,141.99,330.58,9.38781084
1763385240000000000,SOLUSDT-PERP.BINANCE,exit,140.88,330.58,9.31442208
1763392200000000000,ETHUSDT-PERP.BINANCE,entry,3124.19,9.233,5.76912925
1763395380000000000,ETHUSDT-PERP.BINANCE,exit,3093.41,9.233,20.76410342
1763424240000000000,BTCUSDT-PERP.BINANCE,entry,92224.09999999999,1.255,23.1482491
1763426520000000000,BTCUSDT-PERP.BINANCE,exit,91480.2,1.255,22.9615302
1763561100000000000,SOLUSDT-PERP.BINANCE,entry,136.26,221.44,6.03468288
1763567160000000000,SOLUSDT-PERP.BINANCE,exit,134.9,221.44,24.26456143
1763654760000000000,ETHUSDT-PERP.BINANCE,entry,2916.56,6.871,4.00793675
1763656740000000000,ETHUSDT-PERP.BINANCE,exit,2872.98,6.871,14.22942401
1763744460000000000,SOLUSDT-PERP.BINANCE,entry,128.83,383.86,9.89053676
1763744820000000000,SOLUSDT-PERP.BINANCE,exit,129.52,383.86,38.89994413
1763749080000000000,ETHUSDT-PERP.BINANCE,entry,2720.45,6.053,3.29337677
1763865840000000000,ETHUSDT-PERP.BINANCE,exit,2831.83,6.053,3.4282134
1763885220000000000,XRPUSDT-PERP.BINANCE,entry,2.0327,7207.6,2.9301777
1763915580000000000,XRPUSDT-PERP.BINANCE,exit,2.0749,7207.6,12.35177221
1763935800000000000,BTCUSDT-PERP.BINANCE,entry,87630.7,0.501,8.78059614
1763939940000000000,BTCUSDT-PERP.BINANCE,exit,87099.8,0.501,32.63687332
