symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,scale,sweep,deep_sweep,body_ratio,displacement,impulse_flow,impulse_volume,trend_hour,eff_hour,trend_fourhour,eff_fourhour,rr,risk_atr,range_location,response_eff,pullback_volume,pullback_flow,test_flow,test_volume,retest_depth,retest_age,return_speed,micro_strength,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored
BTCUSDT,1,1763490480000000000,1763489700000000000,1763488800000000000,93302.1,93068.0,93728.1,93215.7,93282.7,15.0,0.0,0.0,5.673134328358296,0.5607973029326938,0.1146178073460713,0.6177953908507235,0.594111994196032,0.10283039340299481,2.7484620292245374,0.07626095210642944,1.8197351559162298,0.41929942068522663,0.8260656540911323,-0.257425742574247,1.029405855689744,0.039109655553251514,0.5555838749415911,0.6921278941565602,0.3546432358733582,0.8666666666666667,0.04046536320942621,0.8096425602661526,110,93320.76042,93049.3864,1763490480000000001,1763495400000000000,stop,-1.0000000642145512,364.5590700000058,81.99999999998333,0.25561035529852133,0.0,0
BTCUSDT,1,1763507700000000000,1763506800000000000,1763503200000000000,92788.7,92420.2,93400.0,92459.0,92756.9,60.0,0.0,0.0,2.217522658610335,0.46082010803840223,0.2318298227690454,0.4334788993430937,-0.30848393226281173,-0.10583209833492961,-0.8227932229546798,-0.06726634397656651,1.6588873812754488,0.4681891640809092,0.3187678463268972,-0.02439024390241935,1.3650786705315388,-0.03312800841954104,0.21884200196270848,1.1815785155609035,0.37609716268626137,0.25,0.02802782349966114,0.640831758033987,112,92807.25774,92401.71596,1763507700000000001,1763511480000000000,stop,-1.0139820142250189,498.14623,62.99999999998333,0.18589819870763652,0.013981940250757292,0
BTCUSDT,1,1763698320000000000,1763696700000000000,1763695800000000000,85676.8,85399.9,86109.0,85657.4,85745.5,15.0,0.0,0.0,4.158910329171055,0.46573197296740965,0.12051627985329372,1.0151023866627242,-0.3179097831290773,-0.0457402991545623,-2.3825655784587454,-0.07715075622052156,1.5608522932465998,0.46355565533674026,0.1785615872141104,-0.1806827643630281,0.7913386237471247,-0.20809479329882313,0.3185404339250494,0.619559628925897,0.39049499365393664,1.8,0.021508962566551295,0.9655612244898305,138,85693.93536,85382.82002,1763698320000000001,1763699640000000000,stop,-1.0000000698089944,396.6536900000087,21.999999999983334,0.21565002380287482,0.0,0
BTCUSDT,1,1763770980000000000,1763770500000000000,1763769600000000000,85237.8,84990.0,85599.9,85093.5,85202.1,15.0,0.0,0.0,3.465009208102838,0.5339700777898616,0.16525411964957715,1.136950479703552,1.018690488210817,0.1464946236559067,2.839133658569909,0.08629435471652062,1.4612590799030953,0.4940918046166356,0.8340132936053214,-0.255524431994956,0.8991508248675686,-0.2757703510009651,0.14066138798323236,0.7048721817803004,0.406296114117077,0.5333333333333333,0.0578484200219509,0.4147909967845218,152,85254.84756,84973.00200000001,1763770980000000001,1763771280000000000,stop,-1.000000067527852,366.95946000000293,4.999999999983333,0.23194367241547426,0.0,0
BTCUSDT,1,1763803560000000000,1763802900000000000,1763802000000000000,84069.6,83899.9,84315.6,83979.3,84038.7,15.0,0.0,0.0,4.863636363636743,0.8420254617099153,0.20875675641827107,1.136077240110221,-0.6105143216929194,-0.06888557708229001,0.49714357325356656,0.01452288828629813,1.449616971125416,0.6226218773515575,0.2534121440086007,-0.062403300670414955,0.999195130401053,-0.039626021232971355,0.568988004875024,0.7656192448413315,0.4082270868414888,0.7333333333333333,0.06624133757004629,0.5451664025357458,155,84086.51393999999,83883.12002,1763803560000000001,1763804580000000000,stop,-1.0003483968612914,287.2786500000117,16.999999999983334,0.2923461836791442,0.0,0
BTCUSDT,-1,1763848620000000000,1763846100000000000,1763845200000000000,84370.7,84481.20000000001,84195.4,84383.6,84426.7,15.0,0.0,0.0,4.020881670534525,0.5749633980160025,0.16088198836061096,1.4042432355685368,-0.3091201064601887,-0.04017908391689046,0.43365134934842337,0.01421993107243207,1.5864253393663332,0.4879681680550765,0.6981228668942079,-0.008171495277509986,0.9694093743440059,-0.00674309320791147,-0.3772019402604034,0.7684158901422266,0.3866340097970882,2.8,0.012333261390401713,0.7815533980588663,161,84353.72588000001,84498.09624000001,1763848620000000001,1763849700000000000,stop,-1.000437003339696,228.69633000001454,17.999999999983334,0.3691616348193897,0.0,0
BTCUSDT,1,1763893140000000000,1763891100000000000,1763890200000000000,86210.0,86049.9,86438.5,86116.6,86176.5,15.0,0.0,0.0,4.811352253756679,0.9156181876700527,0.06113360172688087,0.9423349241800044,0.039687478362208505,0.005925659903031337,0.21286920212472138,0.006892254974495581,1.4272329793878307,0.6418146753326817,0.7903285006423203,0.3177257525081138,1.7226198152835301,-0.07251096419461868,0.6287274660480401,1.3123671998054907,0.411991765311383,2.2666666666666666,0.0229800639714758,1.0,168,86227.14197999999,86032.69002,1763893140000000001,1763894220000000000,stop,-0.99964353244965,280.6819300000058,17.999999999983334,0.306859497510218,0.0,0
ETHUSDT,1,1763360100000000000,1763353800000000000,1763352900000000000,3174.88,3165.29,3193.0,3170.0,3175.67,15.0,0.0,0.0,3.7425044091709925,0.7923904449266157,0.09843233762099501,1.2225602886210845,-0.21388431032722707,-0.04165840111088901,1.2313625294553898,0.0590822460049845,1.889468196037499,0.4883691752471971,0.6682533870377164,-0.6926770708284865,4.667185791459393,-0.31713156972147977,-0.10171354556098043,1.7431488149857395,0.3460844460483628,7.0,0.007929724430499536,0.4503546099290454,86,3175.524978,3193.0,1763360100000000001,1763362440000000000,target,1.08700671209019,14.028119000000144,38.99999999998333,0.15870712880322566,0.0,0
ETHUSDT,-1,1763360460000000000,1763360100000000000,1763359200000000000,3185.5,3190.0600000000004,3169.74,3180.68,3185.61,15.0,0.0,0.0,2.176470588235169,0.3499460589896181,0.25772206986449764,1.5479666097285436,-0.044044935010765444,-0.007060644162879382,-2.4544492551203922,-0.0990600496761325,3.4561403508769377,0.2751300049987713,0.13731233980227053,-0.5846538782321549,1.475201525296467,0.026495645276978078,0.2629648927793988,1.2076520708015461,0.2244094488189105,0.4,0.10679388351924944,0.7002801120448751,86,3184.8629,3190.6980120000003,1763360460000000001,1763361000000000000,stop,-1.000000050538099,9.0228920000004,8.999999999983334,0.35329919232102736,0.0,0
ETHUSDT,1,1763375040000000000,1763374500000000000,1763373600000000000,3198.28,3191.35,3207.0,3193.8,3198.24,15.0,0.0,0.0,2.4864864864867022,0.4748896840628406,-0.049963902290212525,1.2149470926766945,-0.4454335917079378,-0.08575380359612128,0.9720510477110749,0.039125531361153335,1.2582972582971765,0.49787980492519823,0.5264813843733668,-0.5305164319250265,1.0925262576904913,-0.4186100572807952,0.3175661198526951,0.48668123560333115,0.44281150159746013,0.6,0.05244621321722415,0.6880000000001019,86,3198.919656,3190.71173,1763375040000000001,1763375460000000000,stop,-1.0000000607748392,11.402741000000292,6.999999999983333,0.28017962461831925,0.0,0
ETHUSDT,-1,1763509320000000000,1763507700000000000,1763506800000000000,3119.33,3126.26,3105.99,3122.0,3124.02,15.0,0.0,0.0,6.450495049505108,0.7518436927395199,0.15419140263143716,1.158127069386876,0.3189019114526379,0.056326136774809625,2.3074294620951723,0.0828856673289762,1.924963924963865,0.4732313161385094,0.5926701570680616,0.3084745762714414,0.7122161806130966,0.03627010134714098,-0.015642395457057447,0.4469267143711139,0.34188455846078647,1.8,0.02109320280367202,0.605882352941197,112,3118.716132,3105.99,1763509320000000001,1763510760000000000,target,0.9607043457156282,11.301913000000292,23.999999999983334,0.19293690068220695,-0.02762550021398961,0
ETHUSDT,1,1763542620000000000,1763541000000000000,1763540100000000000,3081.15,3071.66,3099.03,3080.79,3083.69,15.0,0.0,0.0,5.713793103448153,0.8059477702427666,0.09433738575874173,1.4306691104668676,-0.215784114051821,-0.031987414787615624,1.4633228717941107,0.04829545454545024,1.884088514225465,0.5595058039212878,0.8357825128581917,-0.20262954369681607,1.2993649884559946,-0.2762328679760721,-0.3154874681968278,1.2801792636872908,0.3467299963463689,1.8,0.035396281003644656,0.3197026022305241,116,3081.76623,3071.0456679999998,1763542620000000001,1763542920000000000,stop,-1.000000068783247,13.796967000000237,4.999999999983333,0.22297697377981315,0.0,0
ETHUSDT,-1,1763601240000000000,1763600400000000000,1763599500000000000,3034.89,3047.76,3016.52,3035.53,3040.54,15.0,1.0,1.0,4.556886227545202,0.7921546785688145,0.22805981353273552,1.8028795397649986,-0.9086872590207965,-0.14857101301720813,-4.065741671419067,-0.14112361632160822,1.4273504273503805,0.572432942907394,0.12265140677157982,-0.2858312858312884,0.9050323119672202,-0.23008355318646678,-0.054040025987981244,1.1666393431365623,0.41197183098592344,0.9333333333333333,0.0545491931941377,0.24524312896412362,124,3034.29302,3048.369552,1763601240000000001,1763603640000000000,stop,-0.9994166395032945,17.127855000000345,39.99999999998333,0.17756638446553516,0.0,0
