symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,first_test,second_test,scale,sweep,deep_sweep,body_ratio,displacement,impulse_flow,impulse_volume,rr,cost_r,range_location,test_effort,test_result,acceptance,test_flow,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored,predicted_value,nav_before,nav_after
XRPUSDT,-1,1763772480000000000,1763771400000000000,1763770500000000000,1.9444,1.9572,1.9302,1.9501,1.9532,1763771700000000000,1763772300000000000,15.0,0.0,0.0,6.61290322580622,0.952486305040194,0.2050018259987394,0.6683170509766179,1.1093749999999867,0.16709687499999812,0.3066465256797589,1.0955175653597298,0.14062499999998293,0.6406249999999916,-0.06476143041094054,0.3537806275863702,0.05686789151355167,-0.02177111554377365,-0.0007020007020006062,-0.32380286900892236,0.2910431895846707,0.75,152,1.9440111199999999,1.95759144,1763772480000000001,1763775180000000000,stop,-1.0000000824151805,0.015531120000000145,44.99999999998333,0.12560596273803704,0.0,0,0.0,10000.0,9699.999975275447
