symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
ETHUSDT,-1,1739152200000000000,2613.83,2657.74,2556.91,96,60.0,1739134800000000000,1739146200000000000,limit,1.2962878615349505,10000.0,6.466,2.9999722700292093,1739158080000000000,1739166840000000000,9699.95877962,-1.000137401266669,146.0
ETHUSDT,-1,1739168400000000000,2644.99,2659.93,2625.08,98,60.0,1739149200000000000,1739166900000000000,limit,1.3326639892904402,9699.95877962,16.541,2.999981722355337,1739174880000000000,1739182500000000000,9409.86666635,-0.9968843506135768,127.0
ETHUSDT,1,1739196300000000000,2646.81,2629.99,2685.65,99,15.0,1739184300000000000,1739186400000000000,limit,2.3091557669441003,9409.86666635,14.59,2.999846719132895,1739198280000000000,1739212260000000000,9958.59822603,1.9438162768812421,233.0
ETHUSDT,1,1739234700000000000,2668.38,2650.09,2724.49,104,15.0,1739212200000000000,1739217000000000000,limit,3.0677966101694034,9958.59822603,14.321,2.9999191971089667,1739241180000000000,1739281740000000000,9659.180583719999,-1.002208127135059,676.0
ETHUSDT,-1,1739315100000000000,2605.14,2630.7,2552.88,116,15.0,1739306700000000000,1739309100000000000,limit,2.0446009389670947,9659.180583719999,10.338,2.9998947860477303,1739316240000000000,1739347920000000000,9371.51343902,-0.9927244594116869,528.0
BTCUSDT,-1,1739367900000000000,96459.6,96596.4,94003.90000000001,125,60.0,1739314800000000000,1739366700000000000,limit,17.95102339181257,9371.51343902,1.235,2.9980024444701137,1739379360000000000,1739379420000000000,8706.514726430001,-2.365319528935976,1.0
ETHUSDT,1,1739474100000000000,2632.84,2610.71,2661.23,140,60.0,1739458800000000000,1739470200000000000,limit,1.2828739267961657,8706.514726430001,10.556,2.9997742072338114,1739475180000000000,1739480880000000000,8994.81160585,1.103759228878835,95.0
BTCUSDT,-1,1739546700000000000,97365.7,97561.2,96225.7,152,60.0,1739509200000000000,1739544000000000000,limit,5.831202046035371,8994.81160585,0.935,2.997985946495413,1739552280000000000,1739552400000000000,8726.88309764,-0.992900203474878,2.0
ETHUSDT,-1,1739674800000000000,2697.09,2705.01,2686.0,170,15.0,1739663100000000000,1739665200000000000,limit,1.4002525252525309,8726.88309764,23.827,2.9999891404726466,1739677860000000000,1739684460000000000,8461.57806113,-1.0133630894392935,110.0
XRPUSDT,1,1739685300000000000,2.7836,2.7653,2.8049,171,15.0,1739672100000000000,1739674200000000000,limit,1.1639344262295146,8461.57806113,11741.1,2.999980490366501,1739687880000000000,1739692440000000000,8209.761722950001,-0.9919991139586933,76.0
BTCUSDT,-1,1739730900000000000,96863.3,97134.09999999999,96572.5,180,15.0,1739719800000000000,1739723700000000000,limit,1.0738552437223035,8209.761722950001,0.666,2.9981339384980803,1739731620000000000,1739737320000000000,7963.000244209999,-1.0019027229101012,95.0
