symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,pool,shift,delivery_minutes,flow,accepted_pools,rejected_pools,shift_ts,origin_ts,relative_strength,market_direction,market_breadth,episode
BTCUSDT,1,1784019000000000000,1784015400000000000,1784013300000000000,15.0,62581.1,62458.200000000004,62780.0,1.6183889340928468,62552.3,62581.1,limit,62525.1,62633.0,65,0.07946745410340261,0,1,1784018100000000000,1784017500000000000,0.8847355244679935,-0.09852624225885759,0.25,111
BTCUSDT,1,1784065500000000000,1784059800000000000,1784053800000000000,15.0,64538.6,64390.3,64877.7,2.2865812542144877,64531.2,64538.6,limit,64448.7,64687.9,100,0.12724216511117925,2,0,1784065200000000000,1784063100000000000,0.8376029862337139,-0.0829843599733771,0.5,118
BTCUSDT,1,1784119500000000000,1784118300000000000,1784112300000000000,15.0,64687.1,64568.700000000004,65029.2,2.889358108108238,64599.9,64687.1,limit,64582.7,64723.1,25,0.08901454063690939,0,2,1784118900000000000,1784118300000000000,-0.49171757623737467,1.5541430168487178,1.0,127
BTCUSDT,-1,1784188200000000000,1784180100000000000,1784156400000000000,15.0,64734.8,64974.6,64155.3,2.41659716430363,64734.8,64750.0,limit,64949.7,64550.0,140,0.07214753402879082,2,1,1784186700000000000,1784185200000000000,0.001429258904924513,2.610529324382794,1.0,140
BTCUSDT,-1,1784206200000000000,1784203200000000000,1784198700000000000,15.0,64099.9,64245.7,63833.0,1.8305898491084325,64099.9,64160.0,limit,64241.3,64057.2,55,0.15969210424781521,1,1,1784205600000000000,1784205000000000000,0.1673101657729863,1.996223458238217,1.0,142
BTCUSDT,1,1784209200000000000,1784206200000000000,1784192400000000000,60.0,64001.8,63832.9,64458.7,2.7051509769093562,63938.1,64001.8,limit,63843.1,64185.7,55,0.05713561726837102,0,0,1784208300000000000,1784206800000000000,0.4714294888451234,0.4100424713927647,0.5,143
BTCUSDT,-1,1784253600000000000,1784250300000000000,1784248200000000000,15.0,63800.0,64041.7,63435.6,1.5076541166735864,63800.0,63839.9,limit,63890.4,63580.0,60,0.04117668614746872,1,0,1784253300000000000,1784252400000000000,0.7770488038019591,0.8870821172412032,1.0,150
BTCUSDT,1,1784298000000000000,1784295600000000000,1784278800000000000,60.0,62555.1,62505.0,63496.0,18.780439121757063,62540.0,62555.1,limit,62611.0,62933.5,45,0.0674994844790513,0,0,1784296800000000000,1784295900000000000,0.46450593827095443,0.48921275902531514,1.0,157
BTCUSDT,1,1784321400000000000,1784321100000000000,1784316600000000000,15.0,63991.1,63928.8,64109.1,1.8940609951847234,63957.0,63991.1,limit,63943.5,64045.1,10,-0.006337428778468435,0,0,1784321100000000000,1784320800000000000,0.22319724933417587,-0.030964572357146475,0.5,161
BTCUSDT,1,1784427600000000000,1784426700000000000,1784416500000000000,15.0,64751.9,64672.3,64948.8,2.473618090452325,64750.0,64751.9,limit,64677.7,64771.8,20,0.02851828743328899,0,1,1784426700000000000,1784426400000000000,-0.6048360207809643,0.6748840499568056,1.0,176
BTCUSDT,-1,1784439600000000000,1784438400000000000,1784436300000000000,15.0,64725.5,64789.9,64643.4,1.274844720496843,64725.5,64765.3,limit,64775.2,64682.6,25,0.10527928707978029,0,0,1784439300000000000,1784438100000000000,0.6493554968670281,0.4220854529305526,1.0,178
BTCUSDT,1,1784499900000000000,1784484600000000000,1784467800000000000,15.0,64374.3,64262.8,64874.9,4.489686098654696,64371.7,64374.3,limit,64273.4,64700.2,260,0.027434336024517725,0,3,1784499600000000000,1784498100000000000,0.3926730965434422,1.7080049659242802,1.0,187
ETHUSDT,-1,1783924200000000000,1783919400000000000,1783917000000000000,15.0,1780.87,1785.73,1775.32,1.141975308641936,1780.87,1781.96,limit,1784.34,1777.25,85,0.03187015923690961,0,0,1783923300000000000,1783922700000000000,0.3160910113440281,-0.6330443628089931,0.0,95
