symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,pool,shift,delivery_minutes,flow,accepted_pools,rejected_pools,shift_ts,origin_ts,relative_strength,market_direction,market_breadth,episode
ETHUSDT,-1,1783937700000000000,1783932600000000000,1783928700000000000,15.0,1785.9,1792.5,1779.29,1.0015151515151846,1785.9,1785.99,limit,1790.5,1782.82,90,0.1536569905225491,1,0,1783937400000000000,1783936200000000000,0.07958174443064348,1.002380994156766,1.0,96
ETHUSDT,-1,1783965900000000000,1783956000000000000,1783941300000000000,15.0,1770.22,1785.98,1751.72,1.1738578680203053,1770.22,1770.73,limit,1783.92,1768.0,170,0.0589745108038765,1,0,1783964400000000000,1783963800000000000,1.0949228133556133,0.5544976423081729,1.0,100
ETHUSDT,1,1784068200000000000,1784067000000000000,1784061900000000000,15.0,1873.49,1871.06,1884.94,4.711934156378496,1871.93,1873.49,limit,1873.07,1879.0,25,0.19615809198007073,0,1,1784067900000000000,1784067300000000000,-0.12520876121020574,2.705588280417901,1.0,119
ETHUSDT,-1,1784184300000000000,1784182200000000000,1784174400000000000,60.0,1923.72,1928.7,1914.5,1.8514056224899587,1923.72,1924.82,limit,1928.34,1920.89,40,0.11998294699075662,0,0,1784183700000000000,1784182800000000000,0.1120394680165111,0.7541125469368444,1.0,140
ETHUSDT,-1,1784222400000000000,1784215800000000000,1784211300000000000,15.0,1877.68,1894.26,1860.01,1.06574185765984,1877.68,1878.09,limit,1892.56,1870.11,115,0.04787074311682327,0,3,1784222100000000000,1784221200000000000,-0.043315435375810285,0.8524928619521026,1.0,146
ETHUSDT,-1,1784243700000000000,1784237400000000000,1784226600000000000,15.0,1874.46,1880.98,1864.5,1.5276073619632,1874.46,1874.51,limit,1879.0,1870.77,110,0.058587668387915515,1,0,1784242500000000000,1784241600000000000,0.13052531735453043,0.46010509209589523,0.75,148
ETHUSDT,1,1784331600000000000,1784329800000000000,1784319300000000000,15.0,1836.87,1834.19,1843.61,2.5149253731344854,1835.76,1836.87,limit,1836.11,1839.33,35,-0.08695258588214405,0,0,1784330700000000000,1784329800000000000,0.3223033061774194,0.6318329543801624,1.0,161
ETHUSDT,1,1784364000000000000,1784356800000000000,1784352600000000000,15.0,1844.36,1841.3,1848.67,1.4084967320262254,1844.3,1844.36,limit,1842.25,1847.11,125,0.023809709151761727,0,0,1784363700000000000,1784363100000000000,1.0025589869010476,0.4055057361846952,0.75,163
ETHUSDT,-1,1784378100000000000,1784376600000000000,1784314800000000000,15.0,1844.7,1849.72,1839.19,1.0976095617529902,1844.7,1846.93,limit,1849.0,1843.55,30,0.1795707719718046,1,2,1784377200000000000,1784376300000000000,1.0997900623318193,-0.273370303656794,0.5,166
ETHUSDT,1,1784397300000000000,1784377500000000000,1784344500000000000,15.0,1843.57,1836.35,1852.75,1.2714681440443254,1843.14,1843.57,limit,1840.61,1849.71,335,0.01907601837319106,0,0,1784397000000000000,1784395800000000000,0.7487025272110164,0.3251602756927509,0.5,166
ETHUSDT,1,1784427600000000000,1784408100000000000,1784403900000000000,15.0,1858.92,1854.3,1872.68,2.9783549783549,1858.39,1858.92,limit,1854.74,1862.98,330,0.08226159001860744,0,2,1784427000000000000,1784426400000000000,1.1608015572749475,0.6748840499568056,1.0,174
ETHUSDT,-1,1784484900000000000,1784458200000000000,1784430000000000000,60.0,1871.34,1878.77,1850.95,2.7442799461641587,1871.34,1871.65,limit,1876.91,1863.2,450,0.030913486345420793,0,1,1784484300000000000,1784482800000000000,0.18977040852433125,0.9645860539835349,1.0,180
ETHUSDT,-1,1784497800000000000,1784494200000000000,1784492100000000000,15.0,1862.77,1867.75,1856.39,1.2811244979919394,1862.77,1863.43,limit,1865.73,1861.34,65,-0.04353581270882856,0,0,1784497200000000000,1784496600000000000,-0.1284591307627509,0.43452059194891957,1.0,188
ETHUSDT,1,1784499900000000000,1784484600000000000,1784408400000000000,15.0,1860.39,1850.94,1876.46,1.7005291005290857,1859.72,1860.39,limit,1854.31,1872.66,260,0.04813204123276682,0,1,1784499600000000000,1784498100000000000,-0.21354430077776088,1.7080049659242802,1.0,187
SOLUSDT,1,1783902000000000000,1783893300000000000,1783866600000000000,15.0,76.88,76.41,78.19,2.787234042553203,76.86,76.88,limit,76.94,77.66,150,0.04055421497869416,2,0,1783901700000000000,1783900800000000000,-0.33138245603331606,3.2696902753154258,1.0,91
SOLUSDT,1,1783928400000000000,1783926300000000000,1783924200000000000,15.0,76.4,76.17,76.65,1.0869565217391117,76.32,76.4,limit,76.23,76.5,40,0.10972431710921926,1,1,1783927500000000000,1783927200000000000,-0.24326506162632758,0.46612001565892064,0.75,95
SOLUSDT,1,1783952700000000000,1783950300000000000,1783915200000000000,60.0,75.31,75.05,76.05,2.8461538461537703,75.24,75.31,limit,75.38,75.91,45,-0.0501542660966704,0,0,1783952400000000000,1783950600000000000,0.12943005416616482,1.0515406399620253,1.0,99
SOLUSDT,-1,1783996800000000000,1783990800000000000,1783976400000000000,60.0,75.23,75.53,74.82,1.3666666666667155,75.23,75.24,limit,75.31,74.97,105,0.07883769757861858,0,0,1783996200000000000,1783995000000000000,0.006827815181393415,-0.72931307968838,0.0,106
SOLUSDT,1,1784121000000000000,1784100600000000000,1784090700000000000,15.0,77.46,77.14999999999999,78.98,4.90322580645161,77.27,77.46,limit,77.49,77.97,345,0.05567527870729605,0,2,1784120100000000000,1784118300000000000,1.3986895403527981,0.6619966930598181,1.0,125
SOLUSDT,-1,1784163000000000000,1784153700000000000,1784148300000000000,15.0,77.37,77.71000000000001,76.64,2.147058823529402,77.37,77.4,limit,77.5,77.19,160,0.12269727547746767,1,1,1784161200000000000,1784160900000000000,0.5374800176992085,0.5678642925422981,1.0,133
SOLUSDT,-1,1784188200000000000,1784179500000000000,1784171700000000000,15.0,77.29,77.60000000000001,76.17,3.61290322580644,77.29,77.3,limit,77.23,76.51,150,0.060037826444778064,0,0,1784187600000000000,1784185200000000000,-0.001429258904924069,2.610529324382794,1.0,139
SOLUSDT,-1,1784206200000000000,1784205300000000000,1784203200000000000,15.0,76.05,76.26,75.63,1.9999999999999323,76.05,76.19,limit,76.24,75.97,20,0.12262597873028658,0,0,1784205600000000000,1784205000000000000,-0.6296095021573487,1.996223458238217,1.0,142
SOLUSDT,1,1784209500000000000,1784204700000000000,1784196000000000000,15.0,75.94,75.61999999999999,76.59,2.0312499999999707,75.87,75.94,limit,75.94,76.24,85,-0.010255735641886754,0,1,1784208300000000000,1784206800000000000,0.30024894328971663,-1.1425688467185506,0.0,142
SOLUSDT,-1,1784241300000000000,1784236200000000000,1784226600000000000,15.0,75.96,76.05000000000001,75.51,4.999999999998895,75.96,75.98,limit,75.9,75.68,90,-0.11482857403067004,0,1,1784241000000000000,1784239800000000000,-0.06160192022527,1.191787934331066,1.0,147
SOLUSDT,1,1784251200000000000,1784248800000000000,1784025900000000000,15.0,75.28,74.86,75.71,1.023809523809502,75.13,75.28,limit,74.92,75.41,45,0.040420586897743416,0,0,1784249700000000000,1784248500000000000,0.06288357228289809,-0.34124626076385756,0.0,149
SOLUSDT,1,1784259600000000000,1784256000000000000,1784019600000000000,60.0,74.86,74.67,75.43,3.0000000000000746,74.79,74.86,limit,74.8,75.24,65,0.022217932447902822,0,0,1784258400000000000,1784256900000000000,-0.13492869347194636,-0.062171186528112696,0.25,151
SOLUSDT,-1,1784292900000000000,1784281500000000000,1784269800000000000,15.0,74.65,74.98,74.32,1.000000000000043,74.65,74.74,limit,74.73,74.42,195,0.03373163086856923,0,0,1784292300000000000,1784291100000000000,0.56558089148332,0.08068209993081017,0.5,156
SOLUSDT,1,1784334300000000000,1784326800000000000,1784318400000000000,60.0,74.99,74.78999999999999,75.23,1.2000000000000284,74.96,74.99,limit,74.82,75.09,130,-0.018946509595739958,0,0,1784333700000000000,1784333100000000000,-0.0439802168991148,1.0459918172781886,1.0,161
SOLUSDT,1,1784436300000000000,1784434200000000000,1784431800000000000,15.0,75.77,75.67,76.05,2.8000000000001704,75.76,75.77,limit,75.76,75.95,40,0.05939899248048164,0,0,1784436000000000000,1784434500000000000,-0.14527041600599055,0.7350610141936789,1.0,177
SOLUSDT,1,1784458500000000000,1784455500000000000,1784453400000000000,15.0,76.0,75.85,76.49,3.266666666666509,75.95,76.0,limit,75.88,76.09,55,0.16966670993422128,0,1,1784457900000000000,1784456700000000000,-0.08001962919789873,1.4862302963895146,0.75,179
XRPUSDT,-1,1783946700000000000,1783941000000000000,1783935900000000000,15.0,1.0767,1.0808,1.0702,1.5853658536585273,1.0767,1.077,limit,1.0803,1.0751,100,0.10644088631664705,1,0,1783945800000000000,1783945200000000000,0.064233606308856,1.5945176351362838,1.0,97
XRPUSDT,1,1783985400000000000,1783978500000000000,1783969200000000000,60.0,1.0581,1.0525,1.0651,1.2499999999999702,1.0577,1.0581,limit,1.0564,1.0628,120,0.10852145986357087,0,0,1783984800000000000,1783983900000000000,-0.005008975773143964,1.2138085117887782,1.0,103
XRPUSDT,-1,1783993800000000000,1783992600000000000,1783972800000000000,15.0,1.069,1.0705,1.0655,2.333333333333284,1.069,1.0698,limit,1.0703,1.0672,25,0.18596622176668065,0,0,1783992900000000000,1783992300000000000,0.16460565107173714,0.14663995560598903,0.75,106
XRPUSDT,1,1784119500000000000,1784117400000000000,1784111400000000000,15.0,1.1071,1.1048,1.1125,2.3478260869565846,1.1059,1.1071,limit,1.1056,1.1083,40,0.05939012190213999,1,1,1784118900000000000,1784118300000000000,0.6951237884794197,1.5541430168487178,1.0,127
XRPUSDT,1,1784216700000000000,1784189700000000000,1784100600000000000,15.0,1.1079,1.0989,1.1175,1.0666666666666338,1.107,1.1079,limit,1.1012,1.1151,455,-0.0354229617242906,0,0,1784215800000000000,1784214900000000000,0.6399942959163298,-0.6064761427840653,0.25,141
XRPUSDT,1,1784449200000000000,1784447700000000000,1784445300000000000,15.0,1.0952,1.0942,1.0967,1.500000000000222,1.0951,1.0952,limit,1.0948,1.0962,30,-0.01797908836290285,0,0,1784448900000000000,1784448600000000000,0.31213148054470835,-0.07670373361359756,0.5,178
XRPUSDT,1,1784472900000000000,1784463600000000000,1784419200000000000,60.0,1.0932,1.0902,1.1014,2.733333333333427,1.0923,1.0932,limit,1.0906,1.099,160,0.06544094870707018,0,1,1784472600000000000,1784471100000000000,0.936041755877749,1.1099748238061713,1.0,181
XRPUSDT,1,1784499900000000000,1784497200000000000,1784491200000000000,15.0,1.0926,1.0909,1.1013,5.117647058823383,1.0925,1.0926,limit,1.092,1.0968,50,0.07710197722638124,1,1,1784499600000000000,1784498400000000000,0.21354430077776088,1.7080049659242802,1.0,188
