ts,symbol,role,price,quantity,cost
1722721080000000000,BTCUSDT-PERP.BINANCE,entry,60575.9,1.726,20.91080068
1722721560000000000,BTCUSDT-PERP.BINANCE,exit,60690.200000000004,1.726,87.79668712
1722835920000000000,XRPUSDT-PERP.BINANCE,entry,0.4763,60766.0,5.78856916
1722838560000000000,XRPUSDT-PERP.BINANCE,exit,0.4596,60766.0,5.58561072
1722951780000000000,BTCUSDT-PERP.BINANCE,entry,54692.4,0.704,7.70068992
1722953160000000000,BTCUSDT-PERP.BINANCE,exit,55413.100000000006,0.704,7.80216448
1722989880000000000,ETHUSDT-PERP.BINANCE,entry,2435.47,13.215,6.43694721
1723040340000000000,ETHUSDT-PERP.BINANCE,exit,2412.33,13.215,22.93120147
1723071480000000000,BTCUSDT-PERP.BINANCE,entry,55255.6,0.935,10.3327972
1723079520000000000,BTCUSDT-PERP.BINANCE,exit,55550.2,0.935,38.43160111
1723125120000000000,SOLUSDT-PERP.BINANCE,entry,152.96,508.44,15.55419648
1723127520000000000,SOLUSDT-PERP.BINANCE,exit,158.79,508.44,16.14703752
1723147140000000000,BTCUSDT-PERP.BINANCE,entry,59354.899999999994,2.565,30.4490637
1723147200000000000,BTCUSDT-PERP.BINANCE,exit,59258.200000000004,2.565,113.54037028
1723177620000000000,XRPUSDT-PERP.BINANCE,entry,0.6105,72387.1,8.83846491
1723179180000000000,XRPUSDT-PERP.BINANCE,exit,0.6057,72387.1,39.09691755
1723213860000000000,ETHUSDT-PERP.BINANCE,entry,2590.75,25.469,13.19676235
1723213980000000000,ETHUSDT-PERP.BINANCE,exit,2578.23,25.469,48.80542039
1723215900000000000,BTCUSDT-PERP.BINANCE,entry,60544.5,0.611,7.3985379
