symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,phase,scale,rr,cost_r,sweep,deep_sweep,impulse_volume,impulse_flow,test_effort,test_result,acceptance,test_flow,width_atr,slope_atr,overshoot,reaction_volume,range_location,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored
BTCUSDT,-1,1722686100000000000,1722678300000000000,1722676500000000000,61894.8,61986.4,61753.799999999996,61444.92156862745,61919.66274509804,rejection,15.0,1.539301310043772,0.7432781659388765,1.0,0.0,1.685279071236227,-0.052892477514309144,0.8431146088852549,-0.1790393013100624,0.2714273482318252,0.041244988498403745,2.900281100380648,-0.014158931845833042,0.1403654416441657,1.6493303890461852,0.1616322204557482,-0.5864816439696177,-0.25276461295421354,-1.4411564563795174,-0.11068362032562415,-0.025340078462435356,-0.15062013097426644,0.25,95,61882.52102,61998.79728,1722686100000000001,1722687600000000000,stop,-0.9994396443431826,178.31683999999854,24.999999999983334,0.34736292517297024,0.0,0
BTCUSDT,-1,1722700200000000000,1722699000000000000,1722697200000000000,61170.0,61397.9,60830.9,61800.12222222222,62137.22222222222,acceptance,15.0,1.4879333040807212,0.2952479157525212,0.0,0.0,7.83081808579823,0.2711458749004231,0.764342247280684,0.7810443176831894,2.764906635463872,0.1873100716949946,2.175238198547675,0.015056528616467705,1.999472625992954,5.269825013299037,0.9577844023463781,6.1049921674457455,0.7332403317057773,5.074480330281525,0.2713408322406978,0.0677279277468108,1.2684592617154749,1.0,99,61157.766,60830.9,1722700200000000001,1722700680000000000,target,0.9057162069462277,313.69753000000145,7.999999999983333,0.13626203241064666,0.0,0
BTCUSDT,-1,1722701100000000000,1722671100000000000,1722669300000000000,60803.2,61001.6,60473.4,61107.97948717949,61658.9641025641,acceptance,15.0,1.66229838709674,0.3371145161290298,0.0,0.0,4.327404877229331,-0.08357039042993253,1.9119948820511545,1.538810483870971,1.5361869313482266,0.09760810208114584,3.2249626327695995,0.036019016393249545,0.6752992312131173,7.404467038610228,0.9529403538214141,7.004978308159189,0.8192771084337271,6.260465239310738,0.3362041868359835,0.16710255491383963,2.271230079496781,1.0,94,60791.13934,60473.4,1722701100000000001,1722702480000000000,target,0.9703371289474914,283.66336000000143,22.999999999983334,0.14979111038521079,0.0,0
BTCUSDT,-1,1722701100000000000,1722697200000000000,1722690000000000000,60803.2,61001.6,60473.4,61561.874074074076,62237.80740740741,acceptance,60.0,1.66229838709674,0.3371145161290298,0.0,0.0,5.4717089603774705,0.23980341230923896,1.5777328179035404,3.754032258064503,3.823962066905611,0.15134019105149452,2.243761137817179,-0.07730748175140165,1.2219756495819212,5.990199847533262,0.9529403538214141,3.972778375194204,0.8192771084337271,3.5505378928039217,0.3362041868359835,0.16710255491383963,2.271230079496781,1.0,99,60791.13934,60473.4,1722701100000000001,1722702480000000000,target,0.9703371289474914,283.66336000000143,22.999999999983334,0.14979111038521079,0.0,0
BTCUSDT,1,1722701400000000000,1722668400000000000,1722666600000000000,60884.0,60731.9,61240.813333333324,60796.11333333333,61319.353333333325,rejection,15.0,2.3459127766819714,0.44031821170283136,1.0,0.0,10.143694039253019,-0.2638223238537364,0.4647219482337292,0.17291255752796295,0.5778216085908844,-0.07959391995407758,2.680498330613798,-0.06705856423005722,0.12253140687510046,7.530318922625983,0.10599721059972106,-5.793470610219326,-0.7407480186022092,-5.2258549557739125,-0.3157324584481077,0.04634262779657217,-1.5260439158130534,0.0,94,60894.276419999995,60719.75362,1722701400000000001,1722701820000000000,stop,-0.9919853900286737,237.23112999999853,6.999999999983333,0.25631971242560103,0.0,0
BTCUSDT,-1,1722703200000000000,1722657600000000000,1722650400000000000,60693.9,62145.1,56812.66231884059,58459.94927536233,61873.662318840594,rejection,60.0,2.674502260997397,0.04600557469680275,1.0,0.0,1.7171565584401052,0.08296106861012631,7.010170510048404,0.9034592061742015,0.8129563939088993,0.09062296271561096,4.506816850983346,0.18123034262844837,0.07948461915326588,4.136769806679732,0.8334940169001308,0.7604407497360679,0.2673598217601196,1.9248656477694217,0.33993937980881095,0.3287003498366269,-0.8286475238189459,0.0,94,60681.8612,56812.66231884059,1722703200000000001,1722818340000000000,target,2.503603755058032,1537.187299999997,1918.9999999999834,0.027129721318780217,-0.013669432743730014,0
BTCUSDT,-1,1722710100000000000,1722706200000000000,1722704400000000000,60226.2,60824.9,58875.43571428571,59707.37857142857,60654.43571428571,rejection,15.0,2.2561621608723494,0.1106544513111734,1.0,0.0,1.081362017963468,-0.07110247834205641,3.418777564380463,0.5872724235844384,0.7152759550454507,0.2519687585639904,2.3965129370088794,0.2631522600077861,0.17988807433554174,2.2833414627965207,0.9337226277372277,1.1840134586214761,0.3871101183089151,4.675828315539133,0.3569524398253601,0.06871755954579473,0.9358827581227143,1.0,99,60215.054579999996,60837.06498,1722710100000000001,1722721620000000000,stop,-0.9986841335214311,683.4357700000044,191.99999999998334,0.08856144562055862,0.0,0
BTCUSDT,1,1722717600000000000,1722715200000000000,1722713400000000000,60616.0,60488.9,60783.33333333334,59664.933333333334,60410.53333333334,acceptance,15.0,1.3165486493575527,0.5246073957513828,0.0,0.0,0.7396009876120698,0.03216974830134878,1.0600604040470485,0.9110936270653363,1.6165748754261386,0.022570840091898085,2.1342652692728334,-0.13682655562129914,0.37482117310442287,0.7203589609717558,0.6195744680851064,1.7174881458740479,0.3677371904878699,-0.22298721093931803,-0.016380343587695034,-0.019089650755959142,0.7112051720130829,1.0,99,60628.1232,60476.802220000005,1722717600000000001,1722717900000000000,stop,-1.0000000599886367,211.87342999999854,4.999999999983333,0.2857954520772162,0.0,0
BTCUSDT,-1,1722722700000000000,1722721500000000000,1722719700000000000,60580.2,60842.299999999996,60121.799999999996,59758.09523809524,60622.95238095238,rejection,15.0,1.748950782144235,0.25424731018695296,1.0,0.0,1.4336364788791907,-0.32145926232557653,1.7554337858868285,0.5425410148798365,0.16311476899040364,-0.05299522758031049,2.358320607312694,0.03428018061505064,0.25350732298204565,1.291918361981176,0.2513912876607184,-1.17035652999838,-0.27031112230759063,0.04853761937086373,0.003186309609051092,0.10745747433474329,0.429782962962587,0.75,100,60569.98358,60854.46846,1722722700000000001,1722737220000000000,stop,-0.9770463799110123,347.09574999999853,241.99999999998334,0.17491492194877137,-0.017483533002060743,0
BTCUSDT,1,1722735900000000000,1722724200000000000,1722722400000000000,60459.3,60290.8,60649.9,60347.91999999999,61298.79999999999,rejection,15.0,1.131157270029665,0.39468979228486656,1.0,0.0,3.031931650040571,-0.1499971292947141,0.3945080629777178,0.18931750741840625,0.6610089020772222,-0.037986098613920834,2.624524783812146,0.0840174726771416,0.059965505636872876,2.114026566189022,0.3054598222383508,-0.8208540201768036,-0.5495195861049589,-0.6011499851866434,-0.08270048602672689,0.7290123513238113,-1.0074457504872278,0.0,100,60471.39186,60649.9,1722735900000000001,1722736440000000000,target,0.5380591894313006,253.02507,8.999999999983334,0.16743667309330257,0.0,0
