ts,symbol,role,price,quantity,cost
1754822820000000000,SOLUSDT-PERP.BINANCE,entry,180.37,365.06,13.16917444
1754836680000000000,SOLUSDT-PERP.BINANCE,exit,181.0,365.06,55.42836883
1754847360000000000,SOLUSDT-PERP.BINANCE,entry,182.05,522.15,19.0114815
1754850960000000000,SOLUSDT-PERP.BINANCE,exit,182.42,522.15,87.06134976
1754859900000000000,SOLUSDT-PERP.BINANCE,entry,181.51,545.42,19.79983684
1754874120000000000,SOLUSDT-PERP.BINANCE,exit,181.18,545.42,86.10499105
1754884320000000000,ETHUSDT-PERP.BINANCE,entry,4301.93,5.664,4.8732263
1754885640000000000,ETHUSDT-PERP.BINANCE,exit,4346.02,5.664,17.9072684
1754937900000000000,BTCUSDT-PERP.BINANCE,entry,119577.6,0.537,12.84263424
1754941080000000000,BTCUSDT-PERP.BINANCE,exit,119201.40000000001,0.537,49.48835259
1754966040000000000,ETHUSDT-PERP.BINANCE,entry,4299.81,3.464,2.97890837
1755001980000000000,ETHUSDT-PERP.BINANCE,exit,4370.02,3.464,10.70348095
1755062760000000000,BTCUSDT-PERP.BINANCE,entry,119575.8,0.723,17.29066068
1755063660000000000,BTCUSDT-PERP.BINANCE,exit,119261.90000000001,0.723,17.24527074
1755147720000000000,ETHUSDT-PERP.BINANCE,entry,4764.25,8.747,8.33457895
1755153600000000000,ETHUSDT-PERP.BINANCE,exit,4788.8,8.747,30.12603574
1755166440000000000,ETHUSDT-PERP.BINANCE,entry,4745.87,7.872,7.47189773
1755168180000000000,ETHUSDT-PERP.BINANCE,exit,4718.94,7.872,26.67488035
1755229020000000000,XRPUSDT-PERP.BINANCE,entry,3.1161,9004.3,5.61165985
1755237780000000000,XRPUSDT-PERP.BINANCE,exit,3.1398,9004.3,22.22498409
1755261060000000000,BTCUSDT-PERP.BINANCE,entry,119028.8,1.547,36.82751072
1755261120000000000,BTCUSDT-PERP.BINANCE,exit,118848.1,1.547,135.05261809
1755283560000000000,ETHUSDT-PERP.BINANCE,entry,4397.64,7.694,6.76708843
1755288060000000000,ETHUSDT-PERP.BINANCE,exit,4370.98,7.694,25.02906129
1755308280000000000,XRPUSDT-PERP.BINANCE,entry,3.0931,32025.699999999997,19.81173853
1755313440000000000,XRPUSDT-PERP.BINANCE,exit,3.0967,32025.699999999997,88.36698731
1755326940000000000,SOLUSDT-PERP.BINANCE,entry,187.14,169.38,6.33955464
1755329400000000000,SOLUSDT-PERP.BINANCE,exit,188.27,169.38,26.49663358
1755350280000000000,SOLUSDT-PERP.BINANCE,entry,188.03,127.88,4.80905528
1755388380000000000,SOLUSDT-PERP.BINANCE,exit,189.55,127.88,21.15757368
