symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
SOLUSDT,1,1783902000000000000,76.88,76.41,78.19,91,15.0,1783866600000000000,1783893300000000000,limit,2.787234042553203,10000.0,534.43,2.9999564782127592,1783903320000000000,1783907760000000000,9693.51994418,-1.02160018606667,74.0
SOLUSDT,1,1783928400000000000,76.4,76.17,76.65,95,15.0,1783924200000000000,1783926300000000000,limit,1.0869565217391117,9693.51994418,862.0,2.999983922109341,1783928820000000000,1783932420000000000,9869.26226135,0.60432920886672,60.0
SOLUSDT,-1,1783996800000000000,75.23,75.53,74.82,106,60.0,1783976400000000000,1783990800000000000,limit,1.3666666666667155,9869.26226135,709.5,2.999971936112876,1783997220000000000,1783998660000000000,10124.67516635,0.8626544998547203,24.0
BTCUSDT,1,1784019000000000000,62581.100000000006,62458.200000000004,62780.0,111,15.0,1784013300000000000,1784015400000000000,limit,1.6183889340928468,10124.67516635,1.54,2.999828933487295,1784021700000000000,1784025900000000000,10392.06194755,0.880313941951368,70.0
BTCUSDT,1,1784065500000000000,64538.59999999999,64390.3,64877.7,118,15.0,1784053800000000000,1784059800000000000,limit,2.2865812542144877,10392.06194755,1.457,2.9996142904648995,1784067060000000000,1784067660000000000,10848.12733773,1.4628646123737414,10.0
BTCUSDT,-1,1784206200000000000,64099.9,64245.7,63832.99999999999,142,15.0,1784198700000000000,1784203200000000000,limit,1.8305898491084325,10848.12733773,1.547,2.9987211740062034,1784208060000000000,1784208660000000000,10523.57203349,-0.9972698332648022,10.0
ETHUSDT,-1,1784222400000000000,1877.68,1894.26,1860.01,146,15.0,1784211300000000000,1784215800000000000,limit,1.06574185765984,10523.57203349,17.118,2.9998945200134743,1784226120000000000,1784244060000000000,10812.908378009999,0.9164706419684032,299.0
SOLUSDT,1,1784251200000000000,75.28,74.86,75.71,149,15.0,1784025900000000000,1784248800000000000,limit,1.023809523809502,10812.908378009999,619.23,2.999994324193274,1784252520000000000,1784255940000000000,10488.87889899,-0.9988970826725674,57.0
SOLUSDT,1,1784259600000000000,74.86,74.67,75.43,151,60.0,1784019600000000000,1784256000000000000,limit,3.0000000000000746,10488.87889899,968.21,2.999972307285875,1784262000000000000,1784266560000000000,10203.31952476,-0.907498875650407,76.0
ETHUSDT,1,1784364000000000000,1844.36,1841.3,1848.67,163,15.0,1784352600000000000,1784356800000000000,limit,1.4084967320262254,10203.31952476,57.048,2.9999560731664756,1784366280000000000,1784376420000000000,10405.91944967,0.6618758546123482,169.0
ETHUSDT,-1,1784378100000000000,1844.7,1849.72,1839.19,166,15.0,1784314800000000000,1784376600000000000,limit,1.0976095617529902,10405.91944967,44.913,2.9999862935303705,1784378820000000000,1784380380000000000,10619.40090936,0.6838462176025203,26.0
BTCUSDT,1,1784427600000000000,64751.9,64672.3,64948.8,176,15.0,1784416500000000000,1784426700000000000,limit,2.473618090452325,10619.40090936,2.21,2.999028957483878,1784430420000000000,1784430960000000000,10267.707438290001,-1.1039338096747509,9.0
BTCUSDT,-1,1784439600000000000,64725.5,64789.9,64643.399999999994,178,15.0,1784436300000000000,1784438400000000000,limit,1.274844720496843,10267.707438290001,2.18,2.9989481773939475,1784442240000000000,1784448600000000000,10399.58257447,0.42812262611552726,106.0
SOLUSDT,1,1784458500000000000,76.0,75.85,76.49,179,15.0,1784453400000000000,1784455500000000000,limit,3.266666666666509,10399.58257447,1124.97,2.999999761487743,1784462520000000000,1784462940000000000,10082.79614363,-1.015381878940928,7.0
XRPUSDT,1,1784472900000000000,1.0932,1.0902,1.1014,181,60.0,1784419200000000000,1784463600000000000,limit,2.733333333333427,10082.79614363,69532.6,2.9999961318683064,1784480520000000000,1784480580000000000,9662.30105991,-1.3901404522119447,1.0
