symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
BTCUSDT,-1,1763388000000000000,94898.4,95980.2,93511.8,86,60.0,1763319600000000000,1763364300000000000,limit,1.2817526344980301,10000.0,0.256,2.999900508920205,1763390160000000000,1763390280000000000,9700.72349926,-0.9975883357999964,2.0
ETHUSDT,1,1763390700000000000,3131.35,3093.42,3210.22,87,15.0,1763345700000000000,1763387400000000000,limit,2.0793567097284282,9700.72349926,7.129,2.9999165320169485,1763392140000000000,1763395380000000000,9408.42059633,-1.0044024137385181,54.0
ETHUSDT,-1,1763435400000000000,3027.72,3049.01,2943.31,92,15.0,1763414100000000000,1763419500000000000,limit,3.964772193517999,9408.42059633,11.682,2.9998556028580032,1763451540000000000,1763454960000000000,9129.19318469,-0.9892819196062108,57.0
BTCUSDT,1,1763470200000000000,91276.6,91056.0,91859.0,105,15.0,1763465400000000000,1763468100000000000,limit,2.640072529464999,9129.19318469,0.88,2.997912213224452,1763472360000000000,1763472960000000000,8856.19628735,-0.9967908876395464,10.0
SOLUSDT,1,1763476200000000000,137.96,136.74,139.38,107,15.0,1763469000000000000,1763472600000000000,limit,1.163934426229499,8856.19628735,194.82,2.999982259700209,1763476320000000000,1763476380000000000,9118.138011590001,0.9859075527121952,1.0
ETHUSDT,1,1763477100000000000,3038.0,3020.0,3091.73,106,15.0,1763468100000000000,1763472300000000000,limit,2.985000000000001,9118.138011590001,13.123,2.9998006151902294,1763478300000000000,1763479200000000000,9806.88625223,2.517868742370196,15.0
BTCUSDT,1,1763505600000000000,92549.2,92420.2,93400.0,111,15.0,1763499600000000000,1763501700000000000,limit,6.5953488372093245,9806.88625223,1.295,2.9980566200741605,1763510820000000000,1763511480000000000,9518.707183080001,-0.9795126327158437,11.0
BTCUSDT,1,1763615400000000000,92313.0,92093.40000000001,93150.0,124,15.0,1763610300000000000,1763612400000000000,limit,3.8114754098359644,9518.707183080001,0.922,2.999919167952725,1763620500000000000,1763620920000000000,9235.722058649999,-0.9909788482376521,7.0
XRPUSDT,-1,1763648400000000000,2.1224,2.1444,2.0925,128,15.0,1763635500000000000,1763643300000000000,limit,1.3590909090908958,9235.722058649999,11454.6,2.9999983518328945,1763648460000000000,1763653260000000000,9566.26767994,1.1929968557265063,80.0
XRPUSDT,1,1763746200000000000,1.9173,1.885,1.9976,145,15.0,1763735400000000000,1763739600000000000,limit,2.48606811145511,9566.26767994,8388.4,2.999992941814842,1763765520000000000,1763862300000000000,10229.97685111,2.312671961437185,1613.0
