ts,symbol,role,price,quantity,cost
1739158080000000000,ETHUSDT-PERP.BINANCE,entry,2613.82,6.466,3.38019202
1739166840000000000,ETHUSDT-PERP.BINANCE,exit,2657.75,6.466,12.60964836
1739174880000000000,ETHUSDT-PERP.BINANCE,entry,2644.98,16.541,8.75012284
1739182500000000000,ETHUSDT-PERP.BINANCE,exit,2659.94,16.541,33.88863043
1739198280000000000,ETHUSDT-PERP.BINANCE,entry,2646.82,14.59,7.72342076
1739212260000000000,ETHUSDT-PERP.BINANCE,exit,2685.64,14.59,7.83669752
1739241180000000000,ETHUSDT-PERP.BINANCE,entry,2668.39,14.321,7.64280264
1739281740000000000,ETHUSDT-PERP.BINANCE,exit,2650.08,14.321,27.90319914
1739316240000000000,ETHUSDT-PERP.BINANCE,entry,2605.13,10.338,5.38636679
1739347920000000000,ETHUSDT-PERP.BINANCE,exit,2630.71,10.338,20.39552804
1739379360000000000,BTCUSDT-PERP.BINANCE,entry,96459.5,1.235,23.8254965
1739379420000000000,BTCUSDT-PERP.BINANCE,exit,96908.5,1.235,86.65821609
1739475180000000000,ETHUSDT-PERP.BINANCE,entry,2632.85,10.556,5.55847292
1739480880000000000,ETHUSDT-PERP.BINANCE,exit,2661.22,10.556,5.61836766
1739552280000000000,BTCUSDT-PERP.BINANCE,entry,97365.6,0.935,18.2073672
1739552400000000000,BTCUSDT-PERP.BINANCE,exit,97561.3,0.935,66.74164101
1739677860000000000,ETHUSDT-PERP.BINANCE,entry,2697.08,23.827,12.85266503
1739684460000000000,ETHUSDT-PERP.BINANCE,exit,2705.02,23.827,63.26599148
1739687880000000000,XRPUSDT-PERP.BINANCE,entry,2.7837,11741.1,6.53674001
1739692440000000000,XRPUSDT-PERP.BINANCE,exit,2.7652,11741.1,28.06924817
1739731620000000000,BTCUSDT-PERP.BINANCE,entry,96863.2,0.666,12.90217824
1739737320000000000,BTCUSDT-PERP.BINANCE,exit,97134.20000000001,0.666,53.3733005
