symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,first_test,second_test,scale,sweep,deep_sweep,body_ratio,displacement,impulse_flow,impulse_volume,rr,cost_r,range_location,test_effort,test_result,acceptance,test_flow,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored,predicted_value,nav_before,nav_after
SOLUSDT,1,1722661500000000000,1722657600000000000,1722654000000000000,151.807,150.067,153.566,150.521,151.951,1722660660000000000,1722661380000000000,60.0,0.0,0.0,2.0601398601398686,0.449561553643315,0.08851905779253477,0.5536742787116772,1.0109195402299047,0.0959699425287367,0.6493221690590076,0.16331036165152163,0.10804597701150499,0.34827586206896627,-0.02546866830980656,-0.42672762248860924,-0.19271461095487427,0.7001417072241746,0.05383159670763114,-0.0250730178467668,-0.23104094048384943,0.25,94,151.8373614,150.0369866,1722661500000000001,1722674100000000000,stop,-1.0077683976143665,1.9513117999999807,209.99999999998334,0.07735164313565956,0.007768308443581467,0,0.0,10000.0,9697.669480715691
BTCUSDT,1,1722813960000000000,1722809700000000000,1722808800000000000,58546.0,58332.4,59115.5,58443.9,58674.7,1722812100000000000,1722813900000000000,15.0,1.0,0.0,2.323656845753956,0.7234960814258764,0.09193402336148848,1.5894240570398315,2.6661985018726773,0.3015009363295901,0.17263685614943033,0.8827030688634843,0.3216292134831346,0.9971910112359619,-0.08217990641035823,-0.34044089171806663,-0.05503252965939767,-1.9886672395213503,-0.07327924627060867,0.4945189532903601,-0.29827305516445707,0.5,109,58558.2093,58320.73352,1722813960000000001,1722815220000000000,stop,-1.0016937921678222,295.41487999999856,20.999999999983334,0.1978216920217434,0.0,0,0.0,9697.669480715691,9406.246621195844
ETHUSDT,1,1723139700000000000,1723137300000000000,1723137000000000000,2583.73,2569.68,2609.25,2578.16,2580.27,1723138560000000000,1723139220000000000,5.0,0.0,0.0,5.715639810426169,0.6422623657827136,0.2725300784719371,1.5970252698343212,1.816370106761541,0.20228491103202587,0.8603709580346884,0.3269710866234665,0.38932384341635085,0.905338078291789,0.20939138228144152,-0.31048060094621843,-0.0312398519192074,9.852111044162555,0.2059089376054025,0.010750387397735928,0.2783247636213568,1.0,160,2584.246746,2569.166064,1723139700000000001,1723147140000000000,stop,-1.0000000795700754,17.65738700000018,123.99999999998333,0.14592795666765265,0.0,0,0.0,9406.246621195844,9124.059200106296
BTCUSDT,-1,1723152120000000000,1723147200000000000,1723146300000000000,59593.1,59759.2,59213.6,59595.2,59705.1,1723151340000000000,1723152000000000000,15.0,0.0,0.0,2.874431301182869,0.6669495273386193,0.16395056333617375,1.1419318106023422,2.2847682119205497,0.394656291390732,0.3938667944417811,0.3659762127589837,0.24683925346177218,0.685129440096351,0.35704102327269294,-0.011002563769783077,-0.0024573576178095013,-0.08704969570795709,-0.0036905431546597183,0.06870886859309411,0.09390448579189317,0.75,161,59581.18138,59771.15184,1723152120000000001,1723153320000000000,stop,-1.000000066534043,249.64660999999853,19.999999999983334,0.23904256745164837,0.0,0,0.0,9124.059200106296,8850.33740589129
XRPUSDT,1,1723219320000000000,1723215600000000000,1723214700000000000,0.5742,0.5692,0.5811,0.5744,0.5763,1723217940000000000,1723218660000000000,15.0,0.0,0.0,2.1578947368420867,0.37283115693081803,0.18560927586734977,1.1213879907740618,1.37999999999998,0.1263239999999999,0.3270142180094794,0.4355545696134971,0.12000000000000888,0.6800000000000134,0.013916980205846953,-0.9151310215574641,-0.17532467532470852,-1.9319432677324326,-0.06484641638225999,0.6215893842119419,-0.4116956383809032,0.25,172,0.57431484,0.5811,1723219320000000001,1723220880000000000,target,1.1002352570003953,0.005800380000000004,25.999999999983334,0.06954327475096454,0.0,0,0.0,8850.33740589129,9142.461003400622
