ts,symbol,role,price,quantity,cost
1776207960000000000,BTCUSDT-PERP.BINANCE,entry,74115.90000000001,1.001,14.83800318
1776211500000000000,BTCUSDT-PERP.BINANCE,exit,74339.6,1.001,57.50496713
1776267060000000000,SOLUSDT-PERP.BINANCE,entry,83.55,572.05,9.5589555
1776269760000000000,SOLUSDT-PERP.BINANCE,exit,84.46,572.05,9.6630686
1776301560000000000,ETHUSDT-PERP.BINANCE,entry,2352.15,46.636,21.93897348
1776301620000000000,ETHUSDT-PERP.BINANCE,exit,2348.19,46.636,86.13629265
1776326040000000000,XRPUSDT-PERP.BINANCE,entry,1.4055,37432.6,10.52230386
1776330900000000000,XRPUSDT-PERP.BINANCE,exit,1.4121,37432.6,10.57171489
1776337440000000000,XRPUSDT-PERP.BINANCE,entry,1.4057,54002.6,15.18229096
1776338040000000000,XRPUSDT-PERP.BINANCE,exit,1.4016,54002.6,80.45578982
1776355740000000000,BTCUSDT-PERP.BINANCE,entry,74882.09999999999,1.733,25.95413586
1776365640000000000,BTCUSDT-PERP.BINANCE,exit,74981.3,1.733,99.66317478
